context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: It's because I wanted to protect the children\that I left the battlefield and became a sister.\Granny!\What are you talking about?\All of you were born sinners.\What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht... response:	Rest, my child.
context: that I left the battlefield and became a sister.\Granny!\What are you talking about?\All of you were born sinners.\What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child. response:	Valtos.
context: Granny!\What are you talking about?\All of you were born sinners.\What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child.\Valtos. response:	Yes, sir.
context: What are you talking about?\All of you were born sinners.\What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child.\Valtos.\Yes, sir. response:	See you later, Asta.
context: All of you were born sinners.\What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child.\Valtos.\Yes, sir.\See you later, Asta. response:	You belong to me.
context: What?!\You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child.\Valtos.\Yes, sir.\See you later, Asta.\You belong to me. response:	I never want to see her again!
context: You poor thing... Sally, look at how much they've hurt you.\Master Licht...\Rest, my child.\Valtos.\Yes, sir.\See you later, Asta.\You belong to me.\I never want to see her again! response:	Forgive me, my lord. All this because I let her go alone...
context: Master Licht...\Rest, my child.\Valtos.\Yes, sir.\See you later, Asta.\You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone... response:	I never imagined all of this would happen.
context: Rest, my child.\Valtos.\Yes, sir.\See you later, Asta.\You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen. response:	There's no need for you to feel responsible.
context: Valtos.\Yes, sir.\See you later, Asta.\You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible. response:	I'm sure they used some underhanded methods.
context: Yes, sir.\See you later, Asta.\You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods. response:	Who are you calling underhanded?!
context: See you later, Asta.\You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?! response:	Look at what you did to all those innocent children!
context: You belong to me.\I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children! response:	She mentioned earlier that the victims on the battlefield are always the weak.
context: I never want to see her again!\Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak. response:	That is incorrect.
context: Forgive me, my lord. All this because I let her go alone...\I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect. response:	The victims are the strong.
context: I never imagined all of this would happen.\There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong. response:	Envied, feared, discriminated against, persecuted, and...
context: There's no need for you to feel responsible.\I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and... response:	stolen from.
context: I'm sure they used some underhanded methods.\Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from. response:	What is he talking about?
context: Who are you calling underhanded?!\Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about? response:	That is why we will not forgive the Clover Kingdom.
context: Look at what you did to all those innocent children!\She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom. response:	This time, we will destroy you and create our own kingdom.
context: She mentioned earlier that the victims on the battlefield are always the weak.\That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom. response:	What the hell are you even talking about?!
context: That is incorrect.\The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?! response:	You're the ones who attacked first, you jerk!
context: The victims are the strong.\Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk! response:	Shut your filthy mouth.
context: Envied, feared, discriminated against, persecuted, and...\stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth. response:	You're an eyesore.
context: stolen from.\What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore. response:	Why does someone like you have that grimoire?
context: What is he talking about?\That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire? response:	Grimoire?
context: That is why we will not forgive the Clover Kingdom.\This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire?\Grimoire? response:	Damn it... I can't see his attacks at all!
context: This time, we will destroy you and create our own kingdom.\What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all! response:	They hit me straight-on at an incredible speed!
context: What the hell are you even talking about?!\You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed! response:	What do I...
context: You're the ones who attacked first, you jerk!\Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I... response:	This is the only way.
context: Shut your filthy mouth.\You're an eyesore.\Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I...\This is the only way. response:	If I use my sword as a shield and charge at him, I can avoid a fatal injury!
context: You're an eyesore.\Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury! response:	I'm not done yet!
context: Why does someone like you have that grimoire?\Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet! response:	That won't work.
context: Grimoire?\Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work. response:	I'll be taking that grimoire back.
context: Damn it... I can't see his attacks at all!\They hit me straight-on at an incredible speed!\What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work.\I'll be taking that grimoire back. response:	I'm gonna...
context: They hit me straight-on at an incredible speed!\What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work.\I'll be taking that grimoire back.\I'm gonna... response:	di
context: What do I...\This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work.\I'll be taking that grimoire back.\I'm gonna...\di response:	Seriously?
context: This is the only way.\If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work.\I'll be taking that grimoire back.\I'm gonna...\di\Seriously? response:	Captain Yami! What are you doing here?
context: If I use my sword as a shield and charge at him, I can avoid a fatal injury!\I'm not done yet!\That won't work.\I'll be taking that grimoire back.\I'm gonna...\di\Seriously?\Captain Yami! What are you doing here? response:	Why am I here? Well, obviously...
context: I'm not done yet!\That won't work.\I'll be taking that grimoire back.\I'm gonna...\di\Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously... response:	I'm a little lost. Give me some directions, damn it.
context: That won't work.\I'll be taking that grimoire back.\I'm gonna...\di\Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it. response:	Light Magic vs. Dark Magic
context: I'll be taking that grimoire back.\I'm gonna...\di\Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic response:	Captain, you were lost?!
context: I'm gonna...\di\Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?! response:	Of course not, you moron.
context: di\Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron. response:	I was joking, dumbass.
context: Seriously?\Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass. response:	What?!
context: Captain Yami! What are you doing here?\Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass.\What?! response:	We're Magic Knights. Of course we're going to show up.
context: Why am I here? Well, obviously...\I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up. response:	Everyone back at the base was useless, so I decided to come myself.
context: I'm a little lost. Give me some directions, damn it.\Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself. response:	I'll kill them all later.
context: Light Magic vs. Dark Magic\Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later. response:	What the heck are they doing when we're in this much trouble?!
context: Captain, you were lost?!\Of course not, you moron.\I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?! response:	He dragged me out of bed, and now we're in this mess!
context: Of course not, you moron.\I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess! response:	By the way, didn't I tell you to take the day off?
context: I was joking, dumbass.\What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off? response:	Want me to give you a permanent vacation?
context: What?!\We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation? response:	Ow, ow, ow, ow!
context: We're Magic Knights. Of course we're going to show up.\Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow! response:	So, what's his deal?
context: Everyone back at the base was useless, so I decided to come myself.\I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal? response:	Apparently he's the leader of the Eye of the Midnight Sun.
context: I'll kill them all later.\What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun. response:	Th-The Eye of the Midnight Sun?!
context: What the heck are they doing when we're in this much trouble?!\He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?! response:	Oh?
context: He dragged me out of bed, and now we're in this mess!\By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh? response:	I thought he'd be some big, burly guy who could eat a cow in a single gulp,
context: By the way, didn't I tell you to take the day off?\Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp, response:	but he's just a scrawny-ass beanpole.
context: Want me to give you a permanent vacation?\Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole. response:	Um, I'm pretty sure muscles don't really matter.
context: Ow, ow, ow, ow!\So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter. response:	What's with that guy's creepy, infinite amount of magic?!
context: So, what's his deal?\Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?! response:	Not to mention, he uses light magic?
context: Apparently he's the leader of the Eye of the Midnight Sun.\Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic? response:	That's a super rare magic that only a few people
context: Th-The Eye of the Midnight Sun?!\Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people response:	throughout the history of the Clover Kingdom have ever used!
context: Oh?\I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used! response:	Without a doubt, he's super dangerous! I wanna go home!
context: I thought he'd be some big, burly guy who could eat a cow in a single gulp,\but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home! response:	That's the Black Bulls' captain.
context: but he's just a scrawny-ass beanpole.\Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain. response:	Shall I summon the Third Eye?
context: Um, I'm pretty sure muscles don't really matter.\What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye? response:	There's no need.
context: What's with that guy's creepy, infinite amount of magic?!\Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need. response:	I've always wanted to fight him, since he uses dark magic.
context: Not to mention, he uses light magic?\That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic. response:	Finral, please get the kids and everyone else back to town.
context: That's a super rare magic that only a few people\throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town. response:	Sure, leave it to me!
context: throughout the history of the Clover Kingdom have ever used!\Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me! response:	What are you going to do?
context: Without a doubt, he's super dangerous! I wanna go home!\That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do? response:	I can still fight!
context: That's the Black Bulls' captain.\Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do?\I can still fight! response:	I finally get a chance to see Captain Yami in action! There's no way I'm leaving!
context: Shall I summon the Third Eye?\There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving! response:	Gauche and, uh... you there! Can you walk?
context: There's no need.\I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk? response:	More importantly, get to the old hag! Hurry up!
context: I've always wanted to fight him, since he uses dark magic.\Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up! response:	Got it!
context: Finral, please get the kids and everyone else back to town.\Sure, leave it to me!\What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it! response:	I've been around longer than you, y'know...
context: Sure, leave it to me!\What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know... response:	All right, Yami. I'm leaving the rest to you.
context: What are you going to do?\I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you. response:	Hey. You better come back.
context: I can still fight!\I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back. response:	Gulp...
context: I finally get a chance to see Captain Yami in action! There's no way I'm leaving!\Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp... response:	I was planning to just stay out of harm's way.
context: Gauche and, uh... you there! Can you walk?\More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way. response:	You know, I think I'm running low on magic...
context: More importantly, get to the old hag! Hurry up!\Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic... response:	Like, for real!
context: Got it!\I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real! response:	What do you mean? I'm for real, too.
context: I've been around longer than you, y'know...\All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too. response:	Of course you are...
context: All right, Yami. I'm leaving the rest to you.\Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too.\Of course you are... response:	Huh?
context: Hey. You better come back.\Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too.\Of course you are...\Huh? response:	The hell do you think you're doing to my ride?
context: Gulp...\I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too.\Of course you are...\Huh?\The hell do you think you're doing to my ride? response:	Ride?!
context: I was planning to just stay out of harm's way.\You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too.\Of course you are...\Huh?\The hell do you think you're doing to my ride?\Ride?! response:	Yeesh! I don't have enough lives to stick around here!
context: You know, I think I'm running low on magic...\Like, for real!\What do you mean? I'm for real, too.\Of course you are...\Huh?\The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here! response:	Well, see you, Yami!
context: Like, for real!\What do you mean? I'm for real, too.\Of course you are...\Huh?\The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami! response:	You better come back, damn it!
context: What do you mean? I'm for real, too.\Of course you are...\Huh?\The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami!\You better come back, damn it! response:	So cool! How'd you stop that?
context: Of course you are...\Huh?\The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami!\You better come back, damn it!\So cool! How'd you stop that? response:	What's up with that sword?!
context: Huh?\The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami!\You better come back, damn it!\So cool! How'd you stop that?\What's up with that sword?! response:	Shut up, brat.
context: The hell do you think you're doing to my ride?\Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami!\You better come back, damn it!\So cool! How'd you stop that?\What's up with that sword?!\Shut up, brat. response:	This is a weapon called a katana from my homeland, the Land of the Sun.
context: Ride?!\Yeesh! I don't have enough lives to stick around here!\Well, see you, Yami!\You better come back, damn it!\So cool! How'd you stop that?\What's up with that sword?!\Shut up, brat.\This is a weapon called a katana from my homeland, the Land of the Sun. response:	And that was
