context: Good morning, Jirou. response:	Mornin'.
context: N-NO!!!\It is Without a Doubt, in Bed\I think you two are really compatible.\You can overcome any obstacle with love.\Kureha locked herself in her room and won't come out...\At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there. response:	Kureha!
context: It is Without a Doubt, in Bed\I think you two are really compatible.\You can overcome any obstacle with love.\Kureha locked herself in her room and won't come out...\At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there.\Kureha! response:	I was looking everywhere for you, Nii-san!
context: I think you two are really compatible.\You can overcome any obstacle with love.\Kureha locked herself in her room and won't come out...\At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san! response:	You-!
context: You can overcome any obstacle with love.\Kureha locked herself in her room and won't come out...\At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san!\You-! response:	Did Konoe-senpai say anything after he saw me in my underwear?!
context: Kureha locked herself in her room and won't come out...\At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?! response:	No, nothing at all.
context: At this rate, she's going to miss school...\If it is about that, then you need not worry.\Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all. response:	No reaction!?
context: If it is about that, then you need not worry.\Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!? response:	It's boys' love?
context: Your little sister is right over there.\Kureha!\I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!?\It's boys' love? response:	How did it turn out like this?!
context: Kureha!\I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!?\It's boys' love?\How did it turn out like this?! response:	You're dating Konoe-senpai, aren't you?
context: I was looking everywhere for you, Nii-san!\You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!?\It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you? response:	You are absolutely correct.
context: You-!\Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!?\It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct. response:	Subaru is madly in love with your brother!
context: Did Konoe-senpai say anything after he saw me in my underwear?!\No, nothing at all.\No reaction!?\It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother! response:	Hey!
context: No, nothing at all.\No reaction!?\It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother!\Hey! response:	I knew it...
context: No reaction!?\It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother!\Hey!\I knew it... response:	However, you should not worry.
context: It's boys' love?\How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother!\Hey!\I knew it...\However, you should not worry. response:	Because, your brother is going out with yours truly.
context: How did it turn out like this?!\You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother!\Hey!\I knew it...\However, you should not worry.\Because, your brother is going out with yours truly. response:	Huh...?
context: You're dating Konoe-senpai, aren't you?\You are absolutely correct.\Subaru is madly in love with your brother!\Hey!\I knew it...\However, you should not worry.\Because, your brother is going out with yours truly.\Huh...? response:	You're lying!
context: You are absolutely correct.\Subaru is madly in love with your brother!\Hey!\I knew it...\However, you should not worry.\Because, your brother is going out with yours truly.\Huh...?\You're lying! response:	I don't buy it!
context: Subaru is madly in love with your brother!\Hey!\I knew it...\However, you should not worry.\Because, your brother is going out with yours truly.\Huh...?\You're lying!\I don't buy it! response:	The birthmark on his side.
context: Hey!\I knew it...\However, you should not worry.\Because, your brother is going out with yours truly.\Huh...?\You're lying!\I don't buy it!\The birthmark on his side. response:	He has a birthmark on his side, doesn't he?
context: I knew it...\However, you should not worry.\Because, your brother is going out with yours truly.\Huh...?\You're lying!\I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he? response:	H-How do you know?
context: However, you should not worry.\Because, your brother is going out with yours truly.\Huh...?\You're lying!\I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know? response:	We were in bed together, of course.
context: Because, your brother is going out with yours truly.\Huh...?\You're lying!\I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course. response:	I-In bed?!
context: Huh...?\You're lying!\I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course.\I-In bed?! response:	So that's when she...
context: You're lying!\I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course.\I-In bed?!\So that's when she... response:	B-But, Nii-san can't stand being touched by girls!
context: I don't buy it!\The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course.\I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls! response:	His nose will start bleeding immediately!
context: The birthmark on his side.\He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course.\I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately! response:	You can overcome all obstacles with love.
context: He has a birthmark on his side, doesn't he?\H-How do you know?\We were in bed together, of course.\I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love. response:	There's no way...
context: H-How do you know?\We were in bed together, of course.\I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way... response:	I want to cheer for you...
context: We were in bed together, of course.\I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way...\I want to cheer for you... response:	Since you might become my little sister in the future.
context: I-In bed?!\So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way...\I want to cheer for you...\Since you might become my little sister in the future. response:	Let us get along, Kureha-chan.
context: So that's when she...\B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way...\I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan. response:	Suzutsuki-senpai... No, Onee-sama!
context: B-But, Nii-san can't stand being touched by girls!\His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way...\I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama! response:	Furthermore, I want Subaru to experience love with a girl.
context: His nose will start bleeding immediately!\You can overcome all obstacles with love.\There's no way...\I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl. response:	That's why...
context: You can overcome all obstacles with love.\There's no way...\I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why... response:	How about having a double date this coming Sunday?
context: There's no way...\I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday? response:	Yo, Konoe!
context: I want to cheer for you...\Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday?\Yo, Konoe! response:	Do not carelessly approach me from behind.
context: Since you might become my little sister in the future.\Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind. response:	Do not worry.
context: Let us get along, Kureha-chan.\Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry. response:	This is just a stun-gun for self-protection.
context: Suzutsuki-senpai... No, Onee-sama!\Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection. response:	It has been specially customized.
context: Furthermore, I want Subaru to experience love with a girl.\That's why...\How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized. response:	If you hit the right vital points with this
context: That's why...\How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this response:	Why are you in possession of such a dangerous weapon?
context: How about having a double date this coming Sunday?\Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon? response:	Right now, I must focus on protecting Ojou-sama.
context: Yo, Konoe!\Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama. response:	So, I cannot protect you as well. Please watch your back.
context: Do not carelessly approach me from behind.\Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back. response:	Later!
context: Do not worry.\This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later! response:	'Kay!
context: This is just a stun-gun for self-protection.\It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later!\'Kay! response:	See you later, Konoe-senpai.
context: It has been specially customized.\If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later!\'Kay!\See you later, Konoe-senpai. response:	Mhm.
context: If you hit the right vital points with this\Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later!\'Kay!\See you later, Konoe-senpai.\Mhm. response:	J-Jirou.
context: Why are you in possession of such a dangerous weapon?\Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later!\'Kay!\See you later, Konoe-senpai.\Mhm.\J-Jirou. response:	Um, what is it?
context: Right now, I must focus on protecting Ojou-sama.\So, I cannot protect you as well. Please watch your back.\Later!\'Kay!\See you later, Konoe-senpai.\Mhm.\J-Jirou.\Um, what is it? response:	Huh?!
context: So, I cannot protect you as well. Please watch your back.\Later!\'Kay!\See you later, Konoe-senpai.\Mhm.\J-Jirou.\Um, what is it?\Huh?! response:	Oh, right. You're...
context: Later!\'Kay!\See you later, Konoe-senpai.\Mhm.\J-Jirou.\Um, what is it?\Huh?!\Oh, right. You're... response:	It's fine, just close your eyes.
context: 'Kay!\See you later, Konoe-senpai.\Mhm.\J-Jirou.\Um, what is it?\Huh?!\Oh, right. You're...\It's fine, just close your eyes. response:	I'll keep an eye out for you, so feel free to change in here.
context: See you later, Konoe-senpai.\Mhm.\J-Jirou.\Um, what is it?\Huh?!\Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here. response:	Why does everything have to be so difficult?
context: Mhm.\J-Jirou.\Um, what is it?\Huh?!\Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult? response:	You sure took your time.
context: J-Jirou.\Um, what is it?\Huh?!\Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time. response:	Hey, you aren't thinking about something bad about me, are you!?
context: Um, what is it?\Huh?!\Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!? response:	No, not at all.
context: Huh?!\Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all. response:	Say, Konoe-senpai!
context: Oh, right. You're...\It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai! response:	Could you teach me how to swim?
context: It's fine, just close your eyes.\I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim? response:	I'm not that good of a swimmer.
context: I'll keep an eye out for you, so feel free to change in here.\Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer. response:	Liar!
context: Why does everything have to be so difficult?\You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer.\Liar! response:	I do not really mind.
context: You sure took your time.\Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer.\Liar!\I do not really mind. response:	It is fine with me, Subaru!
context: Hey, you aren't thinking about something bad about me, are you!?\No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer.\Liar!\I do not really mind.\It is fine with me, Subaru! response:	There are a lot of people here, but if anything happens, Jirou will protect you.
context: No, not at all.\Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer.\Liar!\I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you. response:	If Ojou-sama says so... I'm counting on you, Jirou!
context: Say, Konoe-senpai!\Could you teach me how to swim?\I'm not that good of a swimmer.\Liar!\I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou! response:	Oh, ah...
context: Could you teach me how to swim?\I'm not that good of a swimmer.\Liar!\I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah... response:	What was up with Konoe just now?
context: I'm not that good of a swimmer.\Liar!\I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now? response:	I wonder how many years it has been since we last came here.
context: Liar!\I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here. response:	You've been here before?
context: I do not really mind.\It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before? response:	Yes, when we were children.
context: It is fine with me, Subaru!\There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children. response:	Subaru and I were once kidnapped here.
context: There are a lot of people here, but if anything happens, Jirou will protect you.\If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here. response:	Kidnapped?
context: If Ojou-sama says so... I'm counting on you, Jirou!\Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped? response:	Kana-chan, are you okay?
context: Oh, ah...\What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay? response:	They wanted a ransom.
context: What was up with Konoe just now?\I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay?\They wanted a ransom. response:	The incident was resolved swiftly, and all the criminals were caught.
context: I wonder how many years it has been since we last came here.\You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught. response:	But because of that incident, my movements have been restricted.
context: You've been here before?\Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted. response:	Subaru felt responsible for that incident.
context: Yes, when we were children.\Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident. response:	However, it was my own fault that I was kidnapped.
context: Subaru and I were once kidnapped here.\Kidnapped?\Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped. response:	She could not protect her mistress.
context: Kidnapped?\Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress. response:	But she was only a child back then.
context: Kana-chan, are you okay?\They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then. response:	Ever since then, the distance between us only grew.
context: They wanted a ransom.\The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew. response:	Similar to how you have gynophobia, Subaru has her own weaknesses as well.
context: The incident was resolved swiftly, and all the criminals were caught.\But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well. response:	Weaknesses?
context: But because of that incident, my movements have been restricted.\Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses? response:	Okay! Let's stop the chit-chat.
context: Subaru felt responsible for that incident.\However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat. response:	Hey, stop sitting around!
context: However, it was my own fault that I was kidnapped.\She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around! response:	You are supposed to be my lover, right?
context: She could not protect her mistress.\But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right? response:	Uh... yeah.
context: But she was only a child back then.\Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah. response:	Onee-sama!
context: Ever since then, the distance between us only grew.\Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah.\Onee-sama! response:	How was it?
context: Similar to how you have gynophobia, Subaru has her own weaknesses as well.\Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah.\Onee-sama!\How was it? response:	I think I showed him my good side!
context: Weaknesses?\Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah.\Onee-sama!\How was it?\I think I showed him my good side! response:	The real battle begins now.
context: Okay! Let's stop the chit-chat.\Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah.\Onee-sama!\How was it?\I think I showed him my good side!\The real battle begins now. response:	Let's come up with a plan!
context: Hey, stop sitting around!\You are supposed to be my lover, right?\Uh... yeah.\Onee-sama!\How was it?\I think I showed him my good side!\The real battle begins now.\Let's come up with a plan! response:	Yes!
context: You are supposed to be my lover, right?\Uh... yeah.\Onee-sama!\How was it?\I think I showed him my good side!\The real battle begins now.\Let's come up with a plan!\Yes! response:	Subaru, I am a bit thirsty.
context: Uh... yeah.\Onee-sama!\How was it?\I think I showed him my good side!\The real battle begins now.\Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty. response:	Can you go with Jirou and buy some drinks?
context: Onee-sama!\How was it?\I think I showed him my good side!\The real battle begins now.\Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks? response:	But...
context: How was it?\I think I showed him my good side!\The real battle begins now.\Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But... response:	It's fine. I am not a child anymore.
context: I think I showed him my good side!\The real battle begins now.\Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore. response:	Understood.
context: The real battle begins now.\Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore.\Understood. response:	You are on good terms with Kureha, aren't you?
context: Let's come up with a plan!\Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you? response:	Something like that.
context: Yes!\Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you?\Something like that. response:	I'm so jealous. I got into a scuffle with my father yesterday.
context: Subaru, I am a bit thirsty.\Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday. response:	Why?
context: Can you go with Jirou and buy some drinks?\But...\It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why? response:	Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.
context: But...\It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts. response:	So he said, Bring me that four-eyed bastard!
context: It's fine. I am not a child anymore.\Understood.\You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard! response:	I'll rip him to shreds and then lynch him!
context: Understood.\You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him! response:	Of course.
context: You are on good terms with Kureha, aren't you?\Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course. response:	Oh!
context: Something like that.\I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course.\Oh! response:	What's wrong?
context: I'm so jealous. I got into a scuffle with my father yesterday.\Why?\Because I told him that you pushed me down in the science room and got a nosebleed from touching my breasts.\So he said, Bring me that four-eyed bastard!\I'll rip him to shreds and then lynch him!\Of course.\Oh!\What's wrong? response:	This is bad!
