context: Now Silver Sword's here, too? response:	Look, another one!
context: There are also crafting guilds,\whose time is primarily occupied by amassing items or selling them in town.\Marine Agency Player Count 2,547 Players\Marine Agency,\Roderic Merchant Guild Player Count 1,881 Players\Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8, response:	Grandeur Player Count 31 Players
context: whose time is primarily occupied by amassing items or selling them in town.\Marine Agency Player Count 2,547 Players\Marine Agency,\Roderic Merchant Guild Player Count 1,881 Players\Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players response:	Grandeur,
context: Marine Agency Player Count 2,547 Players\Marine Agency,\Roderic Merchant Guild Player Count 1,881 Players\Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur, response:	Radio Market Player Count 21 Players
context: Marine Agency,\Roderic Merchant Guild Player Count 1,881 Players\Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players response:	Radio Market.
context: Roderic Merchant Guild Player Count 1,881 Players\Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players\Radio Market. response:	Crescent Moon Alliance Player Count 24 Players
context: Roderic Merchant Guild,\Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players response:	And there's the support guild, Marielle's Crescent Moon Alliance.
context: Shopping Street 8 Player Count 669 Players\Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance. response:	And...
context: Shopping Street 8,\Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And... response:	Log Horizon.
context: Grandeur Player Count 31 Players\Grandeur,\Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon. response:	Log Horizon Player Count 4 Players
context: Grandeur,\Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon.\Log Horizon Player Count 4 Players response:	So all the major guilds' masters are here?
context: Radio Market Player Count 21 Players\Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here? response:	What's going on?
context: Radio Market.\Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on? response:	Round Table Conference
context: Crescent Moon Alliance Player Count 24 Players\And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on?\Round Table Conference response:	Round Table Conference.
context: And there's the support guild, Marielle's Crescent Moon Alliance.\And...\Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on?\Round Table Conference\Round Table Conference. response:	It's a good sign that everyone came.
context: And...\Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on?\Round Table Conference\Round Table Conference.\It's a good sign that everyone came. response:	Asking Soujirou to handle the invitations was the right move.
context: Log Horizon.\Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on?\Round Table Conference\Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move. response:	Thank you all for taking the time to come today.
context: Log Horizon Player Count 4 Players\So all the major guilds' masters are here?\What's going on?\Round Table Conference\Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today. response:	I am Shiroe, of the guild Log Horizon.
context: So all the major guilds' masters are here?\What's going on?\Round Table Conference\Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon. response:	You can keep the introductions short,
context: What's going on?\Round Table Conference\Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short, response:	Shiroe of the Tea Party.
context: Round Table Conference\Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party. response:	Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights
context: Round Table Conference.\It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights response:	Thank you, Isaac.
context: It's a good sign that everyone came.\Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac. response:	I'm surprised and honored that you remember me.
context: Asking Soujirou to handle the invitations was the right move.\Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me. response:	How could I forget?
context: Thank you all for taking the time to come today.\I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget? response:	Well?
context: I am Shiroe, of the guild Log Horizon.\You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget?\Well? response:	William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword
context: You can keep the introductions short,\Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword response:	Why are we here, exactly?
context: Shiroe of the Tea Party.\Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly? response:	I've brought you here for input and aid, concerning Akihabara's present state.
context: Isaac Race/ Human Guardian, Lv. 90 Black Sword Knights\Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state. response:	As you know, ever since the Apocalypse,
context: Thank you, Isaac.\I'm surprised and honored that you remember me.\How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse, response:	we've been trapped in this world.
context: I'm surprised and honored that you remember me.\How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world. response:	And there's no way to know if we'll be able to return.
context: How could I forget?\Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return. response:	Given the circumstances, I'd like to keep the situation in Akihabara
context: Well?\William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara response:	from getting any worse.
context: William Massachusetts Race/ Elf Assassin, Lv. 90 Silver Sword\Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse. response:	That's a lot to ask.
context: Why are we here, exactly?\I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask. response:	Are you thinking of
context: I've brought you here for input and aid, concerning Akihabara's present state.\As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask.\Are you thinking of response:	something similar to the failed attempt to form alliances of the smaller guilds?
context: As you know, ever since the Apocalypse,\we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds? response:	Crusty Race/ Human Guardian, Lv. 90 D.D.D
context: we've been trapped in this world.\And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D response:	Similar, yes.
context: And there's no way to know if we'll be able to return.\Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes. response:	However...
context: Given the circumstances, I'd like to keep the situation in Akihabara\from getting any worse.\That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However... response:	I've heard that that plan was halted.
context: from getting any worse.\That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However...\I've heard that that plan was halted. response:	Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market
context: That's a lot to ask.\Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market response:	That plan had many problems.
context: Are you thinking of\something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems. response:	It was the smaller guilds' attempt to unite, to compete with the larger ones.
context: something similar to the failed attempt to form alliances of the smaller guilds?\Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones. response:	Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur
context: Crusty Race/ Human Guardian, Lv. 90 D.D.D\Similar, yes.\However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur response:	In other words, they wanted to protect their interests.
context: Similar, yes.\However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests. response:	They were only concerned with themselves.
context: However...\I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves. response:	Eins Race/ Human Shrine Priest, Lv. 90 Honesty
context: I've heard that that plan was halted.\Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty response:	Then is your goal today to gather the major powers in Akihabara,
context: Ichimonjinosuke Akaneya Race/ Human Sorcerer, Lv. 90 Radio Market\That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara, response:	to prevent the collision of interests?
context: That plan had many problems.\It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests? response:	That won't happen.
context: It was the smaller guilds' attempt to unite, to compete with the larger ones.\Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen. response:	Everyone seems to assume
context: Woodstock W. Race/ Dwarf Assassin, Lv. 90 Grandeur\In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen.\Everyone seems to assume response:	that this would be a continuation of the first failed alliance.
context: In other words, they wanted to protect their interests.\They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance. response:	Correcting them quickly would be best.
context: They were only concerned with themselves.\Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best. response:	That is not the intent.
context: Eins Race/ Human Shrine Priest, Lv. 90 Honesty\Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent. response:	My only goal here is to improve the situation in Akihabara.
context: Then is your goal today to gather the major powers in Akihabara,\to prevent the collision of interests?\That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara. response:	Then I'll be on my way.
context: to prevent the collision of interests?\That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way. response:	We are a combat guild.
context: That won't happen.\Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild. response:	We have no interest in the city itself.
context: Everyone seems to assume\that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself. response:	That's merely where we go to sell our items.
context: that this would be a continuation of the first failed alliance.\Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items. response:	In other words,
context: Correcting them quickly would be best.\That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items.\In other words, response:	the city's condition doesn't matter to us.
context: That is not the intent.\My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us. response:	Let those who care about the city solve its problems.
context: My only goal here is to improve the situation in Akihabara.\Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems. response:	I don't believe there's anything wrong with discussion.
context: Then I'll be on my way.\We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion. response:	But I do think it's a waste of time.
context: We are a combat guild.\We have no interest in the city itself.\That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time. response:	Regardless, we aren't interested.
context: We have no interest in the city itself.\That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested. response:	Do it without us.
context: That's merely where we go to sell our items.\In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us. response:	Silver Sword's out.
context: In other words,\the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us.\Silver Sword's out. response:	An expected scenario.
context: the city's condition doesn't matter to us.\Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us.\Silver Sword's out.\An expected scenario. response:	Um...
context: Let those who care about the city solve its problems.\I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us.\Silver Sword's out.\An expected scenario.\Um... response:	It's such an important day,
context: I don't believe there's anything wrong with discussion.\But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us.\Silver Sword's out.\An expected scenario.\Um...\It's such an important day, response:	but I haven't seen Akatsuki or Naotsugu...
context: But I do think it's a waste of time.\Regardless, we aren't interested.\Do it without us.\Silver Sword's out.\An expected scenario.\Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu... response:	Or even Shouryuu and Hien all day.
context: Regardless, we aren't interested.\Do it without us.\Silver Sword's out.\An expected scenario.\Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day. response:	Come to think of it...
context: Do it without us.\Silver Sword's out.\An expected scenario.\Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it... response:	I'm sure they're busy with something else.
context: Silver Sword's out.\An expected scenario.\Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else. response:	Hey, is it true?
context: An expected scenario.\Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else.\Hey, is it true? response:	That we can escape from here?
context: Um...\It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here? response:	Yeah, I got word this morning.
context: It's such an important day,\but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here?\Yeah, I got word this morning. response:	As soon as Tohya and the rest depart to hunt, leave the guild hall with them.
context: but I haven't seen Akatsuki or Naotsugu...\Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them. response:	Take all the new players with you.
context: Or even Shouryuu and Hien all day.\Come to think of it...\I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you. response:	You need only walk out the door.
context: Come to think of it...\I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door. response:	A female assassin named Akatsuki will be in the Guild Building.
context: I'm sure they're busy with something else.\Hey, is it true?\That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door.\A female assassin named Akatsuki will be in the Guild Building. response:	And just in case, a guardian named Naotsugu will be in the Cathedral.
context: Hey, is it true?\That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door.\A female assassin named Akatsuki will be in the Guild Building.\And just in case, a guardian named Naotsugu will be in the Cathedral. response:	I can't be with you, but don't worry.
context: That we can escape from here?\Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door.\A female assassin named Akatsuki will be in the Guild Building.\And just in case, a guardian named Naotsugu will be in the Cathedral.\I can't be with you, but don't worry. response:	The entire Guild Building is under my control.
context: Yeah, I got word this morning.\As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door.\A female assassin named Akatsuki will be in the Guild Building.\And just in case, a guardian named Naotsugu will be in the Cathedral.\I can't be with you, but don't worry.\The entire Guild Building is under my control. response:	He said we only need to go out the door.
context: As soon as Tohya and the rest depart to hunt, leave the guild hall with them.\Take all the new players with you.\You need only walk out the door.\A female assassin named Akatsuki will be in the Guild Building.\And just in case, a guardian named Naotsugu will be in the Cathedral.\I can't be with you, but don't worry.\The entire Guild Building is under my control.\He said we only need to go out the door. response:	Just run straight.
