context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Mikage Shrine
context: I could see that your pretty eyes were filled with contempt\But I had to go home\Even at the bus stop, you gave me the cold shoulder\The fireworks in the sky pulse\In a silhouette of love\With a little magic,\Two sets of lying lips\Lock together response:	You see
context: But I had to go home\Even at the bus stop, you gave me the cold shoulder\The fireworks in the sky pulse\In a silhouette of love\With a little magic,\Two sets of lying lips\Lock together\You see response:	God...
context: Even at the bus stop, you gave me the cold shoulder\The fireworks in the sky pulse\In a silhouette of love\With a little magic,\Two sets of lying lips\Lock together\You see\God... response:	I'd like to be a naughty girl
context: The fireworks in the sky pulse\In a silhouette of love\With a little magic,\Two sets of lying lips\Lock together\You see\God...\I'd like to be a naughty girl response:	I'm tired of being good
context: In a silhouette of love\With a little magic,\Two sets of lying lips\Lock together\You see\God...\I'd like to be a naughty girl\I'm tired of being good response:	So, please
context: With a little magic,\Two sets of lying lips\Lock together\You see\God...\I'd like to be a naughty girl\I'm tired of being good\So, please response:	It's for a good reason
context: Two sets of lying lips\Lock together\You see\God...\I'd like to be a naughty girl\I'm tired of being good\So, please\It's for a good reason response:	So let me be bad for once
context: Lock together\You see\God...\I'd like to be a naughty girl\I'm tired of being good\So, please\It's for a good reason\So let me be bad for once response:	By flipping my skirt
context: You see\God...\I'd like to be a naughty girl\I'm tired of being good\So, please\It's for a good reason\So let me be bad for once\By flipping my skirt response:	I'll be back soon
context: God...\I'd like to be a naughty girl\I'm tired of being good\So, please\It's for a good reason\So let me be bad for once\By flipping my skirt\I'll be back soon response:	It looks like Saturday is going to be sunny
context: I'd like to be a naughty girl\I'm tired of being good\So, please\It's for a good reason\So let me be bad for once\By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny response:	God, it has already started
context: I'm tired of being good\So, please\It's for a good reason\So let me be bad for once\By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started response:	onnanoko hajimemashita
context: So, please\It's for a good reason\So let me be bad for once\By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita response:	tameiki wa bioron no shirabe ni nite
context: It's for a good reason\So let me be bad for once\By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite response:	akai mi hajikechatta
context: So let me be bad for once\By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta response:	mada anata wo shiranai
context: By flipping my skirt\I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai response:	konna koto hajimetette
context: I'll be back soon\It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette response:	manazashi wa aku no hana sakimidarete mo
context: It looks like Saturday is going to be sunny\God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo response:	ie e to tsuzuku
context: God, it has already started\onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku response:	basu sutoppu demo anata wa tsurenai
context: onnanoko hajimemashita\tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai response:	karameta hanabi myaku utsu
context: tameiki wa bioron no shirabe ni nite\akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu response:	koi no shiruetto
context: akai mi hajikechatta\mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto response:	karui mahou
context: mada anata wo shiranai\konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto\karui mahou response:	usotsuki na kuchibiru
context: konna koto hajimetette\manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto\karui mahou\usotsuki na kuchibiru response:	sou kasaneteru
context: manazashi wa aku no hana sakimidarete mo\ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto\karui mahou\usotsuki na kuchibiru\sou kasaneteru response:	ano ne
context: ie e to tsuzuku\basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto\karui mahou\usotsuki na kuchibiru\sou kasaneteru\ano ne response:	nee kamisama
context: basu sutoppu demo anata wa tsurenai\karameta hanabi myaku utsu\koi no shiruetto\karui mahou\usotsuki na kuchibiru\sou kasaneteru\ano ne\nee kamisama response:	warui ko ni naritai yo
context: karameta hanabi myaku utsu\koi no shiruetto\karui mahou\usotsuki na kuchibiru\sou kasaneteru\ano ne\nee kamisama\warui ko ni naritai yo response:	ii ko ni shiteru kara
context: koi no shiruetto\karui mahou\usotsuki na kuchibiru\sou kasaneteru\ano ne\nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara response:	onegai dayo
context: karui mahou\usotsuki na kuchibiru\sou kasaneteru\ano ne\nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo response:	zurui koto sasetoite
context: usotsuki na kuchibiru\sou kasaneteru\ano ne\nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite response:	ii koto shitai nara
context: sou kasaneteru\ano ne\nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite\ii koto shitai nara response:	sukaato hirogaesu shite
context: ano ne\nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite response:	sugu kaeru yo
context: nee kamisama\warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo response:	doyoubi wa haresou da
context: warui ko ni naritai yo\ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da response:	kamisama hajimemashita
context: ii ko ni shiteru kara\onegai dayo\zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita response:	Momozono Nanami's father ran away from home after losing all of his money on gambling.
context: onegai dayo\zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling. response:	She was evicted, and some weird occurrences later, she became a deity.
context: zurui koto sasetoite\ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity. response:	She then fell in love with her familiar, the demon fox, Tomoe.
context: ii koto shitai nara\sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe. response:	They even went out on dates.
context: sukaato hirogaesu shite\sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates. response:	Though later she got dumped and felt very depressed.
context: sugu kaeru yo\doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed. response:	And on a trip to the beach, Tomoe was imprisoned under the sea.
context: doyoubi wa haresou da\kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea. response:	She went all the way to the Dragon Palace to rescue him and started to feel good again.
context: kamisama hajimemashita\Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again. response:	She even traveled back in time,
context: Momozono Nanami's father ran away from home after losing all of his money on gambling.\She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time, response:	but Tomoe was a super scary villain!
context: She was evicted, and some weird occurrences later, she became a deity.\She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain! response:	However, her love for him never changed.
context: She then fell in love with her familiar, the demon fox, Tomoe.\They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed. response:	Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.
context: They even went out on dates.\Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma. response:	Tomoe gave her a kiss.
context: Though later she got dumped and felt very depressed.\And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss. response:	Their relationship became more passionate and intense.
context: And on a trip to the beach, Tomoe was imprisoned under the sea.\She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense. response:	Now, you must be wondering what happened next, right?
context: She went all the way to the Dragon Palace to rescue him and started to feel good again.\She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right? response:	Let's take a look!
context: She even traveled back in time,\but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look! response:	I've been kind of restless lately.
context: but Tomoe was a super scary villain!\However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately. response:	These are the real flying legs!
context: However, her love for him never changed.\Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately.\These are the real flying legs! response:	Oh, she sank.
context: Then she defeated the Earth Spider and purified the Mikaga Shrine from the miasma.\Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately.\These are the real flying legs!\Oh, she sank. response:	Was that...
context: Tomoe gave her a kiss.\Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately.\These are the real flying legs!\Oh, she sank.\Was that... response:	Can we formalize the familiar contract?
context: Their relationship became more passionate and intense.\Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately.\These are the real flying legs!\Oh, she sank.\Was that...\Can we formalize the familiar contract? response:	But we already did that.
context: Now, you must be wondering what happened next, right?\Let's take a look!\I've been kind of restless lately.\These are the real flying legs!\Oh, she sank.\Was that...\Can we formalize the familiar contract?\But we already did that. response:	From the bottom of my heart.
context: Let's take a look!\I've been kind of restless lately.\These are the real flying legs!\Oh, she sank.\Was that...\Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart. response:	Yes, that was it.
context: I've been kind of restless lately.\These are the real flying legs!\Oh, she sank.\Was that...\Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart.\Yes, that was it. response:	But now I feel like I'm needed.
context: These are the real flying legs!\Oh, she sank.\Was that...\Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed. response:	For now, this is good enough. I'm happy!
context: Oh, she sank.\Was that...\Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy! response:	Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?
context: Was that...\Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right? response:	Tomoe and Tanuko-san.
context: Can we formalize the familiar contract?\But we already did that.\From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san. response:	What you wanted is inside this box, Tomoe-sama.
context: But we already did that.\From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama. response:	Thank you for your hard work, Tanuko.
context: From the bottom of my heart.\Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko. response:	It's my pleasure.
context: Yes, that was it.\But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure. response:	I guess I don't need Nanami any more.
context: But now I feel like I'm needed.\For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more. response:	What?!
context: For now, this is good enough. I'm happy!\Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more.\What?! response:	Oh you, Tomoe-sama.
context: Tomoe, do we have something sweet to eat? We have some sweet potato cake, right?\Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama. response:	Nothing to do. I can't stand how selfish and annoying she can be.
context: Tomoe and Tanuko-san.\What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be. response:	I'm not needed?
context: What you wanted is inside this box, Tomoe-sama.\Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed? response:	Thank you for all the hard work you did, but I don't need you any longer!
context: Thank you for your hard work, Tanuko.\It's my pleasure.\I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer! response:	The horror! You just lured, used, and discarded me.
context: It's my pleasure.\I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me. response:	Die!
context: I guess I don't need Nanami any more.\What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die! response:	A lady in this kind of show always gets tricked.
context: What?!\Oh you, Tomoe-sama.\Nothing to do. I can't stand how selfish and annoying she can be.\I'm not needed?\Thank you for all the hard work you did, but I don't need you any longer!\The horror! You just lured, used, and discarded me.\Die!\A lady in this kind of show always gets tricked. response:	What's wrong, Nanami? You don't like your red bean jelly?
