context: I've come from Lieseltania. response:	My name is Flora.
context: You have so many!\There was a nun who wanted to preserve memories as much as possible.\Thanks to her influence, the kids got into the habit of taking pictures, as well.\Flora, what's this?\Oh, that's me getting my hair washed!\Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything! response:	Flora, how many times have I told you to delete that photo?!
context: There was a nun who wanted to preserve memories as much as possible.\Thanks to her influence, the kids got into the habit of taking pictures, as well.\Flora, what's this?\Oh, that's me getting my hair washed!\Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?! response:	But... but... that's one of my precious memories of you, Princess.
context: Thanks to her influence, the kids got into the habit of taking pictures, as well.\Flora, what's this?\Oh, that's me getting my hair washed!\Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess. response:	Flora, you really adore Julis, don't you?
context: Flora, what's this?\Oh, that's me getting my hair washed!\Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you? response:	Yes! I really look up to Her Highness!
context: Oh, that's me getting my hair washed!\Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness! response:	And someday I plan to come here as a student myself!
context: Did you see? Did you see?!\You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself! response:	And then I'm gonna help everyone in the orphanage, just like her!
context: You saw, didn't you?!\N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her! response:	Really? That's impressive!
context: N-No, I didn't! I didn't see anything!\Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive! response:	I told you there's no need for you to do that.
context: Flora, how many times have I told you to delete that photo?!\But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that. response:	But! But! I want to do something to help everybody, too!
context: But... but... that's one of my precious memories of you, Princess.\Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too! response:	You're still just a child. Don't worry about such things, you should be
context: Flora, you really adore Julis, don't you?\Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be response:	I hear the student council president at Jie Long is even younger than me!
context: Yes! I really look up to Her Highness!\And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me! response:	So why not me, then?
context: And someday I plan to come here as a student myself!\And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then? response:	It will be at least two years before you're old enough to enroll here.
context: And then I'm gonna help everyone in the orphanage, just like her!\Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here. response:	By then, I'll have already fulfilled all your wishes.
context: Really? That's impressive!\I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes. response:	I told you the last time I saw you, remember?
context: I told you there's no need for you to do that.\But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember? response:	That I'd save you all, no matter what, and change that country myself.
context: But! But! I want to do something to help everybody, too!\You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself. response:	And in order to do that, I'm going to win all of the Festas.
context: You're still just a child. Don't worry about such things, you should be\I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas. response:	Or do you have so little faith in me?
context: I hear the student council president at Jie Long is even younger than me!\So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me? response:	Of course that's not the case!
context: So why not me, then?\It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case! response:	Fine, then.
context: It will be at least two years before you're old enough to enroll here.\By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case!\Fine, then. response:	That's our Riessfeld.
context: By then, I'll have already fulfilled all your wishes.\I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case!\Fine, then.\That's our Riessfeld. response:	Your goals are lofty and epic.
context: I told you the last time I saw you, remember?\That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case!\Fine, then.\That's our Riessfeld.\Your goals are lofty and epic. response:	But sadly, you're out of luck.
context: That I'd save you all, no matter what, and change that country myself.\And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case!\Fine, then.\That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck. response:	At the very least, we're going to win the Phoenix Festa. Right, Kirin?
context: And in order to do that, I'm going to win all of the Festas.\Or do you have so little faith in me?\Of course that's not the case!\Fine, then.\That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin? response:	Uh, right!
context: Or do you have so little faith in me?\Of course that's not the case!\Fine, then.\That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right! response:	I-I'm not going to lose, either! Because I have a wish I can't give up!
context: Of course that's not the case!\Fine, then.\That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up! response:	Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!
context: Fine, then.\That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see! response:	Rivals?!
context: That's our Riessfeld.\Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?! response:	Wh-What is it?
context: Your goals are lofty and epic.\But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it? response:	You have a point, I guess.
context: But sadly, you're out of luck.\At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it?\You have a point, I guess. response:	I'm home.
context: At the very least, we're going to win the Phoenix Festa. Right, Kirin?\Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it?\You have a point, I guess.\I'm home. response:	Huh? Yabuki's not back yet?
context: Uh, right!\I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it?\You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet? response:	Your older sister... what about her?
context: I-I'm not going to lose, either! Because I have a wish I can't give up!\Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it?\You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her? response:	It seems like he's seen another person wielding that same Ogre Lux.
context: Lady Sasamiya and Lady Toudou... you're my princess's rivals, I see!\Rivals?!\Wh-What is it?\You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux. response:	Oh, Mr. Amagiri!
context: Rivals?!\Wh-What is it?\You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri! response:	Good evening, Priscilla. Sorry to call you out of the blue.
context: Wh-What is it?\You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue. response:	Oh, no, that's perfectly fine!
context: You have a point, I guess.\I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine! response:	I was thinking that I needed to thank you,
context: I'm home.\Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you, response:	but since the Phoenix Festa is still going on, I didn't want to bother you.
context: Huh? Yabuki's not back yet?\Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you. response:	But thank you very much for the other day!
context: Your older sister... what about her?\It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day! response:	Hey, I haven't done anything you should thank me for.
context: It seems like he's seen another person wielding that same Ogre Lux.\Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for. response:	You brought my sister back to me, Mr. Amagiri.
context: Oh, Mr. Amagiri!\Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri. response:	I can never thank you enough for that.
context: Good evening, Priscilla. Sorry to call you out of the blue.\Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that. response:	Oh, I know! Would it be all right if I asked you to dinner again
context: Oh, no, that's perfectly fine!\I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again response:	All right, enough! Just let me talk!
context: I was thinking that I needed to thank you,\but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk! response:	W-Wait a second!
context: but since the Phoenix Festa is still going on, I didn't want to bother you.\But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second! response:	Yo, Amagiri.
context: But thank you very much for the other day!\Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri. response:	Good evening, Irene.
context: Hey, I haven't done anything you should thank me for.\You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri.\Good evening, Irene. response:	You wanted to talk to me, not Priscilla, right?
context: You brought my sister back to me, Mr. Amagiri.\I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right? response:	No, that's not right, either.
context: I can never thank you enough for that.\Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either. response:	It's not me that you really want to talk to...
context: Oh, I know! Would it be all right if I asked you to dinner again\All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to... response:	It's that bastard Dirk.
context: All right, enough! Just let me talk!\W-Wait a second!\Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk. response:	Good guess.
context: W-Wait a second!\Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess. response:	No, I'm just repeating what I heard that damned Dirk say.
context: Yo, Amagiri.\Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say. response:	He told me that you'd be calling me sooner or later,
context: Good evening, Irene.\You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later, response:	wanting to get in touch with him.
context: You wanted to talk to me, not Priscilla, right?\No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him. response:	Then could you give him a message from me?
context: No, that's not right, either.\It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me? response:	Tell him that I want to ask him about Haruka Amagiri,
context: It's not me that you really want to talk to...\It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri, response:	so I'd like to meet up.
context: It's that bastard Dirk.\Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up. response:	Sure thing. All part of my job, after all.
context: Good guess.\No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all. response:	I owe you one. Thanks.
context: No, I'm just repeating what I heard that damned Dirk say.\He told me that you'd be calling me sooner or later,\wanting to get in touch with him.\Then could you give him a message from me?\Tell him that I want to ask him about Haruka Amagiri,\so I'd like to meet up.\Sure thing. All part of my job, after all.\I owe you one. Thanks. response:	But you'd better watch your back.
