context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: Ahh... true.\It's like, I'd rather not give my name out to otaku.\Well, I do have a feeling she's a little more well-rounded now.\Really, you do?\Don't you think so?\Up and to the right a bit.\Okay.\So how about Kujiun: Second Term? response:	Heh.
context: It's like, I'd rather not give my name out to otaku.\Well, I do have a feeling she's a little more well-rounded now.\Really, you do?\Don't you think so?\Up and to the right a bit.\Okay.\So how about Kujiun: Second Term?\Heh. response:	I didn't think it would happen, so I guess the fact that it did is pretty good.
context: Well, I do have a feeling she's a little more well-rounded now.\Really, you do?\Don't you think so?\Up and to the right a bit.\Okay.\So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good. response:	Maybe.
context: Really, you do?\Don't you think so?\Up and to the right a bit.\Okay.\So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe. response:	Just so long as they give us a certain level of...
context: Don't you think so?\Up and to the right a bit.\Okay.\So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of... response:	Anime turns people into adults.
context: Up and to the right a bit.\Okay.\So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults. response:	What kind of adults?
context: Okay.\So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults? response:	Doesn't this belong to Kugayama?
context: So how about Kujiun: Second Term?\Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama? response:	Uh, yeah. I'm pretty sure it does.
context: Heh.\I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does. response:	It'd be best to return it...
context: I didn't think it would happen, so I guess the fact that it did is pretty good.\Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it... response:	But he hasn't shown up here lately.
context: Maybe.\Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately. response:	Isn't he busy with job hunting?
context: Just so long as they give us a certain level of...\Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting? response:	Looks like his parents have some high hopes.
context: Anime turns people into adults.\What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes. response:	Tanaka said he and Ohno were in Nippori.
context: What kind of adults?\Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori. response:	Ahh, excess.
context: Doesn't this belong to Kugayama?\Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess. response:	You know, those two sure are close.
context: Uh, yeah. I'm pretty sure it does.\It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close. response:	And they're both cosplayers.
context: It'd be best to return it...\But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close.\And they're both cosplayers. response:	So, speaking of job hunting?
context: But he hasn't shown up here lately.\Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting? response:	Oh, me?
context: Isn't he busy with job hunting?\Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting?\Oh, me? response:	Hmmm...
context: Looks like his parents have some high hopes.\Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting?\Oh, me?\Hmmm... response:	Wait, what the?
context: Tanaka said he and Ohno were in Nippori.\Ahh, excess.\You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting?\Oh, me?\Hmmm...\Wait, what the? response:	Wait, what the? Huh?
context: Ahh, excess.\You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting?\Oh, me?\Hmmm...\Wait, what the?\Wait, what the? Huh? response:	Hello.
context: You know, those two sure are close.\And they're both cosplayers.\So, speaking of job hunting?\Oh, me?\Hmmm...\Wait, what the?\Wait, what the? Huh?\Hello. response:	H-hello.
context: And they're both cosplayers.\So, speaking of job hunting?\Oh, me?\Hmmm...\Wait, what the?\Wait, what the? Huh?\Hello.\H-hello. response:	You're... Kuchiki, right?
context: So, speaking of job hunting?\Oh, me?\Hmmm...\Wait, what the?\Wait, what the? Huh?\Hello.\H-hello.\You're... Kuchiki, right? response:	I heard you joined the anime club. What's up?
context: Oh, me?\Hmmm...\Wait, what the?\Wait, what the? Huh?\Hello.\H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up? response:	Well, you see, I have been training.
context: Hmmm...\Wait, what the?\Wait, what the? Huh?\Hello.\H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training. response:	Huh? Training? In what?
context: Wait, what the?\Wait, what the? Huh?\Hello.\H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what? response:	Fighting games, etc.
context: Wait, what the? Huh?\Hello.\H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc. response:	Select your team member.
context: Hello.\H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc.\Select your team member. response:	Hey, can you do this?
context: H-hello.\You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc.\Select your team member.\Hey, can you do this? response:	Well, it'll buy time until Kohsaka gets here.
context: You're... Kuchiki, right?\I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc.\Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here. response:	Then we'll have him pound him.
context: I heard you joined the anime club. What's up?\Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc.\Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him. response:	Ouch.
context: Well, you see, I have been training.\Huh? Training? In what?\Fighting games, etc.\Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch. response:	You don't... seem to have gotten very good.
context: Huh? Training? In what?\Fighting games, etc.\Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good. response:	So what was this training?
context: Fighting games, etc.\Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good.\So what was this training? response:	It was a lie.
context: Select your team member.\Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good.\So what was this training?\It was a lie. response:	Wha?
context: Hey, can you do this?\Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good.\So what was this training?\It was a lie.\Wha? response:	Hey, it's Coochy. What brings him here?
context: Well, it'll buy time until Kohsaka gets here.\Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good.\So what was this training?\It was a lie.\Wha?\Hey, it's Coochy. What brings him here? response:	Yes, yes!
context: Then we'll have him pound him.\Ouch.\You don't... seem to have gotten very good.\So what was this training?\It was a lie.\Wha?\Hey, it's Coochy. What brings him here?\Yes, yes! response:	Nobody in the anime club would call me Coochy!
context: Ouch.\You don't... seem to have gotten very good.\So what was this training?\It was a lie.\Wha?\Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy! response:	I feel so moved!
context: You don't... seem to have gotten very good.\So what was this training?\It was a lie.\Wha?\Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved! response:	I feel so moved! Oh really. Isn't that nice.
context: So what was this training?\It was a lie.\Wha?\Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice. response:	Oh really. Isn't that nice.
context: It was a lie.\Wha?\Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice. response:	Nobody understands me!
context: Wha?\Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me! response:	Just tell me why he's here.
context: Hey, it's Coochy. What brings him here?\Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here. response:	Well, we haven't found that out yet either.
context: Yes, yes!\Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either. response:	Here's how it is, simple, concise, plain, easily understandable, and basic!
context: Nobody in the anime club would call me Coochy!\I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic! response:	I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...
context: I feel so moved!\I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture... response:	Wow, what a great retort!
context: I feel so moved! Oh really. Isn't that nice.\Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort! response:	It's everything I'd hoped for!
context: Oh really. Isn't that nice.\Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for! response:	So, the point is you want to join us.
context: Nobody understands me!\Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us. response:	Yes indee...
context: Just tell me why he's here.\Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee... response:	Yes indee... No!
context: Well, we haven't found that out yet either.\Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee...\Yes indee... No! response:	Done already? Aren't you pissed?
context: Here's how it is, simple, concise, plain, easily understandable, and basic!\I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee...\Yes indee... No!\Done already? Aren't you pissed? response:	Come on, hit me. I'll throw you out.
context: I desire an unlimited transfer to the Society for the Study of Modern Visual Culture...\Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee...\Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out. response:	I'm sorry. Please let me in Genshiken.
context: Wow, what a great retort!\It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee...\Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken. response:	That's what you should've said first.
context: It's everything I'd hoped for!\So, the point is you want to join us.\Yes indee...\Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first. response:	Fine.
context: So, the point is you want to join us.\Yes indee...\Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine. response:	Wha?
context: Yes indee...\Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine.\Wha? response:	Yes!
context: Yes indee... No!\Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine.\Wha?\Yes! response:	Yahoo!
context: Done already? Aren't you pissed?\Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine.\Wha?\Yes!\Yahoo! response:	You sure?
context: Come on, hit me. I'll throw you out.\I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine.\Wha?\Yes!\Yahoo!\You sure? response:	Huh? About what?
context: I'm sorry. Please let me in Genshiken.\That's what you should've said first.\Fine.\Wha?\Yes!\Yahoo!\You sure?\Huh? About what? response:	Uh...
context: That's what you should've said first.\Fine.\Wha?\Yes!\Yahoo!\You sure?\Huh? About what?\Uh... response:	She really is more well-rounded?
context: Fine.\Wha?\Yes!\Yahoo!\You sure?\Huh? About what?\Uh...\She really is more well-rounded? response:	Or maybe it just doesn't matter to her anymore?
context: Wha?\Yes!\Yahoo!\You sure?\Huh? About what?\Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore? response:	Khorosho! Khorosho!
context: Yes!\Yahoo!\You sure?\Huh? About what?\Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho! response:	Khorosho! Khorosho! Shut up!
context: Yahoo!\You sure?\Huh? About what?\Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up! response:	Come on!
context: You sure?\Huh? About what?\Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on! response:	Here we go!
context: Huh? About what?\Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on!\Here we go! response:	Such nice weather.
context: Uh...\She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on!\Here we go!\Such nice weather. response:	S-so you like spring, huh?
context: She really is more well-rounded?\Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on!\Here we go!\Such nice weather.\S-so you like spring, huh? response:	Huh? Sure I like it... Why'd you ask?
context: Or maybe it just doesn't matter to her anymore?\Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on!\Here we go!\Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask? response:	Kasu/haru: Spring
context: Khorosho! Khorosho!\Khorosho! Khorosho! Shut up!\Come on!\Here we go!\Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring response:	kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.
context: Khorosho! Khorosho! Shut up!\Come on!\Here we go!\Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day. response:	Kasukabe: Haru-hi-be, a spring day.
context: Come on!\Here we go!\Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day. response:	You think that move'll work against me?
context: Here we go!\Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me? response:	Wh-what?
context: Such nice weather.\S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what? response:	What?
context: S-so you like spring, huh?\Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what?\What? response:	What's wrong?
context: Huh? Sure I like it... Why'd you ask?\Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what?\What?\What's wrong? response:	Well... there's some commotion.
context: Kasu/haru: Spring\kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what?\What?\What's wrong?\Well... there's some commotion. response:	I can't see it, but it's the second floor, over there.
context: kasu/haru: Spring Kasukabe: Haru-hi-be, a spring day.\Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what?\What?\What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there. response:	Let's see.
context: Kasukabe: Haru-hi-be, a spring day.\You think that move'll work against me?\Wh-what?\What?\What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see. response:	Oh, there?
context: You think that move'll work against me?\Wh-what?\What?\What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see.\Oh, there? response:	That's the manga club...
context: Wh-what?\What?\What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see.\Oh, there?\That's the manga club... response:	Wha?
context: What?\What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see.\Oh, there?\That's the manga club...\Wha? response:	What the heck?
context: What's wrong?\Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see.\Oh, there?\That's the manga club...\Wha?\What the heck? response:	Whoa, she fell?
context: Well... there's some commotion.\I can't see it, but it's the second floor, over there.\Let's see.\Oh, there?\That's the manga club...\Wha?\What the heck?\Whoa, she fell? response:	Huh, for real?
context: I can't see it, but it's the second floor, over there.\Let's see.\Oh, there?\That's the manga club...\Wha?\What the heck?\Whoa, she fell?\Huh, for real? response:	I mean, she jumped?
context: Let's see.\Oh, there?\That's the manga club...\Wha?\What the heck?\Whoa, she fell?\Huh, for real?\I mean, she jumped? response:	Wh-why?
context: Oh, there?\That's the manga club...\Wha?\What the heck?\Whoa, she fell?\Huh, for real?\I mean, she jumped?\Wh-why? response:	Think she's okay? Should we call an ambulance?
context: That's the manga club...\Wha?\What the heck?\Whoa, she fell?\Huh, for real?\I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance? response:	Uh, well... I think her clubmates will take care of it.
context: Wha?\What the heck?\Whoa, she fell?\Huh, for real?\I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it. response:	Well...
context: What the heck?\Whoa, she fell?\Huh, for real?\I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well... response:	I figure you've heard the rumor, but...
context: Whoa, she fell?\Huh, for real?\I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but... response:	So this idea is both embarrassing yet shameless...
context: Huh, for real?\I mean, she jumped?\Wh-why?\Think she's okay? Should we call an ambulance?\Uh, well... I think her clubmates will take care of it.\Well...\I figure you've heard the rumor, but...\So this idea is both embarrassing yet shameless... response:	Hmmm.
