context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Gotta catch'em all Gotta catch'em all J\J Pokemon! J\Last time, Magikarp evolved into Gyarados\and our heroes were swallowed up in the deadly power of its dragon rage.\Hey, Brock! Misty! Pikachu! Whatever happens, don't let go!\Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know. response:	Huh? How did I get on a beach?
context: J Pokemon! J\Last time, Magikarp evolved into Gyarados\and our heroes were swallowed up in the deadly power of its dragon rage.\Hey, Brock! Misty! Pikachu! Whatever happens, don't let go!\Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach? response:	Oh, Misty! Misty, get up!
context: Last time, Magikarp evolved into Gyarados\and our heroes were swallowed up in the deadly power of its dragon rage.\Hey, Brock! Misty! Pikachu! Whatever happens, don't let go!\Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up! response:	-Hey, Brock! -
context: and our heroes were swallowed up in the deadly power of its dragon rage.\Hey, Brock! Misty! Pikachu! Whatever happens, don't let go!\Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! - response:	-How did we get here? -How did we survive that cyclone?
context: Hey, Brock! Misty! Pikachu! Whatever happens, don't let go!\Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone? response:	Hey, we were lucky. But where did Pikachu go?
context: Pika!\Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go? response:	I only have two of my Pokemon.
context: Talk about twists of fate. Round and round they go.\Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon. response:	-Could it be...? -Does this mean...?
context: Where they'll stop, even I don't know.\Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...? response:	We survived again!
context: Huh? How did I get on a beach?\Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again! response:	We're the completely invincible...
context: Oh, Misty! Misty, get up!\-Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again!\We're the completely invincible... response:	-Unbeatable... - Team Rocket!
context: -Hey, Brock! -\-How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket! response:	Huh?
context: -How did we get here? -How did we survive that cyclone?\Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh? response:	-But I don't hear any annoying... -Complaining.
context: Hey, we were lucky. But where did Pikachu go?\I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining. response:	Meowth is missing.
context: I only have two of my Pokemon.\-Could it be...? -Does this mean...?\We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing. response:	Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!
context: -Could it be...? -Does this mean...?\We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year! response:	Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.
context: We survived again!\We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too. response:	And we're totally broke.
context: We're the completely invincible...\-Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke. response:	We're penniless and Poke-less. How will we survive?
context: -Unbeatable... - Team Rocket!\Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive? response:	Time is running out for the both of us.
context: Huh?\-But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us. response:	- We could always call for help. -Huh?
context: -But I don't hear any annoying... -Complaining.\Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh? response:	- Look over there. -A phone booth.
context: Meowth is missing.\Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth. response:	Aren't we lucky?
context: Oh! I've lost the Poke Ball with the Ekans I got for my birthday last year!\Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky? response:	Now we can call someone for help.
context: Oh! The Poke Ball with the Koffing I got for Christmas is gone, too.\And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help. response:	-But we don't have any change. -And without any change...
context: And we're totally broke.\We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change... response:	Our luck sure has changed.
context: We're penniless and Poke-less. How will we survive?\Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed. response:	Char.
context: Time is running out for the both of us.\- We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed.\Char. response:	Squirtle.
context: - We could always call for help. -Huh?\- Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed.\Char.\Squirtle. response:	Pika.
context: - Look over there. -A phone booth.\Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed.\Char.\Squirtle.\Pika. response:	-Pika pi? -Char.
context: Aren't we lucky?\Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed.\Char.\Squirtle.\Pika.\-Pika pi? -Char. response:	-Pi. -Char.
context: Now we can call someone for help.\-But we don't have any change. -And without any change...\Our luck sure has changed.\Char.\Squirtle.\Pika.\-Pika pi? -Char.\-Pi. -Char. response:	Squirt, squirt, squirt.
context: -But we don't have any change. -And without any change...\Our luck sure has changed.\Char.\Squirtle.\Pika.\-Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt. response:	So, Pikachu and his friends survived?
context: Our luck sure has changed.\Char.\Squirtle.\Pika.\-Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived? response:	All right, Pokemon, surrender.
context: Char.\Squirtle.\Pika.\-Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender. response:	-Squirt? -Char?
context: Squirtle.\Pika.\-Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char? response:	Team Rocket, blast off at the speed of light.
context: Pika.\-Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light. response:	Surrender now or prepare to fight!
context: -Pika pi? -Char.\-Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight! response:	I guess the Team Rocket motto is starting to lose its impact.
context: -Pi. -Char.\Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact. response:	Never mind!
context: Squirt, squirt, squirt.\So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind! response:	Okay, guys, go get them!
context: So, Pikachu and his friends survived?\All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them! response:	Huh?
context: All right, Pokemon, surrender.\-Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them!\Huh? response:	Hey!
context: -Squirt? -Char?\Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them!\Huh?\Hey! response:	I said go get them.
context: Team Rocket, blast off at the speed of light.\Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them!\Huh?\Hey!\I said go get them. response:	What?
context: Surrender now or prepare to fight!\I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them!\Huh?\Hey!\I said go get them.\What? response:	Mm-hmm.
context: I guess the Team Rocket motto is starting to lose its impact.\Never mind!\Okay, guys, go get them!\Huh?\Hey!\I said go get them.\What?\Mm-hmm. response:	Right.
context: Never mind!\Okay, guys, go get them!\Huh?\Hey!\I said go get them.\What?\Mm-hmm.\Right. response:	Masters? I'm twice as smart as those
context: Okay, guys, go get them!\Huh?\Hey!\I said go get them.\What?\Mm-hmm.\Right.\Masters? I'm twice as smart as those response:	two-watt light bulbs you're calling masters.
context: Huh?\Hey!\I said go get them.\What?\Mm-hmm.\Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters. response:	Come on, we're all bad guys here.
context: Hey!\I said go get them.\What?\Mm-hmm.\Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here. response:	We don't need masters to tell us to go out and do bad stuff.
context: I said go get them.\What?\Mm-hmm.\Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff. response:	There's no such thing as a bad Pokemon?
context: What?\Mm-hmm.\Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon? response:	It can't be!
context: Mm-hmm.\Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be! response:	My master's not around, and I always seem to act like a rat.
context: Right.\Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat. response:	This ain't fair. You got me outnumbered.
context: Masters? I'm twice as smart as those\two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered. response:	Hey, I could use a little help over here!
context: two-watt light bulbs you're calling masters.\Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here! response:	It's no use.
context: Come on, we're all bad guys here.\We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use. response:	Oh, well, I guess I'll let you guys off easy
context: We don't need masters to tell us to go out and do bad stuff.\There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy response:	and call it a draw.
context: There's no such thing as a bad Pokemon?\It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw. response:	- Hey, guys! -Char?
context: It can't be!\My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char? response:	Ain't you ever going to stop stuffing your faces
context: My master's not around, and I always seem to act like a rat.\This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces response:	and give Meowth something to eat?
context: This ain't fair. You got me outnumbered.\Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat? response:	I don't apologize!
context: Hey, I could use a little help over here!\It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize! response:	Stop making fun of me!
context: It's no use.\Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize!\Stop making fun of me! response:	Untie me and give me something to eat! Huh?
context: Oh, well, I guess I'll let you guys off easy\and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh? response:	Squirtle?
context: and call it a draw.\- Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle? response:	-Squirtle! -Pika!
context: - Hey, guys! -Char?\Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika! response:	That's one big Pokemon.
context: Ain't you ever going to stop stuffing your faces\and give Meowth something to eat?\I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika!\That's one big Pokemon. response:	Wait! Somebody come and untie me!
context: and give Meowth something to eat?\I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me! response:	Huh?
context: I don't apologize!\Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me!\Huh? response:	I could've gotten out myself.
context: Stop making fun of me!\Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me!\Huh?\I could've gotten out myself. response:	I've never seen a flying Pokemon like that before.
context: Untie me and give me something to eat! Huh?\Squirtle?\-Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me!\Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before. response:	Ah, me neither.
context: Squirtle?\-Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me!\Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither. response:	It's one of the most incredible Pokemon I've ever seen.
context: -Squirtle! -Pika!\That's one big Pokemon.\Wait! Somebody come and untie me!\Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen. response:	Ash, this place is really dangerous.
context: That's one big Pokemon.\Wait! Somebody come and untie me!\Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous. response:	We really ought to try to find a safe spot to crash for the night.
context: Wait! Somebody come and untie me!\Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night. response:	Right.
context: Huh?\I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right. response:	Be careful, Pikachu. All of you.
context: I could've gotten out myself.\I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you. response:	Just stick together.
context: I've never seen a flying Pokemon like that before.\Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you.\Just stick together. response:	-What is that thing? -I don't want to stop to find out!
context: Ah, me neither.\It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out! response:	Good thing we hid behind this sign.
context: It's one of the most incredible Pokemon I've ever seen.\Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign. response:	Yeah, maybe our luck is changing.
context: Ash, this place is really dangerous.\We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing. response:	- - It's a good sign.
context: We really ought to try to find a safe spot to crash for the night.\Right.\Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign. response:	-Koffing. Koffing. -
context: Right.\Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. - response:	-Pika, pika, pika. Pika, pika. -Koffing...
context: Be careful, Pikachu. All of you.\Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing... response:	Pika, pika. Pika pi.
context: Just stick together.\-What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi. response:	-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.
context: -What is that thing? -I don't want to stop to find out!\Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle. response:	-Ekans. -Pika, pika.
context: Good thing we hid behind this sign.\Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika. response:	-Bulbasaur. -Koffing. Koffing.
context: Yeah, maybe our luck is changing.\- - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing. response:	Koffing.
context: - - It's a good sign.\-Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing.\Koffing. response:	Char. Charmander.
context: -Koffing. Koffing. -\-Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing.\Koffing.\Char. Charmander. response:	Koffing.
context: -Pika, pika, pika. Pika, pika. -Koffing...\Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing.\Koffing.\Char. Charmander.\Koffing. response:	Pika, pika. Pika, pika, pika.
context: Pika, pika. Pika pi.\-Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing.\Koffing.\Char. Charmander.\Koffing.\Pika, pika. Pika, pika, pika. response:	Squirtle, Squirtle. Squirtle, Squirtle, Squirtle.
context: -Bulba. Bulba. Bulbasaur. -Squirtle, Squirtle, Squirtle.\-Ekans. -Pika, pika.\-Bulbasaur. -Koffing. Koffing.\Koffing.\Char. Charmander.\Koffing.\Pika, pika. Pika, pika, pika.\Squirtle, Squirtle. Squirtle, Squirtle, Squirtle. response:	- -Char.
