context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: He's always been like that.\That damn fool kid...\Do you think we can eat this?\It sure smells good.\I could eat anything!\We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere. response:	It can't be helped. Loli, do it!
context: That damn fool kid...\Do you think we can eat this?\It sure smells good.\I could eat anything!\We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it! response:	Me?!
context: Do you think we can eat this?\It sure smells good.\I could eat anything!\We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?! response:	Fine!
context: It sure smells good.\I could eat anything!\We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?!\Fine! response:	Huh?
context: I could eat anything!\We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?!\Fine!\Huh? response:	Hey!
context: We haven't had any food since the rations we brought ran out!\Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?!\Fine!\Huh?\Hey! response:	What are you people doing?!
context: Anyway, how do we get it out?\There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?!\Fine!\Huh?\Hey!\What are you people doing?! response:	That's not food!
context: There doesn't seem to be an access port anywhere.\It can't be helped. Loli, do it!\Me?!\Fine!\Huh?\Hey!\What are you people doing?!\That's not food! response:	If you're trying to eat that, you must really be starving.
context: It can't be helped. Loli, do it!\Me?!\Fine!\Huh?\Hey!\What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving. response:	All right! Inside, all of you!
context: Me?!\Fine!\Huh?\Hey!\What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you! response:	I'll give you something to eat. C'mon!
context: Fine!\Huh?\Hey!\What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon! response:	Yeah!
context: Huh?\Hey!\What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah! response:	Wait for me!
context: Hey!\What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah!\Wait for me! response:	Huh? What's all the excitement about?
context: What are you people doing?!\That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah!\Wait for me!\Huh? What's all the excitement about? response:	Hey! Over here!
context: That's not food!\If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah!\Wait for me!\Huh? What's all the excitement about?\Hey! Over here! response:	Hi!
context: If you're trying to eat that, you must really be starving.\All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah!\Wait for me!\Huh? What's all the excitement about?\Hey! Over here!\Hi! response:	It's 1st Lt. Ichijo!
context: All right! Inside, all of you!\I'll give you something to eat. C'mon!\Yeah!\Wait for me!\Huh? What's all the excitement about?\Hey! Over here!\Hi!\It's 1st Lt. Ichijo! response:	C'mon, let's go over there!
context: I'll give you something to eat. C'mon!\Yeah!\Wait for me!\Huh? What's all the excitement about?\Hey! Over here!\Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there! response:	Well, this is rare, Max. You hanging out with Captain Hayase.
context: Yeah!\Wait for me!\Huh? What's all the excitement about?\Hey! Over here!\Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase. response:	I was just wandering around town and they sort of made me join them.
context: Wait for me!\Huh? What's all the excitement about?\Hey! Over here!\Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them. response:	1st Lt. Ichijo, what's all this about?
context: Huh? What's all the excitement about?\Hey! Over here!\Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about? response:	Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.
context: Hey! Over here!\Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back. response:	So all his friends in the neighborhood decided to have a get-together.
context: Hi!\It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together. response:	Wow! He's cute!
context: It's 1st Lt. Ichijo!\C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute! response:	Lieutenant Riber...!
context: C'mon, let's go over there!\Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...! response:	Uh-oh, Kim's drooling.
context: Well, this is rare, Max. You hanging out with Captain Hayase.\I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling. response:	Yeah, well your eyes are practically sparkling!
context: I was just wandering around town and they sort of made me join them.\1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling! response:	1st Lt. Ichijo! What's his name?
context: 1st Lt. Ichijo, what's all this about?\Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name? response:	Lynn Kaifun.
context: Minmay's cousin, I mean her uncle's son, left home a long time ago, but now he's back.\So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun. response:	Ooh, what a cool name!
context: So all his friends in the neighborhood decided to have a get-together.\Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name! response:	Minmay's aunt looks so happy.
context: Wow! He's cute!\Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy. response:	Li'l Hikaru! Are these friends of yours?
context: Lieutenant Riber...!\Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours? response:	Talk about a bunch of nice-lookin' ladies!
context: Uh-oh, Kim's drooling.\Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies! response:	Hey, Kaifun! You got some more guests!
context: Yeah, well your eyes are practically sparkling!\1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests! response:	I'm glad you all could come.
context: 1st Lt. Ichijo! What's his name?\Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come. response:	How do you do? Nice to meet you.
context: Lynn Kaifun.\Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you. response:	See, Kaifun? You may hate the military, but it's got some real cuties in it, right?
context: Ooh, what a cool name!\Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right? response:	Huh? Did I say something wrong?
context: Minmay's aunt looks so happy.\Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong? response:	Well, I'll leave you kids to yourselves.
context: Li'l Hikaru! Are these friends of yours?\Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves. response:	See ya'round.
context: Talk about a bunch of nice-lookin' ladies!\Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round. response:	You dislike the military?
context: Hey, Kaifun! You got some more guests!\I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military? response:	That's right. I don't believe in fighting.
context: I'm glad you all could come.\How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military?\That's right. I don't believe in fighting. response:	Fighting accomplishes nothing.
context: How do you do? Nice to meet you.\See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing. response:	All war ever leads to is destruction.
context: See, Kaifun? You may hate the military, but it's got some real cuties in it, right?\Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction. response:	All war ever leads to is destruction...?
context: Huh? Did I say something wrong?\Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...? response:	It's not like I joined because I like fighting.
context: Well, I'll leave you kids to yourselves.\See ya'round.\You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting. response:	What's wrong, everyone?
context: See ya'round.\You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone? response:	We're celebrating Kaifun's homecoming!
context: You dislike the military?\That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming! response:	Oh, that's right! My TV show's coming up!
context: That's right. I don't believe in fighting.\Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming!\Oh, that's right! My TV show's coming up! response:	Could someone turn on the TV?
context: Fighting accomplishes nothing.\All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming!\Oh, that's right! My TV show's coming up!\Could someone turn on the TV? response:	Sure thing!
context: All war ever leads to is destruction.\All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming!\Oh, that's right! My TV show's coming up!\Could someone turn on the TV?\Sure thing! response:	And at the top of the charts, Miss Lynn Minmay!
context: All war ever leads to is destruction...?\It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming!\Oh, that's right! My TV show's coming up!\Could someone turn on the TV?\Sure thing!\And at the top of the charts, Miss Lynn Minmay! response:	Whoosh, whoosh! Whoosh, whoosh!
context: It's not like I joined because I like fighting.\What's wrong, everyone?\We're celebrating Kaifun's homecoming!\Oh, that's right! My TV show's coming up!\Could someone turn on the TV?\Sure thing!\And at the top of the charts, Miss Lynn Minmay!\Whoosh, whoosh! Whoosh, whoosh! response:	My boyfriend is a pilot
