context: So why my house? response:	Because you have a 60-inch TV!
context: No, um, I'll leave right away.\Why? Enjoy your stay.\I want to thank you for making\Taichi feel at home in the karuta club.\She hates me. She hates me. She hates me.\She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh? response:	There's a smaller TV in my room.
context: Why? Enjoy your stay.\I want to thank you for making\Taichi feel at home in the karuta club.\She hates me. She hates me. She hates me.\She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh?\There's a smaller TV in my room. response:	You can't concentrate on the match if my mother's watching you.
context: I want to thank you for making\Taichi feel at home in the karuta club.\She hates me. She hates me. She hates me.\She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you. response:	I'll head on up then.
context: Taichi feel at home in the karuta club.\She hates me. She hates me. She hates me.\She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then. response:	You shouldn't be running to a guy's room like that.
context: She hates me. She hates me. She hates me.\She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that. response:	I'm not gonna let you in.
context: She's looking at me. She's looking at me. She's looking at me.\Want to go up to my room?\Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in. response:	Oh, this feels weird.
context: Want to go up to my room?\Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird. response:	I'm a little nervous.
context: Huh?\There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous. response:	So very nervous.
context: There's a smaller TV in my room.\You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous.\So very nervous. response:	Chihaya Furu
context: You can't concentrate on the match if my mother's watching you.\I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous.\So very nervous.\Chihaya Furu response:	Verse 24
context: I'll head on up then.\You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous.\So very nervous.\Chihaya Furu\Verse 24 response:	Nobody Wishes To See The Beautiful Cherry Blossoms
context: You shouldn't be running to a guy's room like that.\I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous.\So very nervous.\Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms response:	Oh, you haven't rearranged anything.
context: I'm not gonna let you in.\Oh, this feels weird.\I'm a little nervous.\So very nervous.\Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything. response:	Why would it change?
context: Oh, this feels weird.\I'm a little nervous.\So very nervous.\Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change? response:	I haven't been in here since grade school.
context: I'm a little nervous.\So very nervous.\Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school. response:	Your room always felt big, but now it feels even bigger.
context: So very nervous.\Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger. response:	Really?
context: Chihaya Furu\Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really? response:	Even though you've gotten bigger?
context: Verse 24\Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger? response:	There were a bunch of plastic models and toys lying around.
context: Nobody Wishes To See The Beautiful Cherry Blossoms\Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around. response:	What happened to that soccer poster?
context: Oh, you haven't rearranged anything.\Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster? response:	Your room's so bare now.
context: Why would it change?\I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now. response:	What is it?
context: I haven't been in here since grade school.\Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now.\What is it? response:	Nothing.
context: Your room always felt big, but now it feels even bigger.\Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now.\What is it?\Nothing. response:	What?
context: Really?\Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now.\What is it?\Nothing.\What? response:	Nothing.
context: Even though you've gotten bigger?\There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now.\What is it?\Nothing.\What?\Nothing. response:	What?
context: There were a bunch of plastic models and toys lying around.\What happened to that soccer poster?\Your room's so bare now.\What is it?\Nothing.\What?\Nothing.\What? response:	Nothing, just...
context: What happened to that soccer poster?\Your room's so bare now.\What is it?\Nothing.\What?\Nothing.\What?\Nothing, just... response:	You're in my room.
context: Your room's so bare now.\What is it?\Nothing.\What?\Nothing.\What?\Nothing, just...\You're in my room. response:	Huh?
context: What is it?\Nothing.\What?\Nothing.\What?\Nothing, just...\You're in my room.\Huh? response:	Taichi!
context: Nothing.\What?\Nothing.\What?\Nothing, just...\You're in my room.\Huh?\Taichi! response:	You're supposed to leave the door open.
context: What?\Nothing.\What?\Nothing, just...\You're in my room.\Huh?\Taichi!\You're supposed to leave the door open. response:	Your other friends are here.
context: Nothing.\What?\Nothing, just...\You're in my room.\Huh?\Taichi!\You're supposed to leave the door open.\Your other friends are here. response:	O-Okay...
context: What?\Nothing, just...\You're in my room.\Huh?\Taichi!\You're supposed to leave the door open.\Your other friends are here.\O-Okay... response:	I can't believe Mashima called this a small TV.
context: Nothing, just...\You're in my room.\Huh?\Taichi!\You're supposed to leave the door open.\Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV. response:	42 inch...
context: You're in my room.\Huh?\Taichi!\You're supposed to leave the door open.\Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV.\42 inch... response:	It's at least double the size of the TV at my house...
context: Huh?\Taichi!\You're supposed to leave the door open.\Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house... response:	The karuta club members always look so plain.
context: Taichi!\You're supposed to leave the door open.\Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain. response:	Taichi, aren't you pushing yourself too hard?
context: You're supposed to leave the door open.\Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard? response:	How long are you going to keep playing karuta?
context: Your other friends are here.\O-Okay...\I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta? response:	We bring you another
context: O-Okay...\I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another response:	live broadcast from Omi Jingu, in Shiga Prefecture.
context: I can't believe Mashima called this a small TV.\42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture. response:	The Ogura Hundred Poets Competitive Karuta
context: 42 inch...\It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta response:	Master Match and Queen Match.
context: It's at least double the size of the TV at my house...\The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match. response:	It's finally here.
context: The karuta club members always look so plain.\Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here. response:	The Queen match is about to begin...
context: Taichi, aren't you pushing yourself too hard?\How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here.\The Queen match is about to begin... response:	My dream...
context: How long are you going to keep playing karuta?\We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here.\The Queen match is about to begin...\My dream... response:	The ultimate match in the world of karuta...
context: We bring you another\live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here.\The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta... response:	Shinobu-chan will be playing to defend her title!
context: live broadcast from Omi Jingu, in Shiga Prefecture.\The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here.\The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title! response:	Queen Match
context: The Ogura Hundred Poets Competitive Karuta\Master Match and Queen Match.\It's finally here.\The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match response:	58th Master Match
context: Master Match and Queen Match.\It's finally here.\The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match response:	56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6
context: It's finally here.\The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6 response:	We will now switch to the camera inside.
context: The Queen match is about to begin...\My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside. response:	What?!
context: My dream...\The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?! response:	Sh-Shinobu-chan?!
context: The ultimate match in the world of karuta...\Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?! response:	Why?! How?!
context: Shinobu-chan will be playing to defend her title!\Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?!\Why?! How?! response:	The Master match is a best of five.
context: Queen Match\58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five. response:	Wait, the announcer needs to say something!
context: 58th Master Match\56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something! response:	The first person to three wins will be the Master.
context: 56th Queen Match Wakamiya Shinobu, Queen X Yamamoto Yumi, Grade 6\We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master. response:	The Queen match is a best of three.
context: We will now switch to the camera inside.\What?!\Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three. response:	The Queen's put on way too much weight!
context: What?!\Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight! response:	The first person to two wins will be the Queen.
context: Sh-Shinobu-chan?!\Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen. response:	Her neck is gone.
context: Why?! How?!\The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone. response:	Once memorization time is over, we will begin the second game.
context: The Master match is a best of five.\Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game. response:	She was so thin last summer...
context: Wait, the announcer needs to say something!\The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer... response:	Why? How could she...?
context: The first person to three wins will be the Master.\The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...? response:	She's playing this match in a patterned crepe silk piece?!
context: The Queen match is a best of three.\The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?! response:	Kana-chan, that's your only concern?!
context: The Queen's put on way too much weight!\The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?! response:	The golden lining on top...
context: The first person to two wins will be the Queen.\Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top... response:	The flower patterns are very Kyoto.
context: Her neck is gone.\Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto. response:	Even the threading is achingly masterful.
context: Once memorization time is over, we will begin the second game.\She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful. response:	She's playing competitive karuta in a kimono that's
context: She was so thin last summer...\Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's response:	worth at least one million yen!
context: Why? How could she...?\She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen! response:	Oh!
context: She's playing this match in a patterned crepe silk piece?!\Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh! response:	The Snowmaru pouch and handkerchief that were only available in Kansai!
context: Kana-chan, that's your only concern?!\The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai! response:	What are those creepy things?
context: The golden lining on top...\The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things? response:	After collecting 25 winning stickers from ice cream bars,
context: The flower patterns are very Kyoto.\Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars, response:	you get one submission!
context: Even the threading is achingly masterful.\She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission! response:	Those are super rare items that never come up!
context: She's playing competitive karuta in a kimono that's\worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up! response:	She's so lucky!
context: worth at least one million yen!\Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up!\She's so lucky! response:	She was eating ice cream until she won those...
context: Oh!\The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those... response:	Wait.
context: The Snowmaru pouch and handkerchief that were only available in Kansai!\What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those...\Wait. response:	Isn't the Queen in trouble?
context: What are those creepy things?\After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble? response:	Huh?
context: After collecting 25 winning stickers from ice cream bars,\you get one submission!\Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble?\Huh? response:	She's put on over ten kilograms.
context: you get one submission!\Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms. response:	If she's used to playing karuta with a light body,
context: Those are super rare items that never come up!\She's so lucky!\She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body, response:	her strongest weapon, her speed, will suffer!
context: She's so lucky!\She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer! response:	Competitive Karuta Master Match 58th Master Match/ 56th Queen Match
context: She was eating ice cream until she won those...\Wait.\Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match response:	The first game took place this morning,
context: Wait.\Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning, response:	and Queen Wakamiya won by five cards.
context: Isn't the Queen in trouble?\Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards. response:	Wait, the first game's already over?
context: Huh?\She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over? response:	Yumin lost the first game?
context: She's put on over ten kilograms.\If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game? response:	But she only lost by five cards.
context: If she's used to playing karuta with a light body,\her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards. response:	She's putting up a fight!
context: her strongest weapon, her speed, will suffer!\Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight! response:	Five cards...
context: Competitive Karuta Master Match 58th Master Match/ 56th Queen Match\The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight!\Five cards... response:	We'll now provide a summary of the first game.
context: The first game took place this morning,\and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight!\Five cards...\We'll now provide a summary of the first game. response:	First Game Digest
context: and Queen Wakamiya won by five cards.\Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight!\Five cards...\We'll now provide a summary of the first game.\First Game Digest response:	Wakamiya Yamamoto
context: Wait, the first game's already over?\Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight!\Five cards...\We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto response:	Both players started off very even.
context: Yumin lost the first game?\But she only lost by five cards.\She's putting up a fight!\Five cards...\We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto\Both players started off very even. response:	Yamamoto, grade 6, did not allow the Queen to play her game.
context: But she only lost by five cards.\She's putting up a fight!\Five cards...\We'll now provide a summary of the first game.\First Game Digest\Wakamiya Yamamoto\Both players started off very even.\Yamamoto, grade 6, did not allow the Queen to play her game. response:	She certainly played admirably.
