context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Anno Domini 2015. The third angel...
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel... response:	The attack of Sachiel.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel. response:	Conventional weaponry is ineffective against the angel.
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel. response:	The UN transfers full command authority to NERV.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV. response:	The angel arrives at NERV headquarters.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters. response:	At the same day, the Third Child arrives aswell.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell. response:	Shinji Ikari. He agrees to pilot the Eva.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva. response:	The first sortie of Evangelion-01.
context: Anno Domini 2015. The third angel...\The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01. response:	NERV's first mission.
context: The attack of Sachiel.\Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission. response:	Eva-01, head damage. Out of control.
context: Conventional weaponry is ineffective against the angel.\The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control. response:	Complete silence. But then...
context: The UN transfers full command authority to NERV.\The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then... response:	Running Amok
context: The angel arrives at NERV headquarters.\At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok response:	Although there was a great deal of damage as a result,
context: At the same day, the Third Child arrives aswell.\Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result, response:	the fact that a boy with no prior experience
context: Shinji Ikari. He agrees to pilot the Eva.\The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience response:	completed a mission against an unknown enemy
context: The first sortie of Evangelion-01.\NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy response:	makes Shinji Ikari deserving of special notice.
context: NERV's first mission.\Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice. response:	Eva-01 erodes the enemy's AT field.
context: Eva-01, head damage. Out of control.\Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field. response:	However, for the Department of Strategic Operations,
context: Complete silence. But then...\Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations, response:	it was a battle that revealed many problems.
context: Running Amok\Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems. response:	Angel destroyed.
context: Although there was a great deal of damage as a result,\the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed. response:	Intercept systems destroyed. Eva-01, medium damage.
context: the fact that a boy with no prior experience\completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage. response:	The suffering of the victims was not mentioned.
context: completed a mission against an unknown enemy\makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned. response:	My sister's only in the second grade.
context: makes Shinji Ikari deserving of special notice.\Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade. response:	She got hurt in that stupid disturbance,
context: Eva-01 erodes the enemy's AT field.\However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance, response:	and she was hurt by our own stupid robot, not by the enemy.
context: However, for the Department of Strategic Operations,\it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy. response:	I can't forgive anyone who did something so stupid.
context: it was a battle that revealed many problems.\Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid. response:	I'm going to let them feel my anger,
context: Angel destroyed.\Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger, response:	and teach the jerks who hurt my sister a lesson.
context: Intercept systems destroyed. Eva-01, medium damage.\The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson. response:	The fourth angel
context: The suffering of the victims was not mentioned.\My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel response:	The attack of Shamusiel.
context: My sister's only in the second grade.\She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel. response:	Interception effectivity back then: 48,2
context: She got hurt in that stupid disturbance,\and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2 response:	Mission performance of Neo-Tokyo 3: 96,8
context: and she was hurt by our own stupid robot, not by the enemy.\I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8 response:	We'd already had a lot of evacuation training at the school,
context: I can't forgive anyone who did something so stupid.\I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school, response:	so we didn't really think it was so serious.
context: I'm going to let them feel my anger,\and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious. response:	All the guys acted like jerks, like they were on a field trip,
context: and teach the jerks who hurt my sister a lesson.\The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip, response:	and none of the girls were afraid either.
context: The fourth angel\The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either. response:	The angel arrives at Neo-Tokyo 3.
context: The attack of Shamusiel.\Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3. response:	The second battle at Neo-Tokyo 3.
context: Interception effectivity back then: 48,2\Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3. response:	External power cable severed. Regardless of this accident,
context: Mission performance of Neo-Tokyo 3: 96,8\We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident, response:	the angel was destroyed.
context: We'd already had a lot of evacuation training at the school,\so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed. response:	As a result, NERV salvages an angel in its original form.
context: so we didn't really think it was so serious.\All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form. response:	However, the final report is still missing.
context: All the guys acted like jerks, like they were on a field trip,\and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing. response:	The fifth angel.
context: and none of the girls were afraid either.\The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel. response:	The attack of Ramiel.
context: The angel arrives at Neo-Tokyo 3.\The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel.\The attack of Ramiel. response:	Captain Katsuragis Yashima-Plan against the enemy is approved
context: The second battle at Neo-Tokyo 3.\External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved response:	First Child.
context: External power cable severed. Regardless of this accident,\the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child. response:	The designated pilot of Eva-00.
context: the angel was destroyed.\As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00. response:	Rei Ayanami.
context: As a result, NERV salvages an angel in its original form.\However, the final report is still missing.\The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00.\Rei Ayanami. response:	Her first sortie with the repaired Eva-00.
context: However, the final report is still missing.\The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00. response:	In this night, the angel penetrates the Geo-Front.
context: The fifth angel.\The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front. response:	The Yashima-Plan is executed.
context: The attack of Ramiel.\Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed. response:	Ikari didn't tell me anything, so this is just a guess on my part.
context: Captain Katsuragis Yashima-Plan against the enemy is approved\First Child.\The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part. response:	I think Ayanami tried to sacrifice herself
context: First Child.\The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself response:	to protect Unit 01 from the enemy's particle beam attack.
context: The designated pilot of Eva-00.\Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack. response:	I'm really sure about this,
context: Rei Ayanami.\Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this, response:	and the reason I'm so positive is Ayanami herself.
context: Her first sortie with the repaired Eva-00.\In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself. response:	She seems to hold little respect for the value of her own existence.
context: In this night, the angel penetrates the Geo-Front.\The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence. response:	Yashima-Plan successful. She seems to hold little respect for the value of her own existence.
context: The Yashima-Plan is executed.\Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence.\Yashima-Plan successful. She seems to hold little respect for the value of her own existence. response:	It's not just that she's more pessimistic than most teenagers, Eva-00, severely damaged. Pilot survives
context: Ikari didn't tell me anything, so this is just a guess on my part.\I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence.\Yashima-Plan successful. She seems to hold little respect for the value of her own existence.\It's not just that she's more pessimistic than most teenagers, Eva-00, severely damaged. Pilot survives response:	it's something much, much more. Eva-00, severely damaged. Pilot survives
context: I think Ayanami tried to sacrifice herself\to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence.\Yashima-Plan successful. She seems to hold little respect for the value of her own existence.\It's not just that she's more pessimistic than most teenagers, Eva-00, severely damaged. Pilot survives\it's something much, much more. Eva-00, severely damaged. Pilot survives response:	The sixth angel.
context: to protect Unit 01 from the enemy's particle beam attack.\I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence.\Yashima-Plan successful. She seems to hold little respect for the value of her own existence.\It's not just that she's more pessimistic than most teenagers, Eva-00, severely damaged. Pilot survives\it's something much, much more. Eva-00, severely damaged. Pilot survives\The sixth angel. response:	The encounter with Gagiel.
context: I'm really sure about this,\and the reason I'm so positive is Ayanami herself.\She seems to hold little respect for the value of her own existence.\Yashima-Plan successful. She seems to hold little respect for the value of her own existence.\It's not just that she's more pessimistic than most teenagers, Eva-00, severely damaged. Pilot survives\it's something much, much more. Eva-00, severely damaged. Pilot survives\The sixth angel.\The encounter with Gagiel. response:	This did not occur in accordance with our scenario.
