context: I'll come to see you, Yurikano... response:	Time for some answers!
context: Not just Yurikano!\You hurt Lan and Muginami too!\Don't you see that?!\You've failed as kings!\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: You hurt Lan and Muginami too!\Don't you see that?!\You've failed as kings!\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Don't you see that?!\You've failed as kings!\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: You've failed as kings!\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	Back then we tried to fly with propellers that couldn't do it
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: Back then we tried to fly with propellers that couldn't do it\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We ran with bare feet, and now we see different skies
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We ran with bare feet, and now we see different skies\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	We always live
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\We always live response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\We always live\We always live\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\We always live\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\We always live\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: We always live\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	full of conviction
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction response:	that we are misunderstood
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood response:	A Vow Made in Kamogawa
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\A Vow Made in Kamogawa response:	A Vow Made in Kamogawa
context: full of conviction\full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa response:	So, what became of the Vox Core possessed by Le Garite?
context: full of conviction\full of conviction\full of conviction\full of conviction\that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite? response:	We're told it was destroyed during the subspace distortion that took place in the fleet ship.
context: full of conviction\full of conviction\full of conviction\that we are misunderstood\A Vow Made in Kamogawa\A Vow Made in Kamogawa\So, what became of the Vox Core possessed by Le Garite?\We're told it was destroyed during the subspace distortion that took place in the fleet ship. response:	So now, everyone knows that Dizelmine was plotting to attack De Metrio
