context: Here we come! response:	It's the start of Inuyasha!
context: The land of herancestors was destroyed\and heryounger brother, Kohaku, has fallen into Naraku's hands.\But Sango has a cute, dependable friend, Kirara, who's always by her side.\Miroku, Sango, Shippo and Kirara...\travel back in time!\To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails! response:	When she battles, she grows in size and even flies through the air.
context: and heryounger brother, Kohaku, has fallen into Naraku's hands.\But Sango has a cute, dependable friend, Kirara, who's always by her side.\Miroku, Sango, Shippo and Kirara...\travel back in time!\To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air. response:	But usually, she has the appearance of a lovable, little kitty.
context: But Sango has a cute, dependable friend, Kirara, who's always by her side.\Miroku, Sango, Shippo and Kirara...\travel back in time!\To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty. response:	She's very good-natured and endures the willful ways of the others.
context: Miroku, Sango, Shippo and Kirara...\travel back in time!\To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others. response:	But once in a while, you should teach everyone a lesson, Kirara!
context: travel back in time!\To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara! response:	Kirara!
context: To a Feudal Fairytale!\Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara! response:	Kirara!
context: Inuyasha!\Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara! response:	Has anyone seen Kirara?
context: Ourfriend Kirara is a feline demon with two tails!\When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara!\Has anyone seen Kirara? response:	- No. - Neither have I.
context: When she battles, she grows in size and even flies through the air.\But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara!\Has anyone seen Kirara?\- No. - Neither have I. response:	Something wrong with Kirara?
context: But usually, she has the appearance of a lovable, little kitty.\She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara!\Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara? response:	I woke up to find her gone.
context: She's very good-natured and endures the willful ways of the others.\But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara!\Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone. response:	Maybe she went for a walk.
context: But once in a while, you should teach everyone a lesson, Kirara!\Kirara!\Kirara!\Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk. response:	Kirara isn't one to go off without telling me.
context: Kirara!\Kirara!\Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me. response:	Then she ran away?
context: Kirara!\Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away? response:	Maybe she's in heat.
context: Has anyone seen Kirara?\- No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat. response:	She's at that rebellious stage.
context: - No. - Neither have I.\Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat.\She's at that rebellious stage. response:	What?!
context: Something wrong with Kirara?\I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat.\She's at that rebellious stage.\What?! response:	What're you saying?! Don't make Sango worry!
context: I woke up to find her gone.\Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat.\She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry! response:	Kirara seemed herusual self.
context: Maybe she went for a walk.\Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat.\She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self. response:	Just'cuz she's gone awhile ain't no reason to panic!
context: Kirara isn't one to go off without telling me.\Then she ran away?\Maybe she's in heat.\She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic! response:	Inuyasha!
context: Then she ran away?\Maybe she's in heat.\She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha! response:	We can't be worrying about every little thing!
context: Maybe she's in heat.\She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing! response:	Just leave her alone and she'll be back in awhile.
context: She's at that rebellious stage.\What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile. response:	I hope you're right.
context: What?!\What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right. response:	Don't worry! Kirara's not a kid.
context: What're you saying?! Don't make Sango worry!\Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid. response:	Now it'd be different with anotherkid I know.
context: Kirara seemed herusual self.\Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know. response:	You're right.
context: Just'cuz she's gone awhile ain't no reason to panic!\Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right. response:	H-Hey! Just who do you mean, Inuyasha!
context: Inuyasha!\We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha! response:	Who else?! There's only you!
context: We can't be worrying about every little thing!\Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you! response:	Ouch!
context: Just leave her alone and she'll be back in awhile.\I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch! response:	Kagome, Sango... this fish is done.
context: I hope you're right.\Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done. response:	That Inuyasha!
context: Don't worry! Kirara's not a kid.\Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done.\That Inuyasha! response:	Who said she'd be right back?
context: Now it'd be different with anotherkid I know.\You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back? response:	She hasn't come back!
context: You're right.\H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back?\She hasn't come back! response:	Shaddup! How was I to know!
context: H-Hey! Just who do you mean, Inuyasha!\Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know! response:	What?! Have you forgotten what you said earlier?
context: Who else?! There's only you!\Ouch!\Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier? response:	Say that again, you...!
context: Ouch!\Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...! response:	Oww! Let go!
context: Kagome, Sango... this fish is done.\That Inuyasha!\Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go! response:	I'm going to look for Kirara.
context: That Inuyasha!\Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go!\I'm going to look for Kirara. response:	Hey, wait!
context: Who said she'd be right back?\She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go!\I'm going to look for Kirara.\Hey, wait! response:	No use searching senselessly!
context: She hasn't come back!\Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go!\I'm going to look for Kirara.\Hey, wait!\No use searching senselessly! response:	This is where Inuyasha steps in.
context: Shaddup! How was I to know!\What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go!\I'm going to look for Kirara.\Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in. response:	What's this?
context: What?! Have you forgotten what you said earlier?\Say that again, you...!\Oww! Let go!\I'm going to look for Kirara.\Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in.\What's this? response:	Kirara's plate.
context: Say that again, you...!\Oww! Let go!\I'm going to look for Kirara.\Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in.\What's this?\Kirara's plate. response:	She uses this to eat cat food.
context: Oww! Let go!\I'm going to look for Kirara.\Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in.\What's this?\Kirara's plate.\She uses this to eat cat food. response:	And what'm I supposed to do with that?
context: I'm going to look for Kirara.\Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in.\What's this?\Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that? response:	I thought maybe you should sniff it.
context: Hey, wait!\No use searching senselessly!\This is where Inuyasha steps in.\What's this?\Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it. response:	I already know Kirara's scent!
context: No use searching senselessly!\This is where Inuyasha steps in.\What's this?\Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent! response:	Do yourbest, Inuyasha!
context: This is where Inuyasha steps in.\What's this?\Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha! response:	Well? Anything?
context: What's this?\Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything? response:	Nope. The scent ends here.
context: Kirara's plate.\She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here. response:	After only three steps?
context: She uses this to eat cat food.\And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here.\After only three steps? response:	In any case, let's split up and search.
context: And what'm I supposed to do with that?\I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here.\After only three steps?\In any case, let's split up and search. response:	Useless! The end of her scent means that she flew away.
context: I thought maybe you should sniff it.\I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here.\After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away. response:	Besides, I don't catch any scent of Kirara around here.
context: I already know Kirara's scent!\Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here.\After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here. response:	Still, we can't just ignore it.
context: Do yourbest, Inuyasha!\Well? Anything?\Nope. The scent ends here.\After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it. response:	I know that!
context: Well? Anything?\Nope. The scent ends here.\After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that! response:	Well then...
context: Nope. The scent ends here.\After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that!\Well then... response:	Sango, don't you have any ideas?
context: After only three steps?\In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that!\Well then...\Sango, don't you have any ideas? response:	Huh?
context: In any case, let's split up and search.\Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that!\Well then...\Sango, don't you have any ideas?\Huh? response:	Like you had a fight or Kirara knows someone around here.
context: Useless! The end of her scent means that she flew away.\Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that!\Well then...\Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here. response:	There must be something.
context: Besides, I don't catch any scent of Kirara around here.\Still, we can't just ignore it.\I know that!\Well then...\Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here.\There must be something. response:	You say that, but...
context: Still, we can't just ignore it.\I know that!\Well then...\Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but... response:	Anything will do.
context: I know that!\Well then...\Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but...\Anything will do. response:	Like she lost her appetite... or was moody lately.
context: Well then...\Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately. response:	Or maybe there's a large patch of catnip growing nearhere?
context: Sango, don't you have any ideas?\Huh?\Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere? response:	Maybe... it's my fault.
context: Huh?\Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault. response:	What?
context: Like you had a fight or Kirara knows someone around here.\There must be something.\You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What? response:	I always go to battle and drag her along without thinking twice about her.
context: There must be something.\You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her. response:	When we need to go a distance,
context: You say that, but...\Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance, response:	we take herforgranted and ride her.
context: Anything will do.\Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her. response:	I make hergo on errands and don't reward her.
context: Like she lost her appetite... or was moody lately.\Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her. response:	Even her favorite fish... she only gets a rare treat of it.
context: Or maybe there's a large patch of catnip growing nearhere?\Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it. response:	Sango, don't blame yourself so much.
context: Maybe... it's my fault.\What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much. response:	Kirara's not the type to run away over that.
context: What?\I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that. response:	I got it!
context: I always go to battle and drag her along without thinking twice about her.\When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it! response:	Got what?
context: When we need to go a distance,\we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it!\Got what? response:	The reason Kirara disappeared.
context: we take herforgranted and ride her.\I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it!\Got what?\The reason Kirara disappeared. response:	When Inuyasha teased me earlier, I realized it.
context: I make hergo on errands and don't reward her.\Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it!\Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it. response:	It's obvious when you think about it.
context: Even her favorite fish... she only gets a rare treat of it.\Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it!\Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it. response:	What is it? Tell us, Shippo.
context: Sango, don't blame yourself so much.\Kirara's not the type to run away over that.\I got it!\Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo. response:	Kirara...
context: Kirara's not the type to run away over that.\I got it!\Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara... response:	Kirara had enough of all of you...
context: I got it!\Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you... response:	and disappeared!
context: Got what?\The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you...\and disappeared! response:	Hey! Come out and say it instead of dragging it out like that.
context: The reason Kirara disappeared.\When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that. response:	What do you mean?
context: When Inuyasha teased me earlier, I realized it.\It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean? response:	I haven't...
context: It's obvious when you think about it.\What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't... response:	Are you sure?
context: What is it? Tell us, Shippo.\Kirara...\Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't...\Are you sure? response:	Put yourhand on yourheart and think hard.
context: Kirara...\Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't...\Are you sure?\Put yourhand on yourheart and think hard. response:	Can you truly say that you have never been mean to Kirara?!
context: Kirara had enough of all of you...\and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't...\Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?! response:	Yeah, I can!
context: and disappeared!\Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't...\Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can! response:	I can't think of anything I did.
context: Hey! Come out and say it instead of dragging it out like that.\What do you mean?\I haven't...\Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did. response:	Then it can't be helped.
context: What do you mean?\I haven't...\Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did.\Then it can't be helped. response:	I'll outline yourvery acts of thoughtlessness...
context: I haven't...\Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness... response:	one by one!
context: Are you sure?\Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one! response:	First Inuyasha!
context: Put yourhand on yourheart and think hard.\Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha! response:	In orderto masterthe Backlash Wave,
context: Can you truly say that you have never been mean to Kirara?!\Yeah, I can!\I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha!\In orderto masterthe Backlash Wave, response:	you practiced the Wind Scar on Kirara!
context: Yeah, I can!\I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara! response:	Wind Scarpractice?
context: I can't think of anything I did.\Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice? response:	Wind... Scar!
context: Then it can't be helped.\I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar! response:	Damn!
context: I'll outline yourvery acts of thoughtlessness...\one by one!\First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar!\Damn! response:	Kirara! You all right?!
context: one by one!\First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar!\Damn!\Kirara! You all right?! response:	Oh no!
context: First Inuyasha!\In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar!\Damn!\Kirara! You all right?!\Oh no! response:	Bald spots!
context: In orderto masterthe Backlash Wave,\you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar!\Damn!\Kirara! You all right?!\Oh no!\Bald spots! response:	It'll all grow back.
context: you practiced the Wind Scar on Kirara!\Wind Scarpractice?\Wind... Scar!\Damn!\Kirara! You all right?!\Oh no!\Bald spots!\It'll all grow back. response:	It's okay, it's okay.
context: Wind Scarpractice?\Wind... Scar!\Damn!\Kirara! You all right?!\Oh no!\Bald spots!\It'll all grow back.\It's okay, it's okay. response:	Okay, time to eat! Let's go eat!
context: Wind... Scar!\Damn!\Kirara! You all right?!\Oh no!\Bald spots!\It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat! response:	I saw you, Inuyasha!
context: Damn!\Kirara! You all right?!\Oh no!\Bald spots!\It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha! response:	Is that true?
context: Kirara! You all right?!\Oh no!\Bald spots!\It'll all grow back.\It's okay, it's okay.\Okay, time to eat! Let's go eat!\I saw you, Inuyasha!\Is that true? response:	Thinking back, she did have some bald spots.
