context: Shinonome Institute response:	eyecatch
context: Nichijou 48\Neighbourhood Association\Daihuku Fair\Neighbourhood Association\Daihuku Fair\Daihuku Fair\Daihuku Fair\Idiom response:	Nichijou 49
context: Neighbourhood Association\Daihuku Fair\Neighbourhood Association\Daihuku Fair\Daihuku Fair\Daihuku Fair\Idiom\Nichijou 49 response:	Business Cards
context: Daihuku Fair\Neighbourhood Association\Daihuku Fair\Daihuku Fair\Daihuku Fair\Idiom\Nichijou 49\Business Cards response:	Professor
context: Neighbourhood Association\Daihuku Fair\Daihuku Fair\Daihuku Fair\Idiom\Nichijou 49\Business Cards\Professor response:	Professor
context: Daihuku Fair\Daihuku Fair\Daihuku Fair\Idiom\Nichijou 49\Business Cards\Professor\Professor response:	Vending Machine
context: Daihuku Fair\Daihuku Fair\Idiom\Nichijou 49\Business Cards\Professor\Professor\Vending Machine response:	Cold Cold Cold Cold
context: Daihuku Fair\Idiom\Nichijou 49\Business Cards\Professor\Professor\Vending Machine\Cold Cold Cold Cold response:	Sports Cider
context: Idiom\Nichijou 49\Business Cards\Professor\Professor\Vending Machine\Cold Cold Cold Cold\Sports Cider response:	-cider
context: Nichijou 49\Business Cards\Professor\Professor\Vending Machine\Cold Cold Cold Cold\Sports Cider\-cider response:	Apple
context: Business Cards\Professor\Professor\Vending Machine\Cold Cold Cold Cold\Sports Cider\-cider\Apple response:	Black
context: Professor\Professor\Vending Machine\Cold Cold Cold Cold\Sports Cider\-cider\Apple\Black response:	New Product! New Product!
context: Professor\Vending Machine\Cold Cold Cold Cold\Sports Cider\-cider\Apple\Black\New Product! New Product! response:	Nichijou 50
context: Vending Machine\Cold Cold Cold Cold\Sports Cider\-cider\Apple\Black\New Product! New Product!\Nichijou 50 response:	Nichijou 51
context: Cold Cold Cold Cold\Sports Cider\-cider\Apple\Black\New Product! New Product!\Nichijou 50\Nichijou 51 response:	Lost and Found
context: Sports Cider\-cider\Apple\Black\New Product! New Product!\Nichijou 50\Nichijou 51\Lost and Found response:	Lost and Found
context: -cider\Apple\Black\New Product! New Product!\Nichijou 50\Nichijou 51\Lost and Found\Lost and Found response:	Coffee house
context: Apple\Black\New Product! New Product!\Nichijou 50\Nichijou 51\Lost and Found\Lost and Found\Coffee house response:	Daiku
context: Black\New Product! New Product!\Nichijou 50\Nichijou 51\Lost and Found\Lost and Found\Coffee house\Daiku response:	Izumi
context: New Product! New Product!\Nichijou 50\Nichijou 51\Lost and Found\Lost and Found\Coffee house\Daiku\Izumi response:	Family
context: Nichijou 50\Nichijou 51\Lost and Found\Lost and Found\Coffee house\Daiku\Izumi\Family response:	Restaurant
context: Nichijou 51\Lost and Found\Lost and Found\Coffee house\Daiku\Izumi\Family\Restaurant response:	oriental fair
context: Lost and Found\Lost and Found\Coffee house\Daiku\Izumi\Family\Restaurant\oriental fair response:	Chopstick Rest
context: Lost and Found\Coffee house\Daiku\Izumi\Family\Restaurant\oriental fair\Chopstick Rest response:	Shinonome Institute
context: Coffee house\Daiku\Izumi\Family\Restaurant\oriental fair\Chopstick Rest\Shinonome Institute response:	Nichijou 52
context: Daiku\Izumi\Family\Restaurant\oriental fair\Chopstick Rest\Shinonome Institute\Nichijou 52 response:	Shinonome Institute
context: Izumi\Family\Restaurant\oriental fair\Chopstick Rest\Shinonome Institute\Nichijou 52\Shinonome Institute response:	Boredom Game
context: Family\Restaurant\oriental fair\Chopstick Rest\Shinonome Institute\Nichijou 52\Shinonome Institute\Boredom Game response:	Delicious
context: Restaurant\oriental fair\Chopstick Rest\Shinonome Institute\Nichijou 52\Shinonome Institute\Boredom Game\Delicious response:	Now hiring part-time!
context: oriental fair\Chopstick Rest\Shinonome Institute\Nichijou 52\Shinonome Institute\Boredom Game\Delicious\Now hiring part-time! response:	Word Of The Day
context: Chopstick Rest\Shinonome Institute\Nichijou 52\Shinonome Institute\Boredom Game\Delicious\Now hiring part-time!\Word Of The Day response:	Finally
context: Shinonome Institute\Nichijou 52\Shinonome Institute\Boredom Game\Delicious\Now hiring part-time!\Word Of The Day\Finally response:	Narration: Satomi Koorogi
context: Nichijou 52\Shinonome Institute\Boredom Game\Delicious\Now hiring part-time!\Word Of The Day\Finally\Narration: Satomi Koorogi response:	Wow, it sure is hot.
context: Shinonome Institute\Boredom Game\Delicious\Now hiring part-time!\Word Of The Day\Finally\Narration: Satomi Koorogi\Wow, it sure is hot. response:	It's hot!
context: Boredom Game\Delicious\Now hiring part-time!\Word Of The Day\Finally\Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot! response:	Tanaka-kun, the only thing you've said so far is that it's hot.
context: Delicious\Now hiring part-time!\Word Of The Day\Finally\Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot. response:	It's already hot enough, so if you say it more, it's going to feel hotter.
context: Now hiring part-time!\Word Of The Day\Finally\Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter. response:	I ban you from saying, It's hot.
context: Word Of The Day\Finally\Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot. response:	Okay, okay.
context: Finally\Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay. response:	Well...
context: Narration: Satomi Koorogi\Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay.\Well... response:	It sure is summery!
context: Wow, it sure is hot.\It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay.\Well...\It sure is summery! response:	Summery... Summery...
context: It's hot!\Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay.\Well...\It sure is summery!\Summery... Summery... response:	Just kidding...
context: Tanaka-kun, the only thing you've said so far is that it's hot.\It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay.\Well...\It sure is summery!\Summery... Summery...\Just kidding... response:	But it really sure is summery!
context: It's already hot enough, so if you say it more, it's going to feel hotter.\I ban you from saying, It's hot.\Okay, okay.\Well...\It sure is summery!\Summery... Summery...\Just kidding...\But it really sure is summery! response:	It's way too summery!
context: I ban you from saying, It's hot.\Okay, okay.\Well...\It sure is summery!\Summery... Summery...\Just kidding...\But it really sure is summery!\It's way too summery! response:	Summery!
context: Okay, okay.\Well...\It sure is summery!\Summery... Summery...\Just kidding...\But it really sure is summery!\It's way too summery!\Summery! response:	This guy... I have no choice but to punch him.
context: Well...\It sure is summery!\Summery... Summery...\Just kidding...\But it really sure is summery!\It's way too summery!\Summery!\This guy... I have no choice but to punch him. response:	It really is much too summery!
context: It sure is summery!\Summery... Summery...\Just kidding...\But it really sure is summery!\It's way too summery!\Summery!\This guy... I have no choice but to punch him.\It really is much too summery! response:	It is really summery!
context: Summery... Summery...\Just kidding...\But it really sure is summery!\It's way too summery!\Summery!\This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery! response:	Shiny!
context: Just kidding...\But it really sure is summery!\It's way too summery!\Summery!\This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery!\Shiny! response:	Everything looks so very bright today!
context: But it really sure is summery!\It's way too summery!\Summery!\This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery!\Shiny!\Everything looks so very bright today! response:	The air, the people and even this classroom.
context: It's way too summery!\Summery!\This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery!\Shiny!\Everything looks so very bright today!\The air, the people and even this classroom. response:	The reason for that is...
context: Summery!\This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery!\Shiny!\Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is... response:	I did my homework today!
context: This guy... I have no choice but to punch him.\It really is much too summery!\It is really summery!\Shiny!\Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is...\I did my homework today! response:	I'm going to show it off to Mio-chan.
context: It really is much too summery!\It is really summery!\Shiny!\Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan. response:	Huh...
context: It is really summery!\Shiny!\Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan.\Huh... response:	Huh?
context: Shiny!\Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan.\Huh...\Huh? response:	W-What?
context: Everything looks so very bright today!\The air, the people and even this classroom.\The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan.\Huh...\Huh?\W-What? response:	It's not here!
context: The air, the people and even this classroom.\The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan.\Huh...\Huh?\W-What?\It's not here! response:	No way!
context: The reason for that is...\I did my homework today!\I'm going to show it off to Mio-chan.\Huh...\Huh?\W-What?\It's not here!\No way! response:	That's not possible!
context: I did my homework today!\I'm going to show it off to Mio-chan.\Huh...\Huh?\W-What?\It's not here!\No way!\That's not possible! response:	I did my homework!
context: I'm going to show it off to Mio-chan.\Huh...\Huh?\W-What?\It's not here!\No way!\That's not possible!\I did my homework! response:	Why? Why? Why? Why?
context: Huh...\Huh?\W-What?\It's not here!\No way!\That's not possible!\I did my homework!\Why? Why? Why? Why? response:	Why isn't it here!?
context: Huh?\W-What?\It's not here!\No way!\That's not possible!\I did my homework!\Why? Why? Why? Why?\Why isn't it here!? response:	I guess I can just copy it.
context: W-What?\It's not here!\No way!\That's not possible!\I did my homework!\Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it. response:	Mio-chan...
context: It's not here!\No way!\That's not possible!\I did my homework!\Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it.\Mio-chan... response:	Wait...
context: No way!\That's not possible!\I did my homework!\Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it.\Mio-chan...\Wait... response:	Wait a second...
context: That's not possible!\I did my homework!\Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it.\Mio-chan...\Wait...\Wait a second... response:	Today's homework was a worksheet!
context: I did my homework!\Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it.\Mio-chan...\Wait...\Wait a second...\Today's homework was a worksheet! response:	Now I've done it.
context: Why? Why? Why? Why?\Why isn't it here!?\I guess I can just copy it.\Mio-chan...\Wait...\Wait a second...\Today's homework was a worksheet!\Now I've done it. response:	What is it, Yukko?
context: Why isn't it here!?\I guess I can just copy it.\Mio-chan...\Wait...\Wait a second...\Today's homework was a worksheet!\Now I've done it.\What is it, Yukko? response:	You're all worked up this morning.
context: I guess I can just copy it.\Mio-chan...\Wait...\Wait a second...\Today's homework was a worksheet!\Now I've done it.\What is it, Yukko?\You're all worked up this morning. response:	I forgot my homework.
context: Mio-chan...\Wait...\Wait a second...\Today's homework was a worksheet!\Now I've done it.\What is it, Yukko?\You're all worked up this morning.\I forgot my homework. response:	I hope aliens invade.
context: Wait...\Wait a second...\Today's homework was a worksheet!\Now I've done it.\What is it, Yukko?\You're all worked up this morning.\I forgot my homework.\I hope aliens invade. response:	You forgot it again?
context: Wait a second...\Today's homework was a worksheet!\Now I've done it.\What is it, Yukko?\You're all worked up this morning.\I forgot my homework.\I hope aliens invade.\You forgot it again? response:	Don't underestimate me!
context: Today's homework was a worksheet!\Now I've done it.\What is it, Yukko?\You're all worked up this morning.\I forgot my homework.\I hope aliens invade.\You forgot it again?\Don't underestimate me! response:	I did my homework, but I lost it!
context: Now I've done it.\What is it, Yukko?\You're all worked up this morning.\I forgot my homework.\I hope aliens invade.\You forgot it again?\Don't underestimate me!\I did my homework, but I lost it! response:	I'm not underestimating you...
context: What is it, Yukko?\You're all worked up this morning.\I forgot my homework.\I hope aliens invade.\You forgot it again?\Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you... response:	You're talking about the Languages Worksheet, right?
context: You're all worked up this morning.\I forgot my homework.\I hope aliens invade.\You forgot it again?\Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right? response:	Maybe it's stuck between something.
context: I forgot my homework.\I hope aliens invade.\You forgot it again?\Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something. response:	Look for it more carefully.
context: I hope aliens invade.\You forgot it again?\Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully. response:	I already tried looking for it just now.
context: You forgot it again?\Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now. response:	It's definitely no -
context: Don't underestimate me!\I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now.\It's definitely no - response:	Huh?
context: I did my homework, but I lost it!\I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now.\It's definitely no -\Huh? response:	Whoa...
context: I'm not underestimating you...\You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now.\It's definitely no -\Huh?\Whoa... response:	Whoa!
context: You're talking about the Languages Worksheet, right?\Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now.\It's definitely no -\Huh?\Whoa...\Whoa! response:	My God!
context: Maybe it's stuck between something.\Look for it more carefully.\I already tried looking for it just now.\It's definitely no -\Huh?\Whoa...\Whoa!\My God! response:	What do you mean, Daihuku Fair!?
context: Look for it more carefully.\I already tried looking for it just now.\It's definitely no -\Huh?\Whoa...\Whoa!\My God!\What do you mean, Daihuku Fair!? response:	What do you mean, a fair...?
context: I already tried looking for it just now.\It's definitely no -\Huh?\Whoa...\Whoa!\My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...? response:	Well, you know...
context: It's definitely no -\Huh?\Whoa...\Whoa!\My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know... response:	Maybe there are extra copies of the worksheet in the teacher's desk.
context: Huh?\Whoa...\Whoa!\My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk. response:	Ah!
context: Whoa...\Whoa!\My God!\What do you mean, Daihuku Fair!?\What do you mean, a fair...?\Well, you know...\Maybe there are extra copies of the worksheet in the teacher's desk.\Ah! response:	You're kidding!
