context: So that flowers may bloom with innumerable deaths providing their nourishment, response:	Riko! So that flowers may bloom with innumerable deaths providing their nourishment,
context: You should simply be captivated by the utterly dazzling beauty and push on,\Hold on... You should simply be captivated by the utterly dazzling beauty and push on,\You should simply be captivated by the utterly dazzling beauty and push on,\Riko... You should simply be captivated by the utterly dazzling beauty and push on,\treading firmly on the ground below.\Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko! response:	Open your eyes!
context: Hold on... You should simply be captivated by the utterly dazzling beauty and push on,\You should simply be captivated by the utterly dazzling beauty and push on,\Riko... You should simply be captivated by the utterly dazzling beauty and push on,\treading firmly on the ground below.\Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes! response:	Please open your eyes!
context: You should simply be captivated by the utterly dazzling beauty and push on,\Riko... You should simply be captivated by the utterly dazzling beauty and push on,\treading firmly on the ground below.\Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes!\Please open your eyes! response:	Riko!
context: Riko... You should simply be captivated by the utterly dazzling beauty and push on,\treading firmly on the ground below.\Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes!\Please open your eyes!\Riko! response:	You're so noisy...
context: treading firmly on the ground below.\Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy... response:	That girl...
context: Don't leave me behind, Riko! treading firmly on the ground below.\For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl... response:	Her heart is still beating...
context: For your tragedy, too, is sure to become sustenance and give birth to the blooming of new flowers...\Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating... response:	It's likely to stop any moment now, though.
context: Riko!\Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though. response:	Wh-what are you?!
context: Open your eyes!\Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?! response:	I'm just a fluffy stuffed doll.
context: Please open your eyes!\Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll. response:	I've come here to comfort you two...
context: Riko!\You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two... response:	Wh-what?!
context: You're so noisy...\That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?! response:	Just who the heck are you?!
context: That girl...\Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?! response:	I'm happy to properly introduce myself...
context: Her heart is still beating...\It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself... response:	but first wouldn't it be best to hear about how to save her?
context: It's likely to stop any moment now, though.\Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her? response:	Riko...
context: Wh-what are you?!\I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko... response:	This's quite bad...
context: I'm just a fluffy stuffed doll.\I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad... response:	What should I do...?
context: I've come here to comfort you two...\Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...? response:	Please tell me! I want to save Riko!
context: Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko! response:	What can I do to get her breathing again?!
context: Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?! response:	Just blow a breath directly into her.
context: I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her. response:	Like a kiss, you know, a kiss.
context: but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss. response:	Do you know how?
context: Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how? response:	She's breathing again.
context: This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\She's breathing again. response:	I'm so glad!
context: What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\She's breathing again.\I'm so glad! response:	Thank you!
context: Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\She's breathing again.\I'm so glad!\Thank you! response:	I can't begin to express my gratitude...
context: What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude... response:	It's still too early to relax.
context: Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax. response:	Huh?!
context: Like a kiss, you know, a kiss.\Do you know how?\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?! response:	Well, it seems she's not regaining consciousness.
context: Do you know how?\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness. response:	Th-that can't be!
context: She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be! response:	What should I do?!
context: I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?! response:	Calm down!
context: Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down! response:	You, come on and carry the girl back to my hideout.
context: I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\You, come on and carry the girl back to my hideout. response:	Huh?!
context: It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\You, come on and carry the girl back to my hideout.\Huh?! response:	I'll find a way to do something for her...
context: Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her... response:	Really?!
context: Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her...\Really?! response:	Even though you don't know anything about us?!
context: Th-that can't be!\What should I do?!\Calm down!\You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?! response:	Well...
context: What should I do?!\Calm down!\You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well... response:	Just keep a little distance between us, okay?
context: Calm down!\You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay? response:	What is this place...?
context: You, come on and carry the girl back to my hideout.\Huh?!\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\What is this place...? response:	Cave-raiding equipment...?
context: Huh?!\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...? response:	Besides that...
context: I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...?\Besides that... response:	Are those... whistles?
context: Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles? response:	H-hey... who exactly are you?
context: Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you? response:	Ah! I suppose I never told you my name...
context: Well...\Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name... response:	I'm Nanachi.
context: Just keep a little distance between us, okay?\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi. response:	I'm what you cave raiders would call...
context: What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call... response:	a Hollow.
context: Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow. response:	Everyone, unable to resist, goes down in
context: Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in response:	Make those eyes shine brighter than a torch
context: Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch response:	The destination we are aiming for is deep
context: H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep response:	We squarely lose our way
context: Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way response:	The trap of the open-mouthed netherworld
context: I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld response:	Let's chase the traces of truth
context: I'm what you cave raiders would call...\a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth response:	If an answer can be found now, we don't mind losing it all
context: a Hollow.\Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all response:	The echo is still reverberating
context: Everyone, unable to resist, goes down in\Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating response:	So that we do not part with that voice
context: Make those eyes shine brighter than a torch\The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice response:	The compass is always
context: The destination we are aiming for is deep\We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice\The compass is always response:	Pointed to the darkness
context: We squarely lose our way\The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice\The compass is always\Pointed to the darkness response:	Where there is no escape
context: The trap of the open-mouthed netherworld\Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice\The compass is always\Pointed to the darkness\Where there is no escape response:	In that direction
context: Let's chase the traces of truth\If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice\The compass is always\Pointed to the darkness\Where there is no escape\In that direction response:	Even if that is a curse
context: If an answer can be found now, we don't mind losing it all\The echo is still reverberating\So that we do not part with that voice\The compass is always\Pointed to the darkness\Where there is no escape\In that direction\Even if that is a curse response:	The pulse is the real thing
context: The echo is still reverberating\So that we do not part with that voice\The compass is always\Pointed to the darkness\Where there is no escape\In that direction\Even if that is a curse\The pulse is the real thing response:	Never again will the yearning stop
context: So that we do not part with that voice\The compass is always\Pointed to the darkness\Where there is no escape\In that direction\Even if that is a curse\The pulse is the real thing\Never again will the yearning stop response:	A Hollow...?
context: The compass is always\Pointed to the darkness\Where there is no escape\In that direction\Even if that is a curse\The pulse is the real thing\Never again will the yearning stop\A Hollow...? response:	A small... child...?
context: Pointed to the darkness\Where there is no escape\In that direction\Even if that is a curse\The pulse is the real thing\Never again will the yearning stop\A Hollow...?\A small... child...? response:	Oh...
context: Where there is no escape\In that direction\Even if that is a curse\The pulse is the real thing\Never again will the yearning stop\A Hollow...?\A small... child...?\Oh... response:	So you don't know about us, after all.
context: In that direction\Even if that is a curse\The pulse is the real thing\Never again will the yearning stop\A Hollow...?\A small... child...?\Oh...\So you don't know about us, after all. response:	Well, I suppose you don't exactly look like a cave raider.
context: Even if that is a curse\The pulse is the real thing\Never again will the yearning stop\A Hollow...?\A small... child...?\Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider. response:	Hey, lay her down over here.
context: The pulse is the real thing\Never again will the yearning stop\A Hollow...?\A small... child...?\Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here. response:	Nanachi, I don't mean to be rude,
context: Never again will the yearning stop\A Hollow...?\A small... child...?\Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude, response:	but aren't you about the same age as us?
context: A Hollow...?\A small... child...?\Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us? response:	Feeling anxious?
context: A small... child...?\Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious? response:	In that case, you wanna try finding someone else?
context: Oh...\So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else? response:	I beg you!
context: So you don't know about us, after all.\Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else?\I beg you! response:	Please save Riko!
context: Well, I suppose you don't exactly look like a cave raider.\Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else?\I beg you!\Please save Riko! response:	Ah...
context: Hey, lay her down over here.\Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else?\I beg you!\Please save Riko!\Ah... response:	that's a good boy.
context: Nanachi, I don't mean to be rude,\but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else?\I beg you!\Please save Riko!\Ah...\that's a good boy. response:	Among cave raiders, handling it like this is apparently common practice...
context: but aren't you about the same age as us?\Feeling anxious?\In that case, you wanna try finding someone else?\I beg you!\Please save Riko!\Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice... response:	But that's just because they don't know the proper way to do it.
context: Feeling anxious?\In that case, you wanna try finding someone else?\I beg you!\Please save Riko!\Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it. response:	Wh-what are you...?!
context: In that case, you wanna try finding someone else?\I beg you!\Please save Riko!\Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?! response:	The poison will...!
context: I beg you!\Please save Riko!\Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...! response:	Come on, just calm down.
context: Please save Riko!\Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...!\Come on, just calm down. response:	We'll allow the poison to flow through her body and then get rid of it once it does.
context: Ah...\that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does. response:	This is medicine made from a friend of mine that I then hardened with wax.
context: that's a good boy.\Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax. response:	When it's not possible to administer it orally,
context: Among cave raiders, handling it like this is apparently common practice...\But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally, response:	you need to insert it in the butthole...
context: But that's just because they don't know the proper way to do it.\Wh-what are you...?!\The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole... response:	Now, on to her arm.
context: Wh-what are you...?!\The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm. response:	I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.
context: The poison will...!\Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh. response:	Look, this white thing is a nerve.
context: Come on, just calm down.\We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve. response:	A number of them were damaged...
context: We'll allow the poison to flow through her body and then get rid of it once it does.\This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged... response:	I'm not good at stitching these, you know.
context: This is medicine made from a friend of mine that I then hardened with wax.\When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know. response:	Still, the way you cut her is pretty gruesome...
context: When it's not possible to administer it orally,\you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome... response:	It's a good thing she passed out...
context: you need to insert it in the butthole...\Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out... response:	Alright, I think that should do for the time being.
context: Now, on to her arm.\I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being. response:	Ah, that's a relief.
context: I'm gonna remove the smashed bone fragments and stitch up the blood vessels and flesh.\Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief. response:	But, now comes the hard part.
context: Look, this white thing is a nerve.\A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part. response:	I'm going to need you to go out and fetch a bunch of stuff.
context: A number of them were damaged...\I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff. response:	Wha...?!
context: I'm not good at stitching these, you know.\Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?! response:	Just tell me what I need to do!
context: Still, the way you cut her is pretty gruesome...\It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do! response:	Don't get so close!
