context: = LOGO START = response:	= LOGO END =
context: I'm just doing this for my own interest.\Even though as a merchant I know it's not profitable.\Seems you've found yourself quite a fun hobby.\I wonder.\So, any ideas?\Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber. response:	I'll help you for free.
context: Even though as a merchant I know it's not profitable.\Seems you've found yourself quite a fun hobby.\I wonder.\So, any ideas?\Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free. response:	You have my deepest gratitude.
context: Seems you've found yourself quite a fun hobby.\I wonder.\So, any ideas?\Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude. response:	Guy Bartose.
context: I wonder.\So, any ideas?\Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude.\Guy Bartose. response:	He's an old timer who deals in metals.
context: So, any ideas?\Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals. response:	A fearless guy.
context: Well... you want someone from the Rowen guild, right?\You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals.\A fearless guy. response:	He works with folk that you'd be best staying away from.
context: You know someone?\It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from. response:	You're not going to eat?
context: It's simple when you're a merchant of my caliber.\I'll help you for free.\You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat? response:	It's okay, I already ate on the way back.
context: I'll help you for free.\You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back. response:	What are those?
context: You have my deepest gratitude.\Guy Bartose.\He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back.\What are those? response:	Letters.
context: Guy Bartose.\He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back.\What are those?\Letters. response:	I got them while I was buying the bread.
context: He's an old timer who deals in metals.\A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back.\What are those?\Letters.\I got them while I was buying the bread. response:	Mark had that kid deliver them to me.
context: A fearless guy.\He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back.\What are those?\Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me. response:	I see.
context: He works with folk that you'd be best staying away from.\You're not going to eat?\It's okay, I already ate on the way back.\What are those?\Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see. response:	What do they say?
context: You're not going to eat?\It's okay, I already ate on the way back.\What are those?\Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see.\What do they say? response:	You'll definitely laugh if you read them.
context: It's okay, I already ate on the way back.\What are those?\Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see.\What do they say?\You'll definitely laugh if you read them. response:	I can't read words.
context: What are those?\Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see.\What do they say?\You'll definitely laugh if you read them.\I can't read words. response:	Huh?
context: Letters.\I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see.\What do they say?\You'll definitely laugh if you read them.\I can't read words.\Huh? response:	Really?
context: I got them while I was buying the bread.\Mark had that kid deliver them to me.\I see.\What do they say?\You'll definitely laugh if you read them.\I can't read words.\Huh?\Really? response:	First of all, there's way too many characters to remember.
context: Mark had that kid deliver them to me.\I see.\What do they say?\You'll definitely laugh if you read them.\I can't read words.\Huh?\Really?\First of all, there's way too many characters to remember. response:	Furthermore, there's too many complicated combinations of them.
context: I see.\What do they say?\You'll definitely laugh if you read them.\I can't read words.\Huh?\Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them. response:	Have you at least tried to learn at some point?
context: What do they say?\You'll definitely laugh if you read them.\I can't read words.\Huh?\Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point? response:	I did, but I got annoyed and quit.
context: You'll definitely laugh if you read them.\I can't read words.\Huh?\Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit. response:	I can catch prey without being able to read.
context: I can't read words.\Huh?\Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read. response:	Well?
context: Huh?\Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well? response:	What does it say?
context: Really?\First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well?\What does it say? response:	This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.
context: First of all, there's way too many characters to remember.\Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment. response:	I wish they had told us before we lost out.
context: Furthermore, there's too many complicated combinations of them.\Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out. response:	Seriously.
context: Have you at least tried to learn at some point?\I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously. response:	Without information, us merchants are like blindfolded soldiers on a battlefield.
context: I did, but I got annoyed and quit.\I can catch prey without being able to read.\Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield. response:	More importantly...
context: I can catch prey without being able to read.\Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly... response:	Today's the festival!
context: Well?\What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival! response:	Sorry, but...
context: What does it say?\This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival!\Sorry, but... response:	there's somewhere I'd like to visit.
context: This year's Northern Military expedition has been canceled, so be cautious when buying battle equipment.\I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival!\Sorry, but...\there's somewhere I'd like to visit. response:	Even if you're just joking, could you stop that?
context: I wish they had told us before we lost out.\Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival!\Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that? response:	You really are weak against this sort of thing.
context: Seriously.\Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival!\Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing. response:	I'll keep that in mind.
context: Without information, us merchants are like blindfolded soldiers on a battlefield.\More importantly...\Today's the festival!\Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind. response:	Is it okay if I go alone then?
context: More importantly...\Today's the festival!\Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then? response:	Even if I say no, you'd go anyway, right?
context: Today's the festival!\Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right? response:	That's true...
context: Sorry, but...\there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true... response:	Don't waste it.
context: there's somewhere I'd like to visit.\Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true...\Don't waste it. response:	This is why I like you!
context: Even if you're just joking, could you stop that?\You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true...\Don't waste it.\This is why I like you! response:	That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.
context: You really are weak against this sort of thing.\I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true...\Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items. response:	Go have a good...
context: I'll keep that in mind.\Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true...\Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good... response:	What is it?
context: Is it okay if I go alone then?\Even if I say no, you'd go anyway, right?\That's true...\Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it? response:	Maybe going alone wouldn't be fun after all.
context: Even if I say no, you'd go anyway, right?\That's true...\Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it?\Maybe going alone wouldn't be fun after all. response:	If you take me with you, you can have the coin back.
context: That's true...\Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back. response:	What kind of business is it?
context: Don't waste it.\This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it? response:	Ah, well...
context: This is why I like you!\That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well... response:	I'm going to meet a fellow guild member...
context: That coin isn't worth as much as a Trenni silver, so you won't annoy anyone if you use it on small items.\Go have a good...\What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member... response:	And then?
context: Go have a good...\What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member...\And then? response:	If it'd be bad for us to be seen together, I could stay farther away from you.
context: What is it?\Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you. response:	Wouldn't you be able to take me along then?
context: Maybe going alone wouldn't be fun after all.\If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then? response:	I'm really sorry.
context: If you take me with you, you can have the coin back.\What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry. response:	I might have to go somewhere else after meeting this person.
context: What kind of business is it?\Ah, well...\I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person. response:	If you came along, you'd have to wait outside the whole time.
context: Ah, well...\I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time. response:	Tomorrow I'll keep you company the whole day,
context: I'm going to meet a fellow guild member...\And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day, response:	so bear with it for today.
context: And then?\If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today. response:	Okay...
context: If it'd be bad for us to be seen together, I could stay farther away from you.\Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay... response:	Okay.
context: Wouldn't you be able to take me along then?\I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay...\Okay. response:	Well, I don't want to get in the way of your work.
context: I'm really sorry.\I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay...\Okay.\Well, I don't want to get in the way of your work. response:	I'll mope around alone.
context: I might have to go somewhere else after meeting this person.\If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay...\Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone. response:	Sorry.
context: If you came along, you'd have to wait outside the whole time.\Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay...\Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry. response:	By the way...
context: Tomorrow I'll keep you company the whole day,\so bear with it for today.\Okay...\Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry.\By the way... response:	If there are two people in the room when you get back, could you go out again for a while?
context: so bear with it for today.\Okay...\Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while? response:	I don't mind spending the whole day in here after getting to see such a cute face.
context: Okay...\Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face. response:	You...
context: Okay.\Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You... response:	Well, right now I like it best being by your side.
context: Well, I don't want to get in the way of your work.\I'll mope around alone.\Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side. response:	So don't worry.
context: I'll mope around alone.\Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side.\So don't worry. response:	He's not here yet. He should be soon, though.
context: Sorry.\By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though. response:	He's the guy the size of an upright coffin.
context: By the way...\If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin. response:	An upright coffin?
context: If there are two people in the room when you get back, could you go out again for a while?\I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin? response:	Yeah.
context: I don't mind spending the whole day in here after getting to see such a cute face.\You...\Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin?\Yeah. response:	Thanks for getting us that room.
context: You...\Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin?\Yeah.\Thanks for getting us that room. response:	Not at all.
context: Well, right now I like it best being by your side.\So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin?\Yeah.\Thanks for getting us that room.\Not at all. response:	It seems you ordered quite a bit of food.
context: So don't worry.\He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin?\Yeah.\Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food. response:	My fussy companion was singing its praises.
context: He's not here yet. He should be soon, though.\He's the guy the size of an upright coffin.\An upright coffin?\Yeah.\Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises. response:	She said you have a good eye for fish.
