context: TS response:	OP
context: I don't see any Secrets around.\There is no mistake that a Scub Burst has occurred.\The pillars of light that come with the emergences of Scub Corals and Secrets have been sighted.\The Secret is definitely closing in on the Scub.\I've been wondering for a while, but what exactly are those pillars of light?\Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets. response:	But researchers have yet to reach a consensus.
context: There is no mistake that a Scub Burst has occurred.\The pillars of light that come with the emergences of Scub Corals and Secrets have been sighted.\The Secret is definitely closing in on the Scub.\I've been wondering for a while, but what exactly are those pillars of light?\Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus. response:	There are theories that state that the aggregation of trapar in the atmosphere...
context: The pillars of light that come with the emergences of Scub Corals and Secrets have been sighted.\The Secret is definitely closing in on the Scub.\I've been wondering for a while, but what exactly are those pillars of light?\Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere... response:	is a natural phenomenon due to chemical reactions,
context: The Secret is definitely closing in on the Scub.\I've been wondering for a while, but what exactly are those pillars of light?\Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions, response:	while others state that in parallel to our world, there is
context: I've been wondering for a while, but what exactly are those pillars of light?\Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is response:	My nose! My nose!
context: Ao, that's a\Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose! response:	This is going to take forever, so save it for another time, Fukai Ao.
context: Where do the Scub and the Secrets come from?\There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao. response:	Yes ma'am...
context: There are multiple theories in regards to the origin of Secrets.\But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am... response:	The dust filter can't take much more. Return for now.
context: But researchers have yet to reach a consensus.\There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now. response:	I'm clear.
context: There are theories that state that the aggregation of trapar in the atmosphere...\is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear. response:	I've got visual on the Scub Coral.
context: is a natural phenomenon due to chemical reactions,\while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral. response:	But I don't see any signs of...
context: while others state that in parallel to our world, there is\My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of... response:	What's that?
context: My nose! My nose!\This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of...\What's that? response:	We've got no data on it.
context: This is going to take forever, so save it for another time, Fukai Ao.\Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of...\What's that?\We've got no data on it. response:	It might be that Truth guy again...
context: Yes ma'am...\The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of...\What's that?\We've got no data on it.\It might be that Truth guy again... response:	Truth?
context: The dust filter can't take much more. Return for now.\I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of...\What's that?\We've got no data on it.\It might be that Truth guy again...\Truth? response:	Truth!
context: I'm clear.\I've got visual on the Scub Coral.\But I don't see any signs of...\What's that?\We've got no data on it.\It might be that Truth guy again...\Truth?\Truth! response:	Wait! Don't enter the ZOA carelessly!
context: I've got visual on the Scub Coral.\But I don't see any signs of...\What's that?\We've got no data on it.\It might be that Truth guy again...\Truth?\Truth!\Wait! Don't enter the ZOA carelessly! response:	We have yet to detect any signs of the Secret or Truth.
context: But I don't see any signs of...\What's that?\We've got no data on it.\It might be that Truth guy again...\Truth?\Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth. response:	Huh? You okay, Georg?
context: What's that?\We've got no data on it.\It might be that Truth guy again...\Truth?\Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg? response:	You're not acting strange because I hit you earlier, are you?
context: We've got no data on it.\It might be that Truth guy again...\Truth?\Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you? response:	Oh my, you broke him.
context: It might be that Truth guy again...\Truth?\Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him. response:	Chief!
context: Truth?\Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief! response:	Where'd Truth go?
context: Truth!\Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief!\Where'd Truth go? response:	He vanished.
context: Wait! Don't enter the ZOA carelessly!\We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief!\Where'd Truth go?\He vanished. response:	I swear I saw him. He was huge...
context: We have yet to detect any signs of the Secret or Truth.\Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief!\Where'd Truth go?\He vanished.\I swear I saw him. He was huge... response:	You still worried about your little girlfriend?
context: Huh? You okay, Georg?\You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief!\Where'd Truth go?\He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend? response:	You're pretty annoying today, Fleur.
context: You're not acting strange because I hit you earlier, are you?\Oh my, you broke him.\Chief!\Where'd Truth go?\He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur. response:	Did you have a fight with Mr. Papa again?
context: Oh my, you broke him.\Chief!\Where'd Truth go?\He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again? response:	Don't call him that!
context: Chief!\Where'd Truth go?\He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that! response:	Did you?
context: Where'd Truth go?\He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that!\Did you? response:	I just asked her how things are going with Ao lately.
context: He vanished.\I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that!\Did you?\I just asked her how things are going with Ao lately. response:	My dad's such an idiot.
context: I swear I saw him. He was huge...\You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that!\Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot. response:	He just doesn't understand anything!
context: You still worried about your little girlfriend?\You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that!\Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything! response:	Ao and me? That's hilarious!
context: You're pretty annoying today, Fleur.\Did you have a fight with Mr. Papa again?\Don't call him that!\Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious! response:	He's like half my age!
context: Did you have a fight with Mr. Papa again?\Don't call him that!\Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age! response:	Not to mention he's in love with his little girlfriend.
context: Don't call him that!\Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend. response:	It's not love!
context: Did you?\I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love! response:	And Fleur already has someone else she likes.
context: I just asked her how things are going with Ao lately.\My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes. response:	Shut up! Shut up! Shut up! Shut up!
context: My dad's such an idiot.\He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up! response:	You're not getting away this time, Truth!
context: He just doesn't understand anything!\Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth! response:	What?
context: Ao and me? That's hilarious!\He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What? response:	Or not...
context: He's like half my age!\Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What?\Or not... response:	The President?
context: Not to mention he's in love with his little girlfriend.\It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What?\Or not...\The President? response:	Stupid dad! Stupid dad! Stupid dad! Stupid dad!
context: It's not love!\And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What?\Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad! response:	It's Genten Papa!
context: And Fleur already has someone else she likes.\Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What?\Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa! response:	It's unclear if we managed to drive the Secret back.
context: Shut up! Shut up! Shut up! Shut up!\You're not getting away this time, Truth!\What?\Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back. response:	Retrieving the Quartz and confirming that the Burst has calmed down will be enough.
context: You're not getting away this time, Truth!\What?\Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough. response:	To be safe, I'll tell the Australian army to remain alert, not alarmed.
context: What?\Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed. response:	So... are you surprised, President?
context: Or not...\The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President? response:	President!
context: The President?\Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President! response:	Hey, Mr. Blanc! Are you listening?
context: Stupid dad! Stupid dad! Stupid dad! Stupid dad!\It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening? response:	Of course! What have you found in your investigation so far?
context: It's Genten Papa!\It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far? response:	The facility is locked down.
context: It's unclear if we managed to drive the Secret back.\Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down. response:	Well, no surprise there.
context: Retrieving the Quartz and confirming that the Burst has calmed down will be enough.\To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there. response:	I heard by the time we took Elena in, most of the children were already gone.
context: To be safe, I'll tell the Australian army to remain alert, not alarmed.\So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone. response:	What kind of facility is this?
context: So... are you surprised, President?\President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this? response:	We have no data on it.
context: President!\Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it. response:	You know that some children are born with the ability to pilot IFOs, right?
context: Hey, Mr. Blanc! Are you listening?\Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right? response:	Like Ao.
context: Of course! What have you found in your investigation so far?\The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao. response:	It's not yet proven,
context: The facility is locked down.\Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven, response:	but it is widely believed that being born in an area with high trapar density
context: Well, no surprise there.\I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density response:	causes changes in brain structure.
context: I heard by the time we took Elena in, most of the children were already gone.\What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure. response:	Children like that were gathered and researched in many countries.
context: What kind of facility is this?\We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries. response:	That place is one such lab.
context: We have no data on it.\You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab. response:	Elena was raised in here?
context: You know that some children are born with the ability to pilot IFOs, right?\Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here? response:	You still think she and Miller are one and the same?
context: Like Ao.\It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same? response:	You've seen the security footage too, haven't you?
context: It's not yet proven,\but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you? response:	We are well aware of the unusual activities of our company's contracted artist, Miller Joe.
context: but it is widely believed that being born in an area with high trapar density\causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe. response:	From her communication records, we suspect she's an American spy.
context: causes changes in brain structure.\Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy. response:	But Miller Joe being the same person as Elena Peoples is just your theory.
context: Children like that were gathered and researched in many countries.\That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory. response:	Elena has undergone training in our company for over two years.
context: That place is one such lab.\Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years. response:	How could she debut as an indie artist in Manchester...
context: Elena was raised in here?\You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester... response:	if she was undergoing IFO pilot training 1300km away?
context: You still think she and Miller are one and the same?\You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away? response:	Gazelle, what's the matter?
context: You've seen the security footage too, haven't you?\We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter? response:	Remember what Truth said?
