context: This is a BETA version response:	Enjoy watching! I love you all!
context: Ha?\But two guys going to Hokkaido, hmm... Ha?\But two guys going to Hokkaido, hmm...\Somehow it is odd, isn't it?\That's why if we took Masumi too, it would be odd!\Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!! response:	Why didn't you turn off your cell phone?!!
context: But two guys going to Hokkaido, hmm... Ha?\But two guys going to Hokkaido, hmm...\Somehow it is odd, isn't it?\That's why if we took Masumi too, it would be odd!\Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!! response:	The waves can affect the plane, what if the plane falls down?
context: But two guys going to Hokkaido, hmm...\Somehow it is odd, isn't it?\That's why if we took Masumi too, it would be odd!\Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down? response:	I'll turn it off when entering the plane!
context: Somehow it is odd, isn't it?\That's why if we took Masumi too, it would be odd!\Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane! response:	No! Turn it off NOW!
context: That's why if we took Masumi too, it would be odd!\Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW! response:	We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...
context: Masumi-chan! Just when we were talking about him!\E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard... response:	Eh? Your face is so pale!
context: E-eh, what are you doing?\You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale! response:	Don't you feel well?
context: You yourself, what are you doing!!\Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well? response:	Nnn...no
context: Why didn't you turn off your cell phone?!!\The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well?\Nnn...no response:	Oh really?
context: The waves can affect the plane, what if the plane falls down?\I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well?\Nnn...no\Oh really? response:	Okay let's go! Let's go eat ramen! Ramen!
context: I'll turn it off when entering the plane!\No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well?\Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen! response:	Excuse me. Let me check your seatbelts. Excuse me...
context: No! Turn it off NOW!\We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well?\Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me... response:	No, please don't worry about us
context: We are announcing the latest information for Japan Sky Airlines to Sapporo Flight no 733. Passengers are asked to come aboard...\Eh? Your face is so pale!\Don't you feel well?\Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us response:	We're really not is such relationship...
context: Eh? Your face is so pale!\Don't you feel well?\Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship... response:	What are you doing! You're making me feel very uncomfortable!
context: Don't you feel well?\Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable! response:	The plane will take off soon...
context: Nnn...no\Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon... response:	Are you okay??
context: Oh really?\Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay?? response:	Are you okay??
context: Okay let's go! Let's go eat ramen! Ramen!\Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay??\Are you okay?? response:	Calm down!
context: Excuse me. Let me check your seatbelts. Excuse me...\No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay??\Are you okay??\Calm down! response:	Take off!
context: No, please don't worry about us\We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay??\Are you okay??\Calm down!\Take off! response:	Roger!!
context: We're really not is such relationship...\What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay??\Are you okay??\Calm down!\Take off!\Roger!! response:	Chiaki!!!
context: What are you doing! You're making me feel very uncomfortable!\The plane will take off soon...\Are you okay??\Are you okay??\Calm down!\Take off!\Roger!!\Chiaki!!! response:	Chiaki!!
context: The plane will take off soon...\Are you okay??\Are you okay??\Calm down!\Take off!\Roger!!\Chiaki!!!\Chiaki!! response:	Chiaki!!!
context: Are you okay??\Are you okay??\Calm down!\Take off!\Roger!!\Chiaki!!!\Chiaki!!\Chiaki!!! response:	Chiaki!!
context: Are you okay??\Calm down!\Take off!\Roger!!\Chiaki!!!\Chiaki!!\Chiaki!!!\Chiaki!! response:	Chiaki..
context: Calm down!\Take off!\Roger!!\Chiaki!!!\Chiaki!!\Chiaki!!!\Chiaki!!\Chiaki.. response:	You'll be fine
context: Take off!\Roger!!\Chiaki!!!\Chiaki!!\Chiaki!!!\Chiaki!!\Chiaki..\You'll be fine response:	Please try it
context: Roger!!\Chiaki!!!\Chiaki!!\Chiaki!!!\Chiaki!!\Chiaki..\You'll be fine\Please try it response:	Now Senpai's not afraid of going by plane anymore
context: Chiaki!!!\Chiaki!!\Chiaki!!!\Chiaki!!\Chiaki..\You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore response:	Nodame Cantabile Lesson 9
context: Chiaki!!\Chiaki!!!\Chiaki!!\Chiaki..\You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9 response:	Please do not distribute this softsubs.
context: Chiaki!!!\Chiaki!!\Chiaki..\You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs. response:	So I did fly across that sky, didn't I?
context: Chiaki!!\Chiaki..\You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I? response:	Now I...
context: Chiaki..\You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I... response:	can go anywhere!
context: You'll be fine\Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I...\can go anywhere! response:	I can go abroad now!
context: Please try it\Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I...\can go anywhere!\I can go abroad now! response:	Chiaki!!
context: Now Senpai's not afraid of going by plane anymore\Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I...\can go anywhere!\I can go abroad now!\Chiaki!! response:	Everybody wants Rising Star's autograph (somebody mailed/called him)
context: Nodame Cantabile Lesson 9\Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I...\can go anywhere!\I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him) response:	Huh?
context: Please do not distribute this softsubs.\So I did fly across that sky, didn't I?\Now I...\can go anywhere!\I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh? response:	An everlasting orchestra!
context: So I did fly across that sky, didn't I?\Now I...\can go anywhere!\I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra! response:	This is a big step in my plan.
context: Now I...\can go anywhere!\I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra!\This is a big step in my plan. response:	Let's do our best, Chiaki!
context: can go anywhere!\I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki! response:	Yes
context: I can go abroad now!\Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki!\Yes response:	Yosh! Let's do sightseeing straightaway! Yes
context: Chiaki!!\Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes response:	Yosh! Let's do sightseeing straightaway!
context: Everybody wants Rising Star's autograph (somebody mailed/called him)\Huh?\An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway! response:	Actually it's my first time in Hokkaido
context: Huh?\An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido response:	Ah! As we're here, let's stay overnight!
context: An everlasting orchestra!\This is a big step in my plan.\Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight! response:	If we stay overnight here, we can eat...
context: This is a big step in my plan.\Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat... response:	Crabs...
context: Let's do our best, Chiaki!\Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs... response:	Heh?
context: Yes\Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs...\Heh? response:	Let's buy crabs and go home...Crabs...
context: Yosh! Let's do sightseeing straightaway! Yes\Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs...\Heh?\Let's buy crabs and go home...Crabs... response:	Where do they sell crabs here? Crabs...
context: Yosh! Let's do sightseeing straightaway!\Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs...\Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs... response:	Oi! But we were going to that direction!
context: Actually it's my first time in Hokkaido\Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs...\Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction! response:	Oi, Chiaki! It's ramen that you came here for, isn't it?!
context: Ah! As we're here, let's stay overnight!\If we stay overnight here, we can eat...\Crabs...\Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?! response:	Crab...
context: If we stay overnight here, we can eat...\Crabs...\Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab... response:	Please buy a lot of crabs for Nodame...
context: Crabs...\Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame... response:	horsehair crabs
context: Heh?\Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs response:	snow crabs 6000 yen/box
context: Let's buy crabs and go home...Crabs...\Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box response:	Huah!! snow crabs 6000 yen/box
context: Where do they sell crabs here? Crabs...\Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box response:	8000 yen/box Huah!!
context: Oi! But we were going to that direction!\Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!! response:	Huah!!
context: Oi, Chiaki! It's ramen that you came here for, isn't it?!\Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!! response:	If possible, I also want to eat a few sea urchins
context: Crab...\Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins response:	Sea urchins!
context: Please buy a lot of crabs for Nodame...\horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins! response:	Huehhh??
context: horsehair crabs\snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh?? response:	Sea urchins!!! 15.000 yen/box
context: snow crabs 6000 yen/box\Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box response:	EEEk!!!
context: Huah!! snow crabs 6000 yen/box\8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!! response:	Then, also ramen and yubari melon and...
context: 8000 yen/box Huah!!\Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and... response:	Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!)
context: Huah!!\If possible, I also want to eat a few sea urchins\Sea urchins!\Huehhh??\Sea urchins!!! 15.000 yen/box\EEEk!!!\Then, also ramen and yubari melon and...\Shiroi Aijin...(White Lover chocolates) (the joke: changing Koibito to Aijin, and the meaning became negative in nuance!) response:	Kiyora, sorry that I am poor...
