context: TS response:	SCRIPT
context: The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Missing
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing response:	Link Necrosis
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing\Link Necrosis response:	Missing
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing\Link Necrosis\Missing response:	Missing
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing\Link Necrosis\Missing\Missing response:	Missing
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing\Link Necrosis\Missing\Missing\Missing response:	Missing
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Missing\Link Necrosis\Missing\Missing\Missing\Missing response:	Missing
context: Engulf me, a lonely observer\Missing\Link Necrosis\Missing\Missing\Missing\Missing\Missing response:	Missing
context: Missing\Link Necrosis\Missing\Missing\Missing\Missing\Missing\Missing response:	Missing
context: Link Necrosis\Missing\Missing\Missing\Missing\Missing\Missing\Missing response:	Missing
context: Missing\Missing\Missing\Missing\Missing\Missing\Missing\Missing response:	Missing
context: Missing\Missing\Missing\Missing\Missing\Missing\Missing\Missing response:	Missing
context: Missing\Missing\Missing\Missing\Missing\Missing\Missing\Missing response:	Link Necrosis
context: Missing\Missing\Missing\Missing\Missing\Missing\Missing\Link Necrosis response:	Link Necrosis
context: Missing\Missing\Missing\Missing\Missing\Missing\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Missing\Missing\Missing\Missing\Missing\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Missing\Missing\Missing\Missing\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Missing\Missing\Missing\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Missing\Missing\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Missing\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	Link Necrosis
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis response:	The year 2036.
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\The year 2036. response:	The world was ruled by SERN...
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\The year 2036.\The world was ruled by SERN... response:	An oppressive, totalitarian society, a dystopia.
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia. response:	The people's freedom was stolen,
context: Link Necrosis\Link Necrosis\Link Necrosis\Link Necrosis\The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen, response:	and they lived like zombies.
context: Link Necrosis\Link Necrosis\Link Necrosis\The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies. response:	Anyone who disobeyed was killed.
context: Link Necrosis\Link Necrosis\The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed. response:	I was part of the resistance,
context: Link Necrosis\The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance, response:	fighting to free the world from SERN's control.
context: The year 2036.\The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control. response:	To change this dead world...
context: The world was ruled by SERN...\An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world... response:	And to change the future.
context: An oppressive, totalitarian society, a dystopia.\The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world...\And to change the future. response:	Then, everything you wrote on @channel...
context: The people's freedom was stolen,\and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world...\And to change the future.\Then, everything you wrote on @channel... response:	Yes, most of it was true.
context: and they lived like zombies.\Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world...\And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true. response:	But SERN is a research organization,
context: Anyone who disobeyed was killed.\I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world...\And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization, response:	not a ruling body.
context: I was part of the resistance,\fighting to free the world from SERN's control.\To change this dead world...\And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization,\not a ruling body. response:	On the net, I told John Titor that many times.
context: fighting to free the world from SERN's control.\To change this dead world...\And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times. response:	Wait!
context: To change this dead world...\And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times.\Wait! response:	Does that mean you
context: And to change the future.\Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times.\Wait!\Does that mean you response:	are Chestnut Rice and Kamehameha?
context: Then, everything you wrote on @channel...\Yes, most of it was true.\But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times.\Wait!\Does that mean you\are Chestnut Rice and Kamehameha? response:	Titor identified himself,
context: Yes, most of it was true.\But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times.\Wait!\Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself, response:	so it wouldn't be fair not to identify myself, too...
context: But SERN is a research organization,\not a ruling body.\On the net, I told John Titor that many times.\Wait!\Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too... response:	Then I'll identify myself, as well.
context: not a ruling body.\On the net, I told John Titor that many times.\Wait!\Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well. response:	I was using the handle Hououin Kyouma...
context: On the net, I told John Titor that many times.\Wait!\Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma... response:	We know that.
context: Wait!\Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that. response:	SERN succeeded in developing a time machine.
context: Does that mean you\are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine. response:	By becoming the only ones able to
context: are Chestnut Rice and Kamehameha?\Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to response:	interfere with the fourth dimension, time,
context: Titor identified himself,\so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time, response:	they remade the entire world map.
context: so it wouldn't be fair not to identify myself, too...\Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map. response:	And Makise Kurisu is the person
context: Then I'll identify myself, as well.\I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person response:	who contributed the most to the time machine's development.
context: I was using the handle Hououin Kyouma...\We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development. response:	She's worshipped as the mother of the time machine.
context: We know that.\SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine. response:	I worked with SERN?
context: SERN succeeded in developing a time machine.\By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN? response:	No way!
context: By becoming the only ones able to\interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN?\No way! response:	Why would I work with the kind of people who
context: interfere with the fourth dimension, time,\they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN?\No way!\Why would I work with the kind of people who response:	perform human experiments?
context: they remade the entire world map.\And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN?\No way!\Why would I work with the kind of people who\perform human experiments? response:	That's what happened in the future.
context: And Makise Kurisu is the person\who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN?\No way!\Why would I work with the kind of people who\perform human experiments?\That's what happened in the future. response:	So that's why you hated me...
context: who contributed the most to the time machine's development.\She's worshipped as the mother of the time machine.\I worked with SERN?\No way!\Why would I work with the kind of people who\perform human experiments?\That's what happened in the future.\So that's why you hated me... response:	Then, what about the future me?
context: She's worshipped as the mother of the time machine.\I worked with SERN?\No way!\Why would I work with the kind of people who\perform human experiments?\That's what happened in the future.\So that's why you hated me...\Then, what about the future me? response:	Okabe Rintarou is a famous terrorist.
context: I worked with SERN?\No way!\Why would I work with the kind of people who\perform human experiments?\That's what happened in the future.\So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist. response:	Terrorist?
context: No way!\Why would I work with the kind of people who\perform human experiments?\That's what happened in the future.\So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist? response:	A terrorist who fought SERN.
context: Why would I work with the kind of people who\perform human experiments?\That's what happened in the future.\So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN. response:	And you're both...
context: perform human experiments?\That's what happened in the future.\So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN.\And you're both... response:	dead in the year 2036.
context: That's what happened in the future.\So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN.\And you're both...\dead in the year 2036. response:	I need to hurry.
context: So that's why you hated me...\Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN.\And you're both...\dead in the year 2036.\I need to hurry. response:	Wait.
context: Then, what about the future me?\Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN.\And you're both...\dead in the year 2036.\I need to hurry.\Wait. response:	You're saying something crazy like that,
context: Okabe Rintarou is a famous terrorist.\Terrorist?\A terrorist who fought SERN.\And you're both...\dead in the year 2036.\I need to hurry.\Wait.\You're saying something crazy like that, response:	and returning to the future?
context: Terrorist?\A terrorist who fought SERN.\And you're both...\dead in the year 2036.\I need to hurry.\Wait.\You're saying something crazy like that,\and returning to the future? response:	That's why I'm leaving.
context: A terrorist who fought SERN.\And you're both...\dead in the year 2036.\I need to hurry.\Wait.\You're saying something crazy like that,\and returning to the future?\That's why I'm leaving. response:	I'm going to the past, to change that future.
context: And you're both...\dead in the year 2036.\I need to hurry.\Wait.\You're saying something crazy like that,\and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future. response:	To 1975...
context: dead in the year 2036.\I need to hurry.\Wait.\You're saying something crazy like that,\and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future.\To 1975... response:	1975?
context: I need to hurry.\Wait.\You're saying something crazy like that,\and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future.\To 1975...\1975? response:	SERN succeeded in developing the time machine,
context: Wait.\You're saying something crazy like that,\and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future.\To 1975...\1975?\SERN succeeded in developing the time machine, response:	due to the time machine created in 2010, in Akihabara.
context: You're saying something crazy like that,\and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future.\To 1975...\1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara. response:	You mean the Phone Microwave?
context: and returning to the future?\That's why I'm leaving.\I'm going to the past, to change that future.\To 1975...\1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave? response:	SERN used a communications monitoring system
context: That's why I'm leaving.\I'm going to the past, to change that future.\To 1975...\1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system response:	to gather all the information they could on time machines, from around the world.
context: I'm going to the past, to change that future.\To 1975...\1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world. response:	I think the first D-mail you sent tripped the system.
context: To 1975...\1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system. response:	The message I sent in front of the Radio Building?
context: 1975?\SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building? response:	Yes.
context: SERN succeeded in developing the time machine,\due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes. response:	So if we delete the message from SERN's database,
context: due to the time machine created in 2010, in Akihabara.\You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database, response:	the future will change.
context: You mean the Phone Microwave?\SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database,\the future will change. response:	We can go to the beta world line, where SERN
context: SERN used a communications monitoring system\to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN response:	never successfully created a time machine.
context: to gather all the information they could on time machines, from around the world.\I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine. response:	Will that save Mayuri?
context: I think the first D-mail you sent tripped the system.\The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri? response:	I think so.
context: The message I sent in front of the Radio Building?\Yes.\So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri?\I think so. response:	Then we should start hacking SERN's database immediately...
context: Yes.\So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately... response:	We need the IBN 5100 for that.
context: So if we delete the message from SERN's database,\the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that. response:	I see. So that's why...
context: the future will change.\We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why... response:	My task was to go to 1975,
context: We can go to the beta world line, where SERN\never successfully created a time machine.\Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975, response:	find an IBN 5100,
context: never successfully created a time machine.\Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975,\find an IBN 5100, response:	and get it to Okabe Rintarou.
context: Will that save Mayuri?\I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou. response:	But I stayed too long, looking for my father.
context: I think so.\Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father. response:	I should have gone earlier.
context: Then we should start hacking SERN's database immediately...\We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier. response:	Is everything okay?
context: We need the IBN 5100 for that.\I see. So that's why...\My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay? response:	No...
context: I see. So that's why...\My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay?\No... response:	It's broken.
context: My task was to go to 1975,\find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay?\No...\It's broken. response:	This is bad!
context: find an IBN 5100,\and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay?\No...\It's broken.\This is bad! response:	What do we do?
context: and get it to Okabe Rintarou.\But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay?\No...\It's broken.\This is bad!\What do we do? response:	I'll think of something.
context: But I stayed too long, looking for my father.\I should have gone earlier.\Is everything okay?\No...\It's broken.\This is bad!\What do we do?\I'll think of something. response:	You hide.
context: I should have gone earlier.\Is everything okay?\No...\It's broken.\This is bad!\What do we do?\I'll think of something.\You hide. response:	As soon as you can, run.
