context: Late Night Show response:	Late Night Show
context: This is a free fansub. Not for sale or rent.\The good stuff has finally appeared!\The late night show is filled with prized images!\For now...\It's quite awesome! So, we offered\since it was commissioned!\Hold it.\My... response:	Eh? They're standing in the way.
context: The good stuff has finally appeared!\The late night show is filled with prized images!\For now...\It's quite awesome! So, we offered\since it was commissioned!\Hold it.\My...\Eh? They're standing in the way. response:	I have no idea what we should do now...
context: The late night show is filled with prized images!\For now...\It's quite awesome! So, we offered\since it was commissioned!\Hold it.\My...\Eh? They're standing in the way.\I have no idea what we should do now... response:	Stop it with the mumbling!
context: For now...\It's quite awesome! So, we offered\since it was commissioned!\Hold it.\My...\Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling! response:	I'll take away your allowance.
context: It's quite awesome! So, we offered\since it was commissioned!\Hold it.\My...\Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance. response:	How may I help you, Eruka Frog?
context: since it was commissioned!\Hold it.\My...\Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog? response:	It's actually annoying...
context: Hold it.\My...\Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying... response:	I'm not the only witch who brings human subordinates with her...
context: My...\Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her... response:	Look...
context: Eh? They're standing in the way.\I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look... response:	Even that little witch brings a human with her...
context: I have no idea what we should do now...\Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her... response:	Hey, Mifune, I'm hungry.
context: Stop it with the mumbling!\I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry. response:	The Witch Mass has become such a cheap thing...
context: I'll take away your allowance.\How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing... response:	I see.
context: How may I help you, Eruka Frog?\It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see. response:	That's not what I'm talking about...
context: It's actually annoying...\I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about... response:	I saw it...
context: I'm not the only witch who brings human subordinates with her...\Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about...\I saw it... response:	You stole something from Mabaa-sama's quarters.
context: Look...\Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters. response:	Besides, hiding yourself in Shibusen...
context: Even that little witch brings a human with her...\Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen... response:	Besides, hiding yourself in Shibusen...
context: Hey, Mifune, I'm hungry.\The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen... response:	What the hell are you up to?
context: The Witch Mass has become such a cheap thing...\I see.\That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to? response:	Chrona, the coat.
context: I see.\That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat. response:	Understood.
context: That's not what I'm talking about...\I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat.\Understood. response:	I'll be resuming my experiment at Shibusen, as usual...
context: I saw it...\You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual... response:	Wasn't that decided at the Witch Mass?
context: You stole something from Mabaa-sama's quarters.\Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass? response:	Mabaa-sama said so, didn't she?
context: Besides, hiding yourself in Shibusen...\Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she? response:	Hold it right there!
context: Besides, hiding yourself in Shibusen...\What the hell are you up to?\Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there! response:	Mabaa-sama doesn't see well, and she isn't aware of reality...
context: What the hell are you up to?\Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality... response:	Shibusen is an organization that targets witches' souls.
context: Chrona, the coat.\Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls. response:	You being there alone might endanger us all.
context: Understood.\I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all. response:	Besides that...
context: I'll be resuming my experiment at Shibusen, as usual...\Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that... response:	Stop joking around... you're an eyesore!
context: Wasn't that decided at the Witch Mass?\Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore! response:	Stop joking around... you're an eyesore!
context: Mabaa-sama said so, didn't she?\Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore! response:	I'd show the frog and the mouse the meaning...
context: Hold it right there!\Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning... response:	But I'm in a rush...
context: Mabaa-sama doesn't see well, and she isn't aware of reality...\Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush... response:	The infirmary's nurse can't be late, right?
context: Shibusen is an organization that targets witches' souls.\You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right? response:	Joma Joma, Dabarasa.
context: You being there alone might endanger us all.\Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa. response:	Damn you... snake woman!
context: Besides that...\Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman! response:	Damn you... snake woman!
context: Stop joking around... you're an eyesore!\Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman! response:	Maka
context: Stop joking around... you're an eyesore!\I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman!\Maka response:	Albarn's big resolution?
context: I'd show the frog and the mouse the meaning...\But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman!\Maka\Albarn's big resolution? response:	Maka Albarn's Big Resolution?
context: But I'm in a rush...\The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman!\Maka\Albarn's big resolution?\Maka Albarn's Big Resolution? response:	Show me your back, too.
context: The infirmary's nurse can't be late, right?\Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman!\Maka\Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too. response:	How are you feeling?
context: Joma Joma, Dabarasa.\Damn you... snake woman!\Damn you... snake woman!\Maka\Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling? response:	I don't really feel anything wrong.
context: Damn you... snake woman!\Damn you... snake woman!\Maka\Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling?\I don't really feel anything wrong. response:	But, for some reason, I've started having a strange dream lately.
context: Damn you... snake woman!\Maka\Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately. response:	A strange dream?
context: Maka\Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream? response:	Yeah.
context: Albarn's big resolution?\Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah. response:	In that dream, I'm always in a dark room.
context: Maka Albarn's Big Resolution?\Show me your back, too.\How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah.\In that dream, I'm always in a dark room. response:	And from an old gramophone...
context: Show me your back, too.\How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone... response:	After a while, something suddenly appears in the room.
context: How are you feeling?\I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room. response:	After a while, something suddenly appears in the room.
context: I don't really feel anything wrong.\But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room. response:	Then it comes in, doing a weird dance...
context: But, for some reason, I've started having a strange dream lately.\A strange dream?\Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance... response:	Swing, swing, swing...
context: A strange dream?\Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing... response:	Swing, swing, swing...
context: Yeah.\In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing... response:	Swing, swing, swing...
context: In that dream, I'm always in a dark room.\And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing... response:	This Jazz ain't Swing...
context: And from an old gramophone...\After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing... response:	Jazz is to be listened to at night.
context: After a while, something suddenly appears in the room.\After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night. response:	Don't go off deciding on times or places to listen to music.
context: After a while, something suddenly appears in the room.\Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music. response:	You decided that on your own...
context: Then it comes in, doing a weird dance...\Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own... response:	Yep.
context: Swing, swing, swing...\Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep. response:	We have decided.
context: Swing, swing, swing...\Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep.\We have decided. response:	You have qualifications.
context: Swing, swing, swing...\This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep.\We have decided.\You have qualifications. response:	Didn't you feel great fear when you were slashed?
context: This Jazz ain't Swing...\Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep.\We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed? response:	Don't you want a powerful soul that lets you forget about fear?
context: Jazz is to be listened to at night.\Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep.\We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear? response:	Forgetting about fear is a reckless thing.
context: Don't go off deciding on times or places to listen to music.\You decided that on your own...\Yep.\We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing. response:	That is the teaching of Shibusen.
context: You decided that on your own...\Yep.\We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen. response:	Are you stupid?
context: Yep.\We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid? response:	Do you think you're in Heaven?
context: We have decided.\You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven? response:	Aren't you on Earth?
context: You have qualifications.\Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth? response:	What's needed to keep your feet down is power!
context: Didn't you feel great fear when you were slashed?\Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power! response:	Power that allows you to forget about fear!
context: Don't you want a powerful soul that lets you forget about fear?\Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear! response:	Talking to you now won't do any good.
context: Forgetting about fear is a reckless thing.\That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good. response:	Hurry and get out!
context: That is the teaching of Shibusen.\Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out! response:	Wait!
context: Are you stupid?\Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out!\Wait! response:	Wait a second!
context: Do you think you're in Heaven?\Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out!\Wait!\Wait a second! response:	I don't want to leave this room.
context: Aren't you on Earth?\What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out!\Wait!\Wait a second!\I don't want to leave this room. response:	Let me stay until this dream ends!
context: What's needed to keep your feet down is power!\Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out!\Wait!\Wait a second!\I don't want to leave this room.\Let me stay until this dream ends! response:	I'll even bear with the crappy song!
context: Power that allows you to forget about fear!\Talking to you now won't do any good.\Hurry and get out!\Wait!\Wait a second!\I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song! response:	Then seek the power!
context: Talking to you now won't do any good.\Hurry and get out!\Wait!\Wait a second!\I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power! response:	Look for the rules you can break!
context: Hurry and get out!\Wait!\Wait a second!\I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break! response:	If you do it, you'll become strong.
context: Wait!\Wait a second!\I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong. response:	Why don't you want to leave the room?
context: Wait a second!\I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room? response:	When I leave the room, I proceed through the dark...
context: I don't want to leave this room.\Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark... response:	When I leave there, I...
context: Let me stay until this dream ends!\I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I... response:	When I leave there, I...
context: I'll even bear with the crappy song!\Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I... response:	My, Ragnarok's blood is clearly influencing him...
context: Then seek the power!\Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him... response:	So, how is my health?
context: Look for the rules you can break!\If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health? response:	Fine.
context: If you do it, you'll become strong.\Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine. response:	You have a small cardiac arrhythmia, but you're recovering rather well.
context: Why don't you want to leave the room?\When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well. response:	I'm taking your blood pressure now, okay?
context: When I leave the room, I proceed through the dark...\When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay? response:	About the dream...
context: When I leave there, I...\When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream... response:	Having similar dreams often is a pretty common thing, so...
context: When I leave there, I...\My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so... response:	Don't worry too much about it.
context: My, Ragnarok's blood is clearly influencing him...\So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it. response:	Or do you have any other concerns?
context: So, how is my health?\Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns? response:	I wouldn't exactly call it concern, but...
context: Fine.\You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but... response:	Ever since I got injured...
context: You have a small cardiac arrhythmia, but you're recovering rather well.\I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured... response:	My, that's terrible.
context: I'm taking your blood pressure now, okay?\About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible. response:	A jug?
context: About the dream...\Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible.\A jug? response:	Yup, a jug.
context: Having similar dreams often is a pretty common thing, so...\Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible.\A jug?\Yup, a jug. response:	Why a jug?
context: Don't worry too much about it.\Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible.\A jug?\Yup, a jug.\Why a jug? response:	Well, the jug is just a jug.
context: Or do you have any other concerns?\I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible.\A jug?\Yup, a jug.\Why a jug?\Well, the jug is just a jug. response:	But what's inside the jug is water.
context: I wouldn't exactly call it concern, but...\Ever since I got injured...\My, that's terrible.\A jug?\Yup, a jug.\Why a jug?\Well, the jug is just a jug.\But what's inside the jug is water. response:	It's called Kyukon water and it absorbs soul waves.
context: Ever since I got injured...\My, that's terrible.\A jug?\Yup, a jug.\Why a jug?\Well, the jug is just a jug.\But what's inside the jug is water.\It's called Kyukon water and it absorbs soul waves. response:	The jug is, at most, a mere jug.
context: My, that's terrible.\A jug?\Yup, a jug.\Why a jug?\Well, the jug is just a jug.\But what's inside the jug is water.\It's called Kyukon water and it absorbs soul waves.\The jug is, at most, a mere jug. response:	Just try and put your hand in it.
