context: H! response:	O?!
context: Twenty-four hours a day thinking of you, you and nothing more than you!\It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind? response:	This is my first time... feeling like this...
context: It's something I wasn't consciously aware of\Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this... response:	I wonder if I have a fever
context: Somehow ( somehow) I'm feeling different from the usual\With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever response:	Suddenly and precipitately, love has arrived.
context: With you ( the two of us) and our dull chatter\Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived. response:	Instantly igniting my face into a bright red
context: Don't tell me ( mutual love?) Nope, it's a one-sided crush\This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red response:	T-That's stupid?! My hands are shaking
context: This is bad! Our gazes met!\What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking response:	Is this really what they call love?
context: What, what? Why is my heart pounding like this?\Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love? response:	I-I did it! A conversation filled with stutters
context: Did a short circuit just make a mess out of my mind?\This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters response:	This awkward silence... *mumble mumble*
context: This is my first time... feeling like this...\I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble* response:	Your... ( Your...) I want to know your feelings.
context: I wonder if I have a fever\Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings. response:	O-One-sided love
context: Suddenly and precipitately, love has arrived.\Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love response:	First love! The usual way to school
context: Instantly igniting my face into a bright red\T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school response:	The shining light. I do fall in love!
context: T-That's stupid?! My hands are shaking\Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love! response:	I feel I could fly towards the sky
context: Is this really what they call love?\I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky response:	O-One-sided love
context: I-I did it! A conversation filled with stutters\This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love response:	10
context: This awkward silence... *mumble mumble*\Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10 response:	H H!
context: Your... ( Your...) I want to know your feelings.\O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H! response:	Woke up in the morning, brushed my teeth
context: O-One-sided love\First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth response:	In the blink of an eye, it's 10pm
context: First love! The usual way to school\The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm response:	Today, we laughed a whole lot
context: The shining light. I do fall in love!\I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot response:	We had a great time
context: I feel I could fly towards the sky\O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time response:	At times, with my friends, acting like fools, being noisy
context: O-One-sided love\10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy response:	Fluttering, our eyes met.
context: 10\H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met. response:	It's a coincidence, right?
context: H H!\Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right? response:	I wouldn't call this my first love
context: Woke up in the morning, brushed my teeth\In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love response:	It's not my character.
context: In the blink of an eye, it's 10pm\Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character. response:	Say, will we be able to meet again tomorrow?
context: Today, we laughed a whole lot\We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow? response:	As my eyelids close
context: We had a great time\At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close response:	I see you sparkling all over the place
context: At times, with my friends, acting like fools, being noisy\Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place response:	Today was fun, too, wasn't it?
context: Fluttering, our eyes met.\It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it? response:	I'm in love
context: It's a coincidence, right?\I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love response:	So happy, so happy
context: I wouldn't call this my first love\It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy response:	It is my pleasure to meet you, my new-found love.
context: It's not my character.\Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love. response:	Surely, we'll meet again tomorrow
context: Say, will we be able to meet again tomorrow?\As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow response:	Have a good night
context: As my eyelids close\I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night response:	We'll meet immediately in our dreams
context: I see you sparkling all over the place\Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams response:	So have a good night
context: Today was fun, too, wasn't it?\I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night response:	Red Light
context: I'm in love\So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Red Light response:	Red Light
context: So happy, so happy\It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Red Light\Red Light response:	Green Light
context: It is my pleasure to meet you, my new-found love.\Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Red Light\Red Light\Green Light response:	Green Light
context: Surely, we'll meet again tomorrow\Have a good night\We'll meet immediately in our dreams\So have a good night\Red Light\Red Light\Green Light\Green Light response:	Nichijou 40
context: Have a good night\We'll meet immediately in our dreams\So have a good night\Red Light\Red Light\Green Light\Green Light\Nichijou 40 response:	First Period is in the Language Lab.
context: We'll meet immediately in our dreams\So have a good night\Red Light\Red Light\Green Light\Green Light\Nichijou 40\First Period is in the Language Lab. response:	First Period is in the Language Lab.
context: So have a good night\Red Light\Red Light\Green Light\Green Light\Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab. response:	Bubble
context: Red Light\Red Light\Green Light\Green Light\Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble response:	Invincible Alien
context: Red Light\Green Light\Green Light\Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble\Invincible Alien response:	Blue Note
context: Green Light\Green Light\Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble\Invincible Alien\Blue Note response:	Nagashi soumen at Tokisada Park. Around lunchtime.
context: Green Light\Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble\Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime. response:	Slide
context: Nichijou 40\First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble\Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide response:	Nichijou 41
context: First Period is in the Language Lab.\First Period is in the Language Lab.\Bubble\Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41 response:	Nagashi Soumen Researcher - Egi Masaharu (51)
context: First Period is in the Language Lab.\Bubble\Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51) response:	Word Of The Day
context: Bubble\Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day response:	NASA
context: Invincible Alien\Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA response:	Nichijou 42
context: Blue Note\Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA\Nichijou 42 response:	River Fishing
context: Nagashi soumen at Tokisada Park. Around lunchtime.\Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA\Nichijou 42\River Fishing response:	Nichijou 43
context: Slide\Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA\Nichijou 42\River Fishing\Nichijou 43 response:	Some
context: Nichijou 41\Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA\Nichijou 42\River Fishing\Nichijou 43\Some response:	Clay-like
context: Nagashi Soumen Researcher - Egi Masaharu (51)\Word Of The Day\NASA\Nichijou 42\River Fishing\Nichijou 43\Some\Clay-like response:	Thing
context: Word Of The Day\NASA\Nichijou 42\River Fishing\Nichijou 43\Some\Clay-like\Thing response:	Some
context: NASA\Nichijou 42\River Fishing\Nichijou 43\Some\Clay-like\Thing\Some response:	Clay-like
context: Nichijou 42\River Fishing\Nichijou 43\Some\Clay-like\Thing\Some\Clay-like response:	Thing
context: River Fishing\Nichijou 43\Some\Clay-like\Thing\Some\Clay-like\Thing response:	Payment
context: Nichijou 43\Some\Clay-like\Thing\Some\Clay-like\Thing\Payment response:	Payment
context: Some\Clay-like\Thing\Some\Clay-like\Thing\Payment\Payment response:	Payment
context: Clay-like\Thing\Some\Clay-like\Thing\Payment\Payment\Payment response:	Payment
context: Thing\Some\Clay-like\Thing\Payment\Payment\Payment\Payment response:	Payment
context: Some\Clay-like\Thing\Payment\Payment\Payment\Payment\Payment response:	Payment
context: Clay-like\Thing\Payment\Payment\Payment\Payment\Payment\Payment response:	Payment
context: Thing\Payment\Payment\Payment\Payment\Payment\Payment\Payment response:	Payment
context: Payment\Payment\Payment\Payment\Payment\Payment\Payment\Payment response:	Narration: Nozawa Masako
context: Payment\Payment\Payment\Payment\Payment\Payment\Payment\Narration: Nozawa Masako response:	Red light...
context: Payment\Payment\Payment\Payment\Payment\Payment\Narration: Nozawa Masako\Red light... response:	Green light.
context: Payment\Payment\Payment\Payment\Payment\Narration: Nozawa Masako\Red light...\Green light. response:	This is bad.
context: Payment\Payment\Payment\Payment\Narration: Nozawa Masako\Red light...\Green light.\This is bad. response:	This is really bad!
context: Payment\Payment\Payment\Narration: Nozawa Masako\Red light...\Green light.\This is bad.\This is really bad! response:	Homeroom's already starting!
context: Payment\Payment\Narration: Nozawa Masako\Red light...\Green light.\This is bad.\This is really bad!\Homeroom's already starting! response:	I was helping an old lady!
context: Payment\Narration: Nozawa Masako\Red light...\Green light.\This is bad.\This is really bad!\Homeroom's already starting!\I was helping an old lady! response:	I already used that excuse last week.
context: Narration: Nozawa Masako\Red light...\Green light.\This is bad.\This is really bad!\Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week. response:	Mum wasn't around... isn't a good reason.
context: Red light...\Green light.\This is bad.\This is really bad!\Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason. response:	What should I do?
context: Green light.\This is bad.\This is really bad!\Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do? response:	I need an excuse!
context: This is bad.\This is really bad!\Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse! response:	At least one car should go by!
context: This is really bad!\Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse!\At least one car should go by! response:	How did I get stuck at a red light four times?
context: Homeroom's already starting!\I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times? response:	First period already started a while ago -
context: I was helping an old lady!\I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago - response:	That's such an obvious trap.
context: I already used that excuse last week.\Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap. response:	There's no way I'd fall for such an old tra -
context: Mum wasn't around... isn't a good reason.\What should I do?\I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra - response:	At both sides?!
context: What should I do?\I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?! response:	What?
context: I need an excuse!\At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?!\What? response:	Is this my punishment for being late?
context: At least one car should go by!\How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?!\What?\Is this my punishment for being late? response:	What did I do wrong?
context: How did I get stuck at a red light four times?\First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?!\What?\Is this my punishment for being late?\What did I do wrong? response:	Even if I'm late.
context: First period already started a while ago -\That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?!\What?\Is this my punishment for being late?\What did I do wrong?\Even if I'm late. response:	Well, I can just sneak in through the back.
context: That's such an obvious trap.\There's no way I'd fall for such an old tra -\At both sides?!\What?\Is this my punishment for being late?\What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back. response:	Yeah, there's no reason to get scolded.
context: There's no way I'd fall for such an old tra -\At both sides?!\What?\Is this my punishment for being late?\What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded. response:	It's...
context: At both sides?!\What?\Is this my punishment for being late?\What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's... response:	I know!
context: What?\Is this my punishment for being late?\What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's...\I know! response:	I can sneak in through the lower door!
context: Is this my punishment for being late?\What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's...\I know!\I can sneak in through the lower door! response:	That's it. I'll creep in like I'm air and go into class like I'm invisible.
context: What did I do wrong?\Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's...\I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible. response:	Why?!
context: Even if I'm late.\Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's...\I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?! response:	Although, I already have an idea!
context: Well, I can just sneak in through the back.\Yeah, there's no reason to get scolded.\It's...\I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea! response:	The only person that would do this kind of thing is the queen!
context: Yeah, there's no reason to get scolded.\It's...\I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen! response:	If I'm discovered sneaking in through the bottom,
context: It's...\I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom, response:	I feel like I'll get in even more trouble.
context: I know!\I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble. response:	If I'm gonna be discovered,
context: I can sneak in through the lower door!\That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered, response:	I might as well go in through the top window!
context: That's it. I'll creep in like I'm air and go into class like I'm invisible.\Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window! response:	Stained glass has been put up!
context: Why?!\Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up! response:	Wait, wait, wait, wait!
context: Although, I already have an idea!\The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait! response:	Why am I running?
context: The only person that would do this kind of thing is the queen!\If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running? response:	Nothing will be solved if I run away from the classroom.
context: If I'm discovered sneaking in through the bottom,\I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom. response:	I might as well go back.
context: I feel like I'll get in even more trouble.\If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back. response:	Yes, the question is where it would be best to enter from.
context: If I'm gonna be discovered,\I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from. response:	If I'm going to get in trouble no matter what,
context: I might as well go in through the top window!\Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what, response:	brazenly charging through the front is...
context: Stained glass has been put up!\Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is... response:	Yes, the best way is...
context: Wait, wait, wait, wait!\Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is... response:	Appearing with a huge smile while getting hit by the eraser!
context: Why am I running?\Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser! response:	Good morning!
context: Nothing will be solved if I run away from the classroom.\I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning! response:	And the whole class breaks out in smiles!
context: I might as well go back.\Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles! response:	What time do you think it is?
context: Yes, the question is where it would be best to enter from.\If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles!\What time do you think it is? response:	Man, you sure are helpless.
context: If I'm going to get in trouble no matter what,\brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless. response:	Hurry up and take your seat.
context: brazenly charging through the front is...\Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat. response:	It'll work!
context: Yes, the best way is...\Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat.\It'll work! response:	That's right, Yukko!
context: Appearing with a huge smile while getting hit by the eraser!\Good morning!\And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat.\It'll work!\That's right, Yukko! response:	Be a bright, energetic clown!
context: Good morning!\And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat.\It'll work!\That's right, Yukko!\Be a bright, energetic clown! response:	Now!
context: And the whole class breaks out in smiles!\What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat.\It'll work!\That's right, Yukko!\Be a bright, energetic clown!\Now! response:	Into battle!
context: What time do you think it is?\Man, you sure are helpless.\Hurry up and take your seat.\It'll work!\That's right, Yukko!\Be a bright, energetic clown!\Now!\Into battle! response:	Good morning so early in the morning!
context: Man, you sure are helpless.\Hurry up and take your seat.\It'll work!\That's right, Yukko!\Be a bright, energetic clown!\Now!\Into battle!\Good morning so early in the morning! response:	Just kidding!
context: Hurry up and take your seat.\It'll work!\That's right, Yukko!\Be a bright, energetic clown!\Now!\Into battle!\Good morning so early in the morning!\Just kidding! response:	Oh ho ho. I'm an Invincible Alien!
context: It'll work!\That's right, Yukko!\Be a bright, energetic clown!\Now!\Into battle!\Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien! response:	What sort of stupid thing are you doing?
context: That's right, Yukko!\Be a bright, energetic clown!\Now!\Into battle!\Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing? response:	It's not like you're still an elementary schooler.
