context: <sign: Incinerator > response:	So what are we going to start with?
context: Where did she go?\There she is!\Wait up!\Whoops, sorry!\Idiot, thats too high!\My guitar!\Its fine, not a scra\Senpai protected it from Angel for me! response:	Where did she go, dammit!!
context: There she is!\Wait up!\Whoops, sorry!\Idiot, thats too high!\My guitar!\Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!! response:	Geez, whats with the dammit!”
context: Wait up!\Whoops, sorry!\Idiot, thats too high!\My guitar!\Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!” response:	I see youre doing whatever you want, as usual.
context: Whoops, sorry!\Idiot, thats too high!\My guitar!\Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual. response:	Whatever I want? Not really...
context: Idiot, thats too high!\My guitar!\Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really... response:	You got the vocal position in the band, didnt you?
context: My guitar!\Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you? response:	Youre even playing guitar.
context: Its fine, not a scra\Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar. response:	Oh thats nothing, its just one of the things I wanted to do.
context: Senpai protected it from Angel for me!\Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do. response:	There are other things?
context: Where did she go, dammit!!\Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things? response:	Yeah, lots of them.
context: Geez, whats with the dammit!”\I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them. response:	Lots”...
context: I see youre doing whatever you want, as usual.\Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them.\Lots”... response:	No wait, lets talk somewhere else.
context: Whatever I want? Not really...\You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else. response:	- Front
context: You got the vocal position in the band, didnt you?\Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else.\- Front response:	So, what else is there?
context: Youre even playing guitar.\Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else.\- Front\So, what else is there? response:	Do I have to tell you?
context: Oh thats nothing, its just one of the things I wanted to do.\There are other things?\Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else.\- Front\So, what else is there?\Do I have to tell you? response:	If you dont want to talk about it, thats fine.
context: There are other things?\Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else.\- Front\So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine. response:	Thats okay, Ill tell you.
context: Yeah, lots of them.\Lots”...\No wait, lets talk somewhere else.\- Front\So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you. response:	I have more things I want to do than most people.
context: Lots”...\No wait, lets talk somewhere else.\- Front\So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people. response:	Why do you think that is?
context: No wait, lets talk somewhere else.\- Front\So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is? response:	Because, I guess...
context: - Front\So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is?\Because, I guess... response:	You couldnt do them when you were alive?
context: So, what else is there?\Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is?\Because, I guess...\You couldnt do them when you were alive? response:	Yep, exactly!
context: Do I have to tell you?\If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is?\Because, I guess...\You couldnt do them when you were alive?\Yep, exactly! response:	When I was small, I got hit by a car from behind.
context: If you dont want to talk about it, thats fine.\Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is?\Because, I guess...\You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind. response:	After that, I became paralyzed.
context: Thats okay, Ill tell you.\I have more things I want to do than most people.\Why do you think that is?\Because, I guess...\You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed. response:	I was completely bedridden.
context: I have more things I want to do than most people.\Why do you think that is?\Because, I guess...\You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden. response:	I couldnt live without assistance.
context: Why do you think that is?\Because, I guess...\You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance. response:	I was constantly relying on my mother.
context: Because, I guess...\You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother. response:	I was always thinking it wasnt fair to her.
context: You couldnt do them when you were alive?\Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her. response:	I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.
context: Yep, exactly!\When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too. response:	I see. That turned out well then.
context: When I was small, I got hit by a car from behind.\After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then. response:	Yeah!
context: After that, I became paralyzed.\I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah! response:	So what else do you want to do?
context: I was completely bedridden.\I couldnt live without assistance.\I was constantly relying on my mother.\I was always thinking it wasnt fair to her.\I was able to watch TV, so when I saw bands on music shows I thought itd be great if I could do that too.\I see. That turned out well then.\Yeah!\So what else do you want to do? response:	Well, I watched baseball matches a lot.
