context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Wanna say goodbye to the confusion of yesterday\I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness response:	Can't see anything, don't know anything, but I'll still go
context: I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go response:	To the place of shining light in which you wait
context: We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait response:	Episode 3
context: Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3 response:	Masked Mansion
context: to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3\Masked Mansion response:	Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family
context: Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family response:	Yeah, I'm home already.
context: Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already. response:	Sasa Kigihiko
context: Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko response:	Younger Brother of the Late Sasa Komamori
context: Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori response:	We'll discuss the property issue during tomorrow's meeting.
context: To the place of shining light in which you wait\Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting. response:	President Kazamori?
context: Episode 3\Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori? response:	Even though the company's in his name, it was originally the Sasa family's.
context: Masked Mansion\Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's. response:	There's no need to tell Kazamori every little thing.
context: Inspired by Ango Sakaguchis Meijikaika Ango Torimonochou (Meiji-era Ango Detective Stories) Masked Mansion and Shoplifting Family\Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing. response:	Uncle Kigihiko, the materials on the property matter are prepared.
context: Yeah, I'm home already.\Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared. response:	Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori
context: Sasa Kigihiko\Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori response:	K-Kazamori, it's not like that!
context: Younger Brother of the Late Sasa Komamori\We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that! response:	I didn't intend to leave you out and make the decision on my own!
context: We'll discuss the property issue during tomorrow's meeting.\President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own! response:	Can I go over there now?
context: President Kazamori?\Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now? response:	Not necessary.
context: Even though the company's in his name, it was originally the Sasa family's.\There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary. response:	Sasa Fumihiko
context: There's no need to tell Kazamori every little thing.\Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary.\Sasa Fumihiko response:	Son of the Late Sasa Komamori
context: Uncle Kigihiko, the materials on the property matter are prepared.\Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori response:	Sasa Itoji
context: Kazamori Holdings Real Estate Sale Proposal President Sasa Kazamori\K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji response:	Widow of the Late Sasa Komamori
context: K-Kazamori, it's not like that!\I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori response:	Kigihiko-san, the praying is about to start.
context: I didn't intend to leave you out and make the decision on my own!\Can I go over there now?\Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start. response:	S-Sister, I was going to see Kazamori...
context: Can I go over there now?\Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori... response:	That man won't come anyway. Let's go, Fumihiko.
context: Not necessary.\Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko. response:	Yes, Mother.
context: Sasa Fumihiko\Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother. response:	My dear departed husband, Komamori...
context: Son of the Late Sasa Komamori\Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori... response:	Please watch over us.
context: Sasa Itoji\Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori...\Please watch over us. response:	Please protect the Sasa family.
context: Widow of the Late Sasa Komamori\Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family. response:	Seven years ago today, you were tragically killed.
context: Kigihiko-san, the praying is about to start.\S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed. response:	The Sasa family has continued to thrive.
context: S-Sister, I was going to see Kazamori...\That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive. response:	My dear departed husband, Komamori...
context: That man won't come anyway. Let's go, Fumihiko.\Yes, Mother.\My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori... response:	My dear departed husband, Komamori...
context: Yes, Mother.\My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori... response:	Sis?
context: My dear departed husband, Komamori...\Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis? response:	I'll call Brother.
context: Please watch over us.\Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis?\I'll call Brother. response:	Brother? You're referring to Kazamori-san?
context: Please protect the Sasa family.\Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san? response:	We are Komamori's blood relatives. No one else is needed here.
context: Seven years ago today, you were tragically killed.\The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here. response:	Adopted son or not, Kazamori is the head of this family.
context: The Sasa family has continued to thrive.\My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family. response:	Sasa Mitsuko
context: My dear departed husband, Komamori...\My dear departed husband, Komamori...\Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko response:	Daughter of the Late Sasa Komamori
context: My dear departed husband, Komamori...\Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori response:	We should be together, at least on the anniversary of Father's death.
context: Sis?\I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death. response:	That guy likes to close himself off from everyone, Sis.
context: I'll call Brother.\Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis. response:	Mitsuko!
context: Brother? You're referring to Kazamori-san?\We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko! response:	I already told you!
context: We are Komamori's blood relatives. No one else is needed here.\Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you! response:	Kazamori-san is sick, so don't just go running over to the annex!
context: Adopted son or not, Kazamori is the head of this family.\Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex! response:	My dear departed husband, Komamori...
context: Sasa Mitsuko\Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori... response:	Fumihiko, your child by blood,
context: Daughter of the Late Sasa Komamori\We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood, response:	is graduating university and will join the business in the spring...
context: We should be together, at least on the anniversary of Father's death.\That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring... response:	Blackout?
context: That guy likes to close himself off from everyone, Sis.\Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout? response:	Kazamori?
context: Mitsuko!\I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout?\Kazamori? response:	Sasa Kazamori
context: I already told you!\Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout?\Kazamori?\Sasa Kazamori response:	Adopted Son of the Late Komamori Sasa Current Head of the Family
context: Kazamori-san is sick, so don't just go running over to the annex!\My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout?\Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family response:	Thank goodness. I thought maybe something happened to you.
context: My dear departed husband, Komamori...\Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout?\Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you. response:	Um, you haven't shown your face in a long, long time, but...
context: Fumihiko, your child by blood,\is graduating university and will join the business in the spring...\Blackout?\Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but... response:	Kazamori-kun!
context: is graduating university and will join the business in the spring...\Blackout?\Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun! response:	Taku Hidenobu
context: Blackout?\Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu response:	Live-in Doctor
context: Kazamori?\Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu\Live-in Doctor response:	Quickly, get inside!
context: Sasa Kazamori\Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu\Live-in Doctor\Quickly, get inside! response:	Kazamori!
context: Adopted Son of the Late Komamori Sasa Current Head of the Family\Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu\Live-in Doctor\Quickly, get inside!\Kazamori! response:	Hey! Did something happen?!
context: Thank goodness. I thought maybe something happened to you.\Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu\Live-in Doctor\Quickly, get inside!\Kazamori!\Hey! Did something happen?! response:	Kazamori!
context: Um, you haven't shown your face in a long, long time, but...\Kazamori-kun!\Taku Hidenobu\Live-in Doctor\Quickly, get inside!\Kazamori!\Hey! Did something happen?!\Kazamori! response:	Sis!
context: Kazamori-kun!\Taku Hidenobu\Live-in Doctor\Quickly, get inside!\Kazamori!\Hey! Did something happen?!\Kazamori!\Sis! response:	Kazamori!
context: Taku Hidenobu\Live-in Doctor\Quickly, get inside!\Kazamori!\Hey! Did something happen?!\Kazamori!\Sis!\Kazamori! response:	This is just like seven years ago...
context: Live-in Doctor\Quickly, get inside!\Kazamori!\Hey! Did something happen?!\Kazamori!\Sis!\Kazamori!\This is just like seven years ago... response:	Kazamori!
context: Quickly, get inside!\Kazamori!\Hey! Did something happen?!\Kazamori!\Sis!\Kazamori!\This is just like seven years ago...\Kazamori! response:	Dr. Taku! What is this?!
context: Kazamori!\Hey! Did something happen?!\Kazamori!\Sis!\Kazamori!\This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?! response:	Kazamori-kun...
context: Hey! Did something happen?!\Kazamori!\Sis!\Kazamori!\This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?!\Kazamori-kun... response:	Kazamori?!
context: Kazamori!\Sis!\Kazamori!\This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?! response:	That's not...
context: Sis!\Kazamori!\This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?!\That's not... response:	When I got there, Kazamori-kun was on fire...
context: Kazamori!\This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire... response:	Mitchan!
context: This is just like seven years ago...\Kazamori!\Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire...\Mitchan! response:	There's no way that can be...
context: Kazamori!\Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be... response:	Kazamori-kun...
context: Dr. Taku! What is this?!\Kazamori-kun...\Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be...\Kazamori-kun... response:	Kazamori-san! Kazamori-san!
context: Kazamori-kun...\Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san! response:	It's a curse...
context: Kazamori?!\That's not...\When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse... response:	That's right! This is my husband's curse!
context: That's not...\When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse! response:	I see... It's the anniversary of my brother's death...
context: When I got there, Kazamori-kun was on fire...\Mitchan!\There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death... response:	A curse...
context: Mitchan!\There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse... response:	It can't be...
context: There's no way that can be...\Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse...\It can't be... response:	Shinjuku Station
context: Kazamori-kun...\Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse...\It can't be...\Shinjuku Station response:	No Trespassing
context: Kazamori-san! Kazamori-san!\It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse...\It can't be...\Shinjuku Station\No Trespassing response:	Restricted area admittance guards, you're doing a fine job.
context: It's a curse...\That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse...\It can't be...\Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job. response:	Kaishou Rie
context: That's right! This is my husband's curse!\I see... It's the anniversary of my brother's death...\A curse...\It can't be...\Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie response:	Kaishou Rinroku's Daughter Lives at Home
context: I see... It's the anniversary of my brother's death...\A curse...\It can't be...\Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home response:	What is it? An explosion?!
context: A curse...\It can't be...\Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?! response:	Are we okay?
context: It can't be...\Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay? response:	Oh, shit! Oh, shit!
context: Shinjuku Station\No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit! response:	An amendment to the Self-Defense Forces Act,
context: No Trespassing\Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act, response:	Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through
context: Restricted area admittance guards, you're doing a fine job.\Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through response:	allowing the use of military force against terrorist forces,
context: Kaishou Rie\Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces, response:	was passed unanimously in the House of Representatives today.
context: Kaishou Rinroku's Daughter Lives at Home\What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today. response:	Because of the emergency, it is due to go into effect three days from now.
context: What is it? An explosion?!\Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now. response:	Herewith, all Self-Defense Forces that are already deployed abroad
context: Are we okay?\Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad response:	on peacekeeping missions may participate in combat activity.
context: Oh, shit! Oh, shit!\An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity. response:	In ga
context: An amendment to the Self-Defense Forces Act,\Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga response:	Detective's Assistant
