context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: All right! I'll say it!\You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La) response:	Always keep it going!
context: You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going! response:	Being together 24 hours a day isn't a problem.
context: (Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem. response:	Just like twins, or a parent and child, or clone cyborgs.
context: (Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs. response:	Then isn't there no reason to clear your eyes?
context: (La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes? response:	Those are completely, completely different issues.
context: (Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues. response:	(Fight!) Even when I get in a fight with you,
context: (Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you, response:	(Down!) even when I get really down,
context: (La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down, response:	(Shy!) even when I feel like I want to be alone,
context: Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone, response:	before I realise it, you're right there; we'll be together even in death!
context: Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death! response:	I wonder why it is.
context: Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is. response:	I want to be with you.
context: Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you. response:	When I'm with you,
context: Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you, response:	time goes 100 times faster!
context: (Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster! response:	It's fun, isn't it?
context: (Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it? response:	It's way too fun!
context: (Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun! response:	As expected of my best friend!
context: before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend! response:	What is it?
context: I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it? response:	The synchro is amazing!
context: I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing! response:	Always making an uproar,
context: When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar, response:	bothering the neighbours a lot.
context: time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot. response:	What time is it now?
context: It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now? response:	And then yo de le hi hoo!
context: It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo! response:	I don't get it at all!
context: As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all! response:	So re doh si la!
context: What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la! response:	It's better than I imagined, the absolute best!
context: The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best! response:	Even if I say this and that, we're still friends. (Hooray!)
context: Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!) response:	Amazing friendship, the absolute best!
context: bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best! response:	Cha Cha La Cha La Cha Cha!
context: What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha! response:	Let's all sing together
context: And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together response:	Unite our hearts as one
context: I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one response:	In times of sadness,
context: So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one\In times of sadness, response:	and times of pain,
context: It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one\In times of sadness,\and times of pain, response:	Let's all sing together
context: Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one\In times of sadness,\and times of pain,\Let's all sing together response:	Let your voice out loud
context: Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one\In times of sadness,\and times of pain,\Let's all sing together\Let your voice out loud response:	Don't be shy
context: Cha Cha La Cha La Cha Cha!\Let's all sing together\Unite our hearts as one\In times of sadness,\and times of pain,\Let's all sing together\Let your voice out loud\Don't be shy response:	Let's sing
context: Let's all sing together\Unite our hearts as one\In times of sadness,\and times of pain,\Let's all sing together\Let your voice out loud\Don't be shy\Let's sing response:	A song that ignites your heart
context: Unite our hearts as one\In times of sadness,\and times of pain,\Let's all sing together\Let your voice out loud\Don't be shy\Let's sing\A song that ignites your heart response:	A song that will surely make it to you
context: In times of sadness,\and times of pain,\Let's all sing together\Let your voice out loud\Don't be shy\Let's sing\A song that ignites your heart\A song that will surely make it to you response:	Out across the glistening world,
context: and times of pain,\Let's all sing together\Let your voice out loud\Don't be shy\Let's sing\A song that ignites your heart\A song that will surely make it to you\Out across the glistening world, response:	I am sending a song
context: Let's all sing together\Let your voice out loud\Don't be shy\Let's sing\A song that ignites your heart\A song that will surely make it to you\Out across the glistening world,\I am sending a song response:	Out across the glistening world,
context: Let your voice out loud\Don't be shy\Let's sing\A song that ignites your heart\A song that will surely make it to you\Out across the glistening world,\I am sending a song\Out across the glistening world, response:	I hope my message of love reaches.
context: Don't be shy\Let's sing\A song that ignites your heart\A song that will surely make it to you\Out across the glistening world,\I am sending a song\Out across the glistening world,\I hope my message of love reaches. response:	Nichijou 64
context: Let's sing\A song that ignites your heart\A song that will surely make it to you\Out across the glistening world,\I am sending a song\Out across the glistening world,\I hope my message of love reaches.\Nichijou 64 response:	Coffee of the Day
context: A song that ignites your heart\A song that will surely make it to you\Out across the glistening world,\I am sending a song\Out across the glistening world,\I hope my message of love reaches.\Nichijou 64\Coffee of the Day response:	Coffee of the Day
context: A song that will surely make it to you\Out across the glistening world,\I am sending a song\Out across the glistening world,\I hope my message of love reaches.\Nichijou 64\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Out across the glistening world,\I am sending a song\Out across the glistening world,\I hope my message of love reaches.\Nichijou 64\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: I am sending a song\Out across the glistening world,\I hope my message of love reaches.\Nichijou 64\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Out across the glistening world,\I hope my message of love reaches.\Nichijou 64\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: I hope my message of love reaches.\Nichijou 64\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Nichijou 64\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Coffee of the Day
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day response:	Joy
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Joy response:	Happiness
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Joy\Happiness response:	Celebration
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Joy\Happiness\Celebration response:	Fortune
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Coffee of the Day\Joy\Happiness\Celebration\Fortune response:	Catch
context: Coffee of the Day\Coffee of the Day\Coffee of the Day\Joy\Happiness\Celebration\Fortune\Catch response:	Agonising!!
context: Coffee of the Day\Coffee of the Day\Joy\Happiness\Celebration\Fortune\Catch\Agonising!! response:	Made On The Chef's Whim
context: Coffee of the Day\Joy\Happiness\Celebration\Fortune\Catch\Agonising!!\Made On The Chef's Whim response:	Piping-Hot Chicken Bar
context: Joy\Happiness\Celebration\Fortune\Catch\Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar response:	50 Yen
context: Happiness\Celebration\Fortune\Catch\Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen response:	New
context: Celebration\Fortune\Catch\Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen\New response:	Tiko Mart
context: Fortune\Catch\Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen\New\Tiko Mart response:	Nichijou 65
context: Catch\Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen\New\Tiko Mart\Nichijou 65 response:	You're an
context: Agonising!!\Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen\New\Tiko Mart\Nichijou 65\You're an response:	idiot.
context: Made On The Chef's Whim\Piping-Hot Chicken Bar\50 Yen\New\Tiko Mart\Nichijou 65\You're an\idiot. response:	Ah!
context: Piping-Hot Chicken Bar\50 Yen\New\Tiko Mart\Nichijou 65\You're an\idiot.\Ah! response:	Senpai...
context: 50 Yen\New\Tiko Mart\Nichijou 65\You're an\idiot.\Ah!\Senpai... response:	I...
context: New\Tiko Mart\Nichijou 65\You're an\idiot.\Ah!\Senpai...\I... response:	Eh?!
context: Tiko Mart\Nichijou 65\You're an\idiot.\Ah!\Senpai...\I...\Eh?! response:	Eh?!
context: Nichijou 65\You're an\idiot.\Ah!\Senpai...\I...\Eh?!\Eh?! response:	Eh?!
context: You're an\idiot.\Ah!\Senpai...\I...\Eh?!\Eh?!\Eh?! response:	Eh?!
context: idiot.\Ah!\Senpai...\I...\Eh?!\Eh?!\Eh?!\Eh?! response:	Eh?!
context: Ah!\Senpai...\I...\Eh?!\Eh?!\Eh?!\Eh?!\Eh?! response:	Eh?!
context: Senpai...\I...\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?! response:	Eh?!
context: I...\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?! response:	Eh?!
context: Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?! response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\It seems that your fever has gone down. response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down. response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\Eh?!\Eh?!\Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down. response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\Eh?!\Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down. response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down. response:	It seems that your fever has gone down.
context: Eh?!\Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down. response:	That's not true...
context: Eh?!\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true...\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true...\That's not true...\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true...\That's not true...\That's not true...\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true...\That's not true...\That's not true...\That's not true...\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\It seems that your fever has gone down.\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true... response:	That's not true...
context: It seems that your fever has gone down.\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true... response:	The fever...
context: That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\The fever... response:	The fever...
context: That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\The fever...\The fever... response:	The fever...
context: That's not true...\That's not true...\That's not true...\That's not true...\That's not true...\The fever...\The fever...\The fever... response:	The fever...
context: That's not true...\That's not true...\That's not true...\That's not true...\The fever...\The fever...\The fever...\The fever... response:	The fever...
context: That's not true...\That's not true...\That's not true...\The fever...\The fever...\The fever...\The fever...\The fever... response:	The fever...
context: That's not true...\That's not true...\The fever...\The fever...\The fever...\The fever...\The fever...\The fever... response:	It's
context: That's not true...\The fever...\The fever...\The fever...\The fever...\The fever...\The fever...\It's response:	pretty
context: The fever...\The fever...\The fever...\The fever...\The fever...\The fever...\It's\pretty response:	obvious.
context: The fever...\The fever...\The fever...\The fever...\The fever...\It's\pretty\obvious. response:	Stop
context: The fever...\The fever...\The fever...\The fever...\It's\pretty\obvious.\Stop response:	Idiot
context: The fever...\The fever...\The fever...\It's\pretty\obvious.\Stop\Idiot response:	Idiot
context: The fever...\The fever...\It's\pretty\obvious.\Stop\Idiot\Idiot response:	Toshi, what is this?
context: The fever...\It's\pretty\obvious.\Stop\Idiot\Idiot\Toshi, what is this? response:	Victory
context: It's\pretty\obvious.\Stop\Idiot\Idiot\Toshi, what is this?\Victory response:	Word Of The Day
context: pretty\obvious.\Stop\Idiot\Idiot\Toshi, what is this?\Victory\Word Of The Day response:	Nichijou 66
context: obvious.\Stop\Idiot\Idiot\Toshi, what is this?\Victory\Word Of The Day\Nichijou 66 response:	Love-Like
context: Stop\Idiot\Idiot\Toshi, what is this?\Victory\Word Of The Day\Nichijou 66\Love-Like response:	Love-Like
context: Idiot\Idiot\Toshi, what is this?\Victory\Word Of The Day\Nichijou 66\Love-Like\Love-Like response:	Love-Like
context: Idiot\Toshi, what is this?\Victory\Word Of The Day\Nichijou 66\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Toshi, what is this?\Victory\Word Of The Day\Nichijou 66\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Victory\Word Of The Day\Nichijou 66\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Word Of The Day\Nichijou 66\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Nichijou 66\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	The Truth in the 15th Year
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\The Truth in the 15th Year response:	Nichijou 67
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\The Truth in the 15th Year\Nichijou 67 response:	Narration
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\The Truth in the 15th Year\Nichijou 67\Narration response:	Well, that's all for today.
context: Love-Like\Love-Like\Love-Like\Love-Like\The Truth in the 15th Year\Nichijou 67\Narration\Well, that's all for today. response:	The days are getting shorter,
context: Love-Like\Love-Like\Love-Like\The Truth in the 15th Year\Nichijou 67\Narration\Well, that's all for today.\The days are getting shorter, response:	so please try to be home before it gets dark.
context: Love-Like\Love-Like\The Truth in the 15th Year\Nichijou 67\Narration\Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark. response:	Nano-chan!
context: Love-Like\The Truth in the 15th Year\Nichijou 67\Narration\Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan! response:	Yes?!
