context: Yeah. response:	Kokoro
context: with a kaleidoscope of my experiences\From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada response:	This story has only
context: From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only response:	gikochinaku hajimatta bakkari
context: Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari response:	just barely begun
context: To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	shinkokyuu wo mou ikkai
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni response:	It reaches all the way into my heart
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart response:	hohoenmi de kumeta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	Just Give Up
context: Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up response:	Sadako's Black Magic
context: nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic response:	The herbs I picked look like they've dried pretty nicely.
context: It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely. response:	Does anyone want to try a taste?
context: hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste? response:	You guys should try it!
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it! response:	Or you could make Joe drink it later!
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later! response:	Good idea!
context: than you smiling and taking my hand as well\Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later!\Good idea! response:	The black curtain for the cafe has been ordered and will be delivered.
context: Just Give Up\Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered. response:	The mural and the wall poster should be finished on time.
context: Sadako's Black Magic\The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time. response:	Whoa. We're so behind!
context: The herbs I picked look like they've dried pretty nicely.\Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind! response:	Yeah.
context: Does anyone want to try a taste?\You guys should try it!\Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah. response:	If we only work during school, I don't think we'll finish on time.
context: You guys should try it!\Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time. response:	I think we will.
context: Or you could make Joe drink it later!\Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will. response:	Hey, Sadako still hasn't come back.
context: Good idea!\The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back. response:	It's okay!
context: The black curtain for the cafe has been ordered and will be delivered.\The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back.\It's okay! response:	I just saw her earlier.
context: The mural and the wall poster should be finished on time.\Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier. response:	Yeah! She looked like she wasn't feeling too well, but she said not to worry.
context: Whoa. We're so behind!\Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry. response:	Yeah!
context: Yeah.\If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah! response:	Oh, what's that herb you have there?
context: If we only work during school, I don't think we'll finish on time.\I think we will.\Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there? response:	This is the chameleon plant and Thunberg's geranium.
context: I think we will.\Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium. response:	They're good for treating diuresis and constipation, I think.
context: Hey, Sadako still hasn't come back.\It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think. response:	Chizu, do you want to try some?
context: It's okay!\I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some? response:	Sure!
context: I just saw her earlier.\Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure! response:	Here Andy, take this one too.
context: Yeah! She looked like she wasn't feeling too well, but she said not to worry.\Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure!\Here Andy, take this one too. response:	Thanks.
context: Yeah!\Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure!\Here Andy, take this one too.\Thanks. response:	Oh, wow.
context: Oh, what's that herb you have there?\This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure!\Here Andy, take this one too.\Thanks.\Oh, wow. response:	Hey Ryu!
context: This is the chameleon plant and Thunberg's geranium.\They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure!\Here Andy, take this one too.\Thanks.\Oh, wow.\Hey Ryu! response:	Sorry I haven't been able to help out.
context: They're good for treating diuresis and constipation, I think.\Chizu, do you want to try some?\Sure!\Here Andy, take this one too.\Thanks.\Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out. response:	It's alright. You couldn't have skipped practice!
context: Chizu, do you want to try some?\Sure!\Here Andy, take this one too.\Thanks.\Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice! response:	Yeah, you guys have summer preliminaries right after the school festival, don't you?
context: Sure!\Here Andy, take this one too.\Thanks.\Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you? response:	Hey, what were doing about the bottom part over here?
context: Here Andy, take this one too.\Thanks.\Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here? response:	Which part?
context: Thanks.\Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part? response:	Here.
context: Oh, wow.\Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part?\Here. response:	Were we going to run wire through it for reinforcement?
context: Hey Ryu!\Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part?\Here.\Were we going to run wire through it for reinforcement? response:	I don't know You'd have to ask Kazehaya.
context: Sorry I haven't been able to help out.\It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part?\Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya. response:	Where is that guy?
context: It's alright. You couldn't have skipped practice!\Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part?\Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy? response:	It's not like him to skip.
context: Yeah, you guys have summer preliminaries right after the school festival, don't you?\Hey, what were doing about the bottom part over here?\Which part?\Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip. response:	Shota!
context: Hey, what were doing about the bottom part over here?\Which part?\Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip.\Shota! response:	Ryu.
context: Which part?\Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip.\Shota!\Ryu. response:	Sorry. Everyone's already started working, haven't they?
context: Here.\Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip.\Shota!\Ryu.\Sorry. Everyone's already started working, haven't they? response:	Yeah.
context: Were we going to run wire through it for reinforcement?\I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip.\Shota!\Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah. response:	I think there was something they needed to ask you.
context: I don't know You'd have to ask Kazehaya.\Where is that guy?\It's not like him to skip.\Shota!\Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you. response:	Oh.
context: Where is that guy?\It's not like him to skip.\Shota!\Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you.\Oh. response:	Did you go confront her?
context: It's not like him to skip.\Shota!\Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you.\Oh.\Did you go confront her? response:	Yeah.
context: Shota!\Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you.\Oh.\Did you go confront her?\Yeah. response:	I got rejected.
context: Ryu.\Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you.\Oh.\Did you go confront her?\Yeah.\I got rejected. response:	I guess I was annoying to her after all.
context: Sorry. Everyone's already started working, haven't they?\Yeah.\I think there was something they needed to ask you.\Oh.\Did you go confront her?\Yeah.\I got rejected.\I guess I was annoying to her after all. response:	She didn't want people to get the wrong idea about us.
context: Yeah.\I think there was something they needed to ask you.\Oh.\Did you go confront her?\Yeah.\I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us. response:	I think she felt that all of the things I did for her were making other people suspicious.
context: I think there was something they needed to ask you.\Oh.\Did you go confront her?\Yeah.\I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious. response:	I tried to tell her how I feel and how much I care for her, but it didn't work out.
context: Oh.\Did you go confront her?\Yeah.\I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out. response:	I couldn't hold it in anymore.
context: Did you go confront her?\Yeah.\I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore. response:	I see.
context: Yeah.\I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see. response:	It hurts more than I thought it would.
context: I got rejected.\I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see.\It hurts more than I thought it would. response:	I didn't think I was annoying enough to make her cry like that.
context: I guess I was annoying to her after all.\She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that. response:	That idiot!
context: She didn't want people to get the wrong idea about us.\I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot! response:	You look terrible.
context: I think she felt that all of the things I did for her were making other people suspicious.\I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible. response:	Kurumi.
context: I tried to tell her how I feel and how much I care for her, but it didn't work out.\I couldn't hold it in anymore.\I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible.\Kurumi. response:	Friends? More like rivals!
context: I couldn't hold it in anymore.\I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible.\Kurumi.\Friends? More like rivals! response:	Kazehaya rejected me.
context: I see.\It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible.\Kurumi.\Friends? More like rivals!\Kazehaya rejected me. response:	What did you say?
context: It hurts more than I thought it would.\I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible.\Kurumi.\Friends? More like rivals!\Kazehaya rejected me.\What did you say? response:	Do you think we're friends now or something?
context: I didn't think I was annoying enough to make her cry like that.\That idiot!\You look terrible.\Kurumi.\Friends? More like rivals!\Kazehaya rejected me.\What did you say?\Do you think we're friends now or something? response:	Don't group yourself with me.
context: That idiot!\You look terrible.\Kurumi.\Friends? More like rivals!\Kazehaya rejected me.\What did you say?\Do you think we're friends now or something?\Don't group yourself with me. response:	You're not my rival.
context: You look terrible.\Kurumi.\Friends? More like rivals!\Kazehaya rejected me.\What did you say?\Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival. response:	What are you doing? Let go of me!
context: Kurumi.\Friends? More like rivals!\Kazehaya rejected me.\What did you say?\Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me! response:	Because I was rejected?
context: Friends? More like rivals!\Kazehaya rejected me.\What did you say?\Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me!\Because I was rejected? response:	More like because you didn't try.
context: Kazehaya rejected me.\What did you say?\Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try. response:	Because you hurt him!
context: What did you say?\Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try.\Because you hurt him! response:	Hurt him?
context: Do you think we're friends now or something?\Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try.\Because you hurt him!\Hurt him? response:	I hurt him?
context: Don't group yourself with me.\You're not my rival.\What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try.\Because you hurt him!\Hurt him?\I hurt him? response:	Because I couldn't leave him alone even though he likes someone?
context: You're not my rival.\What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try.\Because you hurt him!\Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone? response:	Because I bothered hi
context: What are you doing? Let go of me!\Because I was rejected?\More like because you didn't try.\Because you hurt him!\Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi response:	Because you're an idiot!
context: Because I was rejected?\More like because you didn't try.\Because you hurt him!\Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot! response:	Wasn't Kazehaya the only one who never looked at you out of pity?
context: More like because you didn't try.\Because you hurt him!\Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity? response:	Even though even Chizu and Ayane did!
context: Because you hurt him!\Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did! response:	Open your eyes!
context: Hurt him?\I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes! response:	What?
context: I hurt him?\Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes!\What? response:	You are not the same as me.
context: Because I couldn't leave him alone even though he likes someone?\Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes!\What?\You are not the same as me. response:	I told him.
context: Because I bothered hi\Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes!\What?\You are not the same as me.\I told him. response:	What?
context: Because you're an idiot!\Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes!\What?\You are not the same as me.\I told him.\What? response:	Even though he rejected me, I clearly told him how I felt!
context: Wasn't Kazehaya the only one who never looked at you out of pity?\Even though even Chizu and Ayane did!\Open your eyes!\What?\You are not the same as me.\I told him.\What?\Even though he rejected me, I clearly told him how I felt! response:	Don't you dare put yourself on the same level as me!
context: Even though even Chizu and Ayane did!\Open your eyes!\What?\You are not the same as me.\I told him.\What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me! response:	I've always, always been watching Kazehaya,
context: Open your eyes!\What?\You are not the same as me.\I told him.\What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya, response:	sometimes even without noticing it.
context: What?\You are not the same as me.\I told him.\What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it. response:	That was delicious.
context: You are not the same as me.\I told him.\What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious. response:	Sawako's curry is the best!
context: I told him.\What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious.\Sawako's curry is the best! response:	It was hayashi rice, wasn't it?
context: What?\Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it? response:	Haeshi?
context: Even though he rejected me, I clearly told him how I felt!\Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi? response:	From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!
context: Don't you dare put yourself on the same level as me!\I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over! response:	W-Would it be alright if I went over to Chizu's house right now?
context: I've always, always been watching Kazehaya,\sometimes even without noticing it.\That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now? response:	Now?
context: sometimes even without noticing it.\That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now? response:	Are you preparing for the school festival?
context: That was delicious.\Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival? response:	Yeah.
