context: What should I do? response:	Oh, you don't have to do anything.
context: DAY BY DAY unzari dayone dakara Day by day, everything's just so dull\Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven response:	SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush
context: Doudou to kotowacchau kimi ni narina yo That's why you need to become someone that can just reject it all\OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush response:	SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what
context: OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what response:	Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible
context: Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible response:	Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!
context: Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go! response:	Daishouri tte doukan I agree, it's going to be a huge victory
context: Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory response:	Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens
context: subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens response:	Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up
context: I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up response:	Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want
context: SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want response:	Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out
context: SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out response:	Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly response:	Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it? response:	What's all that? Presents for good little kids?
context: Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids? response:	What, this? Of course not.
context: Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not. response:	Oh, model guns. I didn't know you were into those.
context: Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those. response:	I'm not. These are Haruhi's.
context: Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's. response:	Huh, Suzumiya's... Well, it must be tough.
context: Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough. response:	By the way.
context: Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way. response:	What?
context: Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way.\What? response:	Well, the school festival is coming soon, right?
context: What's all that? Presents for good little kids?\What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way.\What?\Well, the school festival is coming soon, right? response:	What are you guys going to do this time?
context: What, this? Of course not.\Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way.\What?\Well, the school festival is coming soon, right?\What are you guys going to do this time? response:	Why ask me?
context: Oh, model guns. I didn't know you were into those.\I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way.\What?\Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me? response:	I don't think I'd get a serious response if I asked Suzumiya.
context: I'm not. These are Haruhi's.\Huh, Suzumiya's... Well, it must be tough.\By the way.\What?\Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya. response:	Nagato wouldn't say anything if I asked her,
context: Huh, Suzumiya's... Well, it must be tough.\By the way.\What?\Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her, response:	and Miss Asahina won't come near me.
context: By the way.\What?\Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me. response:	And the other guy... is kind of creepy.
context: What?\Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy. response:	That's why I'm asking you.
context: Well, the school festival is coming soon, right?\What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you. response:	What, am I the P.R. Rep now, or am I just a nice guy?
context: What are you guys going to do this time?\Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy? response:	It's the latter, definitely.
context: Why ask me?\I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely. response:	I mean, you seem like the kind of guy that will stick with someone,
context: I don't think I'd get a serious response if I asked Suzumiya.\Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone, response:	even if you know that the path you're taking is leading to a cliff.
context: Nagato wouldn't say anything if I asked her,\and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff. response:	I'm hurt. Fine, I won't tell you when I find out, then.
context: and Miss Asahina won't come near me.\And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then. response:	Hey!
context: And the other guy... is kind of creepy.\That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey! response:	Even I know that what awaits us at the end of Haruhi's little path
context: That's why I'm asking you.\What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path response:	is going to be pointless.
context: What, am I the P.R. Rep now, or am I just a nice guy?\It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless. response:	But it isn't just Haruhi and me walking down that path.
context: It's the latter, definitely.\I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path. response:	There are at least three others coming along with us.
context: I mean, you seem like the kind of guy that will stick with someone,\even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us. response:	I'm sure two of them would be fine if left to their own devices,
context: even if you know that the path you're taking is leading to a cliff.\I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices, response:	but Miss Asahina would be in danger.
context: I'm hurt. Fine, I won't tell you when I find out, then.\Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger. response:	For someone from the future, she sure doesn't seem to be able
context: Hey!\Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able response:	to predict any of the problems that might happen to her.
context: Even I know that what awaits us at the end of Haruhi's little path\is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her. response:	It's obvious to me that I have to protect her.
context: is going to be pointless.\But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her. response:	The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.
context: But it isn't just Haruhi and me walking down that path.\There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her. response:	The Sigh of Haruhi Suzumiya II
context: There are at least three others coming along with us.\I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II response:	Hurry up and get undressed! I'll help.
context: I'm sure two of them would be fine if left to their own devices,\but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help. response:	O-Oh no, please, don't pull-
context: but Miss Asahina would be in danger.\For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull- response:	Come on!
context: For someone from the future, she sure doesn't seem to be able\to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on! response:	Come in.
context: to predict any of the problems that might happen to her.\It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on!\Come in. response:	Well?
context: It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on!\Come in.\Well? response:	It really suits her, oddly enough.
context: The Sigh of Haruhi Suzumiya II It's obvious to me that I have to protect her.\The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on!\Come in.\Well?\It really suits her, oddly enough. response:	I thought that it was of Caean make or something.
context: The Sigh of Haruhi Suzumiya II\Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on!\Come in.\Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something. response:	Hello!
context: Hurry up and get undressed! I'll help.\O-Oh no, please, don't pull-\Come on!\Come in.\Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello! response:	Oh, excuse me.
context: O-Oh no, please, don't pull-\Come on!\Come in.\Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello!\Oh, excuse me. response:	Oh my. That looks quite good on you.
context: Come on!\Come in.\Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello!\Oh, excuse me.\Oh my. That looks quite good on you. response:	You can tell that just by looking at her.
context: Come in.\Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello!\Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her. response:	What I can't tell is why there's a waitress in here,
context: Well?\It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello!\Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here, response:	since this isn't a cafe or anything.
context: It really suits her, oddly enough.\I thought that it was of Caean make or something.\Hello!\Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything. response:	Well, you see...
context: I thought that it was of Caean make or something.\Hello!\Oh, excuse me.\Oh my. That looks quite good on you.\You can tell that just by looking at her.\What I can't tell is why there's a waitress in here,\since this isn't a cafe or anything.\Well, you see... response:	Mikuru is going to wear this costume in the movie!
