context: Kiss Him, Not Me response:	Back to My Original Self! What Should I Do?
context: Just kidding!\Sorry!\You were just so cute, I couldn't help teasing you.\Goodness! You sure got me!\Shima-chan, you're such a troublemaker!\Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact. response:	Snap out of it!
context: Sorry!\You were just so cute, I couldn't help teasing you.\Goodness! You sure got me!\Shima-chan, you're such a troublemaker!\Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it! response:	What's this?!
context: You were just so cute, I couldn't help teasing you.\Goodness! You sure got me!\Shima-chan, you're such a troublemaker!\Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it!\What's this?! response:	A Valentine's project?
context: Goodness! You sure got me!\Shima-chan, you're such a troublemaker!\Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it!\What's this?!\A Valentine's project? response:	Get Your Valentine's Day Fired Up!
context: Shima-chan, you're such a troublemaker!\Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it!\What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up! response:	Mirage Saga x PixV Collaboration
context: Sorry!\It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it!\What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration response:	Send chocolates to a Mirage character!
context: It doesn't count! Doesn't count!\Just some normal physical contact.\Snap out of it!\What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character! response:	Send chocolates to a Mirage Saga character!
context: Just some normal physical contact.\Snap out of it!\What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character! response:	Huge prize for the winner!
context: Snap out of it!\What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner! response:	Yeah?
context: What's this?!\A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah? response:	Apparently, whoever wins gets an illustration by the character designer!
context: A Valentine's project?\Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer! response:	Plus, the designer will sign and make it out to the winner!
context: Get Your Valentine's Day Fired Up!\Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner! response:	It's a one-of-a-kind drawing!
context: Mirage Saga x PixV Collaboration\Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing! response:	I want it so bad!
context: Send chocolates to a Mirage character!\Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad! response:	First, I've gotta consider the design...
context: Send chocolates to a Mirage Saga character!\Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design... response:	Senpai!
context: Huge prize for the winner!\Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design...\Senpai! response:	Hello.
context: Yeah?\Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design...\Senpai!\Hello. response:	Cute Fun
context: Apparently, whoever wins gets an illustration by the character designer!\Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design...\Senpai!\Hello.\Cute Fun response:	Oh, Shima-chan!
context: Plus, the designer will sign and make it out to the winner!\It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design...\Senpai!\Hello.\Cute Fun\Oh, Shima-chan! response:	What's the problem? I want to talk to Serinuma-senpai.
context: It's a one-of-a-kind drawing!\I want it so bad!\First, I've gotta consider the design...\Senpai!\Hello.\Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai. response:	You're too close.
context: I want it so bad!\First, I've gotta consider the design...\Senpai!\Hello.\Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close. response:	For some reason, I don't want you within a two meter radius of her.
context: First, I've gotta consider the design...\Senpai!\Hello.\Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her. response:	Why don't you back off, then?
context: Senpai!\Hello.\Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then? response:	Senpai, did you hear about the Valentine's collaboration?
context: Hello.\Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration? response:	Of course! Are you trying for it, too, Shima-chan?
context: Cute Fun\Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan? response:	Yup!
context: Oh, Shima-chan!\What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup! response:	I knew it. What's your plan?
context: What's the problem? I want to talk to Serinuma-senpai.\You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan? response:	I'm still thinking about it, but I've got a few ideas.
context: You're too close.\For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas. response:	And this is just a suggestion,
context: For some reason, I don't want you within a two meter radius of her.\Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion, response:	but how about we test our recipes together?
context: Why don't you back off, then?\Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together? response:	You!
context: Senpai, did you hear about the Valentine's collaboration?\Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together?\You! response:	How could you ask her that?
context: Of course! Are you trying for it, too, Shima-chan?\Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together?\You!\How could you ask her that? response:	Oh, it's fine if you two come as well.
context: Yup!\I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together?\You!\How could you ask her that?\Oh, it's fine if you two come as well. response:	Shall we call Mutsumi-senpai and Shinomiya-kun, too?
context: I knew it. What's your plan?\I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together?\You!\How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too? response:	Then you'd be at ease, right?
context: I'm still thinking about it, but I've got a few ideas.\And this is just a suggestion,\but how about we test our recipes together?\You!\How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right? response:	Besides, it might be fun to see you boys watch us
context: And this is just a suggestion,\but how about we test our recipes together?\You!\How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us response:	make chocolates you'll never get.
context: but how about we test our recipes together?\You!\How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get. response:	This jerk!
context: You!\How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk! response:	All right, if you're gonna go that far, we'll go!
context: How could you ask her that?\Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go! response:	Be my guest!
context: Oh, it's fine if you two come as well.\Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest! response:	Character chocolates is a pretty classic choice.
context: Shall we call Mutsumi-senpai and Shinomiya-kun, too?\Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice. response:	Yup.
context: Then you'd be at ease, right?\Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice.\Yup. response:	Today's just for prep, so how about we give it a try?
context: Besides, it might be fun to see you boys watch us\make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try? response:	First, choose a picture you want to make in chocolate.
context: make chocolates you'll never get.\This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate. response:	Isn't this from my doujinshi?
context: This jerk!\All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi? response:	Yeah. It's a Shion illustration by Yokoshima-sensei.
context: All right, if you're gonna go that far, we'll go!\Be my guest!\Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei. response:	Should I have asked you first?
context: Be my guest!\Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first? response:	No, no. If I'm able to help you out at all, it makes me happy.
context: Character chocolates is a pretty classic choice.\Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy. response:	Shima-chan, thank you!
context: Yup.\Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you! response:	So what do we do after that?
context: Today's just for prep, so how about we give it a try?\First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that? response:	Then, copy the picture onto parchment paper with a pencil.
context: First, choose a picture you want to make in chocolate.\Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil. response:	After that, flip it, and trace again with a chocolate pen.
context: Isn't this from my doujinshi?\Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen. response:	Then you put it in the fridge until it hardens.
context: Yeah. It's a Shion illustration by Yokoshima-sensei.\Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens. response:	Then you fill it in with colored chocolate.
context: Should I have asked you first?\No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate. response:	And then you take off the parchment paper.
context: No, no. If I'm able to help you out at all, it makes me happy.\Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper. response:	All done!
context: Shima-chan, thank you!\So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done! response:	Look at that!
context: So what do we do after that?\Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done!\Look at that! response:	What an amazing job.
context: Then, copy the picture onto parchment paper with a pencil.\After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done!\Look at that!\What an amazing job. response:	I bet you could seriously win with this!
context: After that, flip it, and trace again with a chocolate pen.\Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done!\Look at that!\What an amazing job.\I bet you could seriously win with this! response:	No! This won't cut it!
context: Then you put it in the fridge until it hardens.\Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done!\Look at that!\What an amazing job.\I bet you could seriously win with this!\No! This won't cut it! response:	Shion's beauty doesn't come through at all!
context: Then you fill it in with colored chocolate.\And then you take off the parchment paper.\All done!\Look at that!\What an amazing job.\I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all! response:	Shion is more beautiful!
context: And then you take off the parchment paper.\All done!\Look at that!\What an amazing job.\I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful! response:	crunch
context: All done!\Look at that!\What an amazing job.\I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch response:	Munch
context: Look at that!\What an amazing job.\I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch\Munch response:	Bite
context: What an amazing job.\I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch\Munch\Bite response:	Crunch
context: I bet you could seriously win with this!\No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch\Munch\Bite\Crunch response:	Stronger, more ephemeral!
context: No! This won't cut it!\Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch\Munch\Bite\Crunch\Stronger, more ephemeral! response:	Munch
context: Shion's beauty doesn't come through at all!\Shion is more beautiful!\crunch\Munch\Bite\Crunch\Stronger, more ephemeral!\Munch response:	Bite
context: Shion is more beautiful!\crunch\Munch\Bite\Crunch\Stronger, more ephemeral!\Munch\Bite response:	Crunch
context: crunch\Munch\Bite\Crunch\Stronger, more ephemeral!\Munch\Bite\Crunch response:	This won't do!
context: Munch\Bite\Crunch\Stronger, more ephemeral!\Munch\Bite\Crunch\This won't do! response:	Munch
context: Bite\Crunch\Stronger, more ephemeral!\Munch\Bite\Crunch\This won't do!\Munch response:	Bite
context: Crunch\Stronger, more ephemeral!\Munch\Bite\Crunch\This won't do!\Munch\Bite response:	Crunch
context: Stronger, more ephemeral!\Munch\Bite\Crunch\This won't do!\Munch\Bite\Crunch response:	Munch
context: Munch\Bite\Crunch\This won't do!\Munch\Bite\Crunch\Munch response:	Bite
context: Bite\Crunch\This won't do!\Munch\Bite\Crunch\Munch\Bite response:	S-Scary!
context: Crunch\This won't do!\Munch\Bite\Crunch\Munch\Bite\S-Scary! response:	Crunch
context: This won't do!\Munch\Bite\Crunch\Munch\Bite\S-Scary!\Crunch response:	Munch
context: Munch\Bite\Crunch\Munch\Bite\S-Scary!\Crunch\Munch response:	Bite
context: Bite\Crunch\Munch\Bite\S-Scary!\Crunch\Munch\Bite response:	Crunch
context: Crunch\Munch\Bite\S-Scary!\Crunch\Munch\Bite\Crunch response:	Munch
context: Munch\Bite\S-Scary!\Crunch\Munch\Bite\Crunch\Munch response:	Bite
context: Bite\S-Scary!\Crunch\Munch\Bite\Crunch\Munch\Bite response:	Besides, I'm sure lots of people are doing character chocolates.
context: S-Scary!\Crunch\Munch\Bite\Crunch\Munch\Bite\Besides, I'm sure lots of people are doing character chocolates. response:	Mine wouldn't stand out.
context: Crunch\Munch\Bite\Crunch\Munch\Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out. response:	Very true. If you want to stand out, something else would be better.
context: Munch\Bite\Crunch\Munch\Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better. response:	How about we make it 3-D?
context: Bite\Crunch\Munch\Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D? response:	3-D?
context: Crunch\Munch\Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D? response:	Let's see. Something like...
context: Munch\Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D?\Let's see. Something like... response:	This.
context: Bite\Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D?\Let's see. Something like...\This. response:	Th-This is it!
context: Besides, I'm sure lots of people are doing character chocolates.\Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D?\Let's see. Something like...\This.\Th-This is it! response:	Nothing less from Yokoshima-sensei!
context: Mine wouldn't stand out.\Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D?\Let's see. Something like...\This.\Th-This is it!\Nothing less from Yokoshima-sensei! response:	Please, will you teach me?
context: Very true. If you want to stand out, something else would be better.\How about we make it 3-D?\3-D?\Let's see. Something like...\This.\Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me? response:	Gladly!
context: How about we make it 3-D?\3-D?\Let's see. Something like...\This.\Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly! response:	Let's aim for that star together!
context: 3-D?\Let's see. Something like...\This.\Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly!\Let's aim for that star together! response:	Yes!
context: Let's see. Something like...\This.\Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly!\Let's aim for that star together!\Yes! response:	What's with the mood?!
context: This.\Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly!\Let's aim for that star together!\Yes!\What's with the mood?! response:	It's done!
context: Th-This is it!\Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly!\Let's aim for that star together!\Yes!\What's with the mood?!\It's done! response:	What do you think? Isn't it cute!
context: Nothing less from Yokoshima-sensei!\Please, will you teach me?\Gladly!\Let's aim for that star together!\Yes!\What's with the mood?!\It's done!\What do you think? Isn't it cute! response:	I think mine's pretty good, too.
context: Please, will you teach me?\Gladly!\Let's aim for that star together!\Yes!\What's with the mood?!\It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too. response:	It is.
context: Gladly!\Let's aim for that star together!\Yes!\What's with the mood?!\It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too.\It is. response:	Why are you three trying so hard?
context: Let's aim for that star together!\Yes!\What's with the mood?!\It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too.\It is.\Why are you three trying so hard? response:	And...
context: Yes!\What's with the mood?!\It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too.\It is.\Why are you three trying so hard?\And... response:	Why isn't she improving at all?
context: What's with the mood?!\It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too.\It is.\Why are you three trying so hard?\And...\Why isn't she improving at all? response:	Huh? Was I always this bad at figuring out how 3-D things look?
context: It's done!\What do you think? Isn't it cute!\I think mine's pretty good, too.\It is.\Why are you three trying so hard?\And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look? response:	It's like, I start, it doesn't feel right, and then I just make it worse and worse.
context: What do you think? Isn't it cute!\I think mine's pretty good, too.\It is.\Why are you three trying so hard?\And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse. response:	If this keeps up, I might not make the deadline!
context: I think mine's pretty good, too.\It is.\Why are you three trying so hard?\And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline! response:	Senpai!
context: It is.\Why are you three trying so hard?\And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai! response:	Relax. First, try to have fun with it. Okay?
context: Why are you three trying so hard?\And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay? response:	Yeah. Thank you, Shima-ch
context: And...\Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch response:	She's so close!
context: Why isn't she improving at all?\Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close! response:	Hey!
context: Huh? Was I always this bad at figuring out how 3-D things look?\It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close!\Hey! response:	What are you tryin' to pull?
context: It's like, I start, it doesn't feel right, and then I just make it worse and worse.\If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close!\Hey!\What are you tryin' to pull? response:	My gut's telling me not to let you anywhere near Serinuma!
context: If this keeps up, I might not make the deadline!\Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close!\Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma! response:	Same here!
