context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: You actually wanted them to see you off, didn't you?\Geez, you're so helpless.\Here, take this.\Don't make that face anymore!\Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always. response:	Oh, that devil Prez? That's because he was having lunch in class before break.
context: Geez, you're so helpless.\Here, take this.\Don't make that face anymore!\Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break. response:	She even scolded him before the teacher could do so.
context: Here, take this.\Don't make that face anymore!\Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so. response:	Shintani, why are you having lunch now?! And it's only first period!
context: Don't make that face anymore!\Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period! response:	Hinata, aren't you afraid of getting scolded by her?
context: Cheer up, okay?\You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her? response:	Not really,'cause she's Misaki!
context: You-kun!\Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki! response:	Did the sports clubs make this mess? I told them many times not to track mud inside...
context: Morning arrives, and school's over in a blink of an eye.\She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside... response:	Hide!
context: She's as scary as always.\Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide! response:	See!
context: Oh, that devil Prez? That's because he was having lunch in class before break.\She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See! response:	She's communicating with the devil!
context: She even scolded him before the teacher could do so.\Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See!\She's communicating with the devil! response:	Sheesh, cleaning this up sure is back-breaking!
context: Shintani, why are you having lunch now?! And it's only first period!\Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking! response:	Misaki-chan...
context: Hinata, aren't you afraid of getting scolded by her?\Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan... response:	Run!
context: Not really,'cause she's Misaki!\Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run! response:	Run! She'll bring you to hell if you get caught!
context: Did the sports clubs make this mess? I told them many times not to track mud inside...\Hide!\See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught! response:	Misaki-chan!
context: Hide!\See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan! response:	Why did you choose the Prez out of all the girls?
context: See!\She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls? response:	She might have been kinder back then, but look at her now.
context: She's communicating with the devil!\Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now. response:	Are there any bad boys lurking around?
context: Sheesh, cleaning this up sure is back-breaking!\Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around? response:	She does talk a little differently compared to back then, but...
context: Misaki-chan...\Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but... response:	She's still as kind as she was!
context: Run!\Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was! response:	How?!
context: Run! She'll bring you to hell if you get caught!\Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?! response:	I'm confiscating these bread crusts!
context: Misaki-chan!\Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?!\I'm confiscating these bread crusts! response:	Eh? Don't tell me she treats me differently?
context: Why did you choose the Prez out of all the girls?\She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently? response:	He's a masochist?
context: She might have been kinder back then, but look at her now.\Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist? response:	That's what I thought, too!
context: Are there any bad boys lurking around?\She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too! response:	Anyway, she is still Misaki-chan.
context: She does talk a little differently compared to back then, but...\She's still as kind as she was!\How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan. response:	My feelings for her won't change.
context: She's still as kind as she was!\How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change. response:	Hinata...
context: How?!\I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata... response:	I realized a long time ago that she has to be the one for me.
context: I'm confiscating these bread crusts!\Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me. response:	Hey!
context: Eh? Don't tell me she treats me differently?\He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me.\Hey! response:	What are you doing up there?
context: He's a masochist?\That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there? response:	You're gonna get your new uniform dirty!
context: That's what I thought, too!\Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there?\You're gonna get your new uniform dirty! response:	What's wrong with you? Pouting like that...
context: Anyway, she is still Misaki-chan.\My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that... response:	Hey! You can't do that!
context: My feelings for her won't change.\Hinata...\I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that! response:	Nothing...
context: Hinata...\I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing... response:	How's middle school going?
context: I realized a long time ago that she has to be the one for me.\Hey!\What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing...\How's middle school going? response:	There are a lot of people in my class.
context: Hey!\What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing...\How's middle school going?\There are a lot of people in my class. response:	I hope you can make a lot of friends.
context: What are you doing up there?\You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing...\How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends. response:	Time really flies! You're already in middle school...
context: You're gonna get your new uniform dirty!\What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing...\How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school... response:	Yeah. I'm glad he grew up well.
context: What's wrong with you? Pouting like that...\Hey! You can't do that!\Nothing...\How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well. response:	Thanks for the meal!
context: Hey! You can't do that!\Nothing...\How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal! response:	I worried about him everyday after he came here.
context: Nothing...\How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here. response:	He was plump back then, but he slimmed down a lot.
context: How's middle school going?\There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot. response:	That's'cause you only gave me veggies!
context: There are a lot of people in my class.\I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies! response:	Stop being ridiculous! You were the one who didn't want the meat!
context: I hope you can make a lot of friends.\Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat! response:	You said it's fine, though you didn't look fine.
context: Time really flies! You're already in middle school...\Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine. response:	I'm glad things turned out well.
context: Yeah. I'm glad he grew up well.\Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well. response:	Run! Come back to home base!
context: Thanks for the meal!\I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base! response:	Safe!
context: I worried about him everyday after he came here.\He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base!\Safe! response:	You got faster, didn't you?
context: He was plump back then, but he slimmed down a lot.\That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base!\Safe!\You got faster, didn't you? response:	And you don't look all that muscular, either!
context: That's'cause you only gave me veggies!\Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base!\Safe!\You got faster, didn't you?\And you don't look all that muscular, either! response:	I do have them, see?
context: Stop being ridiculous! You were the one who didn't want the meat!\You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base!\Safe!\You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see? response:	He's just so cute!
context: You said it's fine, though you didn't look fine.\I'm glad things turned out well.\Run! Come back to home base!\Safe!\You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see?\He's just so cute! response:	Hinata-kun!
context: I'm glad things turned out well.\Run! Come back to home base!\Safe!\You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see?\He's just so cute!\Hinata-kun! response:	Hinata's surprisingly popular.
context: Run! Come back to home base!\Safe!\You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see?\He's just so cute!\Hinata-kun!\Hinata's surprisingly popular. response:	He's the ace, so of course he'd be popular.
context: Safe!\You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see?\He's just so cute!\Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular. response:	Dammit! He's such an idiot!
context: You got faster, didn't you?\And you don't look all that muscular, either!\I do have them, see?\He's just so cute!\Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot! response:	I'm so jealous of him!
context: And you don't look all that muscular, either!\I do have them, see?\He's just so cute!\Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him! response:	But I... actually...
context: I do have them, see?\He's just so cute!\Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually... response:	Today's Valentine's Day, eh...
context: He's just so cute!\Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh... response:	Here, take this.
context: Hinata-kun!\Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh...\Here, take this. response:	Cheer up, okay? You-kun!
context: Hinata's surprisingly popular.\He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun! response:	Please come this way!
context: He's the ace, so of course he'd be popular.\Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun!\Please come this way! response:	UxMishi's live performance?
context: Dammit! He's such an idiot!\I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance? response:	Yeah! They're gonna perform in Yumesaki High's Cultural Festival!
