context: Where are you!? response:	Where are you!?
context: There is no way that he could have run away\with all five Dragon Balls in that short moment!\I will search the inside of the spaceship,\so you are to thoroughly search outside!\Yes, sir.\You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir! response:	Let's see...
context: with all five Dragon Balls in that short moment!\I will search the inside of the spaceship,\so you are to thoroughly search outside!\Yes, sir.\You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see... response:	It's around here.
context: I will search the inside of the spaceship,\so you are to thoroughly search outside!\Yes, sir.\You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see...\It's around here. response:	T- this is awful...
context: so you are to thoroughly search outside!\Yes, sir.\You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see...\It's around here.\T- this is awful... response:	Vegeta must have done this.
context: Yes, sir.\You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see...\It's around here.\T- this is awful...\Vegeta must have done this. response:	Who's there? Is someone there?
context: You are prepared to answer for this, yes?\If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see...\It's around here.\T- this is awful...\Vegeta must have done this.\Who's there? Is someone there? response:	Oh...
context: If you are unable to bring Vegeta back here in one hour...\Y- yes, sir!\Let's see...\It's around here.\T- this is awful...\Vegeta must have done this.\Who's there? Is someone there?\Oh... response:	And after they had grown this many of them...
context: Y- yes, sir!\Let's see...\It's around here.\T- this is awful...\Vegeta must have done this.\Who's there? Is someone there?\Oh...\And after they had grown this many of them... response:	I'm sure they should have fallen around here somewhere.
context: Let's see...\It's around here.\T- this is awful...\Vegeta must have done this.\Who's there? Is someone there?\Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere. response:	There they are! There they are!
context: It's around here.\T- this is awful...\Vegeta must have done this.\Who's there? Is someone there?\Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are! response:	That's magnificent control, if I do say so myself.
context: T- this is awful...\Vegeta must have done this.\Who's there? Is someone there?\Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself. response:	Take that, Freeza.
context: Vegeta must have done this.\Who's there? Is someone there?\Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza. response:	I've finally gotten your Dragon Balls!
context: Who's there? Is someone there?\Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls! response:	Now, including the one that I sunk at that village,
context: Oh...\And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village, response:	I only need one more to have all seven.
context: And after they had grown this many of them...\I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven. response:	A strong battle power! Is that Zarbon?
context: I'm sure they should have fallen around here somewhere.\There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon? response:	No, the battle power is lower than Zarbon's.
context: There they are! There they are!\That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's. response:	I- is that!?
context: That's magnificent control, if I do say so myself.\Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!? response:	Just you wait, Gohan!
context: Take that, Freeza.\I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan! response:	Once you go to Grand Elder- sama's place,
context: I've finally gotten your Dragon Balls!\Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place, response:	you'll become much, much stronger!
context: Now, including the one that I sunk at that village,\I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger! response:	He's that Earthling!
context: I only need one more to have all seven.\A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling! response:	W- why is he here on Planet Namek?
context: A strong battle power! Is that Zarbon?\No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek? response:	What's more, he was holding the final Dragon Ball.
context: No, the battle power is lower than Zarbon's.\I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball. response:	Just how far is luck going to go my way!?
context: I- is that!?\Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!? response:	That's the last one.
context: Just you wait, Gohan!\Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one. response:	People of Planet Namek, may you please rest in peace.
context: Once you go to Grand Elder- sama's place,\you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace. response:	Now then, I have to hurry and look for that Dragon Ball.
context: you'll become much, much stronger!\He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball. response:	Huh? This way?
context: He's that Earthling!\W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way? response:	It's not inside a house?
context: W- why is he here on Planet Namek?\What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house? response:	I get it. Not even Vegeta would find it if it's in the lake, huh?
context: What's more, he was holding the final Dragon Ball.\Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh? response:	Here it is!
context: Just how far is luck going to go my way!?\That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is! response:	Here it is, here it is.
context: That's the last one.\People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is. response:	9995... 9996...
context: People of Planet Namek, may you please rest in peace.\Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is.\9995... 9996... response:	9997...
context: Now then, I have to hurry and look for that Dragon Ball.\Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is.\9995... 9996...\9997... response:	After I've done 10,000 of these,
context: Huh? This way?\It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is.\9995... 9996...\9997...\After I've done 10,000 of these, response:	I'll do 60-times gravity. I'm on it...
context: It's not inside a house?\I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is.\9995... 9996...\9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it... response:	9998...
context: I get it. Not even Vegeta would find it if it's in the lake, huh?\Here it is!\Here it is, here it is.\9995... 9996...\9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998... response:	9999...
context: Here it is!\Here it is, here it is.\9995... 9996...\9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998...\9999... response:	10,000!
context: Here it is, here it is.\9995... 9996...\9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998...\9999...\10,000! response:	W- what is this? I can't move my body at all...
context: 9995... 9996...\9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998...\9999...\10,000!\W- what is this? I can't move my body at all... response:	Dammit...
context: 9997...\After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998...\9999...\10,000!\W- what is this? I can't move my body at all...\Dammit... response:	That was fast! I'll be there real soon!
context: After I've done 10,000 of these,\I'll do 60-times gravity. I'm on it...\9998...\9999...\10,000!\W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon! response:	It looks like that Earthling is after the Dragon Balls as well.
context: I'll do 60-times gravity. I'm on it...\9998...\9999...\10,000!\W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well. response:	But I'm going to take that one that you're holding.
context: 9998...\9999...\10,000!\W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding. response:	Then I will have all seven of the Dragon Balls!
context: 9999...\10,000!\W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls! response:	Dammit! Where the hell is Vegeta!?
context: 10,000!\W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!? response:	If only I had a Scouter, I could easily detect him!
context: W- what is this? I can't move my body at all...\Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him! response:	If it keeps going like this, I'll have to surrender my life to Freeza- sama.
context: Dammit...\That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama. response:	Is that Vegeta!?
context: That was fast! I'll be there real soon!\It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!? response:	No, that's the guy who rescued that Namekian kid.
context: It looks like that Earthling is after the Dragon Balls as well.\But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid. response:	But he's carrying something that looks like a Dragon Ball.
context: But I'm going to take that one that you're holding.\Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball. response:	Vegeta!
context: Then I will have all seven of the Dragon Balls!\Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta! response:	I've finally found you!
context: Dammit! Where the hell is Vegeta!?\If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you! response:	You're mine now!
context: If only I had a Scouter, I could easily detect him!\If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you!\You're mine now! response:	There's a huge battle power following me.
context: If it keeps going like this, I'll have to surrender my life to Freeza- sama.\Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you!\You're mine now!\There's a huge battle power following me. response:	It looks like Zarbon has found me.
context: Is that Vegeta!?\No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you!\You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me. response:	What an annoying bastard.
context: No, that's the guy who rescued that Namekian kid.\But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you!\You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard. response:	But this is a good opportunity.
context: But he's carrying something that looks like a Dragon Ball.\Vegeta!\I've finally found you!\You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity. response:	I'll take care of him for sure this time.
context: Vegeta!\I've finally found you!\You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time. response:	He'll be full of confidence in himself after our previous battle.
context: I've finally found you!\You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle. response:	His guard ought to be down.
context: You're mine now!\There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down. response:	It will take more than this!
context: There's a huge battle power following me.\It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this! response:	This is crazy, Goku!
context: It looks like Zarbon has found me.\What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this!\This is crazy, Goku! response:	Bulma's daddy...
context: What an annoying bastard.\But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this!\This is crazy, Goku!\Bulma's daddy... response:	You're going to die, suddenly jumping to 100-times gravity like that.
context: But this is a good opportunity.\I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this!\This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that. response:	I- I was doing it at 50-times gravity...
context: I'll take care of him for sure this time.\He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this!\This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity... response:	Are you sure the machine ain't broken?
context: He'll be full of confidence in himself after our previous battle.\His guard ought to be down.\It will take more than this!\This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken? response:	Don't be absurd! My machine is flawless.
context: His guard ought to be down.\It will take more than this!\This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless. response:	B- but still...
context: It will take more than this!\This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still... response:	Just a moment.
context: This is crazy, Goku!\Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still...\Just a moment. response:	W- what's this?
context: Bulma's daddy...\You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still...\Just a moment.\W- what's this? response:	l figured it out, Goku.
context: You're going to die, suddenly jumping to 100-times gravity like that.\I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still...\Just a moment.\W- what's this?\l figured it out, Goku. response:	The gravity device control has become unstable.
context: I- I was doing it at 50-times gravity...\Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still...\Just a moment.\W- what's this?\l figured it out, Goku.\The gravity device control has become unstable. response:	lt's because your spaceship has entered an intense magnetic storm.
context: Are you sure the machine ain't broken?\Don't be absurd! My machine is flawless.\B- but still...\Just a moment.\W- what's this?\l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm. response:	W- what do I do?
context: Don't be absurd! My machine is flawless.\B- but still...\Just a moment.\W- what's this?\l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do? response:	lt will take another hour before you're through the magnetic storm.
