context: My plan is already finished. response:	What?!
context: Two...\Three!\Grab\What the hell is that?!\Koichi!\Help!\That hand doesn't belong to a Stand. It's real!\That's a real body! response:	H-Help me!
context: Three!\Grab\What the hell is that?!\Koichi!\Help!\That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me! response:	Bleh...
context: Grab\What the hell is that?!\Koichi!\Help!\That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me!\Bleh... response:	I didn't mean to chop it off...
context: What the hell is that?!\Koichi!\Help!\That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me!\Bleh...\I didn't mean to chop it off... response:	Wh-What the heck is that creature?
context: Koichi!\Help!\That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me!\Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature? response:	I can't believe that thing's been living near my house...
context: Help!\That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me!\Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house... response:	Bleh...
context: That hand doesn't belong to a Stand. It's real!\That's a real body!\H-Help me!\Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh... response:	Looks like you finally saw the thing you weren't supposed to see.
context: That's a real body!\H-Help me!\Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see. response:	You bastard...
context: H-Help me!\Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard... response:	That thing right there... is our dad.
context: Bleh...\I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad. response:	My dad needs these.
context: I didn't mean to chop it off...\Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad.\My dad needs these. response:	Th-The bow and arrow...
context: Wh-What the heck is that creature?\I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow... response:	I want to find a Stand user for my dad's sake.
context: I can't believe that thing's been living near my house...\Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake. response:	That's why I can't let anyone else
context: Bleh...\Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else response:	have this bow and arrow or destroy them,
context: Looks like you finally saw the thing you weren't supposed to see.\You bastard...\That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them, response:	no matter what!
context: You bastard...\That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what! response:	Is it some kind of disease?
context: That thing right there... is our dad.\My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease? response:	Disease? No.
context: My dad needs these.\Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease?\Disease? No. response:	My dad's perfectly healthy,
context: Th-The bow and arrow...\I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease?\Disease? No.\My dad's perfectly healthy, response:	and he's got an appetite.
context: I want to find a Stand user for my dad's sake.\That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease?\Disease? No.\My dad's perfectly healthy,\and he's got an appetite. response:	But he just keeps moaning, and he doesn't recognize me as his son.
context: That's why I can't let anyone else\have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease?\Disease? No.\My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son. response:	So you were looking for a Stand user to fix your dad.
context: have this bow and arrow or destroy them,\no matter what!\Is it some kind of disease?\Disease? No.\My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad. response:	Fix?
context: no matter what!\Is it some kind of disease?\Disease? No.\My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix? response:	You gonna fix him for me? That's not it, either.
context: Is it some kind of disease?\Disease? No.\My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either. response:	It's the opposite.
context: Disease? No.\My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either.\It's the opposite. response:	I'm looking for a Stand user who'll kill my dad.
context: My dad's perfectly healthy,\and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad. response:	Dad won't die, no matter what.
context: and he's got an appetite.\But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what. response:	Whether you smash his head in,
context: But he just keeps moaning, and he doesn't recognize me as his son.\So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in, response:	or grind up his body, or rip things off, nothing works!
context: So you were looking for a Stand user to fix your dad.\Fix?\You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works! response:	I just want to let him die normally.
context: Fix?\You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally. response:	I swore when I was a kid that I'd do anything to make that happen.
context: You gonna fix him for me? That's not it, either.\It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen. response:	And to do that, I need this bow and arrow.
context: It's the opposite.\I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow. response:	Otherwise, my dad will probably live like this forever.
context: I'm looking for a Stand user who'll kill my dad.\Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever. response:	Because my dad had some guy named Dio's cells
context: Dad won't die, no matter what.\Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells response:	implanted in his head, so he ended up like this!
context: Whether you smash his head in,\or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this! response:	Dio? Did you just say Dio?
context: or grind up his body, or rip things off, nothing works!\I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio? response:	That's the guy Jotaro talked about.
context: I just want to let him die normally.\I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about. response:	Let me tell you a bit about the past,
context: I swore when I was a kid that I'd do anything to make that happen.\And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past, response:	Josuke Higashikata.
context: And to do that, I need this bow and arrow.\Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata. response:	After all, you're not completely uninvolved.
context: Otherwise, my dad will probably live like this forever.\Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved. response:	Everything happened eleven years ago, in 1988.
context: Because my dad had some guy named Dio's cells\implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988. response:	At the time, I was seven, and Okuyasu was four.
context: implanted in his head, so he ended up like this!\Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four. response:	We lived in Tokyo.
context: Dio? Did you just say Dio?\That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo. response:	The world was carefree, thanks to the bubble economy,
context: That's the guy Jotaro talked about.\Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy, response:	but at the time, my dad had no luck.
context: Let me tell you a bit about the past,\Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck. response:	Our mom died of an illness,
context: Josuke Higashikata.\After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness, response:	the business that my dad was running went under,
context: After all, you're not completely uninvolved.\Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under, response:	Luxury Houses Nijimura Land
context: Everything happened eleven years ago, in 1988.\At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land response:	and he was in massive debt.
context: At the time, I was seven, and Okuyasu was four.\We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt. response:	He would hit us for no reason all the time.
context: We lived in Tokyo.\The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time. response:	Our dad was a total loser.
context: The world was carefree, thanks to the bubble economy,\but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser. response:	But then, suddenly,
context: but at the time, my dad had no luck.\Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly, response:	money started rolling in to my dad.
context: Our mom died of an illness,\the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad. response:	Even jewels and precious metals, too, sometimes.
context: the business that my dad was running went under,\Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes. response:	He wasn't even really working.
context: Luxury Houses Nijimura Land\and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working. response:	I found out later when I did some research
context: and he was in massive debt.\He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research response:	that my dad had apparently already sold his soul to Dio.
context: He would hit us for no reason all the time.\Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio. response:	He became one of his minions in exchange for money.
