context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833. response:	How bad is the proliferation?
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation? response:	We can't stop it! How bad is the proliferation?
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation? response:	The Debugger program has been destroyed!
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed! response:	How can there be so many of them?
context: The sky is so blue...\The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them? response:	The bugs are proliferating at an increased rate...
context: The Debugger program 3.5 has been activated.\Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate... response:	The Earth's stability level has now dropped to 0.331 !
context: Proliferation Level A!\The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 ! response:	At this rate, there will be an aberration on Earth.
context: The Earth's stability level has dropped to 0.833.\How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth. response:	Oh, do something, will you?
context: How bad is the proliferation?\We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you? response:	I found the cause. Here it is!
context: We can't stop it! How bad is the proliferation?\The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is! response:	My sister Belldandy... is the cause?
context: The Debugger program has been destroyed!\How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause? response:	Ah! Who Does Big Sister Belong To?
context: How can there be so many of them?\The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To? response:	I'm off, see you later!
context: The bugs are proliferating at an increased rate...\The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later! response:	Have a good day!
context: The Earth's stability level has now dropped to 0.331 !\At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day! response:	All right.
context: At this rate, there will be an aberration on Earth.\Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day!\All right. response:	Sleipnir?
context: Oh, do something, will you?\I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day!\All right.\Sleipnir? response:	What are you doing here?
context: I found the cause. Here it is!\My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day!\All right.\Sleipnir?\What are you doing here? response:	Keiichi!
context: My sister Belldandy... is the cause?\Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day!\All right.\Sleipnir?\What are you doing here?\Keiichi! response:	What the heck is going on here?
context: Ah! Who Does Big Sister Belong To?\I'm off, see you later!\Have a good day!\All right.\Sleipnir?\What are you doing here?\Keiichi!\What the heck is going on here? response:	Keiichi!
context: I'm off, see you later!\Have a good day!\All right.\Sleipnir?\What are you doing here?\Keiichi!\What the heck is going on here?\Keiichi! response:	Belldandy!
context: Have a good day!\All right.\Sleipnir?\What are you doing here?\Keiichi!\What the heck is going on here?\Keiichi!\Belldandy! response:	Please don't move... just stay still!
context: All right.\Sleipnir?\What are you doing here?\Keiichi!\What the heck is going on here?\Keiichi!\Belldandy!\Please don't move... just stay still! response:	Keiichi... give me your hand!
context: Sleipnir?\What are you doing here?\Keiichi!\What the heck is going on here?\Keiichi!\Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand! response:	There's nothing like a nice hot bath in the morning...
context: What are you doing here?\Keiichi!\What the heck is going on here?\Keiichi!\Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning... response:	Keiichi?
context: Keiichi!\What the heck is going on here?\Keiichi!\Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi? response:	When did you get to be so bold?
context: What the heck is going on here?\Keiichi!\Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold? response:	There must have been some kind of glitch in Yggdrasil.
context: Keiichi!\Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil. response:	What's this'Yggdrasil'?
context: Belldandy!\Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'? response:	It's our control system up in Heaven.
context: Please don't move... just stay still!\Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven. response:	Belldandy!
context: Keiichi... give me your hand!\There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy! response:	Could you help me send Sleipnir back?
context: There's nothing like a nice hot bath in the morning...\Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back? response:	Oh, yes, all right. I'll be right back.
context: Keiichi?\When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back. response:	It sounds like a lot of trouble...
context: When did you get to be so bold?\There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble... response:	Whoa!
context: There must have been some kind of glitch in Yggdrasil.\What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa! response:	That's hot!
context: What's this'Yggdrasil'?\It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa!\That's hot! response:	Do you have to drink tea, of all things? I could've burned myself!
context: It's our control system up in Heaven.\Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself! response:	Um...
context: Belldandy!\Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um... response:	Where's Big Sister? Um...
context: Could you help me send Sleipnir back?\Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um... response:	Big Sister?
context: Oh, yes, all right. I'll be right back.\It sounds like a lot of trouble...\Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um...\Big Sister? response:	Wait a minute, are you...
context: It sounds like a lot of trouble...\Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um...\Big Sister?\Wait a minute, are you... response:	Where is my Big Sister?
context: Whoa!\That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um...\Big Sister?\Wait a minute, are you...\Where is my Big Sister? response:	Big Sister!
context: That's hot!\Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um...\Big Sister?\Wait a minute, are you...\Where is my Big Sister?\Big Sister! response:	Skuld?
context: Do you have to drink tea, of all things? I could've burned myself!\Um...\Where's Big Sister? Um...\Big Sister?\Wait a minute, are you...\Where is my Big Sister?\Big Sister!\Skuld? response:	Big Sister!
context: Um...\Where's Big Sister? Um...\Big Sister?\Wait a minute, are you...\Where is my Big Sister?\Big Sister!\Skuld?\Big Sister! response:	Big Sister!
context: Where's Big Sister? Um...\Big Sister?\Wait a minute, are you...\Where is my Big Sister?\Big Sister!\Skuld?\Big Sister!\Big Sister! response:	I missed you so much! Big Sister!
context: Big Sister?\Wait a minute, are you...\Where is my Big Sister?\Big Sister!\Skuld?\Big Sister!\Big Sister!\I missed you so much! Big Sister! response:	You look like you're doing well, Skuld. But why did you come down here?
context: Wait a minute, are you...\Where is my Big Sister?\Big Sister!\Skuld?\Big Sister!\Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here? response:	Oh, that's right... It's a big mess up there in Heaven!
context: Where is my Big Sister?\Big Sister!\Skuld?\Big Sister!\Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven! response:	It's your job to look after Yggdrasil. How can you just abandon the system?
context: Big Sister!\Skuld?\Big Sister!\Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system? response:	You're the one who crashed the server!
context: Skuld?\Big Sister!\Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server! response:	Who's been living without a care in the world down here on Earth?
context: Big Sister!\Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth? response:	So what's the problem with Yggdrasil?
context: Big Sister!\I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil? response:	There's been an unprecedented outbreak of bugs in the system.
context: I missed you so much! Big Sister!\You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system. response:	Things are precarious now, so I need you to come back to Heaven right away!
context: You look like you're doing well, Skuld. But why did you come down here?\Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away! response:	Go back?
context: Oh, that's right... It's a big mess up there in Heaven!\It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back? response:	Is the problem that serious?
context: It's your job to look after Yggdrasil. How can you just abandon the system?\You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious? response:	So you're Keiichi Morisato, huh?
context: You're the one who crashed the server!\Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh? response:	Uh, that's right.
context: Who's been living without a care in the world down here on Earth?\So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right. response:	This is all your fault, you know!
context: So what's the problem with Yggdrasil?\There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know! response:	My fault?
context: There's been an unprecedented outbreak of bugs in the system.\Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know!\My fault? response:	So, the main computer or something in Heaven suffered...
context: Things are precarious now, so I need you to come back to Heaven right away!\Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered... response:	Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...
context: Go back?\Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system... response:	For instance, my teacup could suddenly disappear...
context: Is the problem that serious?\So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear... response:	Or Sleipnir could appear all of a sudden, like he did just now...
context: So you're Keiichi Morisato, huh?\Uh, that's right.\This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now... response:	Or it could cause something like this all of a sudden, right?
context: Uh, that's right.\This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right? response:	Keiichi!
context: This is all your fault, you know!\My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi! response:	But how can this be my fault?
context: My fault?\So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault? response:	It is your fault!
context: So, the main computer or something in Heaven suffered...\Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault?\It is your fault! response:	We had a massive outbreak of bugs today because Yggdrasil was...
context: Yes. But as I explained to you earlier, Yggdrasil is Heaven's control system...\For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was... response:	My heart has become unstable?
context: For instance, my teacup could suddenly disappear...\Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable? response:	Right, the only cause for that can be...
context: Or Sleipnir could appear all of a sudden, like he did just now...\Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be... response:	Is that right?
context: Or it could cause something like this all of a sudden, right?\Keiichi!\But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be...\Is that right? response:	Terminate the contract right now, and let Big Sister go back to Heaven!
context: Keiichi!\But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven! response:	Skuld, this has nothing to do with Keiichi.
context: But how can this be my fault?\It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi. response:	But...
context: It is your fault!\We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But... response:	The first thing to do is to make sure the bugs don't have an effect on Earth.
context: We had a massive outbreak of bugs today because Yggdrasil was...\My heart has become unstable?\Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth. response:	I know you're up to the task!
context: My heart has become unstable?\Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task! response:	Big Sister...
context: Right, the only cause for that can be...\Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister... response:	They're here already!
context: Is that right?\Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister...\They're here already! response:	All right!
context: Terminate the contract right now, and let Big Sister go back to Heaven!\Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister...\They're here already!\All right! response:	Take that!
context: Skuld, this has nothing to do with Keiichi.\But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister...\They're here already!\All right!\Take that! response:	Over there!
context: But...\The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister...\They're here already!\All right!\Take that!\Over there! response:	Okay, I'm on it!
context: The first thing to do is to make sure the bugs don't have an effect on Earth.\I know you're up to the task!\Big Sister...\They're here already!\All right!\Take that!\Over there!\Okay, I'm on it! response:	Take that!
context: I know you're up to the task!\Big Sister...\They're here already!\All right!\Take that!\Over there!\Okay, I'm on it!\Take that! response:	Belldandy!
context: Big Sister...\They're here already!\All right!\Take that!\Over there!\Okay, I'm on it!\Take that!\Belldandy! response:	Right!
context: They're here already!\All right!\Take that!\Over there!\Okay, I'm on it!\Take that!\Belldandy!\Right! response:	What the heck is this?
context: All right!\Take that!\Over there!\Okay, I'm on it!\Take that!\Belldandy!\Right!\What the heck is this? response:	For crying out loud, what is this? There's a whole load of them!
context: Take that!\Over there!\Okay, I'm on it!\Take that!\Belldandy!\Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them! response:	We'd better exterminate them quickly. Keiichi, please stay there.
context: Over there!\Okay, I'm on it!\Take that!\Belldandy!\Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there. response:	Sure.
context: Okay, I'm on it!\Take that!\Belldandy!\Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure. response:	Ready... set...
context: Take that!\Belldandy!\Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set... response:	GO!
context: Belldandy!\Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set...\GO! response:	Take that! Take that! Take that!
context: Right!\What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set...\GO!\Take that! Take that! Take that! response:	Hey, don't lose control!
context: What the heck is this?\For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set...\GO!\Take that! Take that! Take that!\Hey, don't lose control! response:	Ugh...
context: For crying out loud, what is this? There's a whole load of them!\We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set...\GO!\Take that! Take that! Take that!\Hey, don't lose control!\Ugh... response:	I'm exhausted.
context: We'd better exterminate them quickly. Keiichi, please stay there.\Sure.\Ready... set...\GO!\Take that! Take that! Take that!\Hey, don't lose control!\Ugh...\I'm exhausted. response:	But I'm sure we got rid of a significant number.
context: Sure.\Ready... set...\GO!\Take that! Take that! Take that!\Hey, don't lose control!\Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number. response:	Argh!
context: Ready... set...\GO!\Take that! Take that! Take that!\Hey, don't lose control!\Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number.\Argh! response:	No good! No good! No good! There's no end in sight!
context: GO!\Take that! Take that! Take that!\Hey, don't lose control!\Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight! response:	Hey!
context: Take that! Take that! Take that!\Hey, don't lose control!\Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight!\Hey! response:	Keiichi?
context: Hey, don't lose control!\Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight!\Hey!\Keiichi? response:	I'm over here!
context: Ugh...\I'm exhausted.\But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight!\Hey!\Keiichi?\I'm over here! response:	Keiichi!
context: I'm exhausted.\But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight!\Hey!\Keiichi?\I'm over here!\Keiichi! response:	My! Keiichi, you cutie you!
context: But I'm sure we got rid of a significant number.\Argh!\No good! No good! No good! There's no end in sight!\Hey!\Keiichi?\I'm over here!\Keiichi!\My! Keiichi, you cutie you! response:	You're choking me!
