context: TS response:	OP
context: We seek truth together and reject this world.\You really are kind.\Because you haven't killed Ao either.\Fukai Ao...\He too will see the truth eventually.\Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral. response:	I believe you have been briefed on this.
context: You really are kind.\Because you haven't killed Ao either.\Fukai Ao...\He too will see the truth eventually.\Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this. response:	OPD...
context: Because you haven't killed Ao either.\Fukai Ao...\He too will see the truth eventually.\Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD... response:	The Gazelle Corps are an independent and free contractor unit.
context: Fukai Ao...\He too will see the truth eventually.\Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit. response:	I believe we are free to go wherever we want.
context: He too will see the truth eventually.\Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want. response:	However, 100 of your assets belongs to the company,
context: Amazing...\Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company, response:	and we demand complete reports on your activities.
context: Wh-What is this place?\Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities. response:	I'm hurt.
context: Below the Headquarters is a facility that processed and reused various materials that are found left inside the Scub Coral.\I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt. response:	We are merely investigating what that USA agent was sniffing about.
context: I believe you have been briefed on this.\OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about. response:	As a precaution, of course.
context: OPD...\The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course. response:	This place is just the ruins of an old experiment area.
context: The Gazelle Corps are an independent and free contractor unit.\I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area. response:	It's sealed in fear of contamination.
context: I believe we are free to go wherever we want.\However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination. response:	Contamination?!
context: However, 100 of your assets belongs to the company,\and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?! response:	And here I was thinking the Quartz would be stockpiled here.
context: and we demand complete reports on your activities.\I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here. response:	Quartz? There's none of that here.
context: I'm hurt.\We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here. response:	And you expect us to believe that?
context: We are merely investigating what that USA agent was sniffing about.\As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that? response:	The teams are retrieving them every mission.
context: As a precaution, of course.\This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission. response:	And yet there's none here.
context: This place is just the ruins of an old experiment area.\It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here. response:	I just can't get used to space.
context: It's sealed in fear of contamination.\Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space. response:	Well then, later.
context: Contamination?!\And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space.\Well then, later. response:	Huh?
context: And here I was thinking the Quartz would be stockpiled here.\Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space.\Well then, later.\Huh? response:	She's bringing the Quartz in.
context: Quartz? There's none of that here.\And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space.\Well then, later.\Huh?\She's bringing the Quartz in. response:	The stuff from the Scub Coral? Is it all held here?
context: And you expect us to believe that?\The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space.\Well then, later.\Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here? response:	Silicon?
context: The teams are retrieving them every mission.\And yet there's none here.\I just can't get used to space.\Well then, later.\Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon? response:	It's a strategy to look after those who get space sick.
context: And yet there's none here.\I just can't get used to space.\Well then, later.\Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick. response:	What do you mean, strategy?
context: I just can't get used to space.\Well then, later.\Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy? response:	Looks like you made it right on time.
context: Well then, later.\Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time. response:	A butler? Is that a butler?
context: Huh?\She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler? response:	This is Chief Hannah from the team Harlequin.
context: She's bringing the Quartz in.\The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin. response:	You're Ao, right? I knew it the moment I saw you.
context: The stuff from the Scub Coral? Is it all held here?\Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you. response:	Not hard with his hair.
context: Silicon?\It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair. response:	Uh, Chief...
context: It's a strategy to look after those who get space sick.\What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief... response:	Just call me Mama.
context: What do you mean, strategy?\Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief...\Just call me Mama. response:	Everyone calls me that here.
context: Looks like you made it right on time.\A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief...\Just call me Mama.\Everyone calls me that here. response:	Mama...
context: A butler? Is that a butler?\This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief...\Just call me Mama.\Everyone calls me that here.\Mama... response:	Heh, a real alien.
context: This is Chief Hannah from the team Harlequin.\You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief...\Just call me Mama.\Everyone calls me that here.\Mama...\Heh, a real alien. response:	Alien?
context: You're Ao, right? I knew it the moment I saw you.\Not hard with his hair.\Uh, Chief...\Just call me Mama.\Everyone calls me that here.\Mama...\Heh, a real alien.\Alien? response:	Let's have some tea then.
context: Not hard with his hair.\Uh, Chief...\Just call me Mama.\Everyone calls me that here.\Mama...\Heh, a real alien.\Alien?\Let's have some tea then. response:	Well, we should have our meeting first.
context: Uh, Chief...\Just call me Mama.\Everyone calls me that here.\Mama...\Heh, a real alien.\Alien?\Let's have some tea then.\Well, we should have our meeting first. response:	Hold your horses.
context: Just call me Mama.\Everyone calls me that here.\Mama...\Heh, a real alien.\Alien?\Let's have some tea then.\Well, we should have our meeting first.\Hold your horses. response:	Yuuin...
context: Everyone calls me that here.\Mama...\Heh, a real alien.\Alien?\Let's have some tea then.\Well, we should have our meeting first.\Hold your horses.\Yuuin... response:	Okay...
context: Mama...\Heh, a real alien.\Alien?\Let's have some tea then.\Well, we should have our meeting first.\Hold your horses.\Yuuin...\Okay... response:	Ivica, you're having coffee, right?
context: Heh, a real alien.\Alien?\Let's have some tea then.\Well, we should have our meeting first.\Hold your horses.\Yuuin...\Okay...\Ivica, you're having coffee, right? response:	This is why I hate space.
context: Alien?\Let's have some tea then.\Well, we should have our meeting first.\Hold your horses.\Yuuin...\Okay...\Ivica, you're having coffee, right?\This is why I hate space. response:	This computer has a Georg too.
context: Let's have some tea then.\Well, we should have our meeting first.\Hold your horses.\Yuuin...\Okay...\Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too. response:	I am one and the same, Fukai Ao.
context: Well, we should have our meeting first.\Hold your horses.\Yuuin...\Okay...\Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao. response:	That's because I'm not a computer but an operating sys
context: Hold your horses.\Yuuin...\Okay...\Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys response:	Yep, he's the same.
context: Yuuin...\Okay...\Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same. response:	Ao, come here and help yourself.
context: Okay...\Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself. response:	That plan pretty much sounds like interplanetary war.
context: Ivica, you're having coffee, right?\This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war. response:	It would appear so.
context: This is why I hate space.\This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so. response:	You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?
context: This computer has a Georg too.\I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space? response:	Authorization? There's no need for that.
context: I am one and the same, Fukai Ao.\That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that. response:	I've already hacked the connection.
context: That's because I'm not a computer but an operating sys\Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection. response:	The Fire Cracker, huh?
context: Yep, he's the same.\Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh? response:	I'm just reporting. Later.
context: Ao, come here and help yourself.\That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later. response:	Professor Johansson committed suicide a few years ago.
context: That plan pretty much sounds like interplanetary war.\It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago. response:	The Johansson Book he left behind is considered a prophecy by many.
context: It would appear so.\You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many. response:	He had an adopted son.
context: You think it's that easy to get authorization for something that can intercept ballistic missiles in outer space?\Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son. response:	That son is you, isn't it?
context: Authorization? There's no need for that.\I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it? response:	Truth.
context: I've already hacked the connection.\The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it?\Truth. response:	Johansson said... this world is mistaken.
context: The Fire Cracker, huh?\I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it?\Truth.\Johansson said... this world is mistaken. response:	Even if a fusion explosion were to take place in space as a result of a Scub Burst,
context: I'm just reporting. Later.\Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it?\Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst, response:	It's started.
context: Professor Johansson committed suicide a few years ago.\The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it?\Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started. response:	it would have no effect on us on the surface.
context: The Johansson Book he left behind is considered a prophecy by many.\He had an adopted son.\That son is you, isn't it?\Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface. response:	However, the Scub Coral has materialized in low orbit,
context: He had an adopted son.\That son is you, isn't it?\Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit, response:	an altitude with a great number of satellites.
context: That son is you, isn't it?\Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites. response:	A fusion explosion there would result in large amounts of debris.
context: Truth.\Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris. response:	Because of this, the UN has requested Generation Bleu to eliminate the Secret.
context: Johansson said... this world is mistaken.\Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret. response:	Hurray! This is nice indeed!
context: Even if a fusion explosion were to take place in space as a result of a Scub Burst,\It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed! response:	We can deploy with the eyes of the whole world on us.
context: It's started.\it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us. response:	A real international rescue.
context: it would have no effect on us on the surface.\However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue. response:	And if we fail, our sponsors will be all gone in a flash.
context: However, the Scub Coral has materialized in low orbit,\an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash. response:	Why us? They are here too.
context: an altitude with a great number of satellites.\A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too. response:	The Harlequin are special.
context: A fusion explosion there would result in large amounts of debris.\Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special. response:	You mean like you
context: Because of this, the UN has requested Generation Bleu to eliminate the Secret.\Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special.\You mean like you response:	The official line is that Team Harlequin is our backup.
context: Hurray! This is nice indeed!\We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup. response:	But the truth is...
context: We can deploy with the eyes of the whole world on us.\A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup.\But the truth is... response:	They are the protectors of the Quartz!
context: A real international rescue.\And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz! response:	The Quartz?
context: And if we fail, our sponsors will be all gone in a flash.\Why us? They are here too.\The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz!\The Quartz? response:	Even if the Seven Days of Fire came and the world was burnt to ashes,
context: Why us? They are here too.\The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes, response:	they would stay alive.
context: The Harlequin are special.\You mean like you\The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive. response:	That's why several families live here.
context: You mean like you\The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here. response:	Seven days of what?
context: The official line is that Team Harlequin is our backup.\But the truth is...\They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here.\Seven days of what? response:	That's not the part you should worry about.
context: But the truth is...\They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here.\Seven days of what?\That's not the part you should worry about. response:	There are really rumors like that.
context: They are the protectors of the Quartz!\The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here.\Seven days of what?\That's not the part you should worry about.\There are really rumors like that. response:	Even if we all died, they would stay alive?
context: The Quartz?\Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here.\Seven days of what?\That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive? response:	Just hurry up already!
context: Even if the Seven Days of Fire came and the world was burnt to ashes,\they would stay alive.\That's why several families live here.\Seven days of what?\That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already! response:	Our units have limited mobility in space.
context: they would stay alive.\That's why several families live here.\Seven days of what?\That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space. response:	We only have one shot to take it out.
context: That's why several families live here.\Seven days of what?\That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out. response:	Ao, are you okay? Ao?
