context: We'll v2 when we get a raw without an earthquake warning. response:	Kokoro
context: It's okay.\Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him! response:	Yui and Andy sitting in a tree!
context: Even if I weren't doing this, I wouldn't have been able to sleep tonight.\Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him!\Yui and Andy sitting in a tree! response:	I can see it!
context: Does anyone have extra pins?\I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him!\Yui and Andy sitting in a tree!\I can see it! response:	Andy
context: I do!\Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him!\Yui and Andy sitting in a tree!\I can see it!\Andy response:	Kazehaya's Friend
context: Sawako, I think your phone is flashing.\Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him!\Yui and Andy sitting in a tree!\I can see it!\Andy\Kazehaya's Friend response:	Andy's a good guy.
context: Oh, it is! I wonder if it's my dad?\This is such a long night.\So you did like him!\Yui and Andy sitting in a tree!\I can see it!\Andy\Kazehaya's Friend\Andy's a good guy. response:	This is so embarrassing!
context: This is such a long night.\So you did like him!\Yui and Andy sitting in a tree!\I can see it!\Andy\Kazehaya's Friend\Andy's a good guy.\This is so embarrassing! response:	I-I overheard their conversation!
context: So you did like him!\Yui and Andy sitting in a tree!\I can see it!\Andy\Kazehaya's Friend\Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation! response:	I'm asking Yusuke about Andy for you!
context: Yui and Andy sitting in a tree!\I can see it!\Andy\Kazehaya's Friend\Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you! response:	Sadako, what does your magic see for them?
context: I can see it!\Andy\Kazehaya's Friend\Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them? response:	I-It's okay, be honest!
context: Andy\Kazehaya's Friend\Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest! response:	Be honest?
context: Kazehaya's Friend\Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest? response:	I think you two will be wonderful! Just beautiful together!
context: Andy's a good guy.\This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together! response:	Yes! I so agree!
context: This is so embarrassing!\I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree! response:	See, I knew you two were compatible!
context: I-I overheard their conversation!\I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible! response:	Yeah, and now even the infamous Black Magic Cafe's Sadako says so!
context: I'm asking Yusuke about Andy for you!\Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so! response:	Oh no! I can't believe I said something so irresponsible!
context: Sadako, what does your magic see for them?\I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible! response:	I think I'll go for it now.
context: I-It's okay, be honest!\Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now. response:	Wow, it's like Sadako's transferring power to her!
context: Be honest?\I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her! response:	Lucky!
context: I think you two will be wonderful! Just beautiful together!\Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky! response:	No, no, it's nothing like that.
context: Yes! I so agree!\See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that. response:	She's just in the same position.
context: See, I knew you two were compatible!\Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that.\She's just in the same position. response:	So it'll all be over tomorrow.
context: Yeah, and now even the infamous Black Magic Cafe's Sadako says so!\Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow. response:	It's been a long time coming.
context: Oh no! I can't believe I said something so irresponsible!\I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming. response:	I bet Kazehaya's freaking out now because he can't talk to Sawako.
context: I think I'll go for it now.\Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako. response:	Why are we making a float right now?!
context: Wow, it's like Sadako's transferring power to her!\Lucky!\No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?! response:	Well, because the costume parade is tomorrow.
context: Lucky!\No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow. response:	'Cause we're really slow.
context: No, no, it's nothing like that.\She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow. response:	'Cause Joe messed up the measurements.
context: She's just in the same position.\So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements. response:	Sorry!
context: So it'll all be over tomorrow.\It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry! response:	I keep repeating the same moment over and over again in my mind.
context: It's been a long time coming.\I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind. response:	To reassure myself that it wasn't just a dream.
context: I bet Kazehaya's freaking out now because he can't talk to Sawako.\Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream. response:	Shota Kazehaya
context: Why are we making a float right now?!\Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya response:	Tomorrow
context: Well, because the costume parade is tomorrow.\'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow response:	I want to talk to you again.
context: 'Cause we're really slow.\'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow\I want to talk to you again. response:	Sawako Kuronuma
context: 'Cause Joe messed up the measurements.\Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow\I want to talk to you again.\Sawako Kuronuma response:	Re: Tomorrow
context: Sorry!\I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow\I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow response:	Okay
context: I keep repeating the same moment over and over again in my mind.\To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow\I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow\Okay response:	School festival, day two.
context: To reassure myself that it wasn't just a dream.\Shota Kazehaya\Tomorrow\I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow\Okay\School festival, day two. response:	Chizu! Are you all done?
context: Shota Kazehaya\Tomorrow\I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow\Okay\School festival, day two.\Chizu! Are you all done? response:	Yup. I just need my snake.
context: Tomorrow\I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow\Okay\School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake. response:	Where's Sadako?
context: I want to talk to you again.\Sawako Kuronuma\Re: Tomorrow\Okay\School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako? response:	Yano-chin's helping her get ready.
context: Sawako Kuronuma\Re: Tomorrow\Okay\School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready. response:	Keep your eyes open wide!
context: Re: Tomorrow\Okay\School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide! response:	There, all set.
context: Okay\School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set. response:	How's it going?
context: School festival, day two.\Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set.\How's it going? response:	Done yet?
context: Chizu! Are you all done?\Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set.\How's it going?\Done yet? response:	Yup, just finished.
context: Yup. I just need my snake.\Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set.\How's it going?\Done yet?\Yup, just finished. response:	Did you see the girls yet?
context: Where's Sadako?\Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set.\How's it going?\Done yet?\Yup, just finished.\Did you see the girls yet? response:	Yeah! They look great really funny!
context: Yano-chin's helping her get ready.\Keep your eyes open wide!\There, all set.\How's it going?\Done yet?\Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny! response:	Your costume's so cute!
context: Keep your eyes open wide!\There, all set.\How's it going?\Done yet?\Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute! response:	It looks great on you!
context: There, all set.\How's it going?\Done yet?\Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute!\It looks great on you! response:	Ch-Chizu?
context: How's it going?\Done yet?\Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute!\It looks great on you!\Ch-Chizu? response:	Sorry! I just had to check if you really had feet or not.
context: Done yet?\Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute!\It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not. response:	I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.
context: Yup, just finished.\Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute!\It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense. response:	Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.
context: Did you see the girls yet?\Yeah! They look great really funny!\Your costume's so cute!\It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki. response:	Takahashi!
context: Yeah! They look great really funny!\Your costume's so cute!\It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi! response:	Are you going to portray her as being unfortunately tied to a well?
context: Your costume's so cute!\It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well? response:	No one better for that than you!
context: It looks great on you!\Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you! response:	A convoluted love story about a woman who was unable to trust men,
context: Ch-Chizu?\Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men, response:	and a man who went crazy because because he could never win her trust.
context: Sorry! I just had to check if you really had feet or not.\I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust. response:	Is that how the story went?
context: I really wanted to use some blush or sparkly eyeshadow, but I had to focus on making it look intense.\Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went? response:	It could be interpreted that way.
context: Sadako's supposed to be dressed as Okiku from Bancho Sarayashiki.\Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way. response:	You have a great part.
context: Takahashi!\Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way.\You have a great part. response:	Y-You're amazing, Takahashi!
context: Are you going to portray her as being unfortunately tied to a well?\No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi! response:	You're perfect as a bearded wise man!
context: No one better for that than you!\A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man! response:	I'm glad the float and the costumes were all able to be finished on time.
context: A convoluted love story about a woman who was unable to trust men,\and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time. response:	Why do you look so tired, Ryu?
context: and a man who went crazy because because he could never win her trust.\Is that how the story went?\It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time.\Why do you look so tired, Ryu? response:	I'm a growing boy.
context: Is that how the story went?\It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time.\Why do you look so tired, Ryu?\I'm a growing boy. response:	Class C's Seven Lovers is pretty awesome too!
context: It could be interpreted that way.\You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time.\Why do you look so tired, Ryu?\I'm a growing boy.\Class C's Seven Lovers is pretty awesome too! response:	Am I wearing this right?
context: You have a great part.\Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time.\Why do you look so tired, Ryu?\I'm a growing boy.\Class C's Seven Lovers is pretty awesome too!\Am I wearing this right? response:	I have no idea. Make it up!
context: Y-You're amazing, Takahashi!\You're perfect as a bearded wise man!\I'm glad the float and the costumes were all able to be finished on time.\Why do you look so tired, Ryu?\I'm a growing boy.\Class C's Seven Lovers is pretty awesome too!\Am I wearing this right?\I have no idea. Make it up! response:	Yano!
