context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: All right! I'll say it!\You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La) response:	Always keep it going!
context: You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going! response:	Being together 24 hours a day isn't a problem.
context: (Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem. response:	Just like twins, or a parent and child, or clone cyborgs.
context: (Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs. response:	Then isn't there no reason to clear your eyes?
context: (La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes? response:	Those are completely, completely different issues.
context: (Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues. response:	(Fight!) Even when I get in a fight with you,
context: (Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you, response:	(Down!) even when I get really down,
context: (La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down, response:	(Shy!) even when I feel like I want to be alone,
context: Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone, response:	before I realise it, you're right there; we'll be together even in death!
context: Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death! response:	I wonder why it is.
context: Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is. response:	I want to be with you.
context: Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you. response:	When I'm with you,
context: Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you, response:	time goes 100 times faster!
context: (Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster! response:	It's fun, isn't it?
context: (Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it? response:	It's way too fun!
context: (Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun! response:	As expected of my best friend!
context: before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend! response:	What is it?
context: I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it? response:	The synchro is amazing!
context: I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing! response:	Always making an uproar,
context: When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar, response:	bothering the neighbours a lot.
context: time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot. response:	What time is it now?
context: It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now? response:	And then yo de le hi hoo!
context: It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo! response:	I don't get it at all!
context: As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all! response:	So re doh si la!
context: What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la! response:	It's better than I imagined, the absolute best!
context: The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best! response:	Even if I say this and that, we're still friends. (Hooray!)
context: Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!) response:	Amazing friendship, the absolute best!
context: bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best! response:	Cha Cha La Cha La Cha Cha!
context: What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha! response:	Even if the names of the stars scattered
context: And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered response:	within the fierce winds
context: I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds response:	and are completely forgotten
context: So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds\and are completely forgotten response:	and not remembered by anyone,
context: It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds\and are completely forgotten\and not remembered by anyone, response:	Headlight, Taillight. The journey isn't over yet.
context: Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds\and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet. response:	Headlight, Taillight. The journey isn't over yet.
context: Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds\and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet. response:	Your footsteps vanish into time
context: Cha Cha La Cha La Cha Cha!\Even if the names of the stars scattered\within the fierce winds\and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time response:	along with the falling rain.
context: Even if the names of the stars scattered\within the fierce winds\and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain. response:	Even if songs of praise
context: within the fierce winds\and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain.\Even if songs of praise response:	are no longer for heroes,
context: and are completely forgotten\and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain.\Even if songs of praise\are no longer for heroes, response:	Headlight, Taillight. The journey isn't over yet.
context: and not remembered by anyone,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain.\Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet. response:	Headlight, Taillight. The journey isn't over yet.
context: Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain.\Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet. response:	Headlight, Taillight. The journey isn't over yet.
context: Headlight, Taillight. The journey isn't over yet.\Your footsteps vanish into time\along with the falling rain.\Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet. response:	Headlight, Taillight. The journey isn't over yet.
context: Your footsteps vanish into time\along with the falling rain.\Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet. response:	A wild horse
context: along with the falling rain.\Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse response:	A wild horse
context: Even if songs of praise\are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse response:	Why does he run around?
context: are no longer for heroes,\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse\Why does he run around? response:	With his head raised
context: Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse\Why does he run around?\With his head raised response:	and his tail fluttering
context: Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse\Why does he run around?\With his head raised\and his tail fluttering response:	his muscles throbbing in his chest
context: Headlight, Taillight. The journey isn't over yet.\Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse\Why does he run around?\With his head raised\and his tail fluttering\his muscles throbbing in his chest response:	Endlessly
context: Headlight, Taillight. The journey isn't over yet.\A wild horse\A wild horse\Why does he run around?\With his head raised\and his tail fluttering\his muscles throbbing in his chest\Endlessly response:	Endlessly
context: A wild horse\A wild horse\Why does he run around?\With his head raised\and his tail fluttering\his muscles throbbing in his chest\Endlessly\Endlessly response:	Running around
context: A wild horse\Why does he run around?\With his head raised\and his tail fluttering\his muscles throbbing in his chest\Endlessly\Endlessly\Running around response:	In a summer storm
context: Why does he run around?\With his head raised\and his tail fluttering\his muscles throbbing in his chest\Endlessly\Endlessly\Running around\In a summer storm response:	Toward the thunder
context: With his head raised\and his tail fluttering\his muscles throbbing in his chest\Endlessly\Endlessly\Running around\In a summer storm\Toward the thunder response:	Toward the thunder
context: and his tail fluttering\his muscles throbbing in his chest\Endlessly\Endlessly\Running around\In a summer storm\Toward the thunder\Toward the thunder response:	oh- oh oh- oh
context: his muscles throbbing in his chest\Endlessly\Endlessly\Running around\In a summer storm\Toward the thunder\Toward the thunder\oh- oh oh- oh response:	oh-oh oh-oh
context: Endlessly\Endlessly\Running around\In a summer storm\Toward the thunder\Toward the thunder\oh- oh oh- oh\oh-oh oh-oh response:	A wild horse
context: Endlessly\Running around\In a summer storm\Toward the thunder\Toward the thunder\oh- oh oh- oh\oh-oh oh-oh\A wild horse response:	Running around endlessly
context: Running around\In a summer storm\Toward the thunder\Toward the thunder\oh- oh oh- oh\oh-oh oh-oh\A wild horse\Running around endlessly response:	Endlessly
context: In a summer storm\Toward the thunder\Toward the thunder\oh- oh oh- oh\oh-oh oh-oh\A wild horse\Running around endlessly\Endlessly response:	Nichijou 78
context: Toward the thunder\Toward the thunder\oh- oh oh- oh\oh-oh oh-oh\A wild horse\Running around endlessly\Endlessly\Nichijou 78 response:	Newcomer 1
context: Toward the thunder\oh- oh oh- oh\oh-oh oh-oh\A wild horse\Running around endlessly\Endlessly\Nichijou 78\Newcomer 1 response:	Newcomer 2
context: oh- oh oh- oh\oh-oh oh-oh\A wild horse\Running around endlessly\Endlessly\Nichijou 78\Newcomer 1\Newcomer 2 response:	Newcomer 3
context: oh-oh oh-oh\A wild horse\Running around endlessly\Endlessly\Nichijou 78\Newcomer 1\Newcomer 2\Newcomer 3 response:	Love-Like
context: A wild horse\Running around endlessly\Endlessly\Nichijou 78\Newcomer 1\Newcomer 2\Newcomer 3\Love-Like response:	Love-Like
context: Running around endlessly\Endlessly\Nichijou 78\Newcomer 1\Newcomer 2\Newcomer 3\Love-Like\Love-Like response:	Love-Like
context: Endlessly\Nichijou 78\Newcomer 1\Newcomer 2\Newcomer 3\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Nichijou 78\Newcomer 1\Newcomer 2\Newcomer 3\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Newcomer 1\Newcomer 2\Newcomer 3\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Newcomer 2\Newcomer 3\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Newcomer 3\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: Love-Like\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope I pass the test to get into Tokisadame High School.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope I pass the test to get into Tokisadame High School.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
