context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: What are you thinking?\Three minutes until Etherion.\Jellal!\Your dream is already over!\Do you simply wish to die like this?\If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad. response:	My body was possessed by Zeref's spirit.
context: Three minutes until Etherion.\Jellal!\Your dream is already over!\Do you simply wish to die like this?\If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit. response:	No words will reach me.
context: Jellal!\Your dream is already over!\Do you simply wish to die like this?\If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me. response:	I'm nothing but a puppet used for the purpose of resurrecting Zeref.
context: Your dream is already over!\Do you simply wish to die like this?\If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref. response:	Possessed?
context: Do you simply wish to die like this?\If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed? response:	I wasn't able to save myself.
context: If that's the case, then we go together.\I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself. response:	Not friends nor anyone else could save me.
context: I will not release this hand until the final moment!\Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me. response:	There is no Heaven... There is no freedom, anywhere.
context: Sure... That doesn't sound too bad.\My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere. response:	Everything was over before it even began.
context: My body was possessed by Zeref's spirit.\No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began. response:	Etherion, final firing phase complete!
context: No words will reach me.\I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete! response:	Satellite Square, deploy!
context: I'm nothing but a puppet used for the purpose of resurrecting Zeref.\Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy! response:	No problems with the transference lacrima!
context: Possessed?\I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima! response:	Coordinates, locked.
context: I wasn't able to save myself.\Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked. response:	No signs of rejection from elemental merger.
context: Not friends nor anyone else could save me.\There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger. response:	Begin countdown!
context: There is no Heaven... There is no freedom, anywhere.\Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown! response:	Let us pray...
context: Everything was over before it even began.\Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown!\Let us pray... response:	Let us pray...
context: Etherion, final firing phase complete!\Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown!\Let us pray...\Let us pray... response:	Let us pray...
context: Satellite Square, deploy!\No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown!\Let us pray...\Let us pray...\Let us pray... response:	Let us pray...
context: No problems with the transference lacrima!\Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown!\Let us pray...\Let us pray...\Let us pray...\Let us pray... response:	Let us pray.
context: Coordinates, locked.\No signs of rejection from elemental merger.\Begin countdown!\Let us pray...\Let us pray...\Let us pray...\Let us pray...\Let us pray. response:	That light!
context: No signs of rejection from elemental merger.\Begin countdown!\Let us pray...\Let us pray...\Let us pray...\Let us pray...\Let us pray.\That light! response:	It's Etherion!
context: Begin countdown!\Let us pray...\Let us pray...\Let us pray...\Let us pray...\Let us pray.\That light!\It's Etherion! response:	Natsu, Erza... Hurry up and escape...
context: Let us pray...\Let us pray...\Let us pray...\Let us pray...\Let us pray.\That light!\It's Etherion!\Natsu, Erza... Hurry up and escape... response:	I knew that the R-system wouldn't be able to be completed.
context: Let us pray...\Let us pray...\Let us pray...\Let us pray.\That light!\It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed. response:	But the spirit of Zeref wouldn't let me go.
context: Let us pray...\Let us pray...\Let us pray.\That light!\It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go. response:	It's too late to stop it. I'm a broken engine that he's driving...
context: Let us pray...\Let us pray.\That light!\It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving... response:	Erza, you win.
context: Let us pray.\That light!\It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win. response:	Please put an end to this.
context: That light!\It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this. response:	That's why you came here, yes?
context: It's Etherion!\Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this.\That's why you came here, yes? response:	There is no point in delivering the final blow.
context: Natsu, Erza... Hurry up and escape...\I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow. response:	The Satellite Square is already deployed above.
context: I knew that the R-system wouldn't be able to be completed.\But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above. response:	It's over. For me... and you...
context: But the spirit of Zeref wouldn't let me go.\It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you... response:	Always the awkward one...
context: It's too late to stop it. I'm a broken engine that he's driving...\Erza, you win.\Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one... response:	You're also a sacrifice to Zeref, yes?
context: Erza, you win.\Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes? response:	This is my punishment for giving in to my weakness.
context: Please put an end to this.\That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness. response:	My heart wasn't able to handle the huge gap between dreams and reality.
context: That's why you came here, yes?\There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality. response:	Didn't you have friends there to fill in for your weaknesses and deficiencies?
context: There is no point in delivering the final blow.\The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies? response:	Erza...
context: The Satellite Square is already deployed above.\It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza... response:	I am also repenting for my sin of not being able to save you.
context: It's over. For me... and you...\Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you. response:	I was...
context: Always the awkward one...\You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you.\I was... response:	Let us pray to the holy light!
context: You're also a sacrifice to Zeref, yes?\This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light! response:	Release Etherion!
context: This is my punishment for giving in to my weakness.\My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light!\Release Etherion! response:	Here it comes!
context: My heart wasn't able to handle the huge gap between dreams and reality.\Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light!\Release Etherion!\Here it comes! response:	Natsu! Erza!
context: Didn't you have friends there to fill in for your weaknesses and deficiencies?\Erza...\I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light!\Release Etherion!\Here it comes!\Natsu! Erza! response:	This light...
context: Erza...\I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light!\Release Etherion!\Here it comes!\Natsu! Erza!\This light... response:	They didn't make it?
context: I am also repenting for my sin of not being able to save you.\I was...\Let us pray to the holy light!\Release Etherion!\Here it comes!\Natsu! Erza!\This light...\They didn't make it? response:	Erza!
context: I was...\Let us pray to the holy light!\Release Etherion!\Here it comes!\Natsu! Erza!\This light...\They didn't make it?\Erza! response:	It's over...
context: Let us pray to the holy light!\Release Etherion!\Here it comes!\Natsu! Erza!\This light...\They didn't make it?\Erza!\It's over... response:	Etherion has hit the target!
context: Release Etherion!\Here it comes!\Natsu! Erza!\This light...\They didn't make it?\Erza!\It's over...\Etherion has hit the target! response:	Was it successfully destroyed? Hurry and confirm!
context: Here it comes!\Natsu! Erza!\This light...\They didn't make it?\Erza!\It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm! response:	Ethernano fusion density increasing!
context: Natsu! Erza!\This light...\They didn't make it?\Erza!\It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing! response:	Predicting extreme weather patterns!
context: This light...\They didn't make it?\Erza!\It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns! response:	I wonder how many people were in that tower?
context: They didn't make it?\Erza!\It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower? response:	It was to stop Zeref from being resurrected. Their sacrifices were not in vain.
context: Erza!\It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain. response:	Whether or not what we did was the right decision,
context: It's over...\Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision, response:	that will not bring peace to the victims' families.
context: Etherion has hit the target!\Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families. response:	No...
context: Was it successfully destroyed? Hurry and confirm!\Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No... response:	Natsu... Erza...
context: Ethernano fusion density increasing!\Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No...\Natsu... Erza... response:	I'm alive?
context: Predicting extreme weather patterns!\I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No...\Natsu... Erza...\I'm alive? response:	Jellal?
context: I wonder how many people were in that tower?\It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No...\Natsu... Erza...\I'm alive?\Jellal? response:	Ethernano neutralizing around explosion center!
context: It was to stop Zeref from being resurrected. Their sacrifices were not in vain.\Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No...\Natsu... Erza...\I'm alive?\Jellal?\Ethernano neutralizing around explosion center! response:	W-Wait, that's...
context: Whether or not what we did was the right decision,\that will not bring peace to the victims' families.\No...\Natsu... Erza...\I'm alive?\Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's... response:	Fusion density dropping suddenly!
context: that will not bring peace to the victims' families.\No...\Natsu... Erza...\I'm alive?\Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly! response:	A powerful, different magical energy is manifesting!
context: No...\Natsu... Erza...\I'm alive?\Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting! response:	The gauge can't keep up!
context: Natsu... Erza...\I'm alive?\Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up! response:	What is this?
context: I'm alive?\Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this? response:	Restore visual!
context: Jellal?\Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this?\Restore visual! response:	Crystal?
context: Ethernano neutralizing around explosion center!\W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this?\Restore visual!\Crystal? response:	No, it's magic crystal.
context: W-Wait, that's...\Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this?\Restore visual!\Crystal?\No, it's magic crystal. response:	Lacrima!
context: Fusion density dropping suddenly!\A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this?\Restore visual!\Crystal?\No, it's magic crystal.\Lacrima! response:	Hey, they're okay, right? Natsu, Erza, and Simon too?
context: A powerful, different magical energy is manifesting!\The gauge can't keep up!\What is this?\Restore visual!\Crystal?\No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too? response:	What the hell is going on?
context: The gauge can't keep up!\What is this?\Restore visual!\Crystal?\No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on? response:	Etherion fired... So why am I still alive?
context: What is this?\Restore visual!\Crystal?\No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive? response:	Finally... Finally, the time has come!
context: Restore visual!\Crystal?\No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come! response:	Why, you...
context: Crystal?\No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you... response:	This is the true form of the Tower of Heaven!
context: No, it's magic crystal.\Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven! response:	It's a giant lacrima!
context: Lacrima!\Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima! response:	And thanks to the attack by the Council's Etherion,
context: Hey, they're okay, right? Natsu, Erza, and Simon too?\What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion, response:	it has absorbed an incredible amount of magical energy!
context: What the hell is going on?\Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion,\it has absorbed an incredible amount of magical energy! response:	Now the R-system is complete!
context: Etherion fired... So why am I still alive?\Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion,\it has absorbed an incredible amount of magical energy!\Now the R-system is complete! response:	The target is standing!
context: Finally... Finally, the time has come!\Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion,\it has absorbed an incredible amount of magical energy!\Now the R-system is complete!\The target is standing! response:	A giant lacrima!
context: Why, you...\This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion,\it has absorbed an incredible amount of magical energy!\Now the R-system is complete!\The target is standing!\A giant lacrima! response:	The lacrima absorbed the magical power from Etherion!
context: This is the true form of the Tower of Heaven!\It's a giant lacrima!\And thanks to the attack by the Council's Etherion,\it has absorbed an incredible amount of magical energy!\Now the R-system is complete!\The target is standing!\A giant lacrima!\The lacrima absorbed the magical power from Etherion! response:	It what?!
