context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: The wizards belong to various guilds and perform jobs on commission.\There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice? response:	Oh, yeah! It's hoarse from yelling.
context: There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling. response:	Oh, yeah! Until your heart can hear it...
context: And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it... response:	Oh, yeah! Oh, yeah!
context: A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah! response:	The moon and sun high-five.
context: Fairy Tail!\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five. response:	Are you sure you're not forgetting something?
context: Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something? response:	When you're not here to make me laugh,
context: I'll gather all the light, and shine down on your tomorrow!\Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh, response:	even what I'm looking for can't be found.
context: Oh, yeah! Can you hear this voice?\Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found. response:	Snowing, be honest with yourself and smile,
context: Oh, yeah! It's hoarse from yelling.\Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile, response:	because when two people lay close, time overlaps.
context: Oh, yeah! Until your heart can hear it...\Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps. response:	Fairy, where are you going?
context: Oh, yeah! Oh, yeah!\The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going? response:	I'll gather all the light, and shine down on your tomorrow!
context: The moon and sun high-five.\Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow! response:	Don't say goodbye!
context: Are you sure you're not forgetting something?\When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye! response:	Last time on Fairy Tail!
context: When you're not here to make me laugh,\even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail! response:	I want the two of you to lend me your power.
context: even what I'm looking for can't be found.\Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power. response:	Will you come with me?
context: Snowing, be honest with yourself and smile,\because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me? response:	Make a team...
context: because when two people lay close, time overlaps.\Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me?\Make a team... response:	We're in deep trouble!
context: Fairy, where are you going?\I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me?\Make a team...\We're in deep trouble! response:	The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.
context: I'll gather all the light, and shine down on your tomorrow!\Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me?\Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago. response:	The sound of the flute is said to steal people's souls.
context: Don't say goodbye!\Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me?\Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls. response:	Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.
context: Last time on Fairy Tail!\I want the two of you to lend me your power.\Will you come with me?\Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion. response:	Natsu!
context: I want the two of you to lend me your power.\Will you come with me?\Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu! response:	Do you get it now, you Fairy Tail brat?
context: Will you come with me?\Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat? response:	Flame can never defeat wind!
context: Make a team...\We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind! response:	You son of a bitch...
context: We're in deep trouble!\The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch... response:	It's almost like a typhoon...
context: The forbidden magic, Lullaby, was given birth by the Black Wizard Zeref long ago.\The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon... response:	Your flames can no longer touch me!
context: The sound of the flute is said to steal people's souls.\Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me! response:	Eat this! Storm Shred!
context: Currently, a battle to decide the fate of the Lullaby flute is reaching its conclusion.\Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred! response:	Damn... you...
context: Natsu!\Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you... response:	Break through!
context: Do you get it now, you Fairy Tail brat?\Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you...\Break through! response:	It's not just my flames, but my fist can't even get close to him!
context: Flame can never defeat wind!\You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him! response:	Damn it!
context: You son of a bitch...\It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it! response:	The Strongest Team!
context: It's almost like a typhoon...\Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team! response:	What's the matter, punk? That all you got?
context: Your flames can no longer touch me!\Eat this! Storm Shred!\Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team!\What's the matter, punk? That all you got? response:	I thought you'd be a bit tougher.
context: Eat this! Storm Shred!\Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher. response:	No matter.
context: Damn... you...\Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter. response:	I'll end this now.
context: Break through!\It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter.\I'll end this now. response:	This is Flying Phoenix magic that will tear anything to ribbons!
context: It's not just my flames, but my fist can't even get close to him!\Damn it!\The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons! response:	Emera Baram!
context: Damn it!\The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram! response:	Emera Baram, he said? If you get hit with that you'll be torn apart!
context: The Strongest Team!\What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart! response:	Scatter to the wind, you hotheaded brat!
context: What's the matter, punk? That all you got?\I thought you'd be a bit tougher.\No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat! response:	Natsu!
context: I thought you'd be a bit tougher.\No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu! response:	Natsu, get up!
context: No matter.\I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up! response:	I'm impressed his body's still in one piece.
context: I'll end this now.\This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up!\I'm impressed his body's still in one piece. response:	Not bad for a young wizard.
context: This is Flying Phoenix magic that will tear anything to ribbons!\Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard. response:	Natsu!
context: Emera Baram!\Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu! response:	Worry not. The old geezers'll be following him shortly.
context: Emera Baram, he said? If you get hit with that you'll be torn apart!\Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly. response:	From the sweet sound of the lullaby...
context: Scatter to the wind, you hotheaded brat!\Natsu!\Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby... response:	Lullaby, this... Lullaby, that...
context: Natsu!\Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that... response:	If you want the old men's heads then fight them fair and square!
context: Natsu, get up!\I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square! response:	That's my Natsu!
context: I'm impressed his body's still in one piece.\Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu! response:	Impossible! He's still standing?
context: Not bad for a young wizard.\Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing? response:	If you don't have the will to fight them, then lay off!
context: Natsu!\Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off! response:	You're one stubborn brat!
context: Worry not. The old geezers'll be following him shortly.\From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat! response:	Damn...
context: From the sweet sound of the lullaby...\Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn... response:	Damn it! Why can't I get close to him?!
context: Lullaby, this... Lullaby, that...\If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?! response:	That's...
context: If you want the old men's heads then fight them fair and square!\That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?!\That's... response:	I can't stand it!
context: That's my Natsu!\Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?!\That's...\I can't stand it! response:	You son of a bitch!!
context: Impossible! He's still standing?\If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?!\That's...\I can't stand it!\You son of a bitch!! response:	The some eerie magic...
context: If you don't have the will to fight them, then lay off!\You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?!\That's...\I can't stand it!\You son of a bitch!!\The some eerie magic... response:	It's like his emotions are manifesting themselves as flames...
context: You're one stubborn brat!\Damn...\Damn it! Why can't I get close to him?!\That's...\I can't stand it!\You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames... response:	This is... Erigor's wind is flowing in a strange direction...
context: Damn...\Damn it! Why can't I get close to him?!\That's...\I can't stand it!\You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction... response:	Flames of emotion?
context: Damn it! Why can't I get close to him?!\That's...\I can't stand it!\You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion? response:	It's true that there was an ancient magic like that...
context: That's...\I can't stand it!\You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that... response:	No, this kid couldn't possibly...
context: I can't stand it!\You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly... response:	What's this?
context: You son of a bitch!!\The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this? response:	My wind is heading towards him!
context: The some eerie magic...\It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this?\My wind is heading towards him! response:	I see!
context: It's like his emotions are manifesting themselves as flames...\This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this?\My wind is heading towards him!\I see! response:	Natsu!
context: This is... Erigor's wind is flowing in a strange direction...\Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this?\My wind is heading towards him!\I see!\Natsu! response:	Give up. You can't win. Just let Gray handle it.
context: Flames of emotion?\It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this?\My wind is heading towards him!\I see!\Natsu!\Give up. You can't win. Just let Gray handle it. response:	WHAT DID YOU JUST SAY?!
context: It's true that there was an ancient magic like that...\No, this kid couldn't possibly...\What's this?\My wind is heading towards him!\I see!\Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?! response:	He's drawing away my Storm Mail!
context: No, this kid couldn't possibly...\What's this?\My wind is heading towards him!\I see!\Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail! response:	You bastard!
context: What's this?\My wind is heading towards him!\I see!\Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard! response:	The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.
context: My wind is heading towards him!\I see!\Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure. response:	And wind blows toward areas of low pressure!
context: I see!\Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure! response:	I will be the one to defeat you!
context: Natsu!\Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you! response:	Such incredible super-heated magic!
context: Give up. You can't win. Just let Gray handle it.\WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic! response:	He couldn't be...
context: WHAT DID YOU JUST SAY?!\He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be... response:	Sword Edge of the Fire Dragon!
context: He's drawing away my Storm Mail!\You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon! response:	So a Dragon Slayer really exists?
context: You bastard!\The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists? response:	How about that, Happy?
context: The super-heated air around Natsu moves upward extremely fast, creating an area of low pressure.\And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy? response:	Right! That's Natsu, The Salamander all right!
context: And wind blows toward areas of low pressure!\I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right! response:	That's not what you said a second ago.
context: I will be the one to defeat you!\Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago. response:	Cats have very weak short term memory.
context: Such incredible super-heated magic!\He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory. response:	You said that I couldn't beat him, so Erza should do it!
context: He couldn't be...\Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it! response:	His memory is even worse than a cat's.
context: Sword Edge of the Fire Dragon!\So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's. response:	Not Erza... Gray!
context: So a Dragon Slayer really exists?\How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray! response:	But anyway, you won Natsu!
context: How about that, Happy?\Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu! response:	Yup, so we're good!
context: Right! That's Natsu, The Salamander all right!\That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good! response:	I wonder why that last attack worked?
context: That's not what you said a second ago.\Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked? response:	'Cause you're just that awesome, Natsu!
context: Cats have very weak short term memory.\You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu! response:	So that's why!
context: You said that I couldn't beat him, so Erza should do it!\His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why! response:	Natsu!
context: His memory is even worse than a cat's.\Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why!\Natsu! response:	You guys are late! It's already over.
context: Not Erza... Gray!\But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why!\Natsu!\You guys are late! It's already over. response:	Aye!
context: But anyway, you won Natsu!\Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why!\Natsu!\You guys are late! It's already over.\Aye! response:	As expected.
context: Yup, so we're good!\I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why!\Natsu!\You guys are late! It's already over.\Aye!\As expected. response:	Erza, are you okay?
context: I wonder why that last attack worked?\'Cause you're just that awesome, Natsu!\So that's why!\Natsu!\You guys are late! It's already over.\Aye!\As expected.\Erza, are you okay? response:	Don't worry about me.
context: 'Cause you're just that awesome, Natsu!\So that's why!\Natsu!\You guys are late! It's already over.\Aye!\As expected.\Erza, are you okay?\Don't worry about me. response:	I-I can't believe that Master Erigor lost...
context: So that's why!\Natsu!\You guys are late! It's already over.\Aye!\As expected.\Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost... response:	You actually had trouble with this guy?
