context: TS response:	SCRIPT
context: Don't.\Don't do it.\For FB... FB... FB...\Mayuri?\Mayuri!\Mayuri?\What the hell is this?!\Get away from her. response:	Okabe, get away from her!
context: Don't do it.\For FB... FB... FB...\Mayuri?\Mayuri!\Mayuri?\What the hell is this?!\Get away from her.\Okabe, get away from her! response:	She'll kill you, too!
context: For FB... FB... FB...\Mayuri?\Mayuri!\Mayuri?\What the hell is this?!\Get away from her.\Okabe, get away from her!\She'll kill you, too! response:	You'll pay for this.
context: Mayuri?\Mayuri!\Mayuri?\What the hell is this?!\Get away from her.\Okabe, get away from her!\She'll kill you, too!\You'll pay for this. response:	I'll make her pay for this!
context: Mayuri!\Mayuri?\What the hell is this?!\Get away from her.\Okabe, get away from her!\She'll kill you, too!\You'll pay for this.\I'll make her pay for this! response:	42.
context: Mayuri?\What the hell is this?!\Get away from her.\Okabe, get away from her!\She'll kill you, too!\You'll pay for this.\I'll make her pay for this!\42. response:	CRT.
context: What the hell is this?!\Get away from her.\Okabe, get away from her!\She'll kill you, too!\You'll pay for this.\I'll make her pay for this!\42.\CRT. response:	It's on.
context: Get away from her.\Okabe, get away from her!\She'll kill you, too!\You'll pay for this.\I'll make her pay for this!\42.\CRT.\It's on. response:	Hurry!
context: Okabe, get away from her!\She'll kill you, too!\You'll pay for this.\I'll make her pay for this!\42.\CRT.\It's on.\Hurry! response:	Okabe!
context: She'll kill you, too!\You'll pay for this.\I'll make her pay for this!\42.\CRT.\It's on.\Hurry!\Okabe! response:	I'll go!
context: You'll pay for this.\I'll make her pay for this!\42.\CRT.\It's on.\Hurry!\Okabe!\I'll go! response:	But if it fails...
context: I'll make her pay for this!\42.\CRT.\It's on.\Hurry!\Okabe!\I'll go!\But if it fails... response:	Do it now!
context: 42.\CRT.\It's on.\Hurry!\Okabe!\I'll go!\But if it fails...\Do it now! response:	Okabe!
context: CRT.\It's on.\Hurry!\Okabe!\I'll go!\But if it fails...\Do it now!\Okabe! response:	Leap!
context: It's on.\Hurry!\Okabe!\I'll go!\But if it fails...\Do it now!\Okabe!\Leap! response:	OP
context: Hurry!\Okabe!\I'll go!\But if it fails...\Do it now!\Okabe!\Leap!\OP response:	suujuuoku mono kodou no kazu sae
context: Okabe!\I'll go!\But if it fails...\Do it now!\Okabe!\Leap!\OP\suujuuoku mono kodou no kazu sae response:	Even the world's billions of heartbeats
context: I'll go!\But if it fails...\Do it now!\Okabe!\Leap!\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats response:	anata ni wa matataki teido no saji na toukyuu
context: But if it fails...\Do it now!\Okabe!\Leap!\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu response:	Are nothing to you but a fleeting and insignificant question
context: Do it now!\Okabe!\Leap!\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question response:	kako ni torawarete mirai wo nageku mo
context: Okabe!\Leap!\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo response:	We may be trapped in the past or lament the future
context: Leap!\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future response:	chiri hitotsu gosan wo yurusanu hitsuzen
context: OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen response:	But predetermination does not allow the slightest mistake
context: suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake response:	mugen ni hirogaru yume mo egaku mirai mo
context: Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo response:	The infinite dreams and imagined futures before us
context: anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us response:	bokutachi ni yurusareta kyoei no genri
context: Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri response:	Are naught but vain theories we may hold
context: kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold response:	yuugen sore wa futatsu no hari ga shimesu
context: We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu response:	Finitude is what the two clock hands show
context: chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show response:	zankoku na yakujou to sentaku e
context: But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e response:	As they point toward a cruel destiny and choice
context: mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice response:	Hacking to the Gate
context: The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Metaphysics
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics response:	Necrosis
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics\Necrosis response:	Metaphysics
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics\Necrosis\Metaphysics response:	Metaphysics
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics\Necrosis\Metaphysics\Metaphysics response:	Metaphysics
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics\Necrosis\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Metaphysics\Necrosis\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: Engulf me, a lonely observer\Metaphysics\Necrosis\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: Metaphysics\Necrosis\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: Necrosis\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Metaphysics
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics response:	Necrosis
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Necrosis response:	Necrosis
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Necrosis\Necrosis response:	Necrosis
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Metaphysics\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Metaphysics\Metaphysics\Metaphysics\Metaphysics\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Metaphysics\Metaphysics\Metaphysics\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Metaphysics\Metaphysics\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Metaphysics\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Mayuri was still in elementary school
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Mayuri was still in elementary school response:	when her grandmother died.
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Mayuri was still in elementary school\when her grandmother died. response:	She went to the grave every day.
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day. response:	Even six months after her grandmother's death,
context: Necrosis\Necrosis\Necrosis\Necrosis\Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death, response:	she was still going.
context: Necrosis\Necrosis\Necrosis\Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death,\she was still going. response:	She always had her grandmother's pocket watch in her hand,
context: Necrosis\Necrosis\Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand, response:	and she was always, always looking up at the sky.
context: Necrosis\Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky. response:	Like she was waiting for her grandmother to come and get her.
context: Mayuri was still in elementary school\when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her. response:	And then one day, there was a ray of light.
context: when her grandmother died.\She went to the grave every day.\Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light. response:	It was the kind called Rembrandt Lighting,
context: She went to the grave every day.\Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting, response:	or an angel's ladder.
context: Even six months after her grandmother's death,\she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder. response:	It felt like the light was drawing her up.
context: she was still going.\She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up. response:	Like she was going to disappear...
context: She always had her grandmother's pocket watch in her hand,\and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear... response:	Mayuri!
context: and she was always, always looking up at the sky.\Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri! response:	Okarin...
context: Like she was waiting for her grandmother to come and get her.\And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri!\Okarin... response:	I won't let it take you.
context: And then one day, there was a ray of light.\It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri!\Okarin...\I won't let it take you. response:	You're my hostage.
context: It was the kind called Rembrandt Lighting,\or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri!\Okarin...\I won't let it take you.\You're my hostage. response:	You're going to be my hostage.
context: or an angel's ladder.\It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri!\Okarin...\I won't let it take you.\You're my hostage.\You're going to be my hostage. response:	I'll use you for human experiments.
context: It felt like the light was drawing her up.\Like she was going to disappear...\Mayuri!\Okarin...\I won't let it take you.\You're my hostage.\You're going to be my hostage.\I'll use you for human experiments. response:	The words that came out of my mouth
context: Like she was going to disappear...\Mayuri!\Okarin...\I won't let it take you.\You're my hostage.\You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth response:	were from some show I'd seen as a little kid.
context: Mayuri!\Okarin...\I won't let it take you.\You're my hostage.\You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid. response:	Mayuri and I had watched it together.
context: Okarin...\I won't let it take you.\You're my hostage.\You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together. response:	Some mad scientist, screaming like an idiot...
context: I won't let it take you.\You're my hostage.\You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot... response:	I see.
context: You're my hostage.\You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see. response:	So Mayushii is your hostage, right?
context: You're going to be my hostage.\I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right? response:	Then, I guess I can't go, huh?
context: I'll use you for human experiments.\The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh? response:	What's wrong?
context: The words that came out of my mouth\were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong? response:	Were you napping?
context: were from some show I'd seen as a little kid.\Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong?\Were you napping? response:	What time is it?
context: Mayuri and I had watched it together.\Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong?\Were you napping?\What time is it? response:	What time is it?!
context: Some mad scientist, screaming like an idiot...\I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong?\Were you napping?\What time is it?\What time is it?! response:	What?
context: I see.\So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong?\Were you napping?\What time is it?\What time is it?!\What? response:	It's almost five.
context: So Mayushii is your hostage, right?\Then, I guess I can't go, huh?\What's wrong?\Were you napping?\What time is it?\What time is it?!\What?\It's almost five. response:	You're going shopping, right?
context: Then, I guess I can't go, huh?\What's wrong?\Were you napping?\What time is it?\What time is it?!\What?\It's almost five.\You're going shopping, right? response:	Shopping...
context: What's wrong?\Were you napping?\What time is it?\What time is it?!\What?\It's almost five.\You're going shopping, right?\Shopping... response:	I'll order pizza.
context: Were you napping?\What time is it?\What time is it?!\What?\It's almost five.\You're going shopping, right?\Shopping...\I'll order pizza. response:	Thanks.
context: What time is it?\What time is it?!\What?\It's almost five.\You're going shopping, right?\Shopping...\I'll order pizza.\Thanks. response:	Just don't get the tropical special.
context: What time is it?!\What?\It's almost five.\You're going shopping, right?\Shopping...\I'll order pizza.\Thanks.\Just don't get the tropical special. response:	I hate that thing.
context: What?\It's almost five.\You're going shopping, right?\Shopping...\I'll order pizza.\Thanks.\Just don't get the tropical special.\I hate that thing. response:	Agreed.
context: It's almost five.\You're going shopping, right?\Shopping...\I'll order pizza.\Thanks.\Just don't get the tropical special.\I hate that thing.\Agreed. response:	The time leap worked?
context: You're going shopping, right?\Shopping...\I'll order pizza.\Thanks.\Just don't get the tropical special.\I hate that thing.\Agreed.\The time leap worked? response:	Okabe?
context: Shopping...\I'll order pizza.\Thanks.\Just don't get the tropical special.\I hate that thing.\Agreed.\The time leap worked?\Okabe? response:	Where's Mayuri? Where is she?!
context: I'll order pizza.\Thanks.\Just don't get the tropical special.\I hate that thing.\Agreed.\The time leap worked?\Okabe?\Where's Mayuri? Where is she?! response:	What's wrong with you, all of a sudden?
context: Thanks.\Just don't get the tropical special.\I hate that thing.\Agreed.\The time leap worked?\Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden? response:	Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?
context: Just don't get the tropical special.\I hate that thing.\Agreed.\The time leap worked?\Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember? response:	Are you going shopping?
context: I hate that thing.\Agreed.\The time leap worked?\Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping? response:	The development conference is canceled.
context: Agreed.\The time leap worked?\Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled. response:	Canceled?
context: The time leap worked?\Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled.\Canceled? response:	Why?
context: Okabe?\Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled.\Canceled?\Why? response:	Did something happen?
context: Where's Mayuri? Where is she?!\What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled.\Canceled?\Why?\Did something happen? response:	We're done here for today.
context: What's wrong with you, all of a sudden?\Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled.\Canceled?\Why?\Did something happen?\We're done here for today. response:	Both of you, go home now!
context: Mayushii said she was going to Miss Ruka's, to invite her to the party, remember?\Are you going shopping?\The development conference is canceled.\Canceled?\Why?\Did something happen?\We're done here for today.\Both of you, go home now! response:	What's going on?
context: Are you going shopping?\The development conference is canceled.\Canceled?\Why?\Did something happen?\We're done here for today.\Both of you, go home now!\What's going on? response:	Just go home!
context: The development conference is canceled.\Canceled?\Why?\Did something happen?\We're done here for today.\Both of you, go home now!\What's going on?\Just go home! response:	Okay? Do it!
context: Canceled?\Why?\Did something happen?\We're done here for today.\Both of you, go home now!\What's going on?\Just go home!\Okay? Do it! response:	What's with him?
context: Why?\Did something happen?\We're done here for today.\Both of you, go home now!\What's going on?\Just go home!\Okay? Do it!\What's with him? response:	His phone starts ringing, and then...
context: Did something happen?\We're done here for today.\Both of you, go home now!\What's going on?\Just go home!\Okay? Do it!\What's with him?\His phone starts ringing, and then... response:	Phone?
context: We're done here for today.\Both of you, go home now!\What's going on?\Just go home!\Okay? Do it!\What's with him?\His phone starts ringing, and then...\Phone? response:	This is Mayushii.
context: Both of you, go home now!\What's going on?\Just go home!\Okay? Do it!\What's with him?\His phone starts ringing, and then...\Phone?\This is Mayushii. response:	I can't answer the phone right now!
context: What's going on?\Just go home!\Okay? Do it!\What's with him?\His phone starts ringing, and then...\Phone?\This is Mayushii.\I can't answer the phone right now! response:	If you'd like to leave a message...
context: Just go home!\Okay? Do it!\What's with him?\His phone starts ringing, and then...\Phone?\This is Mayushii.\I can't answer the phone right now!\If you'd like to leave a message... response:	There's nothing to indicate that the world line changed.
context: Okay? Do it!\What's with him?\His phone starts ringing, and then...\Phone?\This is Mayushii.\I can't answer the phone right now!\If you'd like to leave a message...\There's nothing to indicate that the world line changed. response:	It's different than the D-mail.
context: What's with him?\His phone starts ringing, and then...\Phone?\This is Mayushii.\I can't answer the phone right now!\If you'd like to leave a message...\There's nothing to indicate that the world line changed.\It's different than the D-mail. response:	I really am back at 5:00 PM.
context: His phone starts ringing, and then...\Phone?\This is Mayushii.\I can't answer the phone right now!\If you'd like to leave a message...\There's nothing to indicate that the world line changed.\It's different than the D-mail.\I really am back at 5:00 PM. response:	It's the bullet train!
