context: And we broke response:	Everything that was right
context: Oh, him. I'd advise against it.\His meat always reeks.\He's right.\The meat does smell a bit rotten.\Have any fresh meat?\There's some at home.\Can I tag along and buy some of that instead?\Sure. response:	Follow me.
context: His meat always reeks.\He's right.\The meat does smell a bit rotten.\Have any fresh meat?\There's some at home.\Can I tag along and buy some of that instead?\Sure.\Follow me. response:	Tatsu!
context: He's right.\The meat does smell a bit rotten.\Have any fresh meat?\There's some at home.\Can I tag along and buy some of that instead?\Sure.\Follow me.\Tatsu! response:	The meat inside the house smells rotten too.
context: The meat does smell a bit rotten.\Have any fresh meat?\There's some at home.\Can I tag along and buy some of that instead?\Sure.\Follow me.\Tatsu!\The meat inside the house smells rotten too. response:	There's someone who'd like to buy some of this morning's catch.
context: Have any fresh meat?\There's some at home.\Can I tag along and buy some of that instead?\Sure.\Follow me.\Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch. response:	Oh?
context: There's some at home.\Can I tag along and buy some of that instead?\Sure.\Follow me.\Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh? response:	Yeah, that's fine.
context: Can I tag along and buy some of that instead?\Sure.\Follow me.\Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine. response:	Who is it, though?
context: Sure.\Follow me.\Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine.\Who is it, though? response:	This doesn't happen often.
context: Follow me.\Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine.\Who is it, though?\This doesn't happen often. response:	There's a sweet smell in the midst of the rotten one.
context: Tatsu!\The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine.\Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one. response:	This is the same scent from last night in the mountains.
context: The meat inside the house smells rotten too.\There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine.\Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains. response:	Hey. A traveler, huh?
context: There's someone who'd like to buy some of this morning's catch.\Oh?\Yeah, that's fine.\Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh? response:	Come on in.
context: Oh?\Yeah, that's fine.\Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in. response:	You can pick out whatever you'd like.
context: Yeah, that's fine.\Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like. response:	Were you hunting in the mountains last night?
context: Who is it, though?\This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night? response:	Yep.
context: This doesn't happen often.\There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep. response:	Just butchered these this morning.
context: There's a sweet smell in the midst of the rotten one.\This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep.\Just butchered these this morning. response:	So you've been letting them sit out in the sun all day?
context: This is the same scent from last night in the mountains.\Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day? response:	You too?
context: Hey. A traveler, huh?\Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too? response:	Are you saying our meat stinks?
context: Come on in.\You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks? response:	In what way?
context: You can pick out whatever you'd like.\Were you hunting in the mountains last night?\Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks?\In what way? response:	I don't smell anything wrong with it.
context: Were you hunting in the mountains last night?\Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it. response:	Right, Usuke?
context: Yep.\Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it.\Right, Usuke? response:	Fine, then.
context: Just butchered these this morning.\So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it.\Right, Usuke?\Fine, then. response:	I'll go catch you something fresh.
context: So you've been letting them sit out in the sun all day?\You too?\Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it.\Right, Usuke?\Fine, then.\I'll go catch you something fresh. response:	Won't have any complaints then, right?
context: You too?\Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it.\Right, Usuke?\Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right? response:	Don't worry. I'll only be a half hour or so.
context: Are you saying our meat stinks?\In what way?\I don't smell anything wrong with it.\Right, Usuke?\Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so. response:	Just sit tight for a bit.
context: In what way?\I don't smell anything wrong with it.\Right, Usuke?\Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit. response:	This way.
context: I don't smell anything wrong with it.\Right, Usuke?\Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way. response:	Come.
context: Right, Usuke?\Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way.\Come. response:	That's right.
context: Fine, then.\I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way.\Come.\That's right. response:	Just like that.
context: I'll go catch you something fresh.\Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way.\Come.\That's right.\Just like that. response:	Stop!
context: Won't have any complaints then, right?\Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way.\Come.\That's right.\Just like that.\Stop! response:	What are you...
context: Don't worry. I'll only be a half hour or so.\Just sit tight for a bit.\This way.\Come.\That's right.\Just like that.\Stop!\What are you... response:	That's enough.
context: Just sit tight for a bit.\This way.\Come.\That's right.\Just like that.\Stop!\What are you...\That's enough. response:	It's no wonder all your meat tastes bad regardless of how fresh it is.
context: This way.\Come.\That's right.\Just like that.\Stop!\What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is. response:	What do you mean?
context: Come.\That's right.\Just like that.\Stop!\What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean? response:	That hand of yours that helps you hunt...
context: That's right.\Just like that.\Stop!\What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt... response:	Any relatives of yours have the same ability?
context: Just like that.\Stop!\What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability? response:	Yeah.
context: Stop!\What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah. response:	Our father had it too.
context: What are you...\That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah.\Our father had it too. response:	And on the palm, there's a mark shaped like an eye, correct?
context: That's enough.\It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct? response:	That mark is proof that you're tainted by fuki, the Sake of Decay.
context: It's no wonder all your meat tastes bad regardless of how fresh it is.\What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay. response:	Fuki is a decayed form of kouki, which is the essence of all life.
context: What do you mean?\That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life. response:	Unable to become the mushi it was meant to be,
context: That hand of yours that helps you hunt...\Any relatives of yours have the same ability?\Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be, response:	it can be found in groundwater and resembles reddish mud.
context: Any relatives of yours have the same ability?\Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud. response:	It smells much like fruit wine, but it is toxic.
context: Yeah.\Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic. response:	If ingested in high enough concentrations, it usually causes death.
context: Our father had it too.\And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death. response:	However, a small number of people are able to tolerate it.
context: And on the palm, there's a mark shaped like an eye, correct?\That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it. response:	Fuki itself is not sentient.
context: That mark is proof that you're tainted by fuki, the Sake of Decay.\Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient. response:	It is merely a thing of decay.
context: Fuki is a decayed form of kouki, which is the essence of all life.\Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay. response:	But once it is ingested and enters the bloodstream,
context: Unable to become the mushi it was meant to be,\it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream, response:	the fuki becomes sentient,
context: it can be found in groundwater and resembles reddish mud.\It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient, response:	the ability to give off a sweet smell from their hand,
context: It smells much like fruit wine, but it is toxic.\If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand, response:	which lures in and intoxicates prey.
context: If ingested in high enough concentrations, it usually causes death.\However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey. response:	The fuki is then passed down through that host's bloodline for generations.
context: However, a small number of people are able to tolerate it.\Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations. response:	Oh, so that's what this is?
context: Fuki itself is not sentient.\It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is? response:	However, only a few can actually gain the ability.
context: It is merely a thing of decay.\But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability. response:	The descendants who cannot... often do not survive the fuki's toxicity.
context: But once it is ingested and enters the bloodstream,\the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity. response:	Granny died coughing up blood.
context: the fuki becomes sentient,\the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood. response:	My little brother has the same illness she did.
context: the ability to give off a sweet smell from their hand,\which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did. response:	You're saying that's also because of this fuki thing?
context: which lures in and intoxicates prey.\The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing? response:	There's got to be some way to cure it, right?
context: The fuki is then passed down through that host's bloodline for generations.\Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right? response:	If we don't do something, Usuke could...
context: Oh, so that's what this is?\However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could... response:	Not to worry.
context: However, only a few can actually gain the ability.\The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry. response:	There is a cure.
context: The descendants who cannot... often do not survive the fuki's toxicity.\Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry.\There is a cure. response:	If the afflicted person drinks enough kouki, the fuki will dissipate.
context: Granny died coughing up blood.\My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry.\There is a cure.\If the afflicted person drinks enough kouki, the fuki will dissipate. response:	I don't have enough with me right now, but I can get you some.
context: My little brother has the same illness she did.\You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry.\There is a cure.\If the afflicted person drinks enough kouki, the fuki will dissipate.\I don't have enough with me right now, but I can get you some. response:	Really?
context: You're saying that's also because of this fuki thing?\There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry.\There is a cure.\If the afflicted person drinks enough kouki, the fuki will dissipate.\I don't have enough with me right now, but I can get you some.\Really? response:	That's great news, isn't it, Usuke?
context: There's got to be some way to cure it, right?\If we don't do something, Usuke could...\Not to worry.\There is a cure.\If the afflicted person drinks enough kouki, the fuki will dissipate.\I don't have enough with me right now, but I can get you some.\Really?\That's great news, isn't it, Usuke? response:	You won't have to put up with that illness much longer.
context: If we don't do something, Usuke could...\Not to worry.\There is a cure.\If the afflicted person drinks enough kouki, the fuki will dissipate.\I don't have enough with me right now, but I can get you some.\Really?\That's great news, isn't it, Usuke?\You won't have to put up with that illness much longer. response:	Yeah.
