context: Late Night Show response:	Late Night Show
context: Only she can stop the Demon Blade.\This is a free fansub. Not for sale or rent.\Last week's Late Show had omitted something, hadn't it?\We've received this postcard rebuking us for this.\And so, this week, a Special Drama...\It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki? response:	Ryoku.
context: This is a free fansub. Not for sale or rent.\Last week's Late Show had omitted something, hadn't it?\We've received this postcard rebuking us for this.\And so, this week, a Special Drama...\It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku. response:	You've been done in.
context: Last week's Late Show had omitted something, hadn't it?\We've received this postcard rebuking us for this.\And so, this week, a Special Drama...\It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in. response:	How terrible...
context: We've received this postcard rebuking us for this.\And so, this week, a Special Drama...\It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in.\How terrible... response:	Because of that member of the Hoshizoku, Ryoku has...
context: And so, this week, a Special Drama...\It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has... response:	It's terrible...
context: It's my new production!!\Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible... response:	Get out of this village!
context: Its title is... that fun will be in the end.\You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village! response:	Tsubaki...
context: You went inside the Demon Blade, Tsubaki?\Ryoku.\You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village!\Tsubaki... response:	Are you ignoring me?
context: Ryoku.\You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village!\Tsubaki...\Are you ignoring me? response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: You've been done in.\How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village!\Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: How terrible...\Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village!\Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: Because of that member of the Hoshizoku, Ryoku has...\It's terrible...\Get out of this village!\Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: It's terrible...\Get out of this village!\Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: Get out of this village!\Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave! Leave! Leave! Leave! Leave!
context: Tsubaki...\Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave! response:	Leave! Leave!
context: Are you ignoring me?\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! response:	Leave! Leave!
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave! response:	Leave!!
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave!\Leave!! response:	You better come back...
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave!\Leave!!\You better come back... response:	The camellia flower
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave!\Leave!!\You better come back...\The camellia flower response:	What lies
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave!\Leave!!\You better come back...\The camellia flower\What lies response:	Beyond The Sadness?
context: Leave! Leave! Leave! Leave! Leave! Leave!\Leave! Leave!\Leave! Leave!\Leave!!\You better come back...\The camellia flower\What lies\Beyond The Sadness? response:	What Lies Beyond The Sadness?
context: Leave! Leave!\Leave! Leave!\Leave!!\You better come back...\The camellia flower\What lies\Beyond The Sadness?\What Lies Beyond The Sadness? response:	Powerless...
context: Leave! Leave!\Leave!!\You better come back...\The camellia flower\What lies\Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless... response:	What's wrong, Tsubaki?
context: Leave!!\You better come back...\The camellia flower\What lies\Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki? response:	Don't tell me you came this far just to fool around...
context: You better come back...\The camellia flower\What lies\Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around... response:	You're just as your name states...
context: The camellia flower\What lies\Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states... response:	Quietly blooming without being payed attention to...
context: What lies\Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to... response:	It also whithers in a miserable way and leaves an unpleasant feeling.
context: Beyond The Sadness?\What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling. response:	A half-assed flower...
context: What Lies Beyond The Sadness?\Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower... response:	I doth think.
context: Powerless...\What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think. response:	Should this be the outside world, you would've already died...
context: What's wrong, Tsubaki?\Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think.\Should this be the outside world, you would've already died... response:	Your soul is shaking...
context: Don't tell me you came this far just to fool around...\You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking... response:	Are you scared... of dying?
context: You're just as your name states...\Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying? response:	Are you scared... of dying?
context: Quietly blooming without being payed attention to...\It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying? response:	I'll stop you even if I die.
context: It also whithers in a miserable way and leaves an unpleasant feeling.\A half-assed flower...\I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die. response:	I will...
context: A half-assed flower...\I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die.\I will... response:	Stop it!
context: I doth think.\Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die.\I will...\Stop it! response:	Those eyes...
context: Should this be the outside world, you would've already died...\Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die.\I will...\Stop it!\Those eyes... response:	You drove me this way!
context: Your soul is shaking...\Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die.\I will...\Stop it!\Those eyes...\You drove me this way! response:	You drove me...
context: Are you scared... of dying?\Are you scared... of dying?\I'll stop you even if I die.\I will...\Stop it!\Those eyes...\You drove me this way!\You drove me... response:	Leave!
context: Are you scared... of dying?\I'll stop you even if I die.\I will...\Stop it!\Those eyes...\You drove me this way!\You drove me...\Leave! response:	Leave! Leave!
context: I'll stop you even if I die.\I will...\Stop it!\Those eyes...\You drove me this way!\You drove me...\Leave!\Leave! Leave! response:	Leave! Leave!
context: I will...\Stop it!\Those eyes...\You drove me this way!\You drove me...\Leave!\Leave! Leave!\Leave! Leave! response:	You damned Hoshizoku!
context: Stop it!\Those eyes...\You drove me this way!\You drove me...\Leave!\Leave! Leave!\Leave! Leave!\You damned Hoshizoku! response:	Leave!
context: Those eyes...\You drove me this way!\You drove me...\Leave!\Leave! Leave!\Leave! Leave!\You damned Hoshizoku!\Leave! response:	Black Star's consideration is amazing, isn't it?
context: You drove me this way!\You drove me...\Leave!\Leave! Leave!\Leave! Leave!\You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it? response:	To think the Demon Blade and Tsubaki were siblings...
context: You drove me...\Leave!\Leave! Leave!\Leave! Leave!\You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings... response:	But Black Star doesn't know about it yet, right?
context: Leave!\Leave! Leave!\Leave! Leave!\You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right? response:	Yup...
context: Leave! Leave!\Leave! Leave!\You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup... response:	Tsubaki's not moving... is she alright?
context: Leave! Leave!\You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright? response:	What's going on inside the Demon Blade?
context: You damned Hoshizoku!\Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade? response:	Hmm, well, about that...
context: Leave!\Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that... response:	Oi?
context: Black Star's consideration is amazing, isn't it?\To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that...\Oi? response:	While having lunch
context: To think the Demon Blade and Tsubaki were siblings...\But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that...\Oi?\While having lunch response:	We've brought drinks!
context: But Black Star doesn't know about it yet, right?\Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that...\Oi?\While having lunch\We've brought drinks! response:	Hey wait, how serious are you about this?
context: Yup...\Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that...\Oi?\While having lunch\We've brought drinks!\Hey wait, how serious are you about this? response:	Well, let's see...
context: Tsubaki's not moving... is she alright?\What's going on inside the Demon Blade?\Hmm, well, about that...\Oi?\While having lunch\We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see... response:	In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.
context: What's going on inside the Demon Blade?\Hmm, well, about that...\Oi?\While having lunch\We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls. response:	On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.
context: Hmm, well, about that...\Oi?\While having lunch\We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill. response:	On the other hand, Tsubaki's trying to absorb him.
context: Oi?\While having lunch\We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him. response:	To take the mummy or to become one...
context: While having lunch\We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one... response:	Still, does Tsubaki stand a chance?
context: We've brought drinks!\Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance? response:	It'll be tough... for her.
context: Hey wait, how serious are you about this?\Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her. response:	It'll be tough... for her.
context: Well, let's see...\In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her. response:	They're fighting inside him, so he has the upper hand in the tug of war of souls.
context: In simple terms, there's a tug of war with her and the Demon Blade Masamune's souls.\On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls. response:	The probability of Tsubaki winning is low.
context: On one hand, the Demon Blade is trying to take over her soul with his Soul Possession skill.\On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low. response:	A fight to the death between siblings...
context: On the other hand, Tsubaki's trying to absorb him.\To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings... response:	I can't even imagine my life without Patty!
context: To take the mummy or to become one...\Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty! response:	There, there...
context: Still, does Tsubaki stand a chance?\It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there... response:	The path to becoming a Kishin is chosen by weakness of heart.
context: It'll be tough... for her.\It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart. response:	The Kishin sought power to escape the fear from death.
context: It'll be tough... for her.\They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death. response:	Why does the Demon Blade Masamune seek power?
context: They're fighting inside him, so he has the upper hand in the tug of war of souls.\The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power? response:	How did he end up on this path?
context: The probability of Tsubaki winning is low.\A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path? response:	Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...
context: A fight to the death between siblings...\I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade... response:	Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...
context: I can't even imagine my life without Patty!\There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade... response:	Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...
context: There, there...\The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade... response:	Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...
context: The path to becoming a Kishin is chosen by weakness of heart.\The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade... response:	Why do you only use the Chain-Scythe?
context: The Kishin sought power to escape the fear from death.\Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe? response:	Are you holding back on me?
context: Why does the Demon Blade Masamune seek power?\How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me? response:	Nay!
context: How did he end up on this path?\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay! response:	Is it compassion?
context: Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay!\Is it compassion? response:	The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,
context: Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki, response:	Masamune, as the eldest son, was supposed to inherit his ancestors' power.
context: Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power. response:	However...
context: Shuriken, Smoke Bomb, Dummy Star, Ninja Blade...\Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However... response:	You inherited all the other powers...
context: Why do you only use the Chain-Scythe?\Are you holding back on me?\Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However...\You inherited all the other powers... response:	What I inherited... was nothing but the Japanese sword.
context: Are you holding back on me?\Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However...\You inherited all the other powers...\What I inherited... was nothing but the Japanese sword. response:	What I inherited... was nothing but the Japanese sword.
context: Nay!\Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However...\You inherited all the other powers...\What I inherited... was nothing but the Japanese sword.\What I inherited... was nothing but the Japanese sword. response:	For some reason, Tsubaki ended up with all the powers.
context: Is it compassion?\The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However...\You inherited all the other powers...\What I inherited... was nothing but the Japanese sword.\What I inherited... was nothing but the Japanese sword.\For some reason, Tsubaki ended up with all the powers. response:	I was raised in an overprotective environment.
context: The Nakatsukasa, who raised both Demon Blade Masamune and Tsubaki,\Masamune, as the eldest son, was supposed to inherit his ancestors' power.\However...\You inherited all the other powers...\What I inherited... was nothing but the Japanese sword.\What I inherited... was nothing but the Japanese sword.\For some reason, Tsubaki ended up with all the powers.\I was raised in an overprotective environment. response:	I didn't know...
