context: OP response:	Episode 10
context: If this goes on, Princess Leo and Princess Millhi will...\Oh, please! Someone save them!\Could that be... the land god who lives around here?\No, it isn't.\I'm sure you've heard this from d'Arquien before.\That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi! response:	Millhi!
context: Oh, please! Someone save them!\Could that be... the land god who lives around here?\No, it isn't.\I'm sure you've heard this from d'Arquien before.\That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi!\Millhi! response:	Although that demon is huge and dreadful,
context: Could that be... the land god who lives around here?\No, it isn't.\I'm sure you've heard this from d'Arquien before.\That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful, response:	it's... crying?
context: No, it isn't.\I'm sure you've heard this from d'Arquien before.\That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful,\it's... crying? response:	Millhi, you okay?
context: I'm sure you've heard this from d'Arquien before.\That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay? response:	Yes!
context: That is probably what had been sealed underground a long time ago,\the ominous demon.\Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay?\Yes! response:	Princess Leo, look out!
context: the ominous demon.\Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay?\Yes!\Princess Leo, look out! response:	No! Millhi!
context: Princess Leo! Princess Millhi!\Millhi!\Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay?\Yes!\Princess Leo, look out!\No! Millhi! response:	No...
context: Millhi!\Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay?\Yes!\Princess Leo, look out!\No! Millhi!\No... response:	Milhi...
context: Although that demon is huge and dreadful,\it's... crying?\Millhi, you okay?\Yes!\Princess Leo, look out!\No! Millhi!\No...\Milhi... response:	You bastard!
context: it's... crying?\Millhi, you okay?\Yes!\Princess Leo, look out!\No! Millhi!\No...\Milhi...\You bastard! response:	Millhi... Millhi!
context: Millhi, you okay?\Yes!\Princess Leo, look out!\No! Millhi!\No...\Milhi...\You bastard!\Millhi... Millhi! response:	She should survive if I save her right away.
context: Yes!\Princess Leo, look out!\No! Millhi!\No...\Milhi...\You bastard!\Millhi... Millhi!\She should survive if I save her right away. response:	Princess Leo...
context: Princess Leo, look out!\No! Millhi!\No...\Milhi...\You bastard!\Millhi... Millhi!\She should survive if I save her right away.\Princess Leo... response:	Princess Leo!
context: No! Millhi!\No...\Milhi...\You bastard!\Millhi... Millhi!\She should survive if I save her right away.\Princess Leo...\Princess Leo! response:	What's going on?
context: No...\Milhi...\You bastard!\Millhi... Millhi!\She should survive if I save her right away.\Princess Leo...\Princess Leo!\What's going on? response:	Is it leaving this place?
context: Milhi...\You bastard!\Millhi... Millhi!\She should survive if I save her right away.\Princess Leo...\Princess Leo!\What's going on?\Is it leaving this place? response:	Rouge!
context: You bastard!\Millhi... Millhi!\She should survive if I save her right away.\Princess Leo...\Princess Leo!\What's going on?\Is it leaving this place?\Rouge! response:	Captain! Sir Hero!
context: Millhi... Millhi!\She should survive if I save her right away.\Princess Leo...\Princess Leo!\What's going on?\Is it leaving this place?\Rouge!\Captain! Sir Hero! response:	Princess Leo!
context: She should survive if I save her right away.\Princess Leo...\Princess Leo!\What's going on?\Is it leaving this place?\Rouge!\Captain! Sir Hero!\Princess Leo! response:	Did that demon do that?
context: Princess Leo...\Princess Leo!\What's going on?\Is it leaving this place?\Rouge!\Captain! Sir Hero!\Princess Leo!\Did that demon do that? response:	Yes, and Princess Millhi has been...
context: Princess Leo!\What's going on?\Is it leaving this place?\Rouge!\Captain! Sir Hero!\Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been... response:	The demon might be slowly swallowing the princess by now,
context: What's going on?\Is it leaving this place?\Rouge!\Captain! Sir Hero!\Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now, response:	but she's probably being protected by the Holy Sword.
context: Is it leaving this place?\Rouge!\Captain! Sir Hero!\Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword. response:	Considering the princess's strength, though, she won't last long.
context: Rouge!\Captain! Sir Hero!\Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long. response:	If her strength burns out, does that mean she'll be digested by the demon?
context: Captain! Sir Hero!\Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon? response:	Correct.
context: Princess Leo!\Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct. response:	No...
context: Did that demon do that?\Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No... response:	Like I'll let that happen!
context: Yes, and Princess Millhi has been...\The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No...\Like I'll let that happen! response:	Young princess.
context: The demon might be slowly swallowing the princess by now,\but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No...\Like I'll let that happen!\Young princess. response:	Young princess of the Holy Sword.
context: but she's probably being protected by the Holy Sword.\Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No...\Like I'll let that happen!\Young princess.\Young princess of the Holy Sword. response:	Ah, yes!
context: Considering the princess's strength, though, she won't last long.\If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No...\Like I'll let that happen!\Young princess.\Young princess of the Holy Sword.\Ah, yes! response:	I sincerely apologize for the horrible things my child did to all of you.
context: If her strength burns out, does that mean she'll be digested by the demon?\Correct.\No...\Like I'll let that happen!\Young princess.\Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you. response:	It's heading farther away.
context: Correct.\No...\Like I'll let that happen!\Young princess.\Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away. response:	No, the floating stones can be stepping stones.
context: No...\Like I'll let that happen!\Young princess.\Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones. response:	With that, I can use the Tornader.
context: Like I'll let that happen!\Young princess.\Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader. response:	Right now the power protecting Flonyard is getting weaker!
context: Young princess.\Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker! response:	If you fall, you'll die!
context: Young princess of the Holy Sword.\Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die! response:	As long as I don't fall, it'll be fine!
context: Ah, yes!\I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine! response:	Tornader!
context: I sincerely apologize for the horrible things my child did to all of you.\It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader! response:	Wait up! I'll go with you!
context: It's heading farther away.\No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you! response:	I knew you'd say that.
context: No, the floating stones can be stepping stones.\With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you!\I knew you'd say that. response:	Well then, Rouge!
context: With that, I can use the Tornader.\Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge! response:	We'll go save the princess! See you!
context: Right now the power protecting Flonyard is getting weaker!\If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you! response:	It's a continuous journey of twists and jumps.
context: If you fall, you'll die!\As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps. response:	I need to concentrate only on this!
context: As long as I don't fall, it'll be fine!\Tornader!\Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this! response:	Leave attack and defense to me!
context: Tornader!\Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me! response:	You're one hell of a captain!
context: Wait up! I'll go with you!\I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain! response:	Shut it!
context: I knew you'd say that.\Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain!\Shut it! response:	Good! No problem! This is just the usual athletics!
context: Well then, Rouge!\We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics! response:	Run and jump, then rush to the finish line using the shortest distance!
context: We'll go save the princess! See you!\It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance! response:	I-It may sound weird coming from me, but aren't you freaked out by this speed?!
context: It's a continuous journey of twists and jumps.\I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?! response:	Honestly, of course I'm afraid of this. In fact, I'm freaking scared!
context: I need to concentrate only on this!\Leave attack and defense to me!\You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared! response:	Eclair, duck!
context: Leave attack and defense to me!\You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck! response:	Hero...
context: You're one hell of a captain!\Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero... response:	But more than this sense of fear and pain,
context: Shut it!\Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero...\But more than this sense of fear and pain, response:	the fact that I couldn't meet other people's expectations is even scarier!
context: Good! No problem! This is just the usual athletics!\Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier! response:	If I were to see people who believe in me, who are waiting for me...
context: Run and jump, then rush to the finish line using the shortest distance!\I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me... response:	If I made them depressed, it would be a billion times worse!
context: I-It may sound weird coming from me, but aren't you freaked out by this speed?!\Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse! response:	Go!
context: Honestly, of course I'm afraid of this. In fact, I'm freaking scared!\Eclair, duck!\Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go! response:	Hero, there's not enough space!
context: Eclair, duck!\Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space! response:	It's enough! It'll reach!
context: Hero...\But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space!\It's enough! It'll reach! response:	I'll make it reach!
context: But more than this sense of fear and pain,\the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach! response:	Leave it to me. I'll make you reach without fail!
context: the fact that I couldn't meet other people's expectations is even scarier!\If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail! response:	Leave it to you?
context: If I were to see people who believe in me, who are waiting for me...\If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you? response:	I'll use Crest Cannon to shoot you off!
context: If I made them depressed, it would be a billion times worse!\Go!\Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off! response:	Stand still! I'll leave the princess to you!
context: Go!\Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you! response:	Eclair!
context: Hero, there's not enough space!\It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair! response:	I'll catch up immediately! You go first!
context: It's enough! It'll reach!\I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first! response:	Understood!
context: I'll make it reach!\Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first!\Understood! response:	Is that it?
context: Leave it to me. I'll make you reach without fail!\Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first!\Understood!\Is that it? response:	Eclair made sure that I could get here as fast as possible!
context: Leave it to you?\I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first!\Understood!\Is that it?\Eclair made sure that I could get here as fast as possible! response:	I need to rush!
context: I'll use Crest Cannon to shoot you off!\Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first!\Understood!\Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush! response:	So!
context: Stand still! I'll leave the princess to you!\Eclair!\I'll catch up immediately! You go first!\Understood!\Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush!\So! response:	Get lost!
context: Eclair!\I'll catch up immediately! You go first!\Understood!\Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush!\So!\Get lost! response:	I'm glad there are people who believe in me, who are waiting for me!
context: I'll catch up immediately! You go first!\Understood!\Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush!\So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me! response:	I'm so happy!
context: Understood!\Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush!\So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy! response:	That day too.
context: Is that it?\Eclair made sure that I could get here as fast as possible!\I need to rush!\So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too. response:	My parents who came to the stadium to cheer me on,
context: Eclair made sure that I could get here as fast as possible!\I need to rush!\So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too.\My parents who came to the stadium to cheer me on, response:	and my precious friend who also came to cheer me on...
context: I need to rush!\So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on... response:	Sink, you can do it!
context: So!\Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it! response:	She told me that I'd definitely win.
context: Get lost!\I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win. response:	But I couldn't be... that wonderful hero for her that day.
context: I'm glad there are people who believe in me, who are waiting for me!\I'm so happy!\That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day. response:	This time, I'll definitely do it! From now on, I'll make sure I succeed!
context: I'm so happy!\That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed! response:	Ki-Power!
context: That day too.\My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power! response:	To the max!
context: My parents who came to the stadium to cheer me on,\and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max! response:	It is something that happened hundreds of years ago.
context: and my precious friend who also came to cheer me on...\Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max!\It is something that happened hundreds of years ago. response:	It was during the time where most of the continent had not been divided and occupied by humans.
context: Sink, you can do it!\She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans. response:	My child and I were land gods who lived peacefully in the mountains.
context: She told me that I'd definitely win.\But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains. response:	But, one day,
context: But I couldn't be... that wonderful hero for her that day.\This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day, response:	a sword fell with the thunder and cut through my child's body.
context: This time, I'll definitely do it! From now on, I'll make sure I succeed!\Ki-Power!\To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body. response:	From then on, my child became an ominous demon.
context: Ki-Power!\To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon. response:	I was also swallowed by my child.
context: To the max!\It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child. response:	That child, who had become a demon, swallowed every living creature on the mountain,
context: It is something that happened hundreds of years ago.\It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain, response:	and it went on to destroy the land.
context: It was during the time where most of the continent had not been divided and occupied by humans.\My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land. response:	Some two hundred years ago, it tried to approach a human village,
context: My child and I were land gods who lived peacefully in the mountains.\But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village, response:	and it was sealed by the owner of the Holy Sword.
context: But, one day,\a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword. response:	I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.
context: a sword fell with the thunder and cut through my child's body.\From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword. response:	But that child awakened.
context: From then on, my child became an ominous demon.\I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened. response:	My child has become a demon that only knows how to destroy.
context: I was also swallowed by my child.\That child, who had become a demon, swallowed every living creature on the mountain,\and it went on to destroy the land.\Some two hundred years ago, it tried to approach a human village,\and it was sealed by the owner of the Holy Sword.\I am not sure if the seal weakened, or if it was attracted by the scent of your Holy Sword.\But that child awakened.\My child has become a demon that only knows how to destroy. response:	But ever since it became a demon, it has never stopped crying.
