context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: She was called the Demon.\Mira-san was what?\I wonder who would win if Fairy Tail held a contest to see who was the strongest?\I don't want us fellow wizards to be ranked like that.\There's also Gray and Elfman...\Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome... response:	Anyway, see you tomorrow!
context: Mira-san was what?\I wonder who would win if Fairy Tail held a contest to see who was the strongest?\I don't want us fellow wizards to be ranked like that.\There's also Gray and Elfman...\Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow! response:	Aye...
context: I wonder who would win if Fairy Tail held a contest to see who was the strongest?\I don't want us fellow wizards to be ranked like that.\There's also Gray and Elfman...\Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow!\Aye... response:	What's this?
context: I don't want us fellow wizards to be ranked like that.\There's also Gray and Elfman...\Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow!\Aye...\What's this? response:	I was thinking about giving it to you.
context: There's also Gray and Elfman...\Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow!\Aye...\What's this?\I was thinking about giving it to you. response:	You need the money, right?
context: Gajeel and Juvia are obviously strong too...\Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow!\Aye...\What's this?\I was thinking about giving it to you.\You need the money, right? response:	Fairy Tail is participating in the Harvest Festival.
context: Sure, whatever.\Everyone's awesome...\Anyway, see you tomorrow!\Aye...\What's this?\I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival. response:	Look at the bottom right.
context: Everyone's awesome...\Anyway, see you tomorrow!\Aye...\What's this?\I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right. response:	Miss Fairy Tail Contest?
context: Anyway, see you tomorrow!\Aye...\What's this?\I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest? response:	Aye!
context: Aye...\What's this?\I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest?\Aye! response:	The prize for winning is 500,000 jewel!
context: What's this?\I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel! response:	500,000?
context: I was thinking about giving it to you.\You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel!\500,000? response:	That's seven month's worth of rent! And it's perfect for me!
context: You need the money, right?\Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me! response:	Mira and Cana are participating, but I don't think you'd lose, Lucy.
context: Fairy Tail is participating in the Harvest Festival.\Look at the bottom right.\Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy. response:	Mira-san, too?
context: Look at the bottom right.\Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too? response:	She used to do photo spreads for the Weekly Sorcerer...
context: Miss Fairy Tail Contest?\Aye!\The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer... response:	But I'm younger!
context: Aye!\The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger! response:	So with my fresh new charm...
context: The prize for winning is 500,000 jewel!\500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm... response:	I can do this!
context: 500,000?\That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm...\I can do this! response:	I can get that 500,000!
context: That's seven month's worth of rent! And it's perfect for me!\Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm...\I can do this!\I can get that 500,000! response:	I'm gonna win this thing! Oh, yeah!
context: Mira and Cana are participating, but I don't think you'd lose, Lucy.\Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm...\I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah! response:	Didn't you say something about not wanting your fellow wizards ranked like that?
context: Mira-san, too?\She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm...\I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that? response:	Happy, would you like a yummy fish?
context: She used to do photo spreads for the Weekly Sorcerer...\But I'm younger!\So with my fresh new charm...\I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish? response:	Natsu... So this is what they call human ego...
context: But I'm younger!\So with my fresh new charm...\I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego... response:	This is the town of Shirotsume.
context: So with my fresh new charm...\I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume. response:	The Dark Guild, Ghoul Spirit is to the north-west.
context: I can do this!\I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west. response:	You laughed at us?
context: I can get that 500,000!\I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us? response:	You came for a beating, you punks!
context: I'm gonna win this thing! Oh, yeah!\Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks! response:	Don't let them leave here alive!
context: Didn't you say something about not wanting your fellow wizards ranked like that?\Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive! response:	Honestly, what does a guild like yours that sneaks among the shadows
context: Happy, would you like a yummy fish?\Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows response:	think they are doing making fun of an official guild...
context: Natsu... So this is what they call human ego...\This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild... response:	What happened?
context: This is the town of Shirotsume.\The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened? response:	They turned to stone?
context: The Dark Guild, Ghoul Spirit is to the north-west.\You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened?\They turned to stone? response:	Get'em!
context: You laughed at us?\You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened?\They turned to stone?\Get'em! response:	Go now, my babies!
context: You came for a beating, you punks!\Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened?\They turned to stone?\Get'em!\Go now, my babies! response:	That's enough, Bickslow.
context: Don't let them leave here alive!\Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened?\They turned to stone?\Get'em!\Go now, my babies!\That's enough, Bickslow. response:	What? That's it?
context: Honestly, what does a guild like yours that sneaks among the shadows\think they are doing making fun of an official guild...\What happened?\They turned to stone?\Get'em!\Go now, my babies!\That's enough, Bickslow.\What? That's it? response:	How dare they form a guild, as weak as they are.
context: think they are doing making fun of an official guild...\What happened?\They turned to stone?\Get'em!\Go now, my babies!\That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are. response:	My babies ain't had enough fun yet!
context: What happened?\They turned to stone?\Get'em!\Go now, my babies!\That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet! response:	More!
context: They turned to stone?\Get'em!\Go now, my babies!\That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More! response:	More!
context: Get'em!\Go now, my babies!\That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More!\More! response:	Then I've got something perfect for you...
context: Go now, my babies!\That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More!\More!\Then I've got something perfect for you... response:	Oh, you mean what Laxus was talking about?
context: That's enough, Bickslow.\What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More!\More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about? response:	He's finally going to do it.
context: What? That's it?\How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More!\More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it. response:	I've been waiting for this moment forever!
context: How dare they form a guild, as weak as they are.\My babies ain't had enough fun yet!\More!\More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever! response:	So have my babies!
context: My babies ain't had enough fun yet!\More!\More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever!\So have my babies! response:	Just three of them completely wiped us... wiped Ghoul Spirit out!
context: More!\More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out! response:	That's Fairy Tail's Raijin Tribe... Laxus's personal guard!
context: More!\Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard! response:	My Raijin Tribe is coming back.
context: Then I've got something perfect for you...\Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back. response:	Finally, my moment has come.
context: Oh, you mean what Laxus was talking about?\He's finally going to do it.\I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come. response:	Time for the Fairies to destroy each other.
context: He's finally going to do it.\I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other. response:	Old man, your time is over!
context: I've been waiting for this moment forever!\So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over! response:	The whole city is focused on the Harvest Festival...
context: So have my babies!\Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival... response:	Everyone said they're busy preparing for the Fantasia.
context: Just three of them completely wiped us... wiped Ghoul Spirit out!\That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia. response:	Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!
context: That's Fairy Tail's Raijin Tribe... Laxus's personal guard!\My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent! response:	It'd be nice if Laxus would participate.
context: My Raijin Tribe is coming back.\Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate. response:	Enough about him.
context: Finally, my moment has come.\Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate.\Enough about him. response:	I heard from Levy that he's returned to town.
context: Time for the Fairies to destroy each other.\Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate.\Enough about him.\I heard from Levy that he's returned to town. response:	He's what?
context: Old man, your time is over!\The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate.\Enough about him.\I heard from Levy that he's returned to town.\He's what? response:	Master...
context: The whole city is focused on the Harvest Festival...\Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate.\Enough about him.\I heard from Levy that he's returned to town.\He's what?\Master... response:	He had to come back now, of all times...
context: Everyone said they're busy preparing for the Fantasia.\Yes, since this is Fairy Tail's grand parade that's the pride of the entire continent!\It'd be nice if Laxus would participate.\Enough about him.\I heard from Levy that he's returned to town.\He's what?\Master...\He had to come back now, of all times... response:	Gramps, Gramps!
