context: Sorry to keep you waiting, Ayato. response:	- That was a close shave, wasn't it? - Claudia!
context: because they've had it with humans.\There was nothing she enjoyed more than caring for plants.\She couldn't even bring herself to kill an insect.\Whenever beautiful flowers came into bloom,\she would get so excited.\Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday response:	was the result of Ophelia going berserk.
context: There was nothing she enjoyed more than caring for plants.\She couldn't even bring herself to kill an insect.\Whenever beautiful flowers came into bloom,\she would get so excited.\Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk. response:	It used to be an Integrated Enterprise Foundation lab called Frauenlob...
context: She couldn't even bring herself to kill an insect.\Whenever beautiful flowers came into bloom,\she would get so excited.\Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob... response:	once conducted a certain kind of research.
context: Whenever beautiful flowers came into bloom,\she would get so excited.\Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research. response:	Namely...
context: she would get so excited.\Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely... response:	creating manufactured Genestella.
context: Then...\what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely...\creating manufactured Genestella. response:	And the guinea pig for this experiment...
context: what about yesterday?\That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely...\creating manufactured Genestella.\And the guinea pig for this experiment... response:	was the person they took away as collateral for the orphanage's debt.
context: That gutted building you saw on the snowy plain yesterday\was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely...\creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt. response:	Ophelia!
context: was the result of Ophelia going berserk.\It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely...\creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia! response:	As a result,
context: It used to be an Integrated Enterprise Foundation lab called Frauenlob...\once conducted a certain kind of research.\Namely...\creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result, response:	Ophelia, who wasn't even a member of the Genestella,
context: once conducted a certain kind of research.\Namely...\creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella, response:	is now the most powerful Strega in the world.
context: Namely...\creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world. response:	Meaning that the research was successful?
context: creating manufactured Genestella.\And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful? response:	No.
context: And the guinea pig for this experiment...\was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful?\No. response:	To this day, the ground below that abandoned building is rotten.
context: was the person they took away as collateral for the orphanage's debt.\Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten. response:	Not even so much as a blade of grass will grow there.
context: Ophelia!\As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there. response:	The price she had to pay for the power she'd gained...
context: As a result,\Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained... response:	When I saw her again in Asterisk,
context: Ophelia, who wasn't even a member of the Genestella,\is now the most powerful Strega in the world.\Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk, response:	I could see that she had changed.
context: is now the most powerful Strega in the world.\Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed. response:	It was as if she'd given up on her past and herself, and abandoned everything.
context: Meaning that the research was successful?\No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything. response:	OPHELIA!
context: No.\To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA! response:	I'M NOT ASKING YOU TO COME BACK!
context: To this day, the ground below that abandoned building is rotten.\Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK! response:	You know what I'm talking about.
context: Not even so much as a blade of grass will grow there.\The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about. response:	BUT... AT LEAST...
context: The price she had to pay for the power she'd gained...\When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST... response:	Ophelia's uncommonly intense power is a double-edged sword
context: When I saw her again in Asterisk,\I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword response:	STOP FIGHTING
context: I could see that she had changed.\It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING response:	that eats away at her, the more she uses it.
context: It was as if she'd given up on her past and herself, and abandoned everything.\OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it. response:	RECKLESSLY!
context: OPHELIA!\I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY! response:	IF YOU WANT YOUR WISH TO COME TRUE
context: I'M NOT ASKING YOU TO COME BACK!\You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE response:	I wanted to stop her from further recklessness, but...
context: You know what I'm talking about.\BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but... response:	FIGHT ME... AND...
context: BUT... AT LEAST...\Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND... response:	DEFEAT ME...
context: Ophelia's uncommonly intense power is a double-edged sword\STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME... response:	The result was... well, I shouldn't have to spell it out for you.
context: STOP FIGHTING\that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you. response:	I'm sorry I dragged you into this.
context: that eats away at her, the more she uses it.\RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this. response:	But now I'm going to finish this on my own.
context: RECKLESSLY!\IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own. response:	Otherwise, Ophelia would never get it.
context: IF YOU WANT YOUR WISH TO COME TRUE\I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it. response:	Roger that.
context: I wanted to stop her from further recklessness, but...\FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that. response:	So anyway, you two playing possum over there...
context: FIGHT ME... AND...\DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there... response:	I'm counting on you, too.
context: DEFEAT ME...\The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too. response:	So you were onto us.
context: The result was... well, I shouldn't have to spell it out for you.\I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us. response:	Sorry about that!
context: I'm sorry I dragged you into this.\But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us.\Sorry about that! response:	Never mind.
context: But now I'm going to finish this on my own.\Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us.\Sorry about that!\Never mind. response:	Anyway, we need to make Gustave Marlowe our top priority.
context: Otherwise, Ophelia would never get it.\Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us.\Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority. response:	Right.
context: Roger that.\So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us.\Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right. response:	Has he attacked anyone else since then?
context: So anyway, you two playing possum over there...\I'm counting on you, too.\So you were onto us.\Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then? response:	No. You don't have to worry about that.
context: I'm counting on you, too.\So you were onto us.\Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then?\No. You don't have to worry about that. response:	We've raised the threat level throughout the capital
context: So you were onto us.\Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital response:	and we've bolstered our security forces significantly.
context: Sorry about that!\Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly. response:	Just in case, I had them send some forces over to the orphanage, as well.
context: Never mind.\Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well. response:	If he does show his face somewhere, it would be...
context: Anyway, we need to make Gustave Marlowe our top priority.\Right.\Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be... response:	B-B-B-B-Bad news, Princess!
context: Right.\Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess! response:	Flora? What's wrong?
context: Has he attacked anyone else since then?\No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong? response:	Why are you panicking?
context: No. You don't have to worry about that.\We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking? response:	R-Right!
context: We've raised the threat level throughout the capital\and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking?\R-Right! response:	Something is wrong with the city!
context: and we've bolstered our security forces significantly.\Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking?\R-Right!\Something is wrong with the city! response:	There are all these giant lizard things,
context: Just in case, I had them send some forces over to the orphanage, as well.\If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking?\R-Right!\Something is wrong with the city!\There are all these giant lizard things, response:	about this big, flying through the sky!
context: If he does show his face somewhere, it would be...\B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking?\R-Right!\Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky! response:	Are those things attacking people?
context: B-B-B-B-Bad news, Princess!\Flora? What's wrong?\Why are you panicking?\R-Right!\Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people? response:	N-No, not quite.
context: Flora? What's wrong?\Why are you panicking?\R-Right!\Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people?\N-No, not quite. response:	Since the entire police force is dealing with them,
context: Why are you panicking?\R-Right!\Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them, response:	there hasn't been a lot of damage yet, for now.
context: R-Right!\Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now. response:	What?
context: Something is wrong with the city!\There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What? response:	The entire force, did you say?
context: There are all these giant lizard things,\about this big, flying through the sky!\Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say? response:	So the police unit guarding the orphanage as well...
context: about this big, flying through the sky!\Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say?\So the police unit guarding the orphanage as well... response:	Yes, I hear they've all gone into the city.
context: Are those things attacking people?\N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city. response:	Damn!
context: N-No, not quite.\Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn! response:	Julis, calm down!
context: Since the entire police force is dealing with them,\there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn!\Julis, calm down! response:	Gustave knows what he's doing!
context: there hasn't been a lot of damage yet, for now.\What?\The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn!\Julis, calm down!\Gustave knows what he's doing! response:	They wouldn't think twice about forsaking the orphanage,
context: What?\The entire force, did you say?\So the police unit guarding the orphanage as well...\Yes, I hear they've all gone into the city.\Damn!\Julis, calm down!\Gustave knows what he's doing!\They wouldn't think twice about forsaking the orphanage, response:	and that this would be a good diversionary tactic to draw us out!
