context: Why can't you just sleep here? response:	Now
context: Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth. response:	Why would she suggest sleeping in here?
context: Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here? response:	Don't tell me!
context: And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me! response:	Come to me.
context: Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me!\Come to me. response:	I'll teach you everything you need to know.
context: Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me!\Come to me.\I'll teach you everything you need to know. response:	Jiggle
context: It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me!\Come to me.\I'll teach you everything you need to know.\Jiggle response:	Th-Thank you!
context: Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me!\Come to me.\I'll teach you everything you need to know.\Jiggle\Th-Thank you! response:	Did Gran flip her switch? Is she turned on now?
context: Damn, my heart's about to jump out my mouth.\Why would she suggest sleeping in here?\Don't tell me!\Come to me.\I'll teach you everything you need to know.\Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now? response:	Click
context: Why would she suggest sleeping in here?\Don't tell me!\Come to me.\I'll teach you everything you need to know.\Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click response:	Pant
context: Don't tell me!\Come to me.\I'll teach you everything you need to know.\Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click\Pant response:	Huh?
context: Come to me.\I'll teach you everything you need to know.\Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click\Pant\Huh? response:	Huh?
context: I'll teach you everything you need to know.\Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click\Pant\Huh?\Huh? response:	Cough
context: Jiggle\Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click\Pant\Huh?\Huh?\Cough response:	Don't just kick me out of the blue!
context: Th-Thank you!\Did Gran flip her switch? Is she turned on now?\Click\Pant\Huh?\Huh?\Cough\Don't just kick me out of the blue! response:	What was that for?!
context: Did Gran flip her switch? Is she turned on now?\Click\Pant\Huh?\Huh?\Cough\Don't just kick me out of the blue!\What was that for?! response:	Cough
context: Click\Pant\Huh?\Huh?\Cough\Don't just kick me out of the blue!\What was that for?!\Cough response:	What was that look on your face?!
context: Pant\Huh?\Huh?\Cough\Don't just kick me out of the blue!\What was that for?!\Cough\What was that look on your face?! response:	It felt like an attack on me by itself!
context: Huh?\Huh?\Cough\Don't just kick me out of the blue!\What was that for?!\Cough\What was that look on your face?!\It felt like an attack on me by itself! response:	L-Like I would ever want you!
context: Huh?\Cough\Don't just kick me out of the blue!\What was that for?!\Cough\What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you! response:	Don't get full of yourself!
context: Cough\Don't just kick me out of the blue!\What was that for?!\Cough\What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself! response:	You drank some beer, too!
context: Don't just kick me out of the blue!\What was that for?!\Cough\What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too! response:	Maybe not, but your lust couldn't have been more obvious!
context: What was that for?!\Cough\What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious! response:	Don't get the wrong idea.
context: Cough\What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea. response:	I said you could sleep here because I'd feel bad making you sleep in the hallway!
context: What was that look on your face?!\It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway! response:	Customers have the right to the service they pay for!
context: It felt like an attack on me by itself!\L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for! response:	Wha...
context: L-Like I would ever want you!\Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha... response:	You wanna go to court?
context: Don't get full of yourself!\You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha...\You wanna go to court? response:	If you even think about making a move, I'll see you in Tokyo District Court.
context: You drank some beer, too!\Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court. response:	She means it!
context: Maybe not, but your lust couldn't have been more obvious!\Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it! response:	Well, I have trained in the art of self-defense,
context: Don't get the wrong idea.\I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense, response:	so try anything weird and it'll be met with a swift response.
context: I said you could sleep here because I'd feel bad making you sleep in the hallway!\Customers have the right to the service they pay for!\Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response. response:	Goodnight.
context: Customers have the right to the service they pay for!\Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight. response:	Nashigi-kan
context: Wha...\You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan response:	Yeah, I can't sleep at all.
context: You wanna go to court?\If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan\Yeah, I can't sleep at all. response:	Ba-dump
context: If you even think about making a move, I'll see you in Tokyo District Court.\She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump response:	Like she wasn't already making my heart race enough lately!
context: She means it!\Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately! response:	Actually, I wonder how she feels about me.
context: Well, I have trained in the art of self-defense,\so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me. response:	You put your life on the line for her.
context: so try anything weird and it'll be met with a swift response.\Goodnight.\Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her. response:	If that's not love, then what the hell is?
context: Goodnight.\Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is? response:	Hey, Mizuhara.
context: Nashigi-kan\Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara. response:	Why'd you go to such lengths to save me?
context: Yeah, I can't sleep at all.\Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me? response:	I'm just a client, aren't I?
context: Ba-dump\Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I? response:	Guess she's asleep.
context: Like she wasn't already making my heart race enough lately!\Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep. response:	Given what she said about self-defense,
context: Actually, I wonder how she feels about me.\You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense, response:	maybe she's had to face a dangerous situation or two before.
context: You put your life on the line for her.\If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before. response:	She's so tiny, but she's been out fighting the world and working.
context: If that's not love, then what the hell is?\Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working. response:	She's a thousand times more mature than me,
context: Hey, Mizuhara.\Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me, response:	stronger,
context: Why'd you go to such lengths to save me?\I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger, response:	kinder,
context: I'm just a client, aren't I?\Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger,\kinder, response:	and more righteous.
context: Guess she's asleep.\Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger,\kinder,\and more righteous. response:	I wanna get to know her better.
context: Given what she said about self-defense,\maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger,\kinder,\and more righteous.\I wanna get to know her better. response:	Hey, do we... really have to tell them we broke up?
context: maybe she's had to face a dangerous situation or two before.\She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger,\kinder,\and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up? response:	I mean, I get it.
context: She's so tiny, but she's been out fighting the world and working.\She's a thousand times more mature than me,\stronger,\kinder,\and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it. response:	I'm a total piece of trash, and a problem client.
context: She's a thousand times more mature than me,\stronger,\kinder,\and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client. response:	You gain nothing by sticking with me.
context: stronger,\kinder,\and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me. response:	I'm just a total bother.
context: kinder,\and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother. response:	But something weird's happening to me.
context: and more righteous.\I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me. response:	I feel like I can change, like I can grow, when I'm with you.
context: I wanna get to know her better.\Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you. response:	Like the whole ferry thing... I became a different guy.
context: Hey, do we... really have to tell them we broke up?\I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy. response:	I know we're lying to our grandmas.
context: I mean, I get it.\I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas. response:	I do feel really bad that I dragged you into this mess.
context: I'm a total piece of trash, and a problem client.\You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess. response:	And I am prepared to tell them we broke up as soon as tomorrow.
context: You gain nothing by sticking with me.\I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow. response:	But, you know, if I can...
context: I'm just a total bother.\But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can... response:	I want to keep renting you out!
context: But something weird's happening to me.\I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out! response:	Sure.
context: I feel like I can change, like I can grow, when I'm with you.\Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out!\Sure. response:	You can rent me out for just a little while longer.
context: Like the whole ferry thing... I became a different guy.\I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out!\Sure.\You can rent me out for just a little while longer. response:	M-Mizuhara?
context: I know we're lying to our grandmas.\I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out!\Sure.\You can rent me out for just a little while longer.\M-Mizuhara? response:	Wait, she was awake?
context: I do feel really bad that I dragged you into this mess.\And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out!\Sure.\You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake? response:	The whole concept of rental girlfriends exists to help the clients,
context: And I am prepared to tell them we broke up as soon as tomorrow.\But, you know, if I can...\I want to keep renting you out!\Sure.\You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients, response:	many of whom want to become better people.
context: But, you know, if I can...\I want to keep renting you out!\Sure.\You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people. response:	I get that today was just not a good day to break the news in any way.
context: I want to keep renting you out!\Sure.\You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way. response:	But the lying needs to stop as soon as possible,
context: Sure.\You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible, response:	in a way that doesn't hurt them.
context: You can rent me out for just a little while longer.\M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them. response:	This has to be our top priority.
context: M-Mizuhara?\Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority. response:	And the best way to do that would be for you to get a real girlfriend.
context: Wait, she was awake?\The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend. response:	So good luck. Your growth has a lot riding on it.
context: The whole concept of rental girlfriends exists to help the clients,\many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it. response:	A Few Days Later
context: many of whom want to become better people.\I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later response:	So, uh, the two of us...
context: I get that today was just not a good day to break the news in any way.\But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us... response:	decided to keep dating for now.
context: But the lying needs to stop as soon as possible,\in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us...\decided to keep dating for now. response:	Oh, really? Glad you changed your minds.
context: in a way that doesn't hurt them.\This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds. response:	That takes a load off my mind!
context: This has to be our top priority.\And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind! response:	Yeah, there was no way you'd let someone like her go.
context: And the best way to do that would be for you to get a real girlfriend.\So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go. response:	I-I guess.
context: So good luck. Your growth has a lot riding on it.\A Few Days Later\So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess. response:	Did you fall for him all over again after he risked his life for you?
context: A Few Days Later\So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you? response:	I-I guess?
context: So, uh, the two of us...\decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess? response:	Why'd we have to tell your friends about it, too?!
context: decided to keep dating for now.\Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?! response:	I'm so jelly. I want a girlfriend, too!
context: Oh, really? Glad you changed your minds.\That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too! response:	Start by getting rid of the mohawk, then.
context: That takes a load off my mind!\Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then. response:	There's no telling when Kibe will tattle to Gran otherwise!
context: Yeah, there was no way you'd let someone like her go.\I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise! response:	I hate this!
context: I-I guess.\Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this! response:	Congrats!
context: Did you fall for him all over again after he risked his life for you?\I-I guess?\Why'd we have to tell your friends about it, too?!\I'm so jelly. I want a girlfriend, too!\Start by getting rid of the mohawk, then.\There's no telling when Kibe will tattle to Gran otherwise!\I hate this!\Congrats! response:	So envious...
