context: Hello! response:	English Grammar Workout: 700+ Tough Drills
context: You're Here, I'm Here\Oh, right! That DVD I wanted is out today.\Come with me to pick it up later.\Urgh...\I'll let you borrow it later!\The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that... response:	-Yoshikawa's been giving me lots of attention. -And not just that...
context: Oh, right! That DVD I wanted is out today.\Come with me to pick it up later.\Urgh...\I'll let you borrow it later!\The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that... response:	-Are you even listening to me right now?
context: Come with me to pick it up later.\Urgh...\I'll let you borrow it later!\The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now? response:	-I am, thank you! -Are you even listening to me right now?
context: Urgh...\I'll let you borrow it later!\The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now? response:	-I am, thank you!
context: I'll let you borrow it later!\The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you! response:	Ugh, you're so annoy-
context: The actor playing the shopkeeper is so hot!\-And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy- response:	Kono-san!
context: -And not just that...\-Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy-\Kono-san! response:	You okay?! I'm so sorry!
context: -Ever since Hori and Miyamura started dating, -And not just that...\-Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry! response:	No, I was the one who ran into you.
context: -Yoshikawa's been giving me lots of attention. -And not just that...\-Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you. response:	How embarrassing.
context: -Are you even listening to me right now?\-I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing. response:	Hold on a sec!
context: -I am, thank you! -Are you even listening to me right now?\-I am, thank you!\Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing.\Hold on a sec! response:	I'll be right back!
context: -I am, thank you!\Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing.\Hold on a sec!\I'll be right back! response:	Oh, okay.
context: Ugh, you're so annoy-\Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing.\Hold on a sec!\I'll be right back!\Oh, okay. response:	Sorry! We gotta watch where we're going.
context: Kono-san!\You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing.\Hold on a sec!\I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going. response:	No, you're fine.
context: You okay?! I'm so sorry!\No, I was the one who ran into you.\How embarrassing.\Hold on a sec!\I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine. response:	I really hope it doesn't leave a stain.
context: No, I was the one who ran into you.\How embarrassing.\Hold on a sec!\I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain. response:	Hey, Yoshikawa-san...
context: How embarrassing.\Hold on a sec!\I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san... response:	A-Are you dating Ishikawa-kun?
context: Hold on a sec!\I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun? response:	No, we're not dating.
context: I'll be right back!\Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating. response:	Oh.
context: Oh, okay.\Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh. response:	I wasn't sure if you'd be able to wear that home, Kono-san.
context: Sorry! We gotta watch where we're going.\No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san. response:	And I figured Yoshikawa's is probably too small...
context: No, you're fine.\I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small... response:	Ishikawa
context: I really hope it doesn't leave a stain.\Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa response:	And I figured Yoshikawa's is probably too small...
context: Hey, Yoshikawa-san...\A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small... response:	Ishikawa
context: A-Are you dating Ishikawa-kun?\No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa response:	Mine's gonna be big, but at least it's something. Sorry again!
context: No, we're not dating.\Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again! response:	Mine's gonna be big, but at least it's something. Sorry again!
context: Oh.\I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again! response:	Huh?! You want me to wear this?
context: I wasn't sure if you'd be able to wear that home, Kono-san.\And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this? response:	Oh, crap, I should've just brought you yours!
context: And I figured Yoshikawa's is probably too small...\Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours! response:	No! I'll borrow yours! Thank you!
context: Ishikawa\And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you! response:	Student Council Room
context: And I figured Yoshikawa's is probably too small...\Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room response:	What's with the jacket?
context: Ishikawa\Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket? response:	It's a long story.
context: Mine's gonna be big, but at least it's something. Sorry again!\Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket?\It's a long story. response:	Where's Remi?
context: Mine's gonna be big, but at least it's something. Sorry again!\Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket?\It's a long story.\Where's Remi? response:	Oh, she had to head home to take care of some stuff.
context: Huh?! You want me to wear this?\Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket?\It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff. response:	She did open the window, though.
context: Oh, crap, I should've just brought you yours!\No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket?\It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though. response:	She's keeping on top of her window duty, huh.
context: No! I'll borrow yours! Thank you!\Student Council Room\What's with the jacket?\It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh. response:	Hey, Sengoku-kun. What is it that you like about her?
context: Student Council Room\What's with the jacket?\It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her? response:	I can't believe you're asking me that, too.
context: What's with the jacket?\It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too. response:	I-Is it that shocking for me to ask?!
context: It's a long story.\Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?! response:	Sorry, sorry.
context: Where's Remi?\Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry. response:	I guess the fact that she's not very strong, so she needs me around.
context: Oh, she had to head home to take care of some stuff.\She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around. response:	So you want someone weak to stand next to you to make you look strong?
context: She did open the window, though.\She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong? response:	No, that's not it! I don't control her, just, like, I want to protect her!
context: She's keeping on top of her window duty, huh.\Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her! response:	She makes me want to protect her.
context: Hey, Sengoku-kun. What is it that you like about her?\I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her. response:	But that's kind of what I like about her.
context: I can't believe you're asking me that, too.\I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her. response:	I'm not even that strong in the first place.
context: I-Is it that shocking for me to ask?!\Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place. response:	But Remi makes me want to be stronger, if just for her sake.
context: Sorry, sorry.\I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake. response:	Because she's behind me, pushing me forward,
context: I guess the fact that she's not very strong, so she needs me around.\So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward, response:	I have the strength to give her the push she needs, too.
context: So you want someone weak to stand next to you to make you look strong?\No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too. response:	In the end, she's protecting me.
context: No, that's not it! I don't control her, just, like, I want to protect her!\She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me. response:	Just like how she protects you, right, Sakura?
context: She makes me want to protect her.\But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura? response:	You look really cute, Sakura!
context: But that's kind of what I like about her.\I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura! response:	Yeah, she does.
context: I'm not even that strong in the first place.\But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does. response:	She gives me courage.
context: But Remi makes me want to be stronger, if just for her sake.\Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does.\She gives me courage. response:	Courage to try just a little bit harder.
context: Because she's behind me, pushing me forward,\I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does.\She gives me courage.\Courage to try just a little bit harder. response:	Ishikawa-kun?
context: I have the strength to give her the push she needs, too.\In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does.\She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun? response:	Oh, hey, Kono-san.
context: In the end, she's protecting me.\Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does.\She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san. response:	Thank you for lending me this.
context: Just like how she protects you, right, Sakura?\You look really cute, Sakura!\Yeah, she does.\She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this. response:	Sorry it took me so long to give it back. I wanted to wash it first.
context: You look really cute, Sakura!\Yeah, she does.\She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first. response:	Aww, you didn't have to go through all that trouble!
context: Yeah, she does.\She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble! response:	-It's okay. Thank you again for the help.
context: She gives me courage.\Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help. response:	-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.
context: Courage to try just a little bit harder.\Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help. response:	-Ishikawa! Can I borrow you, dude?
context: Ishikawa-kun?\Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? response:	Coming!
context: Oh, hey, Kono-san.\Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming! response:	Later.
context: Thank you for lending me this.\Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming!\Later. response:	Hey, uh...
context: Sorry it took me so long to give it back. I wanted to wash it first.\Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming!\Later.\Hey, uh... response:	I-I made too many cookies, so, uh...
context: Aww, you didn't have to go through all that trouble!\-It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming!\Later.\Hey, uh...\I-I made too many cookies, so, uh... response:	Huh? Are those for me? Sweet, thanks!
context: -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming!\Later.\Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks! response:	I-I hope you like them!
context: -Ishikawa! Can I borrow you, dude? -It's okay. Thank you again for the help.\-Ishikawa! Can I borrow you, dude?\Coming!\Later.\Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them! response:	Yo, these are great! I'm impressed!
context: -Ishikawa! Can I borrow you, dude?\Coming!\Later.\Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed! response:	Especially these sakura -pink ones!
context: Coming!\Later.\Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones! response:	D-Do you like Sakura?
context: Later.\Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura? response:	Sakura? Yeah, I love sakura.
context: Hey, uh...\I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura. response:	Ishikawa!
context: I-I made too many cookies, so, uh...\Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa! response:	I said I'm coming!
context: Huh? Are those for me? Sweet, thanks!\I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming! response:	Sorry!
context: I-I hope you like them!\Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming!\Sorry! response:	Oh, but if you make these again, bring more! I love'em!
context: Yo, these are great! I'm impressed!\Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em! response:	Took you long enough!
context: Especially these sakura -pink ones!\D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough! response:	Gimme a break!
context: D-Do you like Sakura?\Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break! response:	Nice! I got the last one-
context: Sakura? Yeah, I love sakura.\Ishikawa!\I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break!\Nice! I got the last one- response:	Why'd you do that, Yuki? You've been looking for that forever.
context: Ishikawa!\I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever. response:	She looked like she wanted it, and I can always find it another day.
context: I said I'm coming!\Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day. response:	It's no biggie.
context: Sorry!\Oh, but if you make these again, bring more! I love'em!\Took you long enough!\Gimme a break!\Nice! I got the last one-\Why'd you do that, Yuki? You've been looking for that forever.\She looked like she wanted it, and I can always find it another day.\It's no biggie. response:	Ishikawa, someone's lookin' for ya!
