context: Wise Woman Beatrix. response:	Shibiladula Reladibula.
context: Yes, the Cavendish family has been having issues for quite some time.\But the teachers tried to stop her, right?\You all tried to stop her, right?\Oh, she's back.\Those who leave Luna Nova behind them are to do so secretly, in the dead of night. That is our custom.\Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out. response:	I-I can't just sit idly by when my rival's running away.
context: But the teachers tried to stop her, right?\You all tried to stop her, right?\Oh, she's back.\Those who leave Luna Nova behind them are to do so secretly, in the dead of night. That is our custom.\Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away. response:	I-I can't just sit idly by as my rival runs away.
context: You all tried to stop her, right?\Oh, she's back.\Those who leave Luna Nova behind them are to do so secretly, in the dead of night. That is our custom.\Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away. response:	If you have complained to your satisfaction...
context: Oh, she's back.\Those who leave Luna Nova behind them are to do so secretly, in the dead of night. That is our custom.\Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction... response:	You know, coming to Luna Nova was always my dream.
context: Those who leave Luna Nova behind them are to do so secretly, in the dead of night. That is our custom.\Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream. response:	I am the inheritor of the long-standing house of Cavendish.
context: Those who depart Luna Nova are to do so secretly in the dead of night. That is our custom.\The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish. response:	And I have a duty to protect it.
context: The attitude of disdain you display for tradition and history truly infuriates me.\Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it. response:	I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.
context: Though I do not recall needing your permission to drop out.\I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past. response:	Instead of worrying about me, shouldn't you be putting more effort into finding the Words?
context: I-I can't just sit idly by when my rival's running away.\I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words? response:	Instead of worrying about me, how about putting more effort into finding the Words?
context: I-I can't just sit idly by as my rival runs away.\If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words? response:	Yes, I uncovered them in my own research.
context: If you have complained to your satisfaction...\You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research. response:	The Grand Triskelion sealed by the Nine Olde Witches.
context: You know, coming to Luna Nova was always my dream.\I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches. response:	By acquiring its power, I could save a great many people,
context: I am the inheritor of the long-standing house of Cavendish.\And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people, response:	Train yourself, and become a witch worthy of the Grand Triskelion's Words.
context: And I have a duty to protect it.\I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words. response:	I did not dislike the professors I had or the friends I made.
context: I'm not surprised you wouldn't understand, given how you seem unable to reflect on wonders of the past.\Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made. response:	They live in Wellingborough.
context: Instead of worrying about me, shouldn't you be putting more effort into finding the Words?\Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough. response:	It had been my own selfish request to enroll.
context: Instead of worrying about me, how about putting more effort into finding the Words?\Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll. response:	I should have resolved myself much sooner.
context: Yes, I uncovered them in my own research.\The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner. response:	I should have resolved myself earlier.
context: The Grand Triskelion sealed by the Nine Olde Witches.\By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier. response:	This much was enough, I think.
context: By acquiring its power, I could save a great many people,\Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think. response:	Please, it was enough.
context: Train yourself, and become a witch worthy of the Grand Triskelion's Words.\I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough. response:	I have more than satisfied my desires.
context: I did not dislike the professors I had or the friends I made.\They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires. response:	I was not expecting this much disarray.
context: They live in Wellingborough.\It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray. response:	Well, well, I was wondering who could have arrived at this hour.
context: It had been my own selfish request to enroll.\I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour. response:	Well, well, I was wondering who could have come at this hour.
context: I should have resolved myself much sooner.\I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour. response:	When I heard footsteps, I had assumed it was a burglar.
context: I should have resolved myself earlier.\This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar. response:	Yes, you certainly surprised me, arriving without so much as a call.
context: This much was enough, I think.\Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call. response:	Not to mention at this hour of the night.
context: Please, it was enough.\I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night. response:	Not to mention the time of night.
context: I have more than satisfied my desires.\I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night. response:	There is something that worries me, so I will be staying for the time being.
context: I was not expecting this much disarray.\Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being. response:	We'll be hosting a visitor you are well acquainted with today.
context: Well, well, I was wondering who could have arrived at this hour.\Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today. response:	We can discuss the remainder later at our leisure.
context: Well, well, I was wondering who could have come at this hour.\When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure. response:	We'll speak again later.
context: When I heard footsteps, I had assumed it was a burglar.\Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later. response:	Ruined? It did take a strange turn, but our guests sang nothing but praises for it.
context: Yes, you certainly surprised me, arriving without so much as a call.\Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it. response:	In any case, it should be a simple matter for a witch to fly to Wedingburgh.
context: Not to mention at this hour of the night.\Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh. response:	In any case, it should be a simple matter for a witch to fly to Wellingborough.
context: Not to mention the time of night.\There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough. response:	Call it a trick of fate that we encountered each other.
context: There is something that worries me, so I will be staying for the time being.\We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other. response:	After the referees called the shot just before the buzzer good,
context: We'll be hosting a visitor you are well acquainted with today.\We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good, response:	When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.
context: We can discuss the remainder later at our leisure.\We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted. response:	the rage of our nation's fans literally exploded.
context: We'll speak again later.\Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded. response:	They continued rioting as an angry mob formed,
context: Ruined? It did take a strange turn, but our guests sang nothing but praises for it.\In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed, response:	and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.
context: In any case, it should be a simple matter for a witch to fly to Wedingburgh.\In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos. response:	Honestly, I'm ashamed a silly ball game turned into this uproar.
context: In any case, it should be a simple matter for a witch to fly to Wellingborough.\Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar. response:	We're so pleased that you're here!
context: Call it a trick of fate that we encountered each other.\After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here! response:	We have been awaiting you, Earl Hanbridge.
context: After the referees called the shot just before the buzzer good,\When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge. response:	I am so truly grateful you've come.
context: When the referee counted the goal just before the end of regulation time, our national supporters's rage erupted.\the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come. response:	Minister of State, Paul Hanbridge, and handsome Andrew!
context: the rage of our nation's fans literally exploded.\They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew! response:	Who is that?
context: They continued rioting as an angry mob formed,\and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that? response:	Oh, is this your friend?
context: and a fight broke out with the opposing nation's fans, throwing the entire stadium into chaos.\Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend? response:	And would you care to explain why you're together?
context: Honestly, I'm ashamed a silly ball game turned into this uproar.\We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend?\And would you care to explain why you're together? response:	Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.
context: We're so pleased that you're here!\We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient. response:	True, she does have the air of a phony witch about her.
context: We have been awaiting you, Earl Hanbridge.\I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her. response:	Is she one of Diana's groupies?
context: I am so truly grateful you've come.\Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies? response:	Perhaps she's come to attempt to work her way into the Cavendish family.
context: Minister of State, Paul Hanbridge, and handsome Andrew!\Who is that?\Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family. response:	She is as much a witch as I!
context: Who is that?\Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family.\She is as much a witch as I! response:	And I will not allow such a disrespectful attitude towards my guest.
context: Oh, is this your friend?\And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family.\She is as much a witch as I!\And I will not allow such a disrespectful attitude towards my guest. response:	Lady...
context: And would you care to explain why you're together?\Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family.\She is as much a witch as I!\And I will not allow such a disrespectful attitude towards my guest.\Lady... response:	Anyway, this is a nice mansion you've got here.
context: Are you one of Diana's friends? I'm not well acquainted with witch lineages from the Orient.\True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family.\She is as much a witch as I!\And I will not allow such a disrespectful attitude towards my guest.\Lady...\Anyway, this is a nice mansion you've got here. response:	Please listen to the Lady's request.
context: True, she does have the air of a phony witch about her.\Is she one of Diana's groupies?\Perhaps she's come to attempt to work her way into the Cavendish family.\She is as much a witch as I!\And I will not allow such a disrespectful attitude towards my guest.\Lady...\Anyway, this is a nice mansion you've got here.\Please listen to the Lady's request. response:	This pains me.
