context: Editorial Department response:	Shounen Jack
context: I want to grow.\I'll just do as much as I can.\I want to try it!\With PCP still running, you'll work on Rabuta, and I'll handle the one-shot's storyboard.\If we can pull this off, we'll expand our horizons.\Ashirogi Mutou will become something greater!\You're right.\Ashirogi response:	Hiramaru
context: I'll just do as much as I can.\I want to try it!\With PCP still running, you'll work on Rabuta, and I'll handle the one-shot's storyboard.\If we can pull this off, we'll expand our horizons.\Ashirogi Mutou will become something greater!\You're right.\Ashirogi\Hiramaru response:	Even if we're working on different manga, we're still Ashirogi Mutou!
context: I want to try it!\With PCP still running, you'll work on Rabuta, and I'll handle the one-shot's storyboard.\If we can pull this off, we'll expand our horizons.\Ashirogi Mutou will become something greater!\You're right.\Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou! response:	Yeah!
context: With PCP still running, you'll work on Rabuta, and I'll handle the one-shot's storyboard.\If we can pull this off, we'll expand our horizons.\Ashirogi Mutou will become something greater!\You're right.\Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah! response:	A special one-shot with center color spread on page 45
context: If we can pull this off, we'll expand our horizons.\Ashirogi Mutou will become something greater!\You're right.\Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45 response:	A special one-shot with center color spread on page 45
context: Ashirogi Mutou will become something greater!\You're right.\Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45 response:	Rabuta Peace
context: You're right.\Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace response:	Rabuta Peace
context: Ashirogi\Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace response:	Original work: Kido Takaaki Artist: Shiratori Shun
context: Hiramaru\Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun response:	Original work: Kido Takaaki Artist: Shiratori Shun
context: Even if we're working on different manga, we're still Ashirogi Mutou!\Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun response:	ano ne moshimo ima sugu ni kimi no moto he to
context: Yeah!\A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to response:	Hey, if I could go to where you are right now
context: A special one-shot with center color spread on page 45\A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now response:	ikeru naraba kono koe ga nakunattemo ii ya
context: A special one-shot with center color spread on page 45\Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya response:	then I could accept losing my voice
context: Rabuta Peace\Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice response:	mezasu basho ga amari ni mo tooku
context: Rabuta Peace\Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku response:	The goals I've set myself seem impossible to reach,
context: Original work: Kido Takaaki Artist: Shiratori Shun\Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach, response:	boku wa mou michi ni mayoisou da
context: Original work: Kido Takaaki Artist: Shiratori Shun\ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da response:	and I feel lost on my path
context: ano ne moshimo ima sugu ni kimi no moto he to\Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path response:	kowareta jishaku wo ate ni shiteru n da
context: Hey, if I could go to where you are right now\ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da response:	I'm relying on a broken compass and hiding in another's shadow
context: ikeru naraba kono koe ga nakunattemo ii ya\then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow response:	dareka no kage ni kakurete sa
context: then I could accept losing my voice\mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa response:	If we keep letting go of some things in order to find something else,
context: mezasu basho ga amari ni mo tooku\The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else, response:	then I'm convinced we can never grow up
context: The goals I've set myself seem impossible to reach,\boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up response:	tsuzukete mo kitto bokura wa otona ni wa narenai
context: boku wa mou michi ni mayoisou da\and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai response:	narenai
context: and I feel lost on my path\kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai response:	Never
context: kowareta jishaku wo ate ni shiteru n da\I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never response:	Punch and Independence
context: I'm relying on a broken compass and hiding in another's shadow\dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never\Punch and Independence response:	Punch and Independence
context: dareka no kage ni kakurete sa\If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never\Punch and Independence\Punch and Independence response:	Sun
context: If we keep letting go of some things in order to find something else,\then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never\Punch and Independence\Punch and Independence\Sun response:	Mon
context: then I'm convinced we can never grow up\tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never\Punch and Independence\Punch and Independence\Sun\Mon response:	Tues
context: tsuzukete mo kitto bokura wa otona ni wa narenai\narenai\Never\Punch and Independence\Punch and Independence\Sun\Mon\Tues response:	Wed
context: narenai\Never\Punch and Independence\Punch and Independence\Sun\Mon\Tues\Wed response:	Thur
context: Never\Punch and Independence\Punch and Independence\Sun\Mon\Tues\Wed\Thur response:	Fri
context: Punch and Independence\Punch and Independence\Sun\Mon\Tues\Wed\Thur\Fri response:	What happened, Mashiro?!
context: Punch and Independence\Sun\Mon\Tues\Wed\Thur\Fri\What happened, Mashiro?! response:	Takagi?!
context: Sun\Mon\Tues\Wed\Thur\Fri\What happened, Mashiro?!\Takagi?! response:	You two were full of energy last week!
context: Mon\Tues\Wed\Thur\Fri\What happened, Mashiro?!\Takagi?!\You two were full of energy last week! response:	What happened?
context: Tues\Wed\Thur\Fri\What happened, Mashiro?!\Takagi?!\You two were full of energy last week!\What happened? response:	Oh, sorry.
context: Wed\Thur\Fri\What happened, Mashiro?!\Takagi?!\You two were full of energy last week!\What happened?\Oh, sorry. response:	I can't think of anything besides Rabuta and PCP.
context: Thur\Fri\What happened, Mashiro?!\Takagi?!\You two were full of energy last week!\What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP. response:	And Mashiro is trying to come up with another story.
context: Fri\What happened, Mashiro?!\Takagi?!\You two were full of energy last week!\What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story. response:	Huh? Mashiro is also working on two manga?
context: What happened, Mashiro?!\Takagi?!\You two were full of energy last week!\What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga? response:	What should I do for the one-shot...?
context: Takagi?!\You two were full of energy last week!\What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...? response:	I can't think of anything!
context: You two were full of energy last week!\What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything! response:	That's great, but...
context: What happened?\Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything!\That's great, but... response:	Hey, I'm going out for a bit.
context: Oh, sorry.\I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything!\That's great, but...\Hey, I'm going out for a bit. response:	Saikou...
context: I can't think of anything besides Rabuta and PCP.\And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything!\That's great, but...\Hey, I'm going out for a bit.\Saikou... response:	What can I draw? What am I good at?
context: And Mashiro is trying to come up with another story.\Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything!\That's great, but...\Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at? response:	After my uncle died, all I did was sit at home playing video games.
context: Huh? Mashiro is also working on two manga?\What should I do for the one-shot...?\I can't think of anything!\That's great, but...\Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games. response:	And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.
context: What should I do for the one-shot...?\I can't think of anything!\That's great, but...\Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga. response:	I've never done anything out of the ordinary.
context: I can't think of anything!\That's great, but...\Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary. response:	Unlike Shuujin, sci-fi or mystery is impossible for me.
context: That's great, but...\Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me. response:	And unlike Fukuda and Shiratori, I don't really have any hobbies.
context: Hey, I'm going out for a bit.\Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies. response:	What do I have?
context: Saikou...\What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have? response:	What do I like?
context: What can I draw? What am I good at?\After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like? response:	I like...
context: After my uncle died, all I did was sit at home playing video games.\And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like?\I like... response:	This can work!
context: And after I decided to be a manga artist with Shuujin, all I've done aside from school is bury myself in manga.\I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like?\I like...\This can work! response:	We're leaving!
context: I've never done anything out of the ordinary.\Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like?\I like...\This can work!\We're leaving! response:	Have a good New Year's!
context: Unlike Shuujin, sci-fi or mystery is impossible for me.\And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like?\I like...\This can work!\We're leaving!\Have a good New Year's! response:	Something I like? It can only be one thing!
context: And unlike Fukuda and Shiratori, I don't really have any hobbies.\What do I have?\What do I like?\I like...\This can work!\We're leaving!\Have a good New Year's!\Something I like? It can only be one thing! response:	Shiratori, make sure you visit your parents!
context: What do I have?\What do I like?\I like...\This can work!\We're leaving!\Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents! response:	Okay.
context: What do I like?\I like...\This can work!\We're leaving!\Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay. response:	Mashiro, you should at least say goodbye to them!
context: I like...\This can work!\We're leaving!\Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them! response:	It's the last time you'll see them this year!
context: This can work!\We're leaving!\Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year! response:	Sorry! Goodby
context: We're leaving!\Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby response:	They've already left!
context: Have a good New Year's!\Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby\They've already left! response:	Are you still thinking about what to do for the one-shot?
context: Something I like? It can only be one thing!\Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot? response:	If so, I can think of some ideas
context: Shiratori, make sure you visit your parents!\Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas response:	I've got it already.
context: Okay.\Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already. response:	Once an idea hits you, the rest comes quickly!
context: Mashiro, you should at least say goodbye to them!\It's the last time you'll see them this year!\Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly! response:	Wh-What're you gonna do?
context: It's the last time you'll see them this year!\Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do? response:	A love story.
context: Sorry! Goodby\They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story. response:	That's not Ashirogi Mutou's style!
context: They've already left!\Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style! response:	How'd you end up picking a love story?!
context: Are you still thinking about what to do for the one-shot?\If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?! response:	Because the thing I like most is Azuki.
context: If so, I can think of some ideas\I've got it already.\Once an idea hits you, the rest comes quickly!\Wh-What're you gonna do?\A love story.\That's not Ashirogi Mutou's style!\How'd you end up picking a love story?!\Because the thing I like most is Azuki. response:	That's it?
