context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Upa.\That's not fair!\I'm the one who says that!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!! response:	This excitement gets my heart racing
context: That's not fair!\I'm the one who says that!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing response:	It's wonderful!
context: I'm the one who says that!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful! response:	Who am I, I wonder?
context: That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder? response:	What is real, I wonder?
context: Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder? response:	Why can't I see tomorrow, I wonder?
context: The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder? response:	The only part leveling up is my curiosity
context: The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity response:	We can't just throw away our daily life together, right?
context: which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right? response:	Tell me! S. O. W.
context: This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W. response:	Living itself will be our training!
context: It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training! response:	So, we can make it!
context: Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it! response:	Let's search for even more who-knows-what!
context: What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what! response:	We can't be satisfied with just the normal answers
context: Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers response:	This magical wonder life
context: The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life response:	Our future is wondering!!!
context: We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!! response:	We'll do our best living our life
context: Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life response:	the way we want to!
context: Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to! response:	Let's wondering!!!
context: So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!! response:	Um, I hate to interrupt your conversation, but...
context: Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but... response:	What?
context: We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What? response:	I was the one who chose this request on my own, originally...
context: This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally... response:	So why did everyone come with me?
context: Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally...\So why did everyone come with me? response:	Well, obviously.
context: We'll do our best living our life\the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously. response:	Obviously, what?
context: the way we want to!\Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously.\Obviously, what? response:	'Cause we're Fairy Tail's strongest team!
context: Let's wondering!!!\Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team! response:	Aye!
context: Um, I hate to interrupt your conversation, but...\What?\I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye! response:	That's right.
context: What?\I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye!\That's right. response:	Well, okay...
context: I was the one who chose this request on my own, originally...\So why did everyone come with me?\Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye!\That's right.\Well, okay... response:	Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!
context: So why did everyone come with me?\Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye!\That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do! response:	Don't call me underpants-man.
context: Well, obviously.\Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye!\That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man. response:	Yes, it gives me reassurance.
context: Obviously, what?\'Cause we're Fairy Tail's strongest team!\Aye!\That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance. response:	Aye!
context: 'Cause we're Fairy Tail's strongest team!\Aye!\That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance.\Aye! response:	Forgetting someone?!
context: Aye!\That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance.\Aye!\Forgetting someone?! response:	We're kiddin', sheesh!
context: That's right.\Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance.\Aye!\Forgetting someone?!\We're kiddin', sheesh! response:	Don't cry, Oopy!
context: Well, okay...\Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance.\Aye!\Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy! response:	I'm not crying, and I'm not named Oopy!
context: Put together me, Happy, Erza, and underpants-man, and there's no job we can't do!\Don't call me underpants-man.\Yes, it gives me reassurance.\Aye!\Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy! response:	I apologize.
context: Don't call me underpants-man.\Yes, it gives me reassurance.\Aye!\Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize. response:	Even I was carried away. And I have ended up hurting my comrade.
context: Yes, it gives me reassurance.\Aye!\Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade. response:	I cannot allow this to continue...
context: Aye!\Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue... response:	For now, would you please punch me?
context: Forgetting someone?!\We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me? response:	That's not the punch-line I had in mind...
context: We're kiddin', sheesh!\Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind... response:	Let it go.
context: Don't cry, Oopy!\I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go. response:	It's Fairy Tail wizards...
context: I'm not crying, and I'm not named Oopy!\I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards... response:	I guess they don't know yet.
context: I apologize.\Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards...\I guess they don't know yet. response:	The poor things...
context: Even I was carried away. And I have ended up hurting my comrade.\I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards...\I guess they don't know yet.\The poor things... response:	We're drawing an unusual amount of attention.
context: I cannot allow this to continue...\For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards...\I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention. response:	I've got a bad feeling about this.
context: For now, would you please punch me?\That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards...\I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this. response:	Frightened?
context: That's not the punch-line I had in mind...\Let it go.\It's Fairy Tail wizards...\I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened? response:	What's this? The guild shouldn't look like that.
context: Let it go.\It's Fairy Tail wizards...\I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that. response:	That's...
context: It's Fairy Tail wizards...\I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that.\That's... response:	What happened?
context: I guess they don't know yet.\The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that.\That's...\What happened? response:	W-What?
context: The poor things...\We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that.\That's...\What happened?\W-What? response:	Phantom Lord!
context: We're drawing an unusual amount of attention.\I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that.\That's...\What happened?\W-What?\Phantom Lord! response:	Our...
context: I've got a bad feeling about this.\Frightened?\What's this? The guild shouldn't look like that.\That's...\What happened?\W-What?\Phantom Lord!\Our... response:	Our guild has been...
context: Frightened?\What's this? The guild shouldn't look like that.\That's...\What happened?\W-What?\Phantom Lord!\Our...\Our guild has been... response:	What in the world happened?
context: What's this? The guild shouldn't look like that.\That's...\What happened?\W-What?\Phantom Lord!\Our...\Our guild has been...\What in the world happened? response:	Phantom...
context: That's...\What happened?\W-What?\Phantom Lord!\Our...\Our guild has been...\What in the world happened?\Phantom... response:	What did you just say?
context: What happened?\W-What?\Phantom Lord!\Our...\Our guild has been...\What in the world happened?\Phantom...\What did you just say? response:	Did you say Phantom?
context: W-What?\Phantom Lord!\Our...\Our guild has been...\What in the world happened?\Phantom...\What did you just say?\Did you say Phantom? response:	I hate to say it, but they got us.
context: Phantom Lord!\Our...\Our guild has been...\What in the world happened?\Phantom...\What did you just say?\Did you say Phantom?\I hate to say it, but they got us. response:	This is Fairy Tail's first basement floor.
context: Our...\Our guild has been...\What in the world happened?\Phantom...\What did you just say?\Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor. response:	It's normally used for storage, but it's been turned into a temporary beer hall.
context: Our guild has been...\What in the world happened?\Phantom...\What did you just say?\Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall. response:	We've always been on bad terms with Phantom.
context: What in the world happened?\Phantom...\What did you just say?\Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom. response:	Maybe we should go crush them.
context: Phantom...\What did you just say?\Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them. response:	I said to stop that.
context: What did you just say?\Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that. response:	We're up against Phantom... That Phantom...
context: Did you say Phantom?\I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom... response:	Huh?
context: I hate to say it, but they got us.\This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom...\Huh? response:	We have returned.
context: This is Fairy Tail's first basement floor.\It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom...\Huh?\We have returned. response:	Gramps, what're you sittin' around here for?
context: It's normally used for storage, but it's been turned into a temporary beer hall.\We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom...\Huh?\We have returned.\Gramps, what're you sittin' around here for? response:	How was it, Lucy?
context: We've always been on bad terms with Phantom.\Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom...\Huh?\We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy? response:	The job go well?
context: Maybe we should go crush them.\I said to stop that.\We're up against Phantom... That Phantom...\Huh?\We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well? response:	Yeah...
context: I said to stop that.\We're up against Phantom... That Phantom...\Huh?\We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well?\Yeah... response:	Master, don't you understand the situation we're in?
context: We're up against Phantom... That Phantom...\Huh?\We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well?\Yeah...\Master, don't you understand the situation we're in? response:	The guild's been busted up!
context: Huh?\We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well?\Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up! response:	Now, now... Calm down.
context: We have returned.\Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well?\Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down. response:	It's not something to get so riled up about.
context: Gramps, what're you sittin' around here for?\How was it, Lucy?\The job go well?\Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about. response:	What?
context: How was it, Lucy?\The job go well?\Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about.\What? response:	Phantom? That's all those half-wits got in'em?
context: The job go well?\Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em? response:	Attacking the guild when nobody was here? Who'd take pleasure in that?
context: Yeah...\Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that? response:	Nobody was here?
context: Master, don't you understand the situation we're in?\The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here? response:	It seems the attack happened in the middle of the night.
context: The guild's been busted up!\Now, now... Calm down.\It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night. response:	So that's why no one is injured.
context: Now, now... Calm down.\It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured. response:	I suppose it's one small thing to be thankful for.
context: It's not something to get so riled up about.\What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for. response:	If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.
context: What?\Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day. response:	They aren't worth our time!
context: Phantom? That's all those half-wits got in'em?\Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time! response:	This ain't right, man!
context: Attacking the guild when nobody was here? Who'd take pleasure in that?\Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man! response:	I won't be satisfied until we go and crush these guys!
context: Nobody was here?\It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys! response:	This discussion is over.
context: It seems the attack happened in the middle of the night.\So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over. response:	Until the upstairs is repaired, we'll take work requests from here.
context: So that's why no one is injured.\I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here. response:	This isn't time for doing jobs!
context: I suppose it's one small thing to be thankful for.\If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs! response:	Natsu!
context: If they can only manage a sneak-attack, we shouldn't even give those bastards the time of day.\They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu! response:	I've had about enough out of you!
context: They aren't worth our time!\This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu!\I've had about enough out of you! response:	And you spank me, why?
context: This ain't right, man!\I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu!\I've had about enough out of you!\And you spank me, why? response:	Master, I'll get angry!
context: I won't be satisfied until we go and crush these guys!\This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu!\I've had about enough out of you!\And you spank me, why?\Master, I'll get angry! response:	Gramps!
context: This discussion is over.\Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu!\I've had about enough out of you!\And you spank me, why?\Master, I'll get angry!\Gramps! response:	Just a second...
context: Until the upstairs is repaired, we'll take work requests from here.\This isn't time for doing jobs!\Natsu!\I've had about enough out of you!\And you spank me, why?\Master, I'll get angry!\Gramps!\Just a second... response:	Gotta pee.
context: This isn't time for doing jobs!\Natsu!\I've had about enough out of you!\And you spank me, why?\Master, I'll get angry!\Gramps!\Just a second...\Gotta pee. response:	Why're you okay with this, Gramps?
context: Natsu!\I've had about enough out of you!\And you spank me, why?\Master, I'll get angry!\Gramps!\Just a second...\Gotta pee.\Why're you okay with this, Gramps? response:	Natsu...
context: I've had about enough out of you!\And you spank me, why?\Master, I'll get angry!\Gramps!\Just a second...\Gotta pee.\Why're you okay with this, Gramps?\Natsu... response:	This is just as hard for the master, you know.
context: And you spank me, why?\Master, I'll get angry!\Gramps!\Just a second...\Gotta pee.\Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know. response:	But outright conflict between guilds is forbidden by the Council.
context: Master, I'll get angry!\Gramps!\Just a second...\Gotta pee.\Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council. response:	Well, they're the ones that attacked first!
context: Gramps!\Just a second...\Gotta pee.\Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first! response:	That's not the problem.
context: Just a second...\Gotta pee.\Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem. response:	If that's how the master feels...
context: Gotta pee.\Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem.\If that's how the master feels... response:	There is nothing we can do.
context: Why're you okay with this, Gramps?\Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem.\If that's how the master feels...\There is nothing we can do. response:	Things have really gotten complicated, haven't they?
context: Natsu...\This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem.\If that's how the master feels...\There is nothing we can do.\Things have really gotten complicated, haven't they? response:	Hey Missy! Don't blame me if you fall in!
context: This is just as hard for the master, you know.\But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem.\If that's how the master feels...\There is nothing we can do.\Things have really gotten complicated, haven't they?\Hey Missy! Don't blame me if you fall in! response:	Phantom is famous for not getting along with Fairy Tail.
context: But outright conflict between guilds is forbidden by the Council.\Well, they're the ones that attacked first!\That's not the problem.\If that's how the master feels...\There is nothing we can do.\Things have really gotten complicated, haven't they?\Hey Missy! Don't blame me if you fall in!\Phantom is famous for not getting along with Fairy Tail. response:	I actually fretted trying to decide which one I wanted to join.
