context: Composing Message response:	Eat up.
context: Nanohana Hall's popularity is up recently, so...\Yeah, so would you be able...\to work up a cover right away?\In color.\Color?\Yes, color.\Would yellow be all right?\Yellow? response:	A single color spread is certainly avant-garde, but no.
context: Yeah, so would you be able...\to work up a cover right away?\In color.\Color?\Yes, color.\Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no. response:	It's a cover! It's a challenge!
context: to work up a cover right away?\In color.\Color?\Yes, color.\Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge! response:	A challenge... Right.
context: In color.\Color?\Yes, color.\Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right. response:	Why did I only tell her I'd see her later?
context: Color?\Yes, color.\Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later? response:	I should've sent her off with something more helpful.
context: Yes, color.\Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful. response:	Shiina, it's time to get
context: Would yellow be all right?\Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get response:	Shiina, you...
context: Yellow?\A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you... response:	You got ready by yourself...
context: A single color spread is certainly avant-garde, but no.\It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you...\You got ready by yourself... response:	I-Is that the fashion now?
context: It's a cover! It's a challenge!\A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you...\You got ready by yourself...\I-Is that the fashion now? response:	It's a sock, but I only found one.
context: A challenge... Right.\Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you...\You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one. response:	They don't automatically exist in pairs, you know!
context: Why did I only tell her I'd see her later?\I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you...\You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know! response:	And please don't tell me you've gone commando under that skirt...
context: I should've sent her off with something more helpful.\Shiina, it's time to get\Shiina, you...\You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt... response:	Are you wearing panties?
context: Shiina, it's time to get\Shiina, you...\You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties? response:	A very colorful pair.
context: Shiina, you...\You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair. response:	You don't need to give me the details.
context: You got ready by yourself...\I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair.\You don't need to give me the details. response:	Then, let me see what's in your bag...
context: I-Is that the fashion now?\It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag... response:	Looking in a girl's bag is a horrible thing to do.
context: It's a sock, but I only found one.\They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do. response:	What's gotten into you?
context: They don't automatically exist in pairs, you know!\And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you? response:	What are you going to do if you forget
context: And please don't tell me you've gone commando under that skirt...\Are you wearing panties?\A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget response:	I have everything important.
context: Are you wearing panties?\A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget\I have everything important. response:	What do you mean by important?
context: A very colorful pair.\You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget\I have everything important.\What do you mean by important? response:	I even packed my fighting spirit.
context: You don't need to give me the details.\Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget\I have everything important.\What do you mean by important?\I even packed my fighting spirit. response:	I don't know what you're talking about, but whatever.
context: Then, let me see what's in your bag...\Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget\I have everything important.\What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever. response:	I won't look.
context: Looking in a girl's bag is a horrible thing to do.\What's gotten into you?\What are you going to do if you forget\I have everything important.\What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look. response:	You can look tomorrow.
context: What's gotten into you?\What are you going to do if you forget\I have everything important.\What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow. response:	Huh? What's different about tomorrow?
context: What are you going to do if you forget\I have everything important.\What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow.\Huh? What's different about tomorrow? response:	Continuing to pry into her affairs would be very uncouth, Sorata.
context: I have everything important.\What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata. response:	Rita?!
context: What do you mean by important?\I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?! response:	What are you doing here?
context: I even packed my fighting spirit.\I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here? response:	If you'd contacted us, we'd have come to get you.
context: I don't know what you're talking about, but whatever.\I won't look.\You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you. response:	You didn't tell us you were coming.
context: I won't look.\You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming. response:	I know.
context: You can look tomorrow.\Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know. response:	I've been busy with my work,
context: Huh? What's different about tomorrow?\Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know.\I've been busy with my work, response:	but I forced some time off to come here.
context: Continuing to pry into her affairs would be very uncouth, Sorata.\Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know.\I've been busy with my work,\but I forced some time off to come here. response:	Today's Valentine's Day.
context: Rita?!\What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know.\I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day. response:	For girls, this day is a challenge!
context: What are you doing here?\If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know.\I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge! response:	Challenge?
context: If you'd contacted us, we'd have come to get you.\You didn't tell us you were coming.\I know.\I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge!\Challenge? response:	I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.
context: You didn't tell us you were coming.\I know.\I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait. response:	I'll see you later!
context: I know.\I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later! response:	You won't escape, Ryunosuke!
context: I've been busy with my work,\but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke! response:	Wh-What's the ex-freeloader doing here?
context: but I forced some time off to come here.\Today's Valentine's Day.\For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here? response:	I guess we should head to school.
context: Today's Valentine's Day.\For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school. response:	Let's go.
context: For girls, this day is a challenge!\Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go. response:	Kanda! Kanda!
context: Challenge?\I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go.\Kanda! Kanda! response:	Ryunosuke!
context: I'd love to stay and enjoy our reunion, Mashiro, but it'll have to wait.\I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go.\Kanda! Kanda!\Ryunosuke! response:	Good morning.
context: I'll see you later!\You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go.\Kanda! Kanda!\Ryunosuke!\Good morning. response:	It's so cold.
context: You won't escape, Ryunosuke!\Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go.\Kanda! Kanda!\Ryunosuke!\Good morning.\It's so cold. response:	Aoyama?
context: Wh-What's the ex-freeloader doing here?\I guess we should head to school.\Let's go.\Kanda! Kanda!\Ryunosuke!\Good morning.\It's so cold.\Aoyama? response:	To: Dad
context: I guess we should head to school.\Let's go.\Kanda! Kanda!\Ryunosuke!\Good morning.\It's so cold.\Aoyama?\To: Dad response:	I'm going today.
context: Let's go.\Kanda! Kanda!\Ryunosuke!\Good morning.\It's so cold.\Aoyama?\To: Dad\I'm going today. response:	Aoyama, you didn't go to your audition?
context: Kanda! Kanda!\Ryunosuke!\Good morning.\It's so cold.\Aoyama?\To: Dad\I'm going today.\Aoyama, you didn't go to your audition? response:	I can still make it if I go after class.
context: Ryunosuke!\Good morning.\It's so cold.\Aoyama?\To: Dad\I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class. response:	There's no reason to skip school.
context: Good morning.\It's so cold.\Aoyama?\To: Dad\I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school. response:	I see.
context: It's so cold.\Aoyama?\To: Dad\I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school.\I see. response:	Yeah.
context: Aoyama?\To: Dad\I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school.\I see.\Yeah. response:	Um, sorry.
context: To: Dad\I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school.\I see.\Yeah.\Um, sorry. response:	Huh?
context: I'm going today.\Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school.\I see.\Yeah.\Um, sorry.\Huh? response:	About this morning, too.
context: Aoyama, you didn't go to your audition?\I can still make it if I go after class.\There's no reason to skip school.\I see.\Yeah.\Um, sorry.\Huh?\About this morning, too. response:	I have no idea what to say to you.
context: I can still make it if I go after class.\There's no reason to skip school.\I see.\Yeah.\Um, sorry.\Huh?\About this morning, too.\I have no idea what to say to you. response:	It's okay. I'm not expecting a great pep talk from you.
context: There's no reason to skip school.\I see.\Yeah.\Um, sorry.\Huh?\About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you. response:	Besides, you've given me courage.
context: I see.\Yeah.\Um, sorry.\Huh?\About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage. response:	To: Dad
context: Yeah.\Um, sorry.\Huh?\About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad response:	I'm going today.
context: Um, sorry.\Huh?\About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad\I'm going today. response:	Sending Message
context: Huh?\About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad\I'm going today.\Sending Message response:	Courage?
context: About this morning, too.\I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad\I'm going today.\Sending Message\Courage? response:	Yeah.
context: I have no idea what to say to you.\It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad\I'm going today.\Sending Message\Courage?\Yeah. response:	You proved that hard work is rewarded.
context: It's okay. I'm not expecting a great pep talk from you.\Besides, you've given me courage.\To: Dad\I'm going today.\Sending Message\Courage?\Yeah.\You proved that hard work is rewarded. response:	Aoyama.
context: Besides, you've given me courage.\To: Dad\I'm going today.\Sending Message\Courage?\Yeah.\You proved that hard work is rewarded.\Aoyama. response:	Kanda-kun, do you remember our promise?
context: To: Dad\I'm going today.\Sending Message\Courage?\Yeah.\You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise? response:	Huh? What promise?
context: I'm going today.\Sending Message\Courage?\Yeah.\You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise? response:	You know, after the audition...
context: Sending Message\Courage?\Yeah.\You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition... response:	Good morning, Sorata and Nanami.
context: Courage?\Yeah.\You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami. response:	Miyahara.
context: Yeah.\You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara. response:	I heard the news. You have an audition today?
context: You proved that hard work is rewarded.\Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today? response:	Yeah.
context: Aoyama.\Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today?\Yeah. response:	Do your best, Nanami, star of the General Education Department!
context: Kanda-kun, do you remember our promise?\Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department! response:	Miyahara, you're exaggerating.
context: Huh? What promise?\You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating. response:	Good luck.
context: You know, after the audition...\Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck. response:	Chocolate
context: Good morning, Sorata and Nanami.\Miyahara.\I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck.\Chocolate response:	The word chocolate comes from the...
context: Miyahara.\I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck.\Chocolate\The word chocolate comes from the... response:	indigenous Mexican word xocolatl, meaning bitter water.
context: I heard the news. You have an audition today?\Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck.\Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water. response:	Message Received
context: Yeah.\Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck.\Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received response:	Shiina Mashiro
context: Do your best, Nanami, star of the General Education Department!\Miyahara, you're exaggerating.\Good luck.\Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro response:	From: Shiina Mashiro
context: Miyahara, you're exaggerating.\Good luck.\Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro\From: Shiina Mashiro response:	No Subject
context: Good luck.\Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro\From: Shiina Mashiro\No Subject response:	I'll be waiting on the roof after school for you.
context: Chocolate\The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro\From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you. response:	So, listen up, everyone.
context: The word chocolate comes from the...\indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro\From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone. response:	Don't give chocolate to the one you love.
context: indigenous Mexican word xocolatl, meaning bitter water.\Message Received\Shiina Mashiro\From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love. response:	Shiina.
context: Message Received\Shiina Mashiro\From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina. response:	Kanda-kun?
context: Shiina Mashiro\From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina.\Kanda-kun? response:	Even if you claim that you're conveying sweet feelings,
context: From: Shiina Mashiro\No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings, response:	Uh, nothing.
context: No Subject\I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing. response:	it's originally bitter water.
context: I'll be waiting on the roof after school for you.\So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water. response:	Could it be...
context: So, listen up, everyone.\Don't give chocolate to the one you love.\Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water.\Could it be... response:	I have everything important.
context: Don't give chocolate to the one you love.\Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water.\Could it be...\I have everything important. response:	Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!
context: Shiina.\Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water.\Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross! response:	Was Shiina going to give me chocolate?
context: Kanda-kun?\Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water.\Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate? response:	Give up already!
context: Even if you claim that you're conveying sweet feelings,\Uh, nothing.\it's originally bitter water.\Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already! response:	Normally, I'd expect men to cry tears of joy if a girl as cute...
context: Uh, nothing.\it's originally bitter water.\Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute... response:	as me was this determined to pursue them.
context: it's originally bitter water.\Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them. response:	Ryunosuke, what don't you like about me?
context: Could it be...\I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me? response:	Everything!
context: I have everything important.\Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything! response:	Anyway, I'll make sure you take my chocolate.
context: Whose idea was it to write chocolate with kanji meaning sugar growing old? Gross!\Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate. response:	And I'm telling you I won't!
context: Was Shiina going to give me chocolate?\Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't! response:	If I accept one of your demands, who knows what you'll ask for next?
context: Give up already!\Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next? response:	Don't paint me as some kind of terrorist.
context: Normally, I'd expect men to cry tears of joy if a girl as cute...\as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist. response:	That's exactly what you are!
context: as me was this determined to pursue them.\Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are! response:	On Christmas Eve...
context: Ryunosuke, what don't you like about me?\Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve... response:	I was really happy to get an email from you, but was that
context: Everything!\Anyway, I'll make sure you take my chocolate.\And I'm telling you I won't!\If I accept one of your demands, who knows what you'll ask for next?\Don't paint me as some kind of terrorist.\That's exactly what you are!\On Christmas Eve...\I was really happy to get an email from you, but was that response:	It was just a New Year's card.
