context: Ryu. response:	Ryu!
context: Yes, ma'am.\Examination period for applicants to be apprentice court herbalists...\I see, so it was today.\What do you mean, I see?\Haven't you been getting antsy thinking about this for a while, Zen?\This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday... response:	We will be heading to the orientation room once all the examinees arrive.
context: Examination period for applicants to be apprentice court herbalists...\I see, so it was today.\What do you mean, I see?\Haven't you been getting antsy thinking about this for a while, Zen?\This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive. response:	Episode 4: From the Small Hand, a Burgeoning Concerto Resonates
context: I see, so it was today.\What do you mean, I see?\Haven't you been getting antsy thinking about this for a while, Zen?\This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates response:	Please wait a moment.
context: What do you mean, I see?\Haven't you been getting antsy thinking about this for a while, Zen?\This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment. response:	What should we do?
context: Haven't you been getting antsy thinking about this for a while, Zen?\This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do? response:	Wanna walk around over there?
context: This path that I've started walking on...\I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do?\Wanna walk around over there? response:	I think that's the court herbalist I saw at the pharmacy the other day...
context: I wonder what shape, what color, what smell it'll have?\If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day... response:	A compound for suppressing coughs?
context: If I can learn something today that I did not know yesterday...\We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs? response:	With that, he'd still need rainbow leaf and koko grass, huh?
context: We will be heading to the orientation room once all the examinees arrive.\Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh? response:	Sorry, I just...!
context: Episode 4: From the Small Hand, a Burgeoning Concerto Resonates\Please wait a moment.\What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...! response:	It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.
context: Please wait a moment.\What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet. response:	I'll go pick them right after the sun rises,
context: What should we do?\Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises, response:	when the medicinal properties are at their most effective.
context: Wanna walk around over there?\I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective. response:	When the medicinal properties are at their most effective?
context: I think that's the court herbalist I saw at the pharmacy the other day...\A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective? response:	I've heard of that before!
context: A compound for suppressing coughs?\With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before! response:	You know when that is?
context: With that, he'd still need rainbow leaf and koko grass, huh?\Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is? response:	It's knowledge that people who lived in nature took a long time to figure out.
context: Sorry, I just...!\It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out. response:	There's no classification for it in medical literature,
context: It's true that I still need rainbow leaf and koko grass, but it's not time to pick them yet.\I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature, response:	but I thought it was important, so I remembered.
context: I'll go pick them right after the sun rises,\when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered. response:	It's not like I can beat the people who spent time studying with the actual plants...
context: when the medicinal properties are at their most effective.\When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants... response:	Here, I can learn about living medicine.
context: When the medicinal properties are at their most effective?\I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine. response:	Shirayuki!
context: I've heard of that before!\You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki! response:	Zen!
context: You know when that is?\It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki!\Zen! response:	You're about to take your test, right? Are you calm?
context: It's knowledge that people who lived in nature took a long time to figure out.\There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki!\Zen!\You're about to take your test, right? Are you calm? response:	Kind of?
context: There's no classification for it in medical literature,\but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki!\Zen!\You're about to take your test, right? Are you calm?\Kind of? response:	What do you mean, kind of?
context: but I thought it was important, so I remembered.\It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki!\Zen!\You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of? response:	Yeah. I'll be back!
context: It's not like I can beat the people who spent time studying with the actual plants...\Here, I can learn about living medicine.\Shirayuki!\Zen!\You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of?\Yeah. I'll be back! response:	I am the chief herbalist at Wistal Castle, Garak.
context: Here, I can learn about living medicine.\Shirayuki!\Zen!\You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak. response:	Nice to meet you.
context: Shirayuki!\Zen!\You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you. response:	The exam will look at your ability to manage herb gardens and medicine storage,
context: Zen!\You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage, response:	as that is what the work of court herbalist apprentices mainly consists of.
context: You're about to take your test, right? Are you calm?\Kind of?\What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of. response:	You will be responsible for a small medicinal herb garden in the castle,
context: Kind of?\What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle, response:	tending to and protecting the environment and plants inside the garden.
context: What do you mean, kind of?\Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden. response:	After two days, there will be an inspection, and after that, you will submit a report.
context: Yeah. I'll be back!\I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report. response:	That is all. Read the documents given to you for details.
context: I am the chief herbalist at Wistal Castle, Garak.\Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details. response:	Looks like she's working hard.
context: Nice to meet you.\The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard. response:	Is it this time already?
context: The exam will look at your ability to manage herb gardens and medicine storage,\as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already? response:	They use aqueducts to bring the water to all parts of the garden.
context: as that is what the work of court herbalist apprentices mainly consists of.\You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden. response:	I've heard of them, but it's my first time seeing them in person.
context: You will be responsible for a small medicinal herb garden in the castle,\tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person. response:	They're very efficient!
context: tending to and protecting the environment and plants inside the garden.\After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient! response:	Oh, there's some dirt in the water...
context: After two days, there will be an inspection, and after that, you will submit a report.\That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water... response:	I thought I saw some lights on, but...
context: That is all. Read the documents given to you for details.\Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but... response:	It's not even dawn yet... What is she doing by herself?
context: Looks like she's working hard.\Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself? response:	Who's there?!
context: Is it this time already?\They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?! response:	Zen?
context: They use aqueducts to bring the water to all parts of the garden.\I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen? response:	Hey, Shirayuki.
context: I've heard of them, but it's my first time seeing them in person.\They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen?\Hey, Shirayuki. response:	You surprised me. What's up?
context: They're very efficient!\Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen?\Hey, Shirayuki.\You surprised me. What's up? response:	Ah, wait! Don't come this way-
context: Oh, there's some dirt in the water...\I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen?\Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way- response:	-Wha...? -Huh?
context: I thought I saw some lights on, but...\It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen?\Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh? response:	We're locked in, huh?
context: It's not even dawn yet... What is she doing by herself?\Who's there?!\Zen?\Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh? response:	Locked...?
context: Who's there?!\Zen?\Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh?\Locked...? response:	Do you have any idea who'd do this?
context: Zen?\Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh?\Locked...?\Do you have any idea who'd do this? response:	Did someone call you out?
context: Hey, Shirayuki.\You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh?\Locked...?\Do you have any idea who'd do this?\Did someone call you out? response:	Huh? No, I'm in the middle of my court herbalist apprentice exam right now...
context: You surprised me. What's up?\Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh?\Locked...?\Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now... response:	I see...
context: Ah, wait! Don't come this way-\-Wha...? -Huh?\We're locked in, huh?\Locked...?\Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see... response:	So they did this knowing that, huh?
context: -Wha...? -Huh?\We're locked in, huh?\Locked...?\Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh? response:	There will be an inspection in the morning, so someone will let us out if we wait until then...
context: We're locked in, huh?\Locked...?\Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then... response:	If word gets out that you were with me in the middle of your test, it'll be bad, right?
context: Locked...?\Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right? response:	Oh? But Zen, did you come here for a reason?
context: Do you have any idea who'd do this?\Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason? response:	Huh?
context: Did someone call you out?\Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh? response:	Uh, no, I just... wandered over here...
context: Huh? No, I'm in the middle of my court herbalist apprentice exam right now...\I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here... response:	Hm? I see...
context: I see...\So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here...\Hm? I see... response:	That was careless...
context: So they did this knowing that, huh?\There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here...\Hm? I see...\That was careless... response:	How long have you been here?
context: There will be an inspection in the morning, so someone will let us out if we wait until then...\If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here...\Hm? I see...\That was careless...\How long have you been here? response:	Since yesterday.
context: If word gets out that you were with me in the middle of your test, it'll be bad, right?\Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here...\Hm? I see...\That was careless...\How long have you been here?\Since yesterday. response:	Did you get enough sleep?
context: Oh? But Zen, did you come here for a reason?\Huh?\Uh, no, I just... wandered over here...\Hm? I see...\That was careless...\How long have you been here?\Since yesterday.\Did you get enough sleep? response:	I slept.
context: Huh?\Uh, no, I just... wandered over here...\Hm? I see...\That was careless...\How long have you been here?\Since yesterday.\Did you get enough sleep?\I slept. response:	Sometimes, you smile and evade the question.
context: Uh, no, I just... wandered over here...\Hm? I see...\That was careless...\How long have you been here?\Since yesterday.\Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question. response:	Well, since I had the chance to be in such a well-maintained herb garden,
context: Hm? I see...\That was careless...\How long have you been here?\Since yesterday.\Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden, response:	I thought it'd be a waste of time.
context: That was careless...\How long have you been here?\Since yesterday.\Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time. response:	What's wrong?
context: How long have you been here?\Since yesterday.\Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong? response:	This plant should bloom facing upward from late at night until morning, but...
context: Since yesterday.\Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but... response:	There's water flowing underneath it.
context: Did you get enough sleep?\I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it. response:	There are no irregularities in its environment, but the flowers seem listless.
context: I slept.\Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless. response:	The water is sweet?!
context: Sometimes, you smile and evade the question.\Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?! response:	The water around here is normal.
context: Well, since I had the chance to be in such a well-maintained herb garden,\I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal. response:	Hey, Shirayuki...
context: I thought it'd be a waste of time.\What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal.\Hey, Shirayuki... response:	There are toxins in the aqueducts.
context: What's wrong?\This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts. response:	Poison?!
context: This plant should bloom facing upward from late at night until morning, but...\There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?! response:	You drank that?!
context: There's water flowing underneath it.\There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?!\You drank that?! response:	I-It's fine. It doesn't affect humans.
context: There are no irregularities in its environment, but the flowers seem listless.\The water is sweet?!\The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?!\You drank that?!\I-It's fine. It doesn't affect humans. response:	Are you... sure...?
context: The water is sweet?!\The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?!\You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...? response:	Don't scare me like that.
context: The water around here is normal.\Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?!\You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that. response:	Sorry.
context: Hey, Shirayuki...\There are toxins in the aqueducts.\Poison?!\You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that.\Sorry. response:	Well? What about the poison?
context: There are toxins in the aqueducts.\Poison?!\You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that.\Sorry.\Well? What about the poison? response:	Oh, right. Of the toxins that medicinal herbs and plants carry,
context: Poison?!\You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that.\Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry, response:	one of them tastes like honey...
context: You drank that?!\I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that.\Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey... response:	I think that's been mixed in with the water.
context: I-It's fine. It doesn't affect humans.\Are you... sure...?\Don't scare me like that.\Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water. response:	But the plant with that toxin isn't here...
context: Are you... sure...?\Don't scare me like that.\Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here... response:	Since the water on top is fine, is it somewhere on the bottom?
context: Don't scare me like that.\Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom? response:	An herb that would make that toxin...
context: Sorry.\Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin... response:	Wait, what if this isn't akegi shigure, but yura shigure...?
context: Well? What about the poison?\Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...? response:	If the roots are sweet...
context: Oh, right. Of the toxins that medicinal herbs and plants carry,\one of them tastes like honey...\I think that's been mixed in with the water.\But the plant with that toxin isn't here...\Since the water on top is fine, is it somewhere on the bottom?\An herb that would make that toxin...\Wait, what if this isn't akegi shigure, but yura shigure...?\If the roots are sweet... response:	It's yura!
