context: Suicide? response:	That idiot...
context: Don't you think that's wonderful, Brother Kenny?\Cute...\I can't stand this stuff.\Play some damn disco music.\This isn't that kind of place.\This is far enough.\Here's your payment.\That was easy. Thank you. response:	You sure about this, miss?
context: Cute...\I can't stand this stuff.\Play some damn disco music.\This isn't that kind of place.\This is far enough.\Here's your payment.\That was easy. Thank you.\You sure about this, miss? response:	Isn't this important to you?
context: I can't stand this stuff.\Play some damn disco music.\This isn't that kind of place.\This is far enough.\Here's your payment.\That was easy. Thank you.\You sure about this, miss?\Isn't this important to you? response:	My mother gave it to me. But I don't need it anymore.
context: Play some damn disco music.\This isn't that kind of place.\This is far enough.\Here's your payment.\That was easy. Thank you.\You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore. response:	But...
context: This isn't that kind of place.\This is far enough.\Here's your payment.\That was easy. Thank you.\You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But... response:	Thanks for everything.
context: This is far enough.\Here's your payment.\That was easy. Thank you.\You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything. response:	Okay, Brother. Let's have some fun while we're here.
context: Here's your payment.\That was easy. Thank you.\You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here. response:	But Father, she seemed like something was really bothering her.
context: That was easy. Thank you.\You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her. response:	Kids that age have a lot on their mind.
context: You sure about this, miss?\Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind. response:	Let her get some experience with different things.
context: Isn't this important to you?\My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things. response:	I'm worried...
context: My mother gave it to me. But I don't need it anymore.\But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried... response:	Give me water.
context: But...\Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried...\Give me water. response:	Water.
context: Thanks for everything.\Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried...\Give me water.\Water. response:	Hey, having fun?
context: Okay, Brother. Let's have some fun while we're here.\But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried...\Give me water.\Water.\Hey, having fun? response:	-Get lost. -Aww, lighten up.
context: But Father, she seemed like something was really bothering her.\Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried...\Give me water.\Water.\Hey, having fun?\-Get lost. -Aww, lighten up. response:	You're a noble from the Tiburani area, right?
context: Kids that age have a lot on their mind.\Let her get some experience with different things.\I'm worried...\Give me water.\Water.\Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right? response:	Surprised?
context: Let her get some experience with different things.\I'm worried...\Give me water.\Water.\Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised? response:	I'm from your world, too.
context: I'm worried...\Give me water.\Water.\Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too. response:	Then why didn't you speak to me in Farbani?
context: Give me water.\Water.\Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani? response:	Apologies.
context: Water.\Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies. response:	I thought the language of the doreany would be more suited for a place like this.
context: Hey, having fun?\-Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this. response:	Speak as you like. I don't care.
context: -Get lost. -Aww, lighten up.\You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care. response:	Really? Great, all that fancy noble language tires me the hell out.
context: You're a noble from the Tiburani area, right?\Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out. response:	Can we talk like this instead?
context: Surprised?\I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead? response:	Tell me what you want.
context: I'm from your world, too.\Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want. response:	I'm hitting on you.
context: Then why didn't you speak to me in Farbani?\Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want.\I'm hitting on you. response:	I love girls like you. How about we go have a good time?
context: Apologies.\I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time? response:	I'm looking for someone. Bother somebody else.
context: I thought the language of the doreany would be more suited for a place like this.\Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else. response:	Who are you after?
context: Speak as you like. I don't care.\Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after? response:	Dennis Elbaji. The guy who runs this place.
context: Really? Great, all that fancy noble language tires me the hell out.\Can we talk like this instead?\Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place. response:	Oh, Dennis?
context: Can we talk like this instead?\Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis? response:	Dennis... Dennis. Oh, Dennis!
context: Tell me what you want.\I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis! response:	Dennis Elbaji's a friend of mine. Want an introduction?
context: I'm hitting on you.\I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction? response:	Don't make that face. Just come with me.
context: I love girls like you. How about we go have a good time?\I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me. response:	Now...
context: I'm looking for someone. Bother somebody else.\Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now... response:	Actually, I'm Dennis Elbaji.
context: Who are you after?\Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji. response:	Surprised?
context: Dennis Elbaji. The guy who runs this place.\Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji.\Surprised? response:	Not really.
context: Oh, Dennis?\Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji.\Surprised?\Not really. response:	Well, that's no fun.
context: Dennis... Dennis. Oh, Dennis!\Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji.\Surprised?\Not really.\Well, that's no fun. response:	So, what do you want, miss?
context: Dennis Elbaji's a friend of mine. Want an introduction?\Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji.\Surprised?\Not really.\Well, that's no fun.\So, what do you want, miss? response:	I am Tilarna Exedilica.
context: Don't make that face. Just come with me.\Now...\Actually, I'm Dennis Elbaji.\Surprised?\Not really.\Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica. response:	I was sent here by the Knights of Mirvor.
context: Now...\Actually, I'm Dennis Elbaji.\Surprised?\Not really.\Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor. response:	A knight, huh?
context: Actually, I'm Dennis Elbaji.\Surprised?\Not really.\Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh? response:	I know what you're up to.
context: Surprised?\Not really.\Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to. response:	Give back the fairy.
context: Not really.\Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to.\Give back the fairy. response:	Oh, that?
context: Well, that's no fun.\So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to.\Give back the fairy.\Oh, that? response:	No way. That's product.
context: So, what do you want, miss?\I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to.\Give back the fairy.\Oh, that?\No way. That's product. response:	I thought you'd say that.
context: I am Tilarna Exedilica.\I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to.\Give back the fairy.\Oh, that?\No way. That's product.\I thought you'd say that. response:	You seem like you're ready to die, huh?
context: I was sent here by the Knights of Mirvor.\A knight, huh?\I know what you're up to.\Give back the fairy.\Oh, that?\No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh? response:	We're done talking, then.
context: A knight, huh?\I know what you're up to.\Give back the fairy.\Oh, that?\No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then. response:	Incompetents.
context: I know what you're up to.\Give back the fairy.\Oh, that?\No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then.\Incompetents. response:	That's what happens when you rely on doreany weapons.
context: Give back the fairy.\Oh, that?\No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons. response:	Agreed.
context: Oh, that?\No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons.\Agreed. response:	Kids these days are just wimps. It's a real problem!
context: No way. That's product.\I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem! response:	I guess I should ask.
context: I thought you'd say that.\You seem like you're ready to die, huh?\We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask. response:	Who's your teacher?
context: You seem like you're ready to die, huh?\We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher? response:	I have no intention of answering.
context: We're done talking, then.\Incompetents.\That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher?\I have no intention of answering. response:	I see.
context: Incompetents.\That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher?\I have no intention of answering.\I see. response:	He's...
context: That's what happens when you rely on doreany weapons.\Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher?\I have no intention of answering.\I see.\He's... response:	I can see your panties, Tilarna.
context: Agreed.\Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher?\I have no intention of answering.\I see.\He's...\I can see your panties, Tilarna. response:	I won't kill you yet.
context: Kids these days are just wimps. It's a real problem!\I guess I should ask.\Who's your teacher?\I have no intention of answering.\I see.\He's...\I can see your panties, Tilarna.\I won't kill you yet. response:	I have lots of questions, after all.
context: I guess I should ask.\Who's your teacher?\I have no intention of answering.\I see.\He's...\I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all. response:	This area hasn't been developed yet.
context: Who's your teacher?\I have no intention of answering.\I see.\He's...\I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet. response:	There're still traces of the other world.
context: I have no intention of answering.\I see.\He's...\I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world. response:	Nobody lives here anymore. They all moved to the doreany town.
context: I see.\He's...\I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town. response:	Can't make a single dollar raising crops, after all.
context: He's...\I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all. response:	Do you know the name of Earth's god?
context: I can see your panties, Tilarna.\I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god? response:	Money.
context: I won't kill you yet.\I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money. response:	Simplest thing in the world, right?
context: I have lots of questions, after all.\This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money.\Simplest thing in the world, right? response:	I've converted to its religion, too.
context: This area hasn't been developed yet.\There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money.\Simplest thing in the world, right?\I've converted to its religion, too. response:	I've been waiting for you, my master.
context: There're still traces of the other world.\Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money.\Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master. response:	Zelada, the goods are ready, right?
context: Nobody lives here anymore. They all moved to the doreany town.\Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money.\Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right? response:	Yes. If you'll follow me...
context: Can't make a single dollar raising crops, after all.\Do you know the name of Earth's god?\Money.\Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me... response:	Who is this lady?
context: Do you know the name of Earth's god?\Money.\Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady? response:	One of the Knights of Mirvor.
context: Money.\Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor. response:	She found my club somehow.
context: Simplest thing in the world, right?\I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor.\She found my club somehow. response:	Ask her all about it.
context: I've converted to its religion, too.\I've been waiting for you, my master.\Zelada, the goods are ready, right?\Yes. If you'll follow me...\Who is this lady?\One of the Knights of Mirvor.\She found my club somehow.\Ask her all about it. response:	Leave it to me.
