context: Tsuritama Episode 5 response:	Discouraged Jerking
context: Maybe I'll get one, too.\I understand. I was like that once, too.\I didn't really get into fishing\until I bought my own gear.\But they're pretty expensive.\There's actually a wide range,\but if you're going to buy one,\you might as well get something good. response:	Good point.
context: I understand. I was like that once, too.\I didn't really get into fishing\until I bought my own gear.\But they're pretty expensive.\There's actually a wide range,\but if you're going to buy one,\you might as well get something good.\Good point. response:	But I don't have any money.
context: I didn't really get into fishing\until I bought my own gear.\But they're pretty expensive.\There's actually a wide range,\but if you're going to buy one,\you might as well get something good.\Good point.\But I don't have any money. response:	We're waiting for your
context: until I bought my own gear.\But they're pretty expensive.\There's actually a wide range,\but if you're going to buy one,\you might as well get something good.\Good point.\But I don't have any money.\We're waiting for your response:	smile
context: But they're pretty expensive.\There's actually a wide range,\but if you're going to buy one,\you might as well get something good.\Good point.\But I don't have any money.\We're waiting for your\smile response:	Help Wanted!!
context: There's actually a wide range,\but if you're going to buy one,\you might as well get something good.\Good point.\But I don't have any money.\We're waiting for your\smile\Help Wanted!! response:	Yeah.
context: but if you're going to buy one,\you might as well get something good.\Good point.\But I don't have any money.\We're waiting for your\smile\Help Wanted!!\Yeah. response:	Yup.
context: you might as well get something good.\Good point.\But I don't have any money.\We're waiting for your\smile\Help Wanted!!\Yeah.\Yup. response:	Thank you very much.
context: Good point.\But I don't have any money.\We're waiting for your\smile\Help Wanted!!\Yeah.\Yup.\Thank you very much. response:	Let's just go see what they have.
context: But I don't have any money.\We're waiting for your\smile\Help Wanted!!\Yeah.\Yup.\Thank you very much.\Let's just go see what they have. response:	Where's the captain today?
context: We're waiting for your\smile\Help Wanted!!\Yeah.\Yup.\Thank you very much.\Let's just go see what they have.\Where's the captain today? response:	He's not here yet.
context: smile\Help Wanted!!\Yeah.\Yup.\Thank you very much.\Let's just go see what they have.\Where's the captain today?\He's not here yet. response:	I see.
context: Help Wanted!!\Yeah.\Yup.\Thank you very much.\Let's just go see what they have.\Where's the captain today?\He's not here yet.\I see. response:	We'll start with rods.
context: Yeah.\Yup.\Thank you very much.\Let's just go see what they have.\Where's the captain today?\He's not here yet.\I see.\We'll start with rods. response:	If you're looking for a rod, I'd recommend one of these over here.
context: Yup.\Thank you very much.\Let's just go see what they have.\Where's the captain today?\He's not here yet.\I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here. response:	How about this one?
context: Thank you very much.\Let's just go see what they have.\Where's the captain today?\He's not here yet.\I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one? response:	There's no paint coating, so it's pretty light.
context: Let's just go see what they have.\Where's the captain today?\He's not here yet.\I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light. response:	They call it unsanded.
context: Where's the captain today?\He's not here yet.\I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded. response:	This one.
context: He's not here yet.\I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded.\This one. response:	That one, huh?
context: I see.\We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded.\This one.\That one, huh? response:	Lunamis S900ML.
context: We'll start with rods.\If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded.\This one.\That one, huh?\Lunamis S900ML. response:	Not a bad choice for an amateur.
context: If you're looking for a rod, I'd recommend one of these over here.\How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded.\This one.\That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur. response:	The Lunamis is made primarily for catching sea bass.
context: How about this one?\There's no paint coating, so it's pretty light.\They call it unsanded.\This one.\That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass. response:	It's a middle-grade rod.
context: There's no paint coating, so it's pretty light.\They call it unsanded.\This one.\That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod. response:	The amazing thing about this rod is,
context: They call it unsanded.\This one.\That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is, response:	Try swinging it.
context: This one.\That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it. response:	Okay.
context: That one, huh?\Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it.\Okay. response:	compared to a top-grade rod,
context: Lunamis S900ML.\Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it.\Okay.\compared to a top-grade rod, response:	it performs almost exactly the same way.
context: Not a bad choice for an amateur.\The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it.\Okay.\compared to a top-grade rod,\it performs almost exactly the same way. response:	It's so light. This thing's great.
context: The Lunamis is made primarily for catching sea bass.\It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it.\Okay.\compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great. response:	With the surprising power and feel of a Spiral X
context: It's a middle-grade rod.\The amazing thing about this rod is,\Try swinging it.\Okay.\compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X response:	and Hyperpower X along with Shinoma's unique construction,
context: The amazing thing about this rod is,\Try swinging it.\Okay.\compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction, response:	Isn't it?
context: Try swinging it.\Okay.\compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it? response:	Yuki, hold the rod like that.
context: Okay.\compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that. response:	it's got a light and tangle-proof chitin frame K-guide,
context: compared to a top-grade rod,\it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide, response:	You should be able to tell the difference in rigidity
context: it performs almost exactly the same way.\It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity response:	and flexibility compared to the rod you've been using.
context: It's so light. This thing's great.\With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using. response:	as well as a lightweight yet strong
context: With the surprising power and feel of a Spiral X\and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong response:	Sea Eye Four-based reel seat.
context: and Hyperpower X along with Shinoma's unique construction,\Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat. response:	You're right. This is different!
context: Isn't it?\Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different! response:	At 37,500 yen, I think it's a steal.
context: Yuki, hold the rod like that.\it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal. response:	And if you're buying that rod, I recommend this reel.
context: it's got a light and tangle-proof chitin frame K-guide,\You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel. response:	Twin Power C3000HG.
context: You should be able to tell the difference in rigidity\and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG. response:	Well, I prefer a Stella.
context: and flexibility compared to the rod you've been using.\as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella. response:	This reel's got a reasonable price considering its high specs.
context: as well as a lightweight yet strong\Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs. response:	If the Stella is every fisherman's true love or princess,
context: Sea Eye Four-based reel seat.\You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess, response:	this would be the schoolyard's Madonna.
context: You're right. This is different!\At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna. response:	In other words, high school kids like you can afford it.
context: At 37,500 yen, I think it's a steal.\And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it. response:	I want it!
context: And if you're buying that rod, I recommend this reel.\Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it! response:	Yuki, you seem happy.
context: Twin Power C3000HG.\Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy. response:	What are you looking at?
context: Well, I prefer a Stella.\This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy.\What are you looking at? response:	A hundred thousand?!
context: This reel's got a reasonable price considering its high specs.\If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy.\What are you looking at?\A hundred thousand?! response:	Yeah. A Rod and reel, plus lures, fishing wear,
context: If the Stella is every fisherman's true love or princess,\this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy.\What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear, response:	and everything else comes out to around that price.
context: this would be the schoolyard's Madonna.\In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy.\What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price. response:	Well, if you're really serious about it,
context: In other words, high school kids like you can afford it.\I want it!\Yuki, you seem happy.\What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it, response:	you'll end up spending about that much.
context: I want it!\Yuki, you seem happy.\What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much. response:	I don't have that much money.
context: Yuki, you seem happy.\What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money. response:	It's hot out.
context: What are you looking at?\A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money.\It's hot out. response:	Hot, hot.
context: A hundred thousand?!\Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money.\It's hot out.\Hot, hot. response:	Hello.
context: Yeah. A Rod and reel, plus lures, fishing wear,\and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money.\It's hot out.\Hot, hot.\Hello. response:	Hey, Natsuki. It's so hot you could melt, isn't it?
context: and everything else comes out to around that price.\Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money.\It's hot out.\Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it? response:	I'm melting.
context: Well, if you're really serious about it,\you'll end up spending about that much.\I don't have that much money.\It's hot out.\Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting. response:	Haru, is it hot on your planet, too?
context: you'll end up spending about that much.\I don't have that much money.\It's hot out.\Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too? response:	No, it's super cool.
context: I don't have that much money.\It's hot out.\Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool. response:	He knows about Haru?
context: It's hot out.\Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru? response:	I'm jealous, you jerk.
context: Hot, hot.\Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru?\I'm jealous, you jerk. response:	Did you hear that, Misaki-san?
context: Hello.\Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san? response:	Doesn't it sound great?
context: Hey, Natsuki. It's so hot you could melt, isn't it?\I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great? response:	I bet it's the perfect place for a summer vacation.
context: I'm melting.\Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation. response:	And you, Indian.
context: Haru, is it hot on your planet, too?\No, it's super cool.\He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian. response:	Take off your turban when you're in the store.
context: No, it's super cool.\He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store. response:	It's making me hot just looking at it.
context: He knows about Haru?\I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it. response:	Who is he?
context: I'm jealous, you jerk.\Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he? response:	Hey, boy, catch anything?
context: Did you hear that, Misaki-san?\Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything? response:	Misaki-san, the usual.
context: Doesn't it sound great?\I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything?\Misaki-san, the usual. response:	Okay. Hot tea, coming right up.
context: I bet it's the perfect place for a summer vacation.\And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up. response:	That's the captain.
context: And you, Indian.\Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain. response:	Captain?
context: Take off your turban when you're in the store.\It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain.\Captain? response:	He's like my older brother. He's a good guy.
context: It's making me hot just looking at it.\Who is he?\Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain.\Captain?\He's like my older brother. He's a good guy. response:	Yeah. Ayumi-chan's a great guy.
context: Who is he?\Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain.\Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy. response:	Even if you can't work in a store, you could probably fish.
context: Hey, boy, catch anything?\Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain.\Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish. response:	Fish?
context: Misaki-san, the usual.\Okay. Hot tea, coming right up.\That's the captain.\Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish? response:	Natsuki, we don't make any money by fishing.
context: Okay. Hot tea, coming right up.\That's the captain.\Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing. response:	But you can.
context: That's the captain.\Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing.\But you can. response:	Captain.
context: Captain?\He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing.\But you can.\Captain. response:	What?
context: He's like my older brother. He's a good guy.\Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing.\But you can.\Captain.\What? response:	Could you let the three of us work this year?
context: Yeah. Ayumi-chan's a great guy.\Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing.\But you can.\Captain.\What?\Could you let the three of us work this year? response:	Huh? What'd you say?
context: Even if you can't work in a store, you could probably fish.\Fish?\Natsuki, we don't make any money by fishing.\But you can.\Captain.\What?\Could you let the three of us work this year?\Huh? What'd you say? response:	This summer vacation, I was hoping
context: Fish?\Natsuki, we don't make any money by fishing.\But you can.\Captain.\What?\Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping response:	you'd let the three of us work on your fishing boat.
context: Natsuki, we don't make any money by fishing.\But you can.\Captain.\What?\Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat. response:	Work on a fishing boat? You can do that?
context: But you can.\Captain.\What?\Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that? response:	He's staring me down! What is this, an interview?
context: Captain.\What?\Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview? response:	What am I gonna do? Should I smile?
context: What?\Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile? response:	Please, Captain.
context: Could you let the three of us work this year?\Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain. response:	He's serious about fishing and desperately wants his own gear.
context: Huh? What'd you say?\This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear. response:	I can't do it!
context: This summer vacation, I was hoping\you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it! response:	Okay, you pass!
context: you'd let the three of us work on your fishing boat.\Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass! response:	What?
context: Work on a fishing boat? You can do that?\He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass!\What? response:	We pass!
context: He's staring me down! What is this, an interview?\What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass!\What?\We pass! response:	That's great.
context: What am I gonna do? Should I smile?\Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass!\What?\We pass!\That's great. response:	Thanks, Captain.
context: Please, Captain.\He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass!\What?\We pass!\That's great.\Thanks, Captain. response:	You start tomorrow.
context: He's serious about fishing and desperately wants his own gear.\I can't do it!\Okay, you pass!\What?\We pass!\That's great.\Thanks, Captain.\You start tomorrow. response:	Tomorrow?
context: I can't do it!\Okay, you pass!\What?\We pass!\That's great.\Thanks, Captain.\You start tomorrow.\Tomorrow? response:	Thank you.
context: Okay, you pass!\What?\We pass!\That's great.\Thanks, Captain.\You start tomorrow.\Tomorrow?\Thank you. response:	Thanks!
context: What?\We pass!\That's great.\Thanks, Captain.\You start tomorrow.\Tomorrow?\Thank you.\Thanks! response:	You'll be all right.
context: We pass!\That's great.\Thanks, Captain.\You start tomorrow.\Tomorrow?\Thank you.\Thanks!\You'll be all right. response:	Three days on my boat and you'll be a real man of the sea.
context: That's great.\Thanks, Captain.\You start tomorrow.\Tomorrow?\Thank you.\Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea. response:	A man of the sea? Me?
context: Thanks, Captain.\You start tomorrow.\Tomorrow?\Thank you.\Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me? response:	Way to go, Ayumi-chan.
context: You start tomorrow.\Tomorrow?\Thank you.\Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan. response:	We knew we could count on you.
context: Tomorrow?\Thank you.\Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you. response:	Excuse me.
context: Thank you.\Thanks!\You'll be all right.\Three days on my boat and you'll be a real man of the sea.\A man of the sea? Me?\Way to go, Ayumi-chan.\We knew we could count on you.\Excuse me. response:	All right!
