context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: Puppet's Blood has come undone?\This magic only takes the side of myself and those I have a family bond with.\You and I have no bond.\I'm Home\You and I have no bond.\Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made. response:	I want to make everyone smile with my magic!
context: This magic only takes the side of myself and those I have a family bond with.\You and I have no bond.\I'm Home\You and I have no bond.\Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic! response:	I'm sure you'll be able to, Vanessa.
context: You and I have no bond.\I'm Home\You and I have no bond.\Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa. response:	I obsessed so much over obtaining perfection
context: I'm Home\You and I have no bond.\Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection response:	that I forgot something important.
context: You and I have no bond.\Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important. response:	There is a power you can obtain from your feelings because you're imperfect.
context: Impossible...\Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect. response:	The magic you could not obtain under my care...
context: Your Majesty, look! I made a doll out of thread!\My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care... response:	It came to you only because you were free and imperfect.
context: My, it's so well-made.\I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect. response:	Perfect.
context: I want to make everyone smile with my magic!\I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect. response:	Do as you wish.
context: I'm sure you'll be able to, Vanessa.\I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect.\Do as you wish. response:	You have utterly defeated me.
context: I obsessed so much over obtaining perfection\that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect.\Do as you wish.\You have utterly defeated me. response:	Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.
context: that I forgot something important.\There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect.\Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon. response:	Ow!
context: There is a power you can obtain from your feelings because you're imperfect.\The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect.\Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow! response:	My wounds have healed!
context: The magic you could not obtain under my care...\It came to you only because you were free and imperfect.\Perfect.\Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed! response:	Huh?
context: It came to you only because you were free and imperfect.\Perfect.\Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed!\Huh? response:	She fully healed all of us.
context: Perfect.\Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed!\Huh?\She fully healed all of us. response:	The Queen of Witches really is insane.
context: Do as you wish.\You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed!\Huh?\She fully healed all of us.\The Queen of Witches really is insane. response:	We... won?
context: You have utterly defeated me.\Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed!\Huh?\She fully healed all of us.\The Queen of Witches really is insane.\We... won? response:	You're amazing, Vanessa!
context: Blood Recovery Magic: Curse-Breaking Blood-Filled Cocoon.\Ow!\My wounds have healed!\Huh?\She fully healed all of us.\The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa! response:	We won... We won because of your magic!
context: Ow!\My wounds have healed!\Huh?\She fully healed all of us.\The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa!\We won... We won because of your magic! response:	Whoo!
context: My wounds have healed!\Huh?\She fully healed all of us.\The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa!\We won... We won because of your magic!\Whoo! response:	Thank goodness.
context: Huh?\She fully healed all of us.\The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa!\We won... We won because of your magic!\Whoo!\Thank goodness. response:	I'm so glad you're okay!
context: She fully healed all of us.\The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa!\We won... We won because of your magic!\Whoo!\Thank goodness.\I'm so glad you're okay! response:	Do you know how worried I was about you?
context: The Queen of Witches really is insane.\We... won?\You're amazing, Vanessa!\We won... We won because of your magic!\Whoo!\Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you? response:	Ow, ow, ow, ow...
context: We... won?\You're amazing, Vanessa!\We won... We won because of your magic!\Whoo!\Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow... response:	I see you're naked, as usual.
context: You're amazing, Vanessa!\We won... We won because of your magic!\Whoo!\Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual. response:	Huh? When did that happen?
context: We won... We won because of your magic!\Whoo!\Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen? response:	It's been a while, you two.
context: Whoo!\Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two. response:	It's good to see you.
context: Thank goodness.\I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two.\It's good to see you. response:	Why, you little...
context: I'm so glad you're okay!\Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two.\It's good to see you.\Why, you little... response:	It's all thanks to you, Vanessa.
context: Do you know how worried I was about you?\Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two.\It's good to see you.\Why, you little...\It's all thanks to you, Vanessa. response:	No.
context: Ow, ow, ow, ow...\I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two.\It's good to see you.\Why, you little...\It's all thanks to you, Vanessa.\No. response:	It's thanks to all of you.
context: I see you're naked, as usual.\Huh? When did that happen?\It's been a while, you two.\It's good to see you.\Why, you little...\It's all thanks to you, Vanessa.\No.\It's thanks to all of you. response:	It's because all of you were there for me that I was able to use that spell.
context: Huh? When did that happen?\It's been a while, you two.\It's good to see you.\Why, you little...\It's all thanks to you, Vanessa.\No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell. response:	Thank you.
context: It's been a while, you two.\It's good to see you.\Why, you little...\It's all thanks to you, Vanessa.\No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you. response:	I guess so.
context: It's good to see you.\Why, you little...\It's all thanks to you, Vanessa.\No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so. response:	Huh?
context: Why, you little...\It's all thanks to you, Vanessa.\No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so.\Huh? response:	Woohoo! It doesn't hurt!
context: It's all thanks to you, Vanessa.\No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so.\Huh?\Woohoo! It doesn't hurt! response:	It doesn't hurt at all! Actually, I feel as light as a feather!
context: No.\It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so.\Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather! response:	The moment he gets back on his feet...
context: It's thanks to all of you.\It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so.\Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet... response:	Talk about energetic.
context: It's because all of you were there for me that I was able to use that spell.\Thank you.\I guess so.\Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic. response:	Hey, Stupidsta! You're practically naked!
context: Thank you.\I guess so.\Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked! response:	You're bringing that up now?!
context: I guess so.\Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?! response:	Maybe he took after you, Master.
context: Huh?\Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master. response:	What?
context: Woohoo! It doesn't hurt!\It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master.\What? response:	But just look at me now, Noelle!
context: It doesn't hurt at all! Actually, I feel as light as a feather!\The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master.\What?\But just look at me now, Noelle! response:	As soon as I was healed, I felt like my muscles were even more powerful!
context: The moment he gets back on his feet...\Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master.\What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful! response:	Stupidsta!
context: Talk about energetic.\Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master.\What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta! response:	This bird...
context: Hey, Stupidsta! You're practically naked!\You're bringing that up now?!\Maybe he took after you, Master.\What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird... response:	Thank goodness those violent people finally left.
context: You're bringing that up now?!\Maybe he took after you, Master.\What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird...\Thank goodness those violent people finally left. response:	That's what they get for attacking the Witches' Forest!
context: Maybe he took after you, Master.\What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest! response:	The Eye of the Midnight Sun
context: What?\But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun response:	was apparently looking for a magic stone that's in this forest.
context: But just look at me now, Noelle!\As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest. response:	Do you know anything about that?
context: As soon as I was healed, I felt like my muscles were even more powerful!\Stupidsta!\This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that? response:	I would assume the magic stone you speak of is this.
context: Stupidsta!\This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this. response:	I have no need of it. You may have it.
context: This bird...\Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it. response:	Huh? The magic stone?
context: Thank goodness those violent people finally left.\That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone? response:	Whoa, thank you!
context: That's what they get for attacking the Witches' Forest!\The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you! response:	Holy crap! We got the magic stone just that easily!
context: The Eye of the Midnight Sun\was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily! response:	Yami's gonna praise us for this!
context: was apparently looking for a magic stone that's in this forest.\Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this! response:	Hey, it seemed like the Eye of the Midnight Sun wanted this.
context: Do you know anything about that?\I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this. response:	Do you have any idea why?
context: I would assume the magic stone you speak of is this.\I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why? response:	Actually, who the heck are they, anyway?
context: I have no need of it. You may have it.\Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway? response:	Do you know anything about them?
context: Huh? The magic stone?\Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them? response:	That magic stone is a magical item that heightens the wearer's powers,
context: Whoa, thank you!\Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers, response:	but only those of the elf tribe are truly able to use it.
context: Holy crap! We got the magic stone just that easily!\Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it. response:	Elves?
context: Yami's gonna praise us for this!\Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves? response:	The elves possessed great power.
context: Hey, it seemed like the Eye of the Midnight Sun wanted this.\Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power. response:	They lived in what is now called the Forsaken Realm several centuries ago.
context: Do you have any idea why?\Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago. response:	Each individual elf had an extraordinary amount of magical power.
context: Actually, who the heck are they, anyway?\Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power. response:	Many of them were equal to me.
context: Do you know anything about them?\That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me. response:	Several centuries? Lady, how old are you?
context: That magic stone is a magical item that heightens the wearer's powers,\but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you? response:	Your skin is way too flawless.
context: but only those of the elf tribe are truly able to use it.\Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless. response:	But...
context: Elves?\The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless.\But... response:	The humans outnumbered them, and when they fought them, the elves were annihilated.
context: The elves possessed great power.\They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated. response:	That Fana girl's third eye...
context: They lived in what is now called the Forsaken Realm several centuries ago.\Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye... response:	That is forbidden magic.
context: Each individual elf had an extraordinary amount of magical power.\Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic. response:	But that girl wasn't the one who activated that spell. It was someone else.
context: Many of them were equal to me.\Several centuries? Lady, how old are you?\Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else. response:	Ordinary humans are unable to meddle with forbidden magic.
context: Several centuries? Lady, how old are you?\Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic. response:	I-I'm so completely lost.
context: Your skin is way too flawless.\But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost. response:	Activating a forbidden spell
context: But...\The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell response:	requires a tremendous amount of mana and some sort of sacrifice.
context: The humans outnumbered them, and when they fought them, the elves were annihilated.\That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice. response:	The ancient demon was also a top-level forbidden spell
context: That Fana girl's third eye...\That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell response:	activated by the leader of the elf clan.
context: That is forbidden magic.\But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell\activated by the leader of the elf clan. response:	That demon?
context: But that girl wasn't the one who activated that spell. It was someone else.\Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell\activated by the leader of the elf clan.\That demon? response:	It could be that the Eye of the Midnight Sun are descendants of the elves.
context: Ordinary humans are unable to meddle with forbidden magic.\I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell\activated by the leader of the elf clan.\That demon?\It could be that the Eye of the Midnight Sun are descendants of the elves. response:	It couldn't be.
context: I-I'm so completely lost.\Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell\activated by the leader of the elf clan.\That demon?\It could be that the Eye of the Midnight Sun are descendants of the elves.\It couldn't be. response:	Are you telling me the evil monsters from the picture book
context: Activating a forbidden spell\requires a tremendous amount of mana and some sort of sacrifice.\The ancient demon was also a top-level forbidden spell\activated by the leader of the elf clan.\That demon?\It could be that the Eye of the Midnight Sun are descendants of the elves.\It couldn't be.\Are you telling me the evil monsters from the picture book response:	my nanny read to me as a child were actually elves?
