context: Water. response:	Earth.
context: That's nice. I'll tell him.\Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest. response:	I'm sure he'll be better by tomorrow.
context: Classic Appa.\How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow. response:	Not you too!
context: How's Sokka doing?\Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too! response:	Relax, it was just a little cough. I'm fine...
context: Not so good. Being out in that storm really did a number on him.\I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine... response:	That's how Sokka started yesterday.
context: I couldn't find any ginger root for the tea, but I found a map.\There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday. response:	Now look at him... he thinks he's an earthbender!
context: There's an herbalist institute on the top of that mountain.\We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender! response:	Take that, you rock!
context: We could probably find a cure for Sokka there.\Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock! response:	A few more hours and you'll be talking nonsense too.
context: Aang, he's in no condition to travel. Sokka just needs more rest.\I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too. response:	I'm going to find some medicine.
context: I'm sure he'll be better by tomorrow.\Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine. response:	Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.
context: Not you too!\Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys. response:	You guys are killin' me!
context: Relax, it was just a little cough. I'm fine...\That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me! response:	We haven't been able to pick up the Avatar's trail since the storm.
context: That's how Sokka started yesterday.\Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm. response:	But, if we continue heading northeast...
context: Now look at him... he thinks he's an earthbender!\Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast... response:	What do they want?
context: Take that, you rock!\A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want? response:	Perhaps a sporting game of Pai Sho!
context: A few more hours and you'll be talking nonsense too.\I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho! response:	The hunt for the Avatar has been given prime importance.
context: I'm going to find some medicine.\Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance. response:	All information regarding the Avatar must be reported directly to Admiral Zhao.
context: Uh, maybe it's safer if I go on foot. Keep an eye on'em guys.\You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao. response:	Zhao has been promoted? Well, good for him!
context: You guys are killin' me!\We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him! response:	I've got nothing to report to Zhao. Now get off my ship and let us pass.
context: We haven't been able to pick up the Avatar's trail since the storm.\But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass. response:	Admiral Zhao is not allowing ships in or out of this area.
context: But, if we continue heading northeast...\What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area. response:	Off my ship!
context: What do they want?\Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship! response:	Excellent! I take the pot. But, you're all improving.
context: Perhaps a sporting game of Pai Sho!\The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving. response:	I'm certain you will win if we play again.
context: The hunt for the Avatar has been given prime importance.\All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again. response:	Says here that the Avatar can create tornados and run faster than the wind.
context: All information regarding the Avatar must be reported directly to Admiral Zhao.\Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind. response:	Pretty amazing.
context: Zhao has been promoted? Well, good for him!\I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing. response:	Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.
context: I've got nothing to report to Zhao. Now get off my ship and let us pass.\Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true. response:	Katara... please... water...
context: Admiral Zhao is not allowing ships in or out of this area.\Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water... response:	Listen carefully, Momo. I need you to take this to the river and fill it with water.
context: Off my ship!\Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water. response:	Got it?
context: Excellent! I take the pot. But, you're all improving.\I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it? response:	Hello! I'm sorry to barge in like this, but I need some medicine for my friends.
context: I'm certain you will win if we play again.\Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends. response:	They have fevers and they've been coughing and...
context: Says here that the Avatar can create tornados and run faster than the wind.\Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and... response:	Settle down, young man. Your friends are going to be fine.
context: Pretty amazing.\Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine. response:	I've been up here for over fourty years you know, used to be others,...
context: Ehh, that's just a bunch of Fire Lord propaganda. There's no way that's true.\Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,... response:	That's nice.
context: Katara... please... water...\Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice. response:	Wounded Earth Kingdom troops still come by now and again, brave boys,...
context: Listen carefully, Momo. I need you to take this to the river and fill it with water.\Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,... response:	That's nice. Are you almost done?
context: Got it?\Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done? response:	Hold on, I just need to add one last ingredient.
context: Hello! I'm sorry to barge in like this, but I need some medicine for my friends.\They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient. response:	Oh, sandalwood... oh, er, uh, that won't do, banana leaf?
context: They have fevers and they've been coughing and...\Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf? response:	Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?
context: Settle down, young man. Your friends are going to be fine.\I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant? response:	Is everything okay? It's been almost an hour and you haven't given the men an order.
context: I've been up here for over fourty years you know, used to be others,...\That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order. response:	I don't care what they do.
context: That's nice.\Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do. response:	Don't give up hope yet. You can still find the Avatar before Zhao.
context: Wounded Earth Kingdom troops still come by now and again, brave boys,...\That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao. response:	How, Uncle?
context: That's nice. Are you almost done?\Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle? response:	With Zhao's resources it's just a matter of time before he captures the Avatar.
context: Hold on, I just need to add one last ingredient.\Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar. response:	My honor, my throne, my country, I'm about to lose them all.
context: Oh, sandalwood... oh, er, uh, that won't do, banana leaf?\Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all. response:	Oh, here's what I was looking for! Plum blossom!
context: Ah, nope, uh, ginger root, uh uh, oh where is that pesky little plant?\Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom! response:	Finally!
context: Is everything okay? It's been almost an hour and you haven't given the men an order.\I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally! response:	Thanks for all your help!
context: I don't care what they do.\Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help! response:	Hands off! What do you think you're doing?
context: Don't give up hope yet. You can still find the Avatar before Zhao.\How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help!\Hands off! What do you think you're doing? response:	Taking the cure to my friends!
context: How, Uncle?\With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends! response:	This isn't a cure, it's Miyuki's dinner.
context: With Zhao's resources it's just a matter of time before he captures the Avatar.\My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner. response:	Plum blossom is her favorite.
context: My honor, my throne, my country, I'm about to lose them all.\Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite. response:	What about my friends?
context: Oh, here's what I was looking for! Plum blossom!\Finally!\Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends? response:	Well, all they need is some frozen wood frogs.
context: Finally!\Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends?\Well, all they need is some frozen wood frogs. response:	There's plenty of them down in the valley swamp.
context: Thanks for all your help!\Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends?\Well, all they need is some frozen wood frogs.\There's plenty of them down in the valley swamp. response:	What am I supposed to do with frozen frogs?
context: Hands off! What do you think you're doing?\Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends?\Well, all they need is some frozen wood frogs.\There's plenty of them down in the valley swamp.\What am I supposed to do with frozen frogs? response:	Why, suck on them of course!
context: Taking the cure to my friends!\This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends?\Well, all they need is some frozen wood frogs.\There's plenty of them down in the valley swamp.\What am I supposed to do with frozen frogs?\Why, suck on them of course! response:	Suck on them!?
context: This isn't a cure, it's Miyuki's dinner.\Plum blossom is her favorite.\What about my friends?\Well, all they need is some frozen wood frogs.\There's plenty of them down in the valley swamp.\What am I supposed to do with frozen frogs?\Why, suck on them of course!\Suck on them!? response:	The frog's skin excretes a substance that'll cure your friends,...
