context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: The glorious light illuminating the way out is almost in your sight.\Stop, Stein.\Where do you think you are going?\Shouldn't you be under house arrest?\I'm looking for my way back.\The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you. response:	What are you talking about?
context: Stop, Stein.\Where do you think you are going?\Shouldn't you be under house arrest?\I'm looking for my way back.\The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about? response:	I'm a hound loyal to the law,
context: Where do you think you are going?\Shouldn't you be under house arrest?\I'm looking for my way back.\The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law, response:	I'm guarding this door so that no insanity can pass through.
context: Shouldn't you be under house arrest?\I'm looking for my way back.\The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through. response:	If you ever come near this door again...
context: I'm looking for my way back.\The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again... response:	What the hell?
context: The fog is too thick\and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell? response:	I wonder what happened to everyone.
context: and I've lost my way.\You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell?\I wonder what happened to everyone. response:	Since nobody came,
context: You've been taken over by the madness inside you.\What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell?\I wonder what happened to everyone.\Since nobody came, response:	the morning classes have been cancelled.
context: What are you talking about?\I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell?\I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled. response:	Heh, you're talking about them?
context: I'm a hound loyal to the law,\I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell?\I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them? response:	Heh, you're talking about them?
context: I'm guarding this door so that no insanity can pass through.\If you ever come near this door again...\What the hell?\I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them? response:	They must be afraid of the madness
context: If you ever come near this door again...\What the hell?\I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness response:	and are refusing to come outside.
context: What the hell?\I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside. response:	They're probably hiding under their blankets, shivering as we speak.
context: I wonder what happened to everyone.\Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak. response:	But, there's no need to worry!
context: Since nobody came,\the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry! response:	Kishin or whatever, I'll kill him in a second by myself!
context: the morning classes have been cancelled.\Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself! response:	Well, if it's me, I don't think it'll take even one second.
context: Heh, you're talking about them?\Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second. response:	Soul.
context: Heh, you're talking about them?\They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul. response:	Hey.
context: They must be afraid of the madness\and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul.\Hey. response:	Acting all tough, don't be peeing your pants if you see him.
context: and are refusing to come outside.\They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him. response:	Don't be stupid.
context: They're probably hiding under their blankets, shivering as we speak.\But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid. response:	Where's Maka?
context: But, there's no need to worry!\Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka? response:	About that...
context: Kishin or whatever, I'll kill him in a second by myself!\Well, if it's me, I don't think it'll take even one second.\Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka?\About that... response:	She said she won't be coming.
context: Well, if it's me, I don't think it'll take even one second.\Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka?\About that...\She said she won't be coming. response:	She's too worried about the Professor and Crona,
context: Soul.\Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka?\About that...\She said she won't be coming.\She's too worried about the Professor and Crona, response:	she can't concentrate on anything.
context: Hey.\Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka?\About that...\She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything. response:	Hang in there a little bit more.
context: Acting all tough, don't be peeing your pants if you see him.\Don't be stupid.\Where's Maka?\About that...\She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more. response:	Even Medusa has been released,
context: Don't be stupid.\Where's Maka?\About that...\She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released, response:	so I think you'll be forgiven too.
context: Where's Maka?\About that...\She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too. response:	Hey,
context: About that...\She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too.\Hey, response:	what happened to Professor Stein?
context: She said she won't be coming.\She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too.\Hey,\what happened to Professor Stein? response:	Has he come back?
context: She's too worried about the Professor and Crona,\she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too.\Hey,\what happened to Professor Stein?\Has he come back? response:	Tell me.
context: she can't concentrate on anything.\Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too.\Hey,\what happened to Professor Stein?\Has he come back?\Tell me. response:	Doesn't Professor Stein's disappearance have something to do with Medusa-sama?
context: Hang in there a little bit more.\Even Medusa has been released,\so I think you'll be forgiven too.\Hey,\what happened to Professor Stein?\Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama? response:	Maybe,
context: Even Medusa has been released,\so I think you'll be forgiven too.\Hey,\what happened to Professor Stein?\Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe, response:	but there's no need to worry.
context: so I think you'll be forgiven too.\Hey,\what happened to Professor Stein?\Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry. response:	It's the Professor we're talking about.
context: Hey,\what happened to Professor Stein?\Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry.\It's the Professor we're talking about. response:	He'll definitely come back for all of us.
context: what happened to Professor Stein?\Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us. response:	Stop the search?
context: Has he come back?\Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search? response:	Why?
context: Tell me.\Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search?\Why? response:	Stein is already outside of the city.
context: Doesn't Professor Stein's disappearance have something to do with Medusa-sama?\Maybe,\but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search?\Why?\Stein is already outside of the city. response:	As things are now, we cannot afford to send anymore people to help search.
context: Maybe,\but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search?\Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search. response:	It's obvious where he is.
context: but there's no need to worry.\It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search?\Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is. response:	He's gone after Medusa.
context: It's the Professor we're talking about.\He'll definitely come back for all of us.\Stop the search?\Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa. response:	If that's the case, then it'll be worse.
context: He'll definitely come back for all of us.\Stop the search?\Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse. response:	Because Shibusen can't even lay a finger on that witch.
context: Stop the search?\Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch. response:	There is a Deathscythe's special mission waiting for you.
context: Why?\Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you. response:	So please return to Shibusen as soon as possible.
context: Stein is already outside of the city.\As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible. response:	Are you fine with that?
context: As things are now, we cannot afford to send anymore people to help search.\It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that? response:	Not as a Deathscythe, but as a former partner,
context: It's obvious where he is.\He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner, response:	can you really just give up like that?!
context: He's gone after Medusa.\If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?! response:	He's been fighting all this time...
context: If that's the case, then it'll be worse.\Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time... response:	With the madness inside him.
context: Because Shibusen can't even lay a finger on that witch.\There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time...\With the madness inside him. response:	There's no way he would give in so easily.
context: There is a Deathscythe's special mission waiting for you.\So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily. response:	That's Medusa for you,
context: So please return to Shibusen as soon as possible.\Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you, response:	there's never been a witch that's been able to make a deal with Shinigami.
context: Are you fine with that?\Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami. response:	From now on,
context: Not as a Deathscythe, but as a former partner,\can you really just give up like that?!\He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on, response:	it'll be enough for us to just watch Shinigami and Arachne kill each other.
context: can you really just give up like that?!\He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other. response:	But if it doesn't go well,
context: He's been fighting all this time...\With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well, response:	we'll have two ferocious pawns coming for us.
context: With the madness inside him.\There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us. response:	Shinigami will never violate the contract.
context: There's no way he would give in so easily.\That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract. response:	Besides, do you think Arachne can really handle the Kishin?
context: That's Medusa for you,\there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin? response:	Just wait for an opening and then we'll make our move.
context: there's never been a witch that's been able to make a deal with Shinigami.\From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move. response:	Where are you going this time?
context: From now on,\it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time? response:	I'm going out to meet my lover.
context: it'll be enough for us to just watch Shinigami and Arachne kill each other.\But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover. response:	Winding and Sliding: The Dancing Doctor, A New World?
context: But if it doesn't go well,\we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World? response:	Don't cry.
context: we'll have two ferocious pawns coming for us.\Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry. response:	If you can make it through the jungle of anguish,
context: Shinigami will never violate the contract.\Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish, response:	the lake of happiness will be there waiting for you.
context: Besides, do you think Arachne can really handle the Kishin?\Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you. response:	No matter how lost you are, there'll always be only one way out.
context: Just wait for an opening and then we'll make our move.\Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out. response:	Are you girls lost too?
context: Where are you going this time?\I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too? response:	Girls?
context: I'm going out to meet my lover.\Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls? response:	You know,
context: Winding and Sliding: The Dancing Doctor, A New World?\Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls?\You know, response:	I've been alone all this time.
context: Don't cry.\If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls?\You know,\I've been alone all this time. response:	That's why, I'm very happy...
context: If you can make it through the jungle of anguish,\the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls?\You know,\I've been alone all this time.\That's why, I'm very happy... response:	To be able to meet you here.
context: the lake of happiness will be there waiting for you.\No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls?\You know,\I've been alone all this time.\That's why, I'm very happy...\To be able to meet you here. response:	Come with me.
context: No matter how lost you are, there'll always be only one way out.\Are you girls lost too?\Girls?\You know,\I've been alone all this time.\That's why, I'm very happy...\To be able to meet you here.\Come with me. response:	The path ahead will take us to the door that leads out of here.
context: Are you girls lost too?\Girls?\You know,\I've been alone all this time.\That's why, I'm very happy...\To be able to meet you here.\Come with me.\The path ahead will take us to the door that leads out of here. response:	That girl's a witch.
context: Girls?\You know,\I've been alone all this time.\That's why, I'm very happy...\To be able to meet you here.\Come with me.\The path ahead will take us to the door that leads out of here.\That girl's a witch. response:	You can't stay here forever.
context: You know,\I've been alone all this time.\That's why, I'm very happy...\To be able to meet you here.\Come with me.\The path ahead will take us to the door that leads out of here.\That girl's a witch.\You can't stay here forever. response:	There's somebody waiting for you, right?
