context: It is near... response:	It is near!
context: I know!\It's an important festival for the church, right?\This archbishop person only comes out in front of people once every few years.\A huge number of pilgrims gather just to get a glimpse of him, even from far off countries.\You don't know anything, do you, Natsu?\Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion. response:	There have been more than 30 cases now.
context: It's an important festival for the church, right?\This archbishop person only comes out in front of people once every few years.\A huge number of pilgrims gather just to get a glimpse of him, even from far off countries.\You don't know anything, do you, Natsu?\Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now. response:	And yet we still have no clue who is behind it.
context: This archbishop person only comes out in front of people once every few years.\A huge number of pilgrims gather just to get a glimpse of him, even from far off countries.\You don't know anything, do you, Natsu?\Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it. response:	We've analyzed a number of the destroyed churches...
context: A huge number of pilgrims gather just to get a glimpse of him, even from far off countries.\You don't know anything, do you, Natsu?\Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches... response:	Many other countries are watching us carefully at this time.
context: You don't know anything, do you, Natsu?\Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time. response:	We must discover who is responsible and arrest them in all haste.
context: Can it already!\Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste. response:	The good name of the Enforcement Corps will be tarnished at this rate.
context: Is that the truth?\Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate. response:	And it will be we, the Magic Council, that will take the blame.
context: Yesterday, at dawn, the Akaza district church erupted in a fiery explosion.\There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame. response:	Make every effort.
context: There have been more than 30 cases now.\And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort. response:	Yes, sir.
context: And yet we still have no clue who is behind it.\We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir. response:	Father's Memento.
context: We've analyzed a number of the destroyed churches...\Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir.\Father's Memento. response:	How awful... Again?
context: Many other countries are watching us carefully at this time.\We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir.\Father's Memento.\How awful... Again? response:	Some kind of trouble?
context: We must discover who is responsible and arrest them in all haste.\The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir.\Father's Memento.\How awful... Again?\Some kind of trouble? response:	It's a string of church bombings!
context: The good name of the Enforcement Corps will be tarnished at this rate.\And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir.\Father's Memento.\How awful... Again?\Some kind of trouble?\It's a string of church bombings! response:	Sounds quite dangerous to me.
context: And it will be we, the Magic Council, that will take the blame.\Make every effort.\Yes, sir.\Father's Memento.\How awful... Again?\Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me. response:	Oh, I know him! We met him during that Nirvana business...
context: Make every effort.\Yes, sir.\Father's Memento.\How awful... Again?\Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business... response:	Hasn't changed a bit in seven years...
context: Yes, sir.\Father's Memento.\How awful... Again?\Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years... response:	What's wrong, Natsu-nii?
context: Father's Memento.\How awful... Again?\Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii? response:	He said he was tired from working in the fields, so he's taking a nap.
context: How awful... Again?\Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap. response:	Strange that serial bombings like this just pop up...
context: Some kind of trouble?\It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up... response:	We've been out of the loop for seven years, so...
context: It's a string of church bombings!\Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so... response:	Thanks to that, my prediction powers don't seem to be working right.
context: Sounds quite dangerous to me.\Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right. response:	I can only see vague, inconclusive things.
context: Oh, I know him! We met him during that Nirvana business...\Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things. response:	Really?
context: Hasn't changed a bit in seven years...\What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really? response:	Yes, really.
context: What's wrong, Natsu-nii?\He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really?\Yes, really. response:	What smell is this?
context: He said he was tired from working in the fields, so he's taking a nap.\Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really?\Yes, really.\What smell is this? response:	Look who's awake.
context: Strange that serial bombings like this just pop up...\We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really?\Yes, really.\What smell is this?\Look who's awake. response:	Lucy-nee, you've got a visitor!
context: We've been out of the loop for seven years, so...\Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really?\Yes, really.\What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor! response:	Lucy-nee's the one over there.
context: Thanks to that, my prediction powers don't seem to be working right.\I can only see vague, inconclusive things.\Really?\Yes, really.\What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there. response:	Thank you so much.
context: I can only see vague, inconclusive things.\Really?\Yes, really.\What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much. response:	Who is she?
context: Really?\Yes, really.\What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much.\Who is she? response:	Um...
context: Yes, really.\What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much.\Who is she?\Um... response:	You are Lucy Heartfilia?
context: What smell is this?\Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much.\Who is she?\Um...\You are Lucy Heartfilia? response:	Yes, that's me... And you are...?
context: Look who's awake.\Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much.\Who is she?\Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...? response:	Who... am I?
context: Lucy-nee, you've got a visitor!\Lucy-nee's the one over there.\Thank you so much.\Who is she?\Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I? response:	Michelle Lobster!
context: Lucy-nee's the one over there.\Thank you so much.\Who is she?\Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I?\Michelle Lobster! response:	And?!
context: Thank you so much.\Who is she?\Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I?\Michelle Lobster!\And?! response:	Someone you know?
context: Who is she?\Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I?\Michelle Lobster!\And?!\Someone you know? response:	Don't go making her cry off the bat.
context: Um...\You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I?\Michelle Lobster!\And?!\Someone you know?\Don't go making her cry off the bat. response:	I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.
context: You are Lucy Heartfilia?\Yes, that's me... And you are...?\Who... am I?\Michelle Lobster!\And?!\Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember. response:	Would you like a tissue?
context: Yes, that's me... And you are...?\Who... am I?\Michelle Lobster!\And?!\Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue? response:	What a beauty... Who is she?
context: Who... am I?\Michelle Lobster!\And?!\Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she? response:	See, I really don't...
context: Michelle Lobster!\And?!\Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she?\See, I really don't... response:	Let me start over. I am Michelle Lobster.
context: And?!\Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster. response:	It's been too long, Lucy-neesan!
context: Someone you know?\Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan! response:	N-Neesan?!
context: Don't go making her cry off the bat.\I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?! response:	The shocking truth! Lucy's old man had an illegitimate daughter!
context: I'm sorry... It's been quite a long time, so I suppose it's no surprise you don't remember.\Would you like a tissue?\What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter! response:	No, no... The Lobster family and the Heartfilia family are distantly related.
context: Would you like a tissue?\What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related. response:	Oh, so you're Lucy's relative.
context: What a beauty... Who is she?\See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative. response:	I see now.
context: See, I really don't...\Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now. response:	But, why call her neesan?
context: Let me start over. I am Michelle Lobster.\It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now.\But, why call her neesan? response:	Guess that's what they mean when they say a world of difference...
context: It's been too long, Lucy-neesan!\N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference... response:	I don't really get it, but you're Lucy's daughter, then?
context: N-Neesan?!\The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then? response:	How'd you draw that conclusion?!
context: The shocking truth! Lucy's old man had an illegitimate daughter!\No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?! response:	I'm just kidding, sheesh.
context: No, no... The Lobster family and the Heartfilia family are distantly related.\Oh, so you're Lucy's relative.\I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh. response:	So wait, why are you addressing me like I'm older?
context: Oh, so you're Lucy's relative.\I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older? response:	Because you are.
context: I see now.\But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are. response:	Wait... You clearly look older than I am.
context: But, why call her neesan?\Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am. response:	But...
context: Guess that's what they mean when they say a world of difference...\I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am.\But... response:	Natsu, are you following what they're saying?
context: I don't really get it, but you're Lucy's daughter, then?\How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying? response:	So it's like, that Time Ark thing?
context: How'd you draw that conclusion?!\I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing? response:	No...
context: I'm just kidding, sheesh.\So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No... response:	We had our time stopped for seven years on Tenroujima,
context: So wait, why are you addressing me like I'm older?\Because you are.\Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima, response:	but for everyone else time moved forward, right?
context: Because you are.\Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right? response:	When you consider Lucy's actual age, it's not strange
context: Wait... You clearly look older than I am.\But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange response:	for Michelle to call her neesan as if she's an older relative.
context: But...\Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative. response:	Natsu seems to be refusing to think about it.
context: Natsu, are you following what they're saying?\So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it. response:	My, my...
context: So it's like, that Time Ark thing?\No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my... response:	I finally... I finally am able to meet you!
context: No...\We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you! response:	Now, now... And by the way, what's that case?
context: We had our time stopped for seven years on Tenroujima,\but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case? response:	It's...
context: but for everyone else time moved forward, right?\When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's... response:	I've come to give this... to you...
context: When you consider Lucy's actual age, it's not strange\for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's...\I've come to give this... to you... response:	I've been searching for you forever in order to give it to you!
context: for Michelle to call her neesan as if she's an older relative.\Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you! response:	Stop makin' her cry! And you call yourself a Man?!
context: Natsu seems to be refusing to think about it.\My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?! response:	I call myself a girl!
context: My, my...\I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl! response:	Boy, this thing is heavy.
context: I finally... I finally am able to meet you!\Now, now... And by the way, what's that case?\It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy. response:	What's with her?
context: Now, now... And by the way, what's that case?\It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy.\What's with her? response:	Looks like we got proof she's related to Lucy... Just as noisy...
context: It's...\I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy... response:	So, what is it?
context: I've come to give this... to you...\I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it? response:	It's a memento of your father, Jude Heartfilia.
context: I've been searching for you forever in order to give it to you!\Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia. response:	I helped Uncle Jude for a little while with his work.
context: Stop makin' her cry! And you call yourself a Man?!\I call myself a girl!\Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work. response:	And I was there when he passed away...
context: I call myself a girl!\Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away... response:	He asked me to pass this along to you.
context: Boy, this thing is heavy.\What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you. response:	Father's... last request?
context: What's with her?\Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request? response:	He was always worried about you after you went missing.
context: Looks like we got proof she's related to Lucy... Just as noisy...\So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing. response:	But he said that he knew you were still alive out there, somewhere, and asked me to find you.
context: So, what is it?\It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you. response:	He passed away peacefully, as if going to sleep.
context: It's a memento of your father, Jude Heartfilia.\I helped Uncle Jude for a little while with his work.\And I was there when he passed away...\He asked me to pass this along to you.\Father's... last request?\He was always worried about you after you went missing.\But he said that he knew you were still alive out there, somewhere, and asked me to find you.\He passed away peacefully, as if going to sleep. response:	Ever since that day, I've been searching for you.
