context: TS response:	SCRIPT
context: What's he thinking?\They said it's gonna reach a high of 35!\Hydration is the best way to prevent heatstroke.\Aren't you going to Comima today?\I'm leaving right now.\I see.\Be careful.\Okay. response:	It's really sunny out.
context: They said it's gonna reach a high of 35!\Hydration is the best way to prevent heatstroke.\Aren't you going to Comima today?\I'm leaving right now.\I see.\Be careful.\Okay.\It's really sunny out. response:	Bye.
context: Hydration is the best way to prevent heatstroke.\Aren't you going to Comima today?\I'm leaving right now.\I see.\Be careful.\Okay.\It's really sunny out.\Bye. response:	Mayuri!
context: Aren't you going to Comima today?\I'm leaving right now.\I see.\Be careful.\Okay.\It's really sunny out.\Bye.\Mayuri! response:	August 17th.
context: I'm leaving right now.\I see.\Be careful.\Okay.\It's really sunny out.\Bye.\Mayuri!\August 17th. response:	Each D-mail I undid delayed Mayuri's death by one day.
context: I see.\Be careful.\Okay.\It's really sunny out.\Bye.\Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day. response:	Erasing Suzuha's mail made the events of the 13th occur on the 14th.
context: Be careful.\Okay.\It's really sunny out.\Bye.\Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th. response:	Feyris, Rukako, Moeka...
context: Okay.\It's really sunny out.\Bye.\Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka... response:	If each one pushed it back a day,
context: It's really sunny out.\Bye.\Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day, response:	then in this world line, Mayuri dies on the 17th.
context: Bye.\Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th. response:	Today, before 8:00 PM.
context: Mayuri!\August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM. response:	Okarin!
context: August 17th.\Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin! response:	Did you find what you were looking for?
context: Each D-mail I undid delayed Mayuri's death by one day.\Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin!\Did you find what you were looking for? response:	Yup!
context: Erasing Suzuha's mail made the events of the 13th occur on the 14th.\Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin!\Did you find what you were looking for?\Yup! response:	It was almost sold out...
context: Feyris, Rukako, Moeka...\If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin!\Did you find what you were looking for?\Yup!\It was almost sold out... response:	I got one for Daru-kun, too.
context: If each one pushed it back a day,\then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin!\Did you find what you were looking for?\Yup!\It was almost sold out...\I got one for Daru-kun, too. response:	Oh, and there was a book on a robot anime I thought you'd like!
context: then in this world line, Mayuri dies on the 17th.\Today, before 8:00 PM.\Okarin!\Did you find what you were looking for?\Yup!\It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like! response:	Want to go?
context: Today, before 8:00 PM.\Okarin!\Did you find what you were looking for?\Yup!\It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go? response:	No.
context: Okarin!\Did you find what you were looking for?\Yup!\It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No. response:	I'm fine.
context: Did you find what you were looking for?\Yup!\It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No.\I'm fine. response:	Why not?
context: Yup!\It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No.\I'm fine.\Why not? response:	You came all this way.
context: It was almost sold out...\I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No.\I'm fine.\Why not?\You came all this way. response:	There's something I want to think about.
context: I got one for Daru-kun, too.\Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No.\I'm fine.\Why not?\You came all this way.\There's something I want to think about. response:	I see...
context: Oh, and there was a book on a robot anime I thought you'd like!\Want to go?\No.\I'm fine.\Why not?\You came all this way.\There's something I want to think about.\I see... response:	Tell me if there's anywhere you'd like to look.
context: Want to go?\No.\I'm fine.\Why not?\You came all this way.\There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look. response:	Yeah.
context: No.\I'm fine.\Why not?\You came all this way.\There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look.\Yeah. response:	Are you okay?
context: I'm fine.\Why not?\You came all this way.\There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay? response:	Want to go home?
context: Why not?\You came all this way.\There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay?\Want to go home? response:	What are you talking about?
context: You came all this way.\There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay?\Want to go home?\What are you talking about? response:	I wanted to think about, um,
context: There's something I want to think about.\I see...\Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay?\Want to go home?\What are you talking about?\I wanted to think about, um, response:	the Organization assassins hiding in this building.
context: I see...\Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay?\Want to go home?\What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building. response:	I need to do something to escape their clutches.
context: Tell me if there's anywhere you'd like to look.\Yeah.\Are you okay?\Want to go home?\What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches. response:	If I'm not careful, they might find me.
context: Yeah.\Are you okay?\Want to go home?\What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me. response:	Follow the original plan until evening.
context: Are you okay?\Want to go home?\What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening. response:	I don't think any bad people like that are here.
context: Want to go home?\What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here. response:	I'm going scouting.
context: What are you talking about?\I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting. response:	Let's meet back here at 1500.
context: I wanted to think about, um,\the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500. response:	Okay?
context: the Organization assassins hiding in this building.\I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500.\Okay? response:	Sure!
context: I need to do something to escape their clutches.\If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500.\Okay?\Sure! response:	Okarin!
context: If I'm not careful, they might find me.\Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500.\Okay?\Sure!\Okarin! response:	They're selling juice over there!
context: Follow the original plan until evening.\I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500.\Okay?\Sure!\Okarin!\They're selling juice over there! response:	Five hours left.
context: I don't think any bad people like that are here.\I'm going scouting.\Let's meet back here at 1500.\Okay?\Sure!\Okarin!\They're selling juice over there!\Five hours left. response:	Don't give up.
context: I'm going scouting.\Let's meet back here at 1500.\Okay?\Sure!\Okarin!\They're selling juice over there!\Five hours left.\Don't give up. response:	Before that time, find it...
context: Let's meet back here at 1500.\Okay?\Sure!\Okarin!\They're selling juice over there!\Five hours left.\Don't give up.\Before that time, find it... response:	The way for her to survive without changing world lines.
context: Okay?\Sure!\Okarin!\They're selling juice over there!\Five hours left.\Don't give up.\Before that time, find it...\The way for her to survive without changing world lines. response:	Assistant
context: Sure!\Okarin!\They're selling juice over there!\Five hours left.\Don't give up.\Before that time, find it...\The way for her to survive without changing world lines.\Assistant response:	Assistant
context: Okarin!\They're selling juice over there!\Five hours left.\Don't give up.\Before that time, find it...\The way for her to survive without changing world lines.\Assistant\Assistant response:	Assistant
context: They're selling juice over there!\Five hours left.\Don't give up.\Before that time, find it...\The way for her to survive without changing world lines.\Assistant\Assistant\Assistant response:	Assistant
context: Five hours left.\Don't give up.\Before that time, find it...\The way for her to survive without changing world lines.\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Don't give up.\Before that time, find it...\The way for her to survive without changing world lines.\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Before that time, find it...\The way for her to survive without changing world lines.\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: The way for her to survive without changing world lines.\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Assistant
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant response:	Why do I have to help Hashida...
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Why do I have to help Hashida... response:	A notepad?
context: Assistant\Assistant\Assistant\Assistant\Assistant\Assistant\Why do I have to help Hashida...\A notepad? response:	A list of circles at Comima?
context: Assistant\Assistant\Assistant\Assistant\Assistant\Why do I have to help Hashida...\A notepad?\A list of circles at Comima? response:	I don't see one.
context: Assistant\Assistant\Assistant\Assistant\Why do I have to help Hashida...\A notepad?\A list of circles at Comima?\I don't see one. response:	The rack?
context: Assistant\Assistant\Assistant\Why do I have to help Hashida...\A notepad?\A list of circles at Comima?\I don't see one.\The rack? response:	The second shelf?
context: Assistant\Assistant\Why do I have to help Hashida...\A notepad?\A list of circles at Comima?\I don't see one.\The rack?\The second shelf? response:	Don't look at the second shelf?
context: Assistant\Why do I have to help Hashida...\A notepad?\A list of circles at Comima?\I don't see one.\The rack?\The second shelf?\Don't look at the second shelf? response:	I'm seriously having you arrested.
context: Why do I have to help Hashida...\A notepad?\A list of circles at Comima?\I don't see one.\The rack?\The second shelf?\Don't look at the second shelf?\I'm seriously having you arrested. response:	What is it now?
context: A notepad?\A list of circles at Comima?\I don't see one.\The rack?\The second shelf?\Don't look at the second shelf?\I'm seriously having you arrested.\What is it now? response:	It's me.
context: A list of circles at Comima?\I don't see one.\The rack?\The second shelf?\Don't look at the second shelf?\I'm seriously having you arrested.\What is it now?\It's me. response:	What's going on with the cracking?
context: I don't see one.\The rack?\The second shelf?\Don't look at the second shelf?\I'm seriously having you arrested.\What is it now?\It's me.\What's going on with the cracking? response:	You stopped it.
