context: My name is Motoyama Tomomichi. response:	I'm ugly.
context: Motoyama-kun.\She would be Kurihara-dono.\Leave Behind My Corpse\The kind lady who has shown affection to as gross a man as Yamane-dono.\Why would you bring me here when you're alone together?\Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along. response:	S-So what did you want, Kurihara-san?
context: She would be Kurihara-dono.\Leave Behind My Corpse\The kind lady who has shown affection to as gross a man as Yamane-dono.\Why would you bring me here when you're alone together?\Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san? response:	I made too much pudding, so I thought I'd share it.
context: Leave Behind My Corpse\The kind lady who has shown affection to as gross a man as Yamane-dono.\Why would you bring me here when you're alone together?\Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it. response:	What a clumsy excuse.
context: The kind lady who has shown affection to as gross a man as Yamane-dono.\Why would you bring me here when you're alone together?\Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse. response:	I-I don't deserve that.
context: Why would you bring me here when you're alone together?\Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that. response:	Yamane-dono appears to be so fixed on his ugliness,
context: Well, Kurihara-san called me here.\It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness, response:	he can't understand what the lady is trying to do.
context: It's the first time a girl's asked me to meet behind the school.\I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do. response:	Accept it with the greatest of gratefulness. She made it with you in mind.
context: I was afraid of coming alone, so I wanted you to come along.\S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind. response:	No way, no way! Absolutely no way!
context: S-So what did you want, Kurihara-san?\I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way! response:	You're insulting her.
context: I made too much pudding, so I thought I'd share it.\What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her. response:	If Yamane isn't going to budge...
context: What a clumsy excuse.\I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge... response:	Kurihara-dono, was it?
context: I-I don't deserve that.\Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it? response:	I apologize for interrupting. I shall leave you two alone
context: Yamane-dono appears to be so fixed on his ugliness,\he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone response:	No, please stay here.
context: he can't understand what the lady is trying to do.\Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here. response:	You, too?!
context: Accept it with the greatest of gratefulness. She made it with you in mind.\No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?! response:	You're a wuss, too?!
context: No way, no way! Absolutely no way!\You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?!\You're a wuss, too?! response:	You're accepting the pudding, Yamane-dono!
context: You're insulting her.\If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono! response:	I don't think I should be the only one, though...
context: If Yamane isn't going to budge...\Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though... response:	I actually brought two.
context: Kurihara-dono, was it?\I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two. response:	Really?
context: I apologize for interrupting. I shall leave you two alone\No, please stay here.\You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two.\Really? response:	That's great, huh? Motoyama-kun?
context: No, please stay here.\You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two.\Really?\That's great, huh? Motoyama-kun? response:	She made that pudding for you, Yamane-dono!
context: You, too?!\You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two.\Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono! response:	Wh-What are you talking about?!
context: You're a wuss, too?!\You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two.\Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?! response:	Kuriyama-san's sharing them out of courtesy!
context: You're accepting the pudding, Yamane-dono!\I don't think I should be the only one, though...\I actually brought two.\Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy! response:	No.
context: I don't think I should be the only one, though...\I actually brought two.\Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No. response:	She called you behind the school. It's not out of courtesy!
context: I actually brought two.\Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy! response:	You've noticed, have you not?
context: Really?\That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not? response:	About how Kurihara-dono feels about you?
context: That's great, huh? Motoyama-kun?\She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you? response:	S-Stop it!
context: She made that pudding for you, Yamane-dono!\Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it! response:	Rumors would start flying if she gave me pudding in public!
context: Wh-What are you talking about?!\Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public! response:	If let for while...
context: Kuriyama-san's sharing them out of courtesy!\No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while... response:	You're far too self-deprecating, Yamane-dono.
context: No.\She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono. response:	Just accept the gesture.
context: She called you behind the school. It's not out of courtesy!\You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture. response:	How could you, Motoyama-kun?
context: You've noticed, have you not?\About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun? response:	Y-You got me.
context: About how Kurihara-dono feels about you?\S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me. response:	Huh?
context: S-Stop it!\Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me.\Huh? response:	What? I didn't push you that hard.
context: Rumors would start flying if she gave me pudding in public!\If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me.\Huh?\What? I didn't push you that hard. response:	It seems that Kurihara-dono is more important to you
context: If let for while...\You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me.\Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you response:	than me, your best friend.
context: You're far too self-deprecating, Yamane-dono.\Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me.\Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend. response:	Then I shall be on my way.
context: Just accept the gesture.\How could you, Motoyama-kun?\Y-You got me.\Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way. response:	Have the pudding amongst yourselves.
context: How could you, Motoyama-kun?\Y-You got me.\Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves. response:	M-Motoyama-kun!
context: Y-You got me.\Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun! response:	U-Um...
context: Huh?\What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um... response:	W-Would you please take a hint?
context: What? I didn't push you that hard.\It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um...\W-Would you please take a hint? response:	I'm embarrassed with my terrible acting.
context: It seems that Kurihara-dono is more important to you\than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting. response:	I want to get out of here!
context: than me, your best friend.\Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here! response:	Next time, I'll make some for you, too, okay?
context: Then I shall be on my way.\Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay? response:	She's a better woman than I'd imagined.
context: Have the pudding amongst yourselves.\M-Motoyama-kun!\U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined. response:	Best of luck, you two.
context: M-Motoyama-kun!\U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two. response:	Okay, I'll be going.
context: U-Um...\W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going. response:	O-Okay.
context: W-Would you please take a hint?\I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going.\O-Okay. response:	Thanks.
context: I'm embarrassed with my terrible acting.\I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going.\O-Okay.\Thanks. response:	The End
context: I want to get out of here!\Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going.\O-Okay.\Thanks.\The End response:	I think my girlfriend's been on edge lately.
context: Next time, I'll make some for you, too, okay?\She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going.\O-Okay.\Thanks.\The End\I think my girlfriend's been on edge lately. response:	Goda-kun, could you open this lid for me?
context: She's a better woman than I'd imagined.\Best of luck, you two.\Okay, I'll be going.\O-Okay.\Thanks.\The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me? response:	Here.
context: Best of luck, you two.\Okay, I'll be going.\O-Okay.\Thanks.\The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here. response:	Oh man, thanks!
context: Okay, I'll be going.\O-Okay.\Thanks.\The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here.\Oh man, thanks! response:	Jealousy
context: O-Okay.\Thanks.\The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here.\Oh man, thanks!\Jealousy response:	What's wrong?
context: Thanks.\The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here.\Oh man, thanks!\Jealousy\What's wrong? response:	Kamine, have I done something recently?
context: The End\I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here.\Oh man, thanks!\Jealousy\What's wrong?\Kamine, have I done something recently? response:	Huh? Wh-Why?
context: I think my girlfriend's been on edge lately.\Goda-kun, could you open this lid for me?\Here.\Oh man, thanks!\Jealousy\What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why? response:	I get the sense that you're angry at me.
context: Goda-kun, could you open this lid for me?\Here.\Oh man, thanks!\Jealousy\What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me. response:	N-Not really.
context: Here.\Oh man, thanks!\Jealousy\What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really. response:	You haven't done anything.
context: Oh man, thanks!\Jealousy\What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really.\You haven't done anything. response:	Oh.
context: Jealousy\What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really.\You haven't done anything.\Oh. response:	Takeru, let's arm wrestle.
context: What's wrong?\Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really.\You haven't done anything.\Oh.\Takeru, let's arm wrestle. response:	Ready, and...
context: Kamine, have I done something recently?\Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really.\You haven't done anything.\Oh.\Takeru, let's arm wrestle.\Ready, and... response:	I'm pretty sure Kamine's angry about something.
context: Huh? Wh-Why?\I get the sense that you're angry at me.\N-Not really.\You haven't done anything.\Oh.\Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something. response:	Goda!
context: I get the sense that you're angry at me.\N-Not really.\You haven't done anything.\Oh.\Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something.\Goda! response:	I need to apologize to Kamine.
context: N-Not really.\You haven't done anything.\Oh.\Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine. response:	I need to go to our usual meeting spot.
context: You haven't done anything.\Oh.\Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot. response:	She's not here.
context: Oh.\Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here. response:	Is she not here yet?
context: Takeru, let's arm wrestle.\Ready, and...\I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here.\Is she not here yet? response:	Kamine Ayaka
context: Ready, and...\I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here.\Is she not here yet?\Kamine Ayaka response:	Out of service area
context: I'm pretty sure Kamine's angry about something.\Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here.\Is she not here yet?\Kamine Ayaka\Out of service area response:	Redial Cancel
context: Goda!\I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here.\Is she not here yet?\Kamine Ayaka\Out of service area\Redial Cancel response:	I-Is she blocking me?
context: I need to apologize to Kamine.\I need to go to our usual meeting spot.\She's not here.\Is she not here yet?\Kamine Ayaka\Out of service area\Redial Cancel\I-Is she blocking me? response:	She's that angry?
context: I need to go to our usual meeting spot.\She's not here.\Is she not here yet?\Kamine Ayaka\Out of service area\Redial Cancel\I-Is she blocking me?\She's that angry? response:	Guess who.
context: She's not here.\Is she not here yet?\Kamine Ayaka\Out of service area\Redial Cancel\I-Is she blocking me?\She's that angry?\Guess who. response:	K-Kamine.
context: Is she not here yet?\Kamine Ayaka\Out of service area\Redial Cancel\I-Is she blocking me?\She's that angry?\Guess who.\K-Kamine. response:	You're here.
context: Kamine Ayaka\Out of service area\Redial Cancel\I-Is she blocking me?\She's that angry?\Guess who.\K-Kamine.\You're here. response:	Yeah.
context: Out of service area\Redial Cancel\I-Is she blocking me?\She's that angry?\Guess who.\K-Kamine.\You're here.\Yeah. response:	Did you think I went home?
context: Redial Cancel\I-Is she blocking me?\She's that angry?\Guess who.\K-Kamine.\You're here.\Yeah.\Did you think I went home? response:	Went home?
context: I-Is she blocking me?\She's that angry?\Guess who.\K-Kamine.\You're here.\Yeah.\Did you think I went home?\Went home? response:	I thought you were done with me.
context: She's that angry?\Guess who.\K-Kamine.\You're here.\Yeah.\Did you think I went home?\Went home?\I thought you were done with me. response:	Ah, no.
context: Guess who.\K-Kamine.\You're here.\Yeah.\Did you think I went home?\Went home?\I thought you were done with me.\Ah, no. response:	Sorry.
context: K-Kamine.\You're here.\Yeah.\Did you think I went home?\Went home?\I thought you were done with me.\Ah, no.\Sorry. response:	I wanted you to worry about me, so I was being a bit mean.
context: You're here.\Yeah.\Did you think I went home?\Went home?\I thought you were done with me.\Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean. response:	You were so angry at me that you had to be mean?
context: Yeah.\Did you think I went home?\Went home?\I thought you were done with me.\Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean? response:	S-Sorry.
context: Did you think I went home?\Went home?\I thought you were done with me.\Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry. response:	Let's go home.
context: Went home?\I thought you were done with me.\Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry.\Let's go home. response:	Aren't you going to hold hands with me?
context: I thought you were done with me.\Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry.\Let's go home.\Aren't you going to hold hands with me? response:	I mean, you held hands with Patricia-chan.
context: Ah, no.\Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry.\Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan. response:	Are you upset that I arm wrestled with Patricia?
context: Sorry.\I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry.\Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia? response:	Oh.
context: I wanted you to worry about me, so I was being a bit mean.\You were so angry at me that you had to be mean?\S-Sorry.\Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh. response:	You could have told me.
context: You were so angry at me that you had to be mean?\S-Sorry.\Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me. response:	I would have arm wrestled with you.
context: S-Sorry.\Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me.\I would have arm wrestled with you. response:	No!
context: Let's go home.\Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me.\I would have arm wrestled with you.\No! response:	It's not that I want to arm wrestle with you.
context: Aren't you going to hold hands with me?\I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me.\I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you. response:	In fact, I don't want you to.
context: I mean, you held hands with Patricia-chan.\Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me.\I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to. response:	What does that mean?
context: Are you upset that I arm wrestled with Patricia?\Oh.\You could have told me.\I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean? response:	Nah, you'll just hate me if I told you.
context: Oh.\You could have told me.\I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you. response:	Sorry for troubling you.
context: You could have told me.\I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you. response:	Why would I ever hate you, Kamine?
context: I would have arm wrestled with you.\No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine? response:	I'm your boyfriend, aren't I?
context: No!\It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I? response:	I'll hear anything you need to say.
context: It's not that I want to arm wrestle with you.\In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say. response:	R-Really?
context: In fact, I don't want you to.\What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really? response:	You won't hate me?
context: What does that mean?\Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really?\You won't hate me? response:	I won't.
context: Nah, you'll just hate me if I told you.\Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really?\You won't hate me?\I won't. response:	Then...
context: Sorry for troubling you.\Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really?\You won't hate me?\I won't.\Then... response:	Don't get too close to other girls.
context: Why would I ever hate you, Kamine?\I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really?\You won't hate me?\I won't.\Then...\Don't get too close to other girls. response:	Call me by my first name from now on.
context: I'm your boyfriend, aren't I?\I'll hear anything you need to say.\R-Really?\You won't hate me?\I won't.\Then...\Don't get too close to other girls.\Call me by my first name from now on. response:	I can't blame Patricia-chan, but I'm the only one who can call you Takeru.
context: I'll hear anything you need to say.\R-Really?\You won't hate me?\I won't.\Then...\Don't get too close to other girls.\Call me by my first name from now on.\I can't blame Patricia-chan, but I'm the only one who can call you Takeru. response:	And don't hold hands with other girls,
context: R-Really?\You won't hate me?\I won't.\Then...\Don't get too close to other girls.\Call me by my first name from now on.\I can't blame Patricia-chan, but I'm the only one who can call you Takeru.\And don't hold hands with other girls, response:	not even arm wrestling.
context: You won't hate me?\I won't.\Then...\Don't get too close to other girls.\Call me by my first name from now on.\I can't blame Patricia-chan, but I'm the only one who can call you Takeru.\And don't hold hands with other girls,\not even arm wrestling. response:	I'm the only one who can hold hands with you.
context: I won't.\Then...\Don't get too close to other girls.\Call me by my first name from now on.\I can't blame Patricia-chan, but I'm the only one who can call you Takeru.\And don't hold hands with other girls,\not even arm wrestling.\I'm the only one who can hold hands with you. response:	You can help them open plastic bottles,
context: Then...\Don't get too close to other girls.\Call me by my first name from now on.\I can't blame Patricia-chan, but I'm the only one who can call you Takeru.\And don't hold hands with other girls,\not even arm wrestling.\I'm the only one who can hold hands with you.\You can help them open plastic bottles, response:	but if you're nice to someone, you have to be even nicer to me!
