context: My place is close by. Wanna stop by? response:	B-But didn't you say you have a boyfriend?
context: Gah, I wanna go! I wanna see her room!\O-Oh, really? Are you and your brother close?\Be a Gentleman\No way. He's a total brat.\But wait, she was trying to invite me over, right?\I've totally got a shot!\I can take her home instead!\Kazu-kun?! response:	You okay?
context: O-Oh, really? Are you and your brother close?\Be a Gentleman\No way. He's a total brat.\But wait, she was trying to invite me over, right?\I've totally got a shot!\I can take her home instead!\Kazu-kun?!\You okay? response:	Oh, sorry. I guess I was drunker than I thought.
context: Be a Gentleman\No way. He's a total brat.\But wait, she was trying to invite me over, right?\I've totally got a shot!\I can take her home instead!\Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought. response:	Oh, I have water on me.
context: No way. He's a total brat.\But wait, she was trying to invite me over, right?\I've totally got a shot!\I can take her home instead!\Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me. response:	Here, Kazu-kun.
context: But wait, she was trying to invite me over, right?\I've totally got a shot!\I can take her home instead!\Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun. response:	Damn...
context: I've totally got a shot!\I can take her home instead!\Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun.\Damn... response:	Mami-chan smells so good!
context: I can take her home instead!\Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun.\Damn...\Mami-chan smells so good! response:	And she's being nicer to me now than she ever was when we were dating.
context: Kazu-kun?!\You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun.\Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating. response:	Mami-chan...
context: You okay?\Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun.\Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan... response:	Mami-chan...
context: Oh, sorry. I guess I was drunker than I thought.\Oh, I have water on me.\Here, Kazu-kun.\Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan... response:	The thought of other guys getting in your pants is sheer torture!
context: Oh, I have water on me.\Here, Kazu-kun.\Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture! response:	Do taxis even come down this way?
context: Here, Kazu-kun.\Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way? response:	You'll never get a chance like this again.
context: Damn...\Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again. response:	Go for it, Kazuya!
context: Mami-chan smells so good!\And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya! response:	Mami-chan... Do you wanna come over to my place now, maybe?
context: And she's being nicer to me now than she ever was when we were dating.\Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe? response:	Huh?
context: Mami-chan...\Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh? response:	Now
context: Mami-chan...\The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now response:	You have a new message.
context: The thought of other guys getting in your pants is sheer torture!\Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now\You have a new message. response:	Where are you?
context: Do taxis even come down this way?\You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now\You have a new message.\Where are you? response:	Mizuhara
context: You'll never get a chance like this again.\Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now\You have a new message.\Where are you?\Mizuhara response:	You're late
context: Go for it, Kazuya!\Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now\You have a new message.\Where are you?\Mizuhara\You're late response:	I'm waiting for you
context: Mami-chan... Do you wanna come over to my place now, maybe?\Huh?\Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you response:	Mizuhara
context: Huh?\Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara response:	When hwill hhyou hhhget hhhhhere hhhhh?
context: Now\You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh? response:	Mizuhara
context: You have a new message.\Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara response:	When hwill hhyou hhhget hhhhhere hhhhh?
context: Where are you?\Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh? response:	If you don't hurry up
context: Mizuhara\You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up response:	Mizuhara
context: You're late\I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara response:	I'll charge you for an extension
context: I'm waiting for you\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\I'll charge you for an extension response:	Numa
context: Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\I'll charge you for an extension\Numa response:	Who does that girl think she is? A romcom heroine?
context: When hwill hhyou hhhget hhhhhere hhhhh?\Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine? response:	Numa
context: Mizuhara\When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa response:	And that stupid virgin's pissing hme off, too!
context: When hwill hhyou hhhget hhhhhere hhhhh?\If you don't hurry up\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too! response:	Numa
context: If you don't hurry up\Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa response:	Not like they'll last more than three months, anyway
context: Mizuhara\I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway response:	It's not real
context: I'll charge you for an extension\Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real response:	Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes
context: Numa\Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes response:	W-Wait, I wasn't implying anything by that!
context: Who does that girl think she is? A romcom heroine?\Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that! response:	Fish... Yeah, I wanna show you some new fish!
context: Numa\And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish! response:	It's not like I'm being a creep because I'm still not over you or anything!
context: And that stupid virgin's pissing hme off, too!\Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything! response:	But, you know, every time I see you at college,
context: Numa\Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college, response:	you're just so cute,
context: Not like they'll last more than three months, anyway\It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute, response:	and your legs are so sexy, and I...
context: It's not real\Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I... response:	Kazu-kun...
context: Receipt Kinoshita Kazuya-sama Rent-A-Girlfriend Itemized Bill Base Fee/hrhhhhhh 5000 yen x1 hChoice Fee (Rookie)hhhhhhhhh5000 yen x1 hhCosts (City Limits)hhhhhhhhhhhh2000 yen x1 Total: 12,000 yen + taxes\W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I...\Kazu-kun... response:	I get it.
context: W-Wait, I wasn't implying anything by that!\Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I...\Kazu-kun...\I get it. response:	Sorry about that. There, there.
context: Fish... Yeah, I wanna show you some new fish!\It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I...\Kazu-kun...\I get it.\Sorry about that. There, there. response:	What's wrong with me?
context: It's not like I'm being a creep because I'm still not over you or anything!\But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I...\Kazu-kun...\I get it.\Sorry about that. There, there.\What's wrong with me? response:	I'm such trash.
context: But, you know, every time I see you at college,\you're just so cute,\and your legs are so sexy, and I...\Kazu-kun...\I get it.\Sorry about that. There, there.\What's wrong with me?\I'm such trash. response:	I keep pining for something I won't get back.
context: you're just so cute,\and your legs are so sexy, and I...\Kazu-kun...\I get it.\Sorry about that. There, there.\What's wrong with me?\I'm such trash.\I keep pining for something I won't get back. response:	I even hurt Mizuhara over it.
context: and your legs are so sexy, and I...\Kazu-kun...\I get it.\Sorry about that. There, there.\What's wrong with me?\I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it. response:	Then I jumped to conclusions, made a move,
context: Kazu-kun...\I get it.\Sorry about that. There, there.\What's wrong with me?\I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move, response:	got rejected again, and now she's patting my head...
context: I get it.\Sorry about that. There, there.\What's wrong with me?\I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head... response:	But I just can't help it!
context: Sorry about that. There, there.\What's wrong with me?\I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it! response:	Deep down, I still want her approval!
context: What's wrong with me?\I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval! response:	Have you sobered up a little now?
context: I'm such trash.\I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now? response:	Yeah.
context: I keep pining for something I won't get back.\I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now?\Yeah. response:	Anyway, that's one funny girl you're dating.
context: I even hurt Mizuhara over it.\Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating. response:	Just when I thought she was being awfully quiet, she had that outburst.
context: Then I jumped to conclusions, made a move,\got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst. response:	Does she have a few screws loose?
context: got rejected again, and now she's patting my head...\But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose? response:	I find it hard to deal with someone who blows their lid over every little thing.
context: But I just can't help it!\Deep down, I still want her approval!\Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing. response:	She's a tough type to hang with, and honestly, a little cringey.
context: Deep down, I still want her approval!\Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey. response:	Hey, there's nothing wrong with going by looks.
context: Have you sobered up a little now?\Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks. response:	But you're a big boy now, so you should consider personality, too.
context: Yeah.\Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too. response:	She's not like that.
context: Anyway, that's one funny girl you're dating.\Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that. response:	Mizuhara's not the kind of girl you think she is.
context: Just when I thought she was being awfully quiet, she had that outburst.\Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is. response:	Wh-What's the matter, Kazu-kun?
context: Does she have a few screws loose?\I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun? response:	You're scaring me a little.
context: I find it hard to deal with someone who blows their lid over every little thing.\She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little. response:	Sorry. I...
context: She's a tough type to hang with, and honestly, a little cringey.\Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I... response:	I still like you, to be honest.
context: Hey, there's nothing wrong with going by looks.\But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I...\I still like you, to be honest. response:	It doesn't even bother me when you diss me in public.
context: But you're a big boy now, so you should consider personality, too.\She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public. response:	I'm just happy you're still talking to me.
context: She's not like that.\Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me. response:	I mean, I seriously wanted to be the one to make you happy... forever.
context: Mizuhara's not the kind of girl you think she is.\Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever. response:	But...
context: Wh-What's the matter, Kazu-kun?\You're scaring me a little.\Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But... response:	Hearing you badmouth Mizuhara doesn't sit right with me.
context: You're scaring me a little.\Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me. response:	H-Hey, I wasn't really...
context: Sorry. I...\I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really... response:	S-Sorry!
context: I still like you, to be honest.\It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry! response:	Why did I do that?
context: It doesn't even bother me when you diss me in public.\I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry!\Why did I do that? response:	I'm sure she hates me now.
context: I'm just happy you're still talking to me.\I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry!\Why did I do that?\I'm sure she hates me now. response:	But right now, I just want to see Mizuhara...
context: I mean, I seriously wanted to be the one to make you happy... forever.\But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry!\Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara... response:	and apologize to her!
context: But...\Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry!\Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her! response:	Isn't she home yet?
context: Hearing you badmouth Mizuhara doesn't sit right with me.\H-Hey, I wasn't really...\S-Sorry!\Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet? response:	Or is she mad at me?
context: H-Hey, I wasn't really...\S-Sorry!\Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet?\Or is she mad at me? response:	Well, duh.
context: S-Sorry!\Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet?\Or is she mad at me?\Well, duh. response:	I kept pushing her to do things she didn't want to, and then embarrassed her to boot.
context: Why did I do that?\I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet?\Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot. response:	Why would she ever want to see my face again?
context: I'm sure she hates me now.\But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet?\Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again? response:	Mizuhara?
context: But right now, I just want to see Mizuhara...\and apologize to her!\Isn't she home yet?\Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara? response:	Hey, uh...
context: and apologize to her!\Isn't she home yet?\Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara?\Hey, uh... response:	I'm sorry. I don't really know what to say.
context: Isn't she home yet?\Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say. response:	I'm not mad or anything.
context: Or is she mad at me?\Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything. response:	Like I keep saying, I'm a rental girlfriend.
context: Well, duh.\I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend. response:	How you choose to deal with me is up to you.
context: I kept pushing her to do things she didn't want to, and then embarrassed her to boot.\Why would she ever want to see my face again?\Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you. response:	Of course your ex would be more important.
context: Why would she ever want to see my face again?\Mizuhara?\Hey, uh...\I'm sorry. I don't really know what to say.\I'm not mad or anything.\Like I keep saying, I'm a rental girlfriend.\How you choose to deal with me is up to you.\Of course your ex would be more important. response:	So? Did you manage to get back with her?
