context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: I thought a compass was shaped like this.\So, it's not the kind of compass you draw circles with.\This ship is huge. With this, we'll always know where the racer is.\There's nothing but pipes everywhere!\I wonder, if it's because we're near the energy block?\Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful. response:	Okay.
context: So, it's not the kind of compass you draw circles with.\This ship is huge. With this, we'll always know where the racer is.\There's nothing but pipes everywhere!\I wonder, if it's because we're near the energy block?\Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay. response:	Hey, be careful!
context: This ship is huge. With this, we'll always know where the racer is.\There's nothing but pipes everywhere!\I wonder, if it's because we're near the energy block?\Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay.\Hey, be careful! response:	Fourth time's not a charm either, huh?
context: There's nothing but pipes everywhere!\I wonder, if it's because we're near the energy block?\Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay.\Hey, be careful!\Fourth time's not a charm either, huh? response:	Are you sure we're not going the wrong way?
context: I wonder, if it's because we're near the energy block?\Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay.\Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way? response:	We should be heading toward the bridge, but...
context: Hot!\I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay.\Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but... response:	This is the right way. It has to be.
context: I'm fine. See? It was just a little hot, that's all.\You'll get hurt if you're not careful.\Okay.\Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be. response:	Let's go?
context: You'll get hurt if you're not careful.\Okay.\Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go? response:	Yep.
context: Okay.\Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go?\Yep. response:	You want us to look for a civilian?
context: Hey, be careful!\Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go?\Yep.\You want us to look for a civilian? response:	Yeah, his name's Hikaru Ichijo, remember?
context: Fourth time's not a charm either, huh?\Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go?\Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember? response:	He's like my little brother.
context: Are you sure we're not going the wrong way?\We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go?\Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother. response:	Now, look here! There's a time and place for jokes, and...
context: We should be heading toward the bridge, but...\This is the right way. It has to be.\Let's go?\Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and... response:	Claudia...
context: This is the right way. It has to be.\Let's go?\Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia... response:	Major Focker, this is Captain Global.
context: Let's go?\Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global. response:	I think you're already aware
context: Yep.\You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global.\I think you're already aware response:	that there are currently over 50,000 civilians taking shelter aboard this ship.
context: You want us to look for a civilian?\Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship. response:	If the enemy were to launch a surprise attack, there's no telling...
context: Yeah, his name's Hikaru Ichijo, remember?\He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling... response:	Understood, sir!
context: He's like my little brother.\Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir! response:	The lives of 50,000 people are more important than the life of just one, right?!
context: Now, look here! There's a time and place for jokes, and...\Claudia...\Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?! response:	Well, you see...
context: Claudia...\Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see... response:	Blockhead...
context: Major Focker, this is Captain Global.\I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead... response:	Hey, does it look brighter over there to you?
context: I think you're already aware\that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead...\Hey, does it look brighter over there to you? response:	You're right!
context: that there are currently over 50,000 civilians taking shelter aboard this ship.\If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead...\Hey, does it look brighter over there to you?\You're right! response:	We did it! We did it!
context: If the enemy were to launch a surprise attack, there's no telling...\Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead...\Hey, does it look brighter over there to you?\You're right!\We did it! We did it! response:	It looks like we can climb up over there!
context: Understood, sir!\The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead...\Hey, does it look brighter over there to you?\You're right!\We did it! We did it!\It looks like we can climb up over there! response:	An airlock for the giants, huh?
context: The lives of 50,000 people are more important than the life of just one, right?!\Well, you see...\Blockhead...\Hey, does it look brighter over there to you?\You're right!\We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh? response:	What's wrong?!
context: Well, you see...\Blockhead...\Hey, does it look brighter over there to you?\You're right!\We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?! response:	What on earth is going on?
context: Blockhead...\Hey, does it look brighter over there to you?\You're right!\We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?!\What on earth is going on? response:	Maybe, we're having a bad dream.
context: Hey, does it look brighter over there to you?\You're right!\We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream. response:	The captain is currently inspecting the ship. Over.
context: You're right!\We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over. response:	I made some coffee.
context: We did it! We did it!\It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee. response:	I swear, and all because the Captain had to execute a space fold.
context: It looks like we can climb up over there!\An airlock for the giants, huh?\What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold. response:	Not only can our ship not make contact with the Earth,
context: An airlock for the giants, huh?\What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth, response:	now we have these 50,000 civilian refugees.
context: What's wrong?!\What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees. response:	If we're attacked out here, we're done for.
context: What on earth is going on?\Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for. response:	But, even without fold communication, given enough time, normal radio waves should...
context: Maybe, we're having a bad dream.\The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should... response:	Right, we could still make contact with UN High Command.
context: The captain is currently inspecting the ship. Over.\I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command. response:	But that would reveal our location to the enemy.
context: I made some coffee.\I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy. response:	Oh...
context: I swear, and all because the Captain had to execute a space fold.\Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh... response:	1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.
context: Not only can our ship not make contact with the Earth,\now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center. response:	We don't even have time for a cup of coffee.
context: now we have these 50,000 civilian refugees.\If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee. response:	How's your leg? Does it still hurt?
context: If we're attacked out here, we're done for.\But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt? response:	My leg's fine, but I'm really thirsty.
context: But, even without fold communication, given enough time, normal radio waves should...\Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty. response:	Water, huh?
context: Right, we could still make contact with UN High Command.\But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh? response:	If it was food, there's a little back at the racer, but...
context: But that would reveal our location to the enemy.\Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but... response:	You may be able to drink some water after all!
context: Oh...\1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all! response:	Hang on a second!
context: 1st Lt. Hayase, block RX-24 is requesting directions to an evacuation center.\We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second! response:	Ready, okay!
context: We don't even have time for a cup of coffee.\How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second!\Ready, okay! response:	It tastes great!
context: How's your leg? Does it still hurt?\My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second!\Ready, okay!\It tastes great! response:	And it feels great!
context: My leg's fine, but I'm really thirsty.\Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second!\Ready, okay!\It tastes great!\And it feels great! response:	Hey! I think I'll take a shower!
context: Water, huh?\If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second!\Ready, okay!\It tastes great!\And it feels great!\Hey! I think I'll take a shower! response:	Huh?
context: If it was food, there's a little back at the racer, but...\You may be able to drink some water after all!\Hang on a second!\Ready, okay!\It tastes great!\And it feels great!\Hey! I think I'll take a shower!\Huh? response:	Right now? Here?
context: You may be able to drink some water after all!\Hang on a second!\Ready, okay!\It tastes great!\And it feels great!\Hey! I think I'll take a shower!\Huh?\Right now? Here? response:	Yup, I'm all covered in sweat.
context: Hang on a second!\Ready, okay!\It tastes great!\And it feels great!\Hey! I think I'll take a shower!\Huh?\Right now? Here?\Yup, I'm all covered in sweat. response:	Well, I guess it'd be better if I go over there, huh?
context: Ready, okay!\It tastes great!\And it feels great!\Hey! I think I'll take a shower!\Huh?\Right now? Here?\Yup, I'm all covered in sweat.\Well, I guess it'd be better if I go over there, huh? response:	Thank you for being so considerate. You've made me happy.
