context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: Farewell.\I have confirmed the presence of the man known as Zeiren.\We will also continue with our side of the investigation.\Thank you.\However, I was truly surprised.\Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam. response:	In order to hoard the weakening silver coin,
context: I have confirmed the presence of the man known as Zeiren.\We will also continue with our side of the investigation.\Thank you.\However, I was truly surprised.\Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin, response:	someone spread lies that its value would increase,
context: We will also continue with our side of the investigation.\Thank you.\However, I was truly surprised.\Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase, response:	and persuaded merchants to buy and accumulate coins.
context: Thank you.\However, I was truly surprised.\Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins. response:	But in reality, the value is decreasing,
context: However, I was truly surprised.\Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing, response:	so, in a panic, the merchants will attempt to relinquish it all.
context: Who would have thought events would play out like this so soon after our meeting?\The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all. response:	At this juncture, the manipulator will swoop in and buy them all in one stroke.
context: The head of the family was quite cautious,\but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke. response:	The merchants who were deceived will keep it a secret, in order to protect their honor.
context: but when he thought about it, it wasn't that simple of a scam.\In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor. response:	There is also a scheme you can use to make a tremendous profit from weakening silver coins.
context: In order to hoard the weakening silver coin,\someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins. response:	However, this undertaking carries a great risk along with it.
context: someone spread lies that its value would increase,\and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it. response:	Allow me to say that you have piqued my interest once again.
context: and persuaded merchants to buy and accumulate coins.\But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again. response:	I'm glad to hear that.
context: But in reality, the value is decreasing,\so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that. response:	Everything is a lesson for the future.
context: so, in a panic, the merchants will attempt to relinquish it all.\At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future. response:	Just like with your marten pelts.
context: At this juncture, the manipulator will swoop in and buy them all in one stroke.\The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts. response:	Do you think they'll discover it in time?
context: The merchants who were deceived will keep it a secret, in order to protect their honor.\There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time? response:	Even if your hypothesis is correct,
context: There is also a scheme you can use to make a tremendous profit from weakening silver coins.\However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct, response:	if the Milone Company fails to act quickly,
context: However, this undertaking carries a great risk along with it.\Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly, response:	their efforts to find the conspirator behind Zeiren will be for naught, correct?
context: Allow me to say that you have piqued my interest once again.\I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct? response:	Well...
context: I'm glad to hear that.\Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well... response:	I am quite sure that it will turn out well.
context: Everything is a lesson for the future.\Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well. response:	In order for a business to succeed in a foreign land,
context: Just like with your marten pelts.\Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land, response:	they should at least have the means to investigate one-
context: Do you think they'll discover it in time?\Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one- response:	What is it?
context: Even if your hypothesis is correct,\if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it? response:	It's just...
context: if the Milone Company fails to act quickly,\their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it?\It's just... response:	I remembered something from long ago.
context: their efforts to find the conspirator behind Zeiren will be for naught, correct?\Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it?\It's just...\I remembered something from long ago. response:	From looking at me?
context: Well...\I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it?\It's just...\I remembered something from long ago.\From looking at me? response:	No, there was a young man who was doing what you were doing just now,
context: I am quite sure that it will turn out well.\In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it?\It's just...\I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now, response:	and he fell back so wonderfully!
context: In order for a business to succeed in a foreign land,\they should at least have the means to investigate one-\What is it?\It's just...\I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully! response:	I warned him almost endlessly, but he just never listened.
context: they should at least have the means to investigate one-\What is it?\It's just...\I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened. response:	It seems that you had fun when you were with him.
context: What is it?\It's just...\I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him. response:	Yes, he was quite the dunce, but he was also very cheerful.
context: It's just...\I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful. response:	He wasn't a bit surprised when he saw my wolf form.
context: I remembered something from long ago.\From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form. response:	He was a weird boy, but...
context: From looking at me?\No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but... response:	he was also a good person.
context: No, there was a young man who was doing what you were doing just now,\and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person. response:	He was the first person in my life who treated me like a friend.
context: and he fell back so wonderfully!\I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend. response:	He was from Pasroe village.
context: I warned him almost endlessly, but he just never listened.\It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village. response:	Was it the person who asked about the village's wheat field?
context: It seems that you had fun when you were with him.\Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field? response:	That is correct.
context: Yes, he was quite the dunce, but he was also very cheerful.\He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct. response:	He really was a dunce, though.
context: He wasn't a bit surprised when he saw my wolf form.\He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though. response:	I've had enough drinking...
context: He was a weird boy, but...\he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though.\I've had enough drinking... response:	What's wrong?
context: he was also a good person.\He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though.\I've had enough drinking...\What's wrong? response:	I had something to tell you.
context: He was the first person in my life who treated me like a friend.\He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though.\I've had enough drinking...\What's wrong?\I had something to tell you. response:	It's on the tip of my tongue, but I simply cannot remember.
context: He was from Pasroe village.\Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though.\I've had enough drinking...\What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember. response:	What's that?
context: Was it the person who asked about the village's wheat field?\That is correct.\He really was a dunce, though.\I've had enough drinking...\What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that? response:	It was something fairly important, too.
context: That is correct.\He really was a dunce, though.\I've had enough drinking...\What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too. response:	You'll remember it soon, then.
context: He really was a dunce, though.\I've had enough drinking...\What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too.\You'll remember it soon, then. response:	I guess.
context: I've had enough drinking...\What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too.\You'll remember it soon, then.\I guess. response:	Friend, huh?
context: What's wrong?\I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too.\You'll remember it soon, then.\I guess.\Friend, huh? response:	I'm the branch manager, Marle Height.
context: I had something to tell you.\It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too.\You'll remember it soon, then.\I guess.\Friend, huh?\I'm the branch manager, Marle Height. response:	We accept the deal.
context: It's on the tip of my tongue, but I simply cannot remember.\What's that?\It was something fairly important, too.\You'll remember it soon, then.\I guess.\Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal. response:	Does this mean you've discovered the conspirators behind Zeiren?
context: What's that?\It was something fairly important, too.\You'll remember it soon, then.\I guess.\Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren? response:	Yes, the Medioh Company is backing him.
context: It was something fairly important, too.\You'll remember it soon, then.\I guess.\Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him. response:	The Medioh Company?
context: You'll remember it soon, then.\I guess.\Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company? response:	If I recall, they deal in farming goods with Pattsio and Zuiche.
context: I guess.\Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche. response:	They're also known for their transportation ships.
context: Friend, huh?\I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships. response:	It would be impossible for them to execute the plan you hypothesized on their own.
context: I'm the branch manager, Marle Height.\We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own. response:	There is most likely a group of nobles backing them.
context: We accept the deal.\Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them. response:	We haven't yet found out exactly whom,
context: Does this mean you've discovered the conspirators behind Zeiren?\Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom, response:	but no matter who it is,
context: Yes, the Medioh Company is backing him.\The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is, response:	if we work together and strike first, anything could happen.
context: The Medioh Company?\If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen. response:	Then let us discuss our shares.
context: If I recall, they deal in farming goods with Pattsio and Zuiche.\They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares. response:	You're quite ecstatic.
context: They're also known for their transportation ships.\It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic. response:	Three hundred thousand Thoreni silver coins!
context: It would be impossible for them to execute the plan you hypothesized on their own.\There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins! response:	No, if all goes well, we can do it with four hundred thousand!
context: There is most likely a group of nobles backing them.\We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand! response:	Assuming that the company will make a 10 profit,
context: We haven't yet found out exactly whom,\but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit, response:	if I get two thousand, I'll finally become a legitimate shop owner!!
context: but no matter who it is,\if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!! response:	Well, I'm glad that things seem to be going well for you.
context: if we work together and strike first, anything could happen.\Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you. response:	I told you to rest at the inn if you had a hangover.
context: Then let us discuss our shares.\You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover. response:	I was worried that you would not be able to cajole them correctly.
context: You're quite ecstatic.\Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly. response:	What do you mean by that?
context: Three hundred thousand Thoreni silver coins!\No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that? response:	I meant exactly what I said.
context: No, if all goes well, we can do it with four hundred thousand!\Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said. response:	Geez...
context: Assuming that the company will make a 10 profit,\if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said.\Geez... response:	Just hold on a bit more.
context: if I get two thousand, I'll finally become a legitimate shop owner!!\Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said.\Geez...\Just hold on a bit more. response:	The inn is right over there.
context: Well, I'm glad that things seem to be going well for you.\I told you to rest at the inn if you had a hangover.\I was worried that you would not be able to cajole them correctly.\What do you mean by that?\I meant exactly what I said.\Geez...\Just hold on a bit more.\The inn is right over there. response:	Is that a drawing of your store?
