context: /** TS by scol **/ response:	/** name move **/
context: Eh, yes.\Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah. response:	Azuki?
context: Then you know Sakamoto Ryouma's line, right?\Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\Azuki? response:	It's her mom!
context: Yes.\You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\Azuki?\It's her mom! response:	This is Azuki's mom!
context: You really liked Ashita no Joe, right?\Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\Azuki?\It's her mom!\This is Azuki's mom! response:	Become great mangakas.
context: Yes.\Dad, you don't need to say any more.\Thank you.\Yeah.\Azuki?\It's her mom!\This is Azuki's mom!\Become great mangakas. response:	I'll be here, rooting for you.
context: Dad, you don't need to say any more.\Thank you.\Yeah.\Azuki?\It's her mom!\This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you. response:	Okay, thank you very much!
context: Thank you.\Yeah.\Azuki?\It's her mom!\This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much! response:	Okay!
context: Yeah.\Azuki?\It's her mom!\This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay! response:	I sure am blessed.
context: Azuki?\It's her mom!\This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\I sure am blessed. response:	Not I, we!
context: It's her mom!\This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\I sure am blessed.\Not I, we! response:	No matter what, I will make this dream a reality!
context: This is Azuki's mom!\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality! response:	If I can't do this...
context: Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\If I can't do this... response:	I'm not a man!
context: I'll be here, rooting for you.\Okay, thank you very much!\Okay!\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man! response:	I won't be!
context: Okay, thank you very much!\Okay!\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man!\I won't be! response:	Starting tomorrow,
context: Okay!\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man!\I won't be!\Starting tomorrow, response:	No, today, I'm going to start making my drawings into manga artwork!
context: I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man!\I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork! response:	All right, and I'll take on making a name!
context: Not I, we!\No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man!\I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name! response:	Translator TLc
context: No matter what, I will make this dream a reality!\If I can't do this...\I'm not a man!\I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc response:	kewl0210 watchrocksgrow Chrno
context: If I can't do this...\I'm not a man!\I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno response:	Timing Edit
context: I'm not a man!\I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit response:	GeRi, Leet_Garaa bobo343, Z4kku
context: I won't be!\Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku response:	Typesetting Karaoke
context: Starting tomorrow,\No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke response:	scol, KmE Jecht, KmE, pablo212
context: No, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212 response:	QC
context: All right, and I'll take on making a name!\Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC response:	Mistral Echo_Chidori
context: Translator TLc\kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori response:	Encode
context: kewl0210 watchrocksgrow Chrno\Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori\Encode response:	pablo212
context: Timing Edit\GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori\Encode\pablo212 response:	Time and Key
context: GeRi, Leet_Garaa bobo343, Z4kku\Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori\Encode\pablo212\Time and Key response:	Most pros use G-pens.
context: Typesetting Karaoke\scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori\Encode\pablo212\Time and Key\Most pros use G-pens. response:	They let you control the strength of the lines...
context: scol, KmE Jecht, KmE, pablo212\QC\Mistral Echo_Chidori\Encode\pablo212\Time and Key\Most pros use G-pens.\They let you control the strength of the lines... response:	and brings out more atmosphere in the drawings.
context: QC\Mistral Echo_Chidori\Encode\pablo212\Time and Key\Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings. response:	But I couldn't master them, so I use a kabura pen.
context: Mistral Echo_Chidori\Encode\pablo212\Time and Key\Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen. response:	TL note: The kabura in the pen name means turnip, coming from the shape.
context: Encode\pablo212\Time and Key\Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape. response:	I do gag manga so I can barely get away with it, but pros use G-pens.
context: pablo212\Time and Key\Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens. response:	Once in a while I try to use them, but they're really hard.
context: Time and Key\Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard. response:	Mashiro.
context: Most pros use G-pens.\They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro. response:	Mashiro, wake up!
context: They let you control the strength of the lines...\and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up! response:	Eh?
context: and brings out more atmosphere in the drawings.\But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up!\Eh? response:	Crap!
context: But I couldn't master them, so I use a kabura pen.\TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up!\Eh?\Crap! response:	Mashiro, it's fine to work hard all night,
context: TL note: The kabura in the pen name means turnip, coming from the shape.\I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up!\Eh?\Crap!\Mashiro, it's fine to work hard all night, response:	but if you fall asleep during the test then there's no point to it, is there?
context: I do gag manga so I can barely get away with it, but pros use G-pens.\Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up!\Eh?\Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there? response:	S-Sorry.
context: Once in a while I try to use them, but they're really hard.\Mashiro.\Mashiro, wake up!\Eh?\Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry. response:	Finally done...
context: Mashiro.\Mashiro, wake up!\Eh?\Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done... response:	Are you all right?
context: Mashiro, wake up!\Eh?\Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done...\Are you all right? response:	I've never seen someone fall asleep during a midterm.
context: Eh?\Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm. response:	Saikou!
context: Crap!\Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou! response:	Did you study so hard it caused ya to doze off?
context: Mashiro, it's fine to work hard all night,\but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off? response:	Not really.
context: but if you fall asleep during the test then there's no point to it, is there?\S-Sorry.\Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off?\Not really. response:	Anyhow, the test's over, so you wanna catch a movie?
context: S-Sorry.\Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie? response:	Yeah, yeah! That sexy one!
context: Finally done...\Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one! response:	Sexy one?!
context: Are you all right?\I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?! response:	Sorry, I've got stuff to do.
context: I've never seen someone fall asleep during a midterm.\Saikou!\Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do. response:	What?
context: Saikou!\Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do.\What? response:	He's been spending all his time with whatever that is.
context: Did you study so hard it caused ya to doze off?\Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is. response:	So were you up all night practicing drawing?
context: Not really.\Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing? response:	I was at the workplace since midnight.
context: Anyhow, the test's over, so you wanna catch a movie?\Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight. response:	All the way until I got called by my parents to come home.
context: Yeah, yeah! That sexy one!\Sexy one?!\Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home. response:	In school, when I couldn't calm down, taking the test with this pen gave me momentum.
context: Sexy one?!\Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum. response:	Woah, you really did bring it...
context: Sorry, I've got stuff to do.\What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it... response:	Anyhow, if I can't get used to this, the whole thing's not gonna happen.
context: What?\He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen. response:	Manga doesn't have limits.
context: He's been spending all his time with whatever that is.\So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits. response:	Limits?
context: So were you up all night practicing drawing?\I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits? response:	It's not like a test which has answers.
context: I was at the workplace since midnight.\All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits?\It's not like a test which has answers. response:	There's no upper limit to drawings or stories.
context: All the way until I got called by my parents to come home.\In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories. response:	The better you can make them, the better off you are.
context: In school, when I couldn't calm down, taking the test with this pen gave me momentum.\Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are. response:	I'm going to the workplace, you coming too?
context: Woah, you really did bring it...\Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too? response:	Sure!
context: Anyhow, if I can't get used to this, the whole thing's not gonna happen.\Manga doesn't have limits.\Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure! response:	You seem happy, Shuujin.
context: Manga doesn't have limits.\Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin. response:	Here, your duplicate key, Shuujin.
context: Limits?\It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin. response:	C-Can I really have it?
context: It's not like a test which has answers.\There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it? response:	It's more convenient for you to be able to go whenever you want, right?
context: There's no upper limit to drawings or stories.\The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right? response:	T-Thanks.
context: The better you can make them, the better off you are.\I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks. response:	The test's over, so I can fully devote myself to this now.
context: I'm going to the workplace, you coming too?\Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now. response:	Awesome! I knew your talent for drawing wasn't half bad!
context: Sure!\You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad! response:	After just one day you're able to do manga quality drawings!
context: You seem happy, Shuujin.\Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings! response:	I'm saying those are totally no good.
context: Here, your duplicate key, Shuujin.\C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good. response:	What about them?
context: C-Can I really have it?\It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them? response:	The lines are stiff and they're way too thick.
context: It's more convenient for you to be able to go whenever you want, right?\T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick. response:	Those aren't drawings that can be used for manga.
context: T-Thanks.\The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga. response:	Really?
context: The test's over, so I can fully devote myself to this now.\Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really? response:	I knew G-pens would be tough...
context: Awesome! I knew your talent for drawing wasn't half bad!\After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough... response:	I can't draw the thickness of what I'm imagining in my head.
context: After just one day you're able to do manga quality drawings!\I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head. response:	It was giving me trouble, so I tried using a kabura pen, too.
context: I'm saying those are totally no good.\What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too. response:	Kabura pen?
context: What about them?\The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen? response:	This.
context: The lines are stiff and they're way too thick.\Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This. response:	Yeah. When I hear of dip pens, I think of these.
context: Those aren't drawings that can be used for manga.\Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these. response:	Uncle used these when he couldn't figure out how to use G-pens either.
context: Really?\I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either. response:	He was told to use G-pens by his editor,
context: I knew G-pens would be tough...\I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor, response:	but because of its odd tendencies he couldn't master it,
context: I can't draw the thickness of what I'm imagining in my head.\It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it, response:	so he just used the kabura pens.
context: It was giving me trouble, so I tried using a kabura pen, too.\Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens. response:	It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.
context: Kabura pen?\This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness. response:	G-pens let you control the strength of the lines, but...
context: This.\Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but... response:	it's easy for them to get caught on the paper.
context: Yeah. When I hear of dip pens, I think of these.\Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper. response:	I see.
context: Uncle used these when he couldn't figure out how to use G-pens either.\He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see. response:	So even though your uncle became a pro using a kabura pen,
context: He was told to use G-pens by his editor,\but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen, response:	that's no good for us, huh?
context: but because of its odd tendencies he couldn't master it,\so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh? response:	Of course! It can't give the drawings flavor or atmosphere.
context: so he just used the kabura pens.\It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere. response:	Uncle shrugged it off, saying my drawings are crappy.
context: It's hard to get different line strengths, but its easier to draw lines at a fixed thickness.\G-pens let you control the strength of the lines, but...\it's easy for them to get caught on the paper.\I see.\So even though your uncle became a pro using a kabura pen,\that's no good for us, huh?\Of course! It can't give the drawings flavor or atmosphere.\Uncle shrugged it off, saying my drawings are crappy. response:	And since he was doing gag manga, he said he could get away with it.
