context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: Yes! I did it!\Aha! I did it! I got Caterpie!\I did it all by myself. I caught my first Pokemon!\This is the first step\on my way to becoming the number one Pokemon Master in the whole world.\-Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now. response:	ASH CATCHES A POKEMON
context: Aha! I did it! I got Caterpie!\I did it all by myself. I caught my first Pokemon!\This is the first step\on my way to becoming the number one Pokemon Master in the whole world.\-Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON response:	-Ash, you're acting like a... -Look.
context: I did it all by myself. I caught my first Pokemon!\This is the first step\on my way to becoming the number one Pokemon Master in the whole world.\-Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look. response:	Inside this ball is the very first Pokemon I ever caught In my whole entire life.
context: This is the first step\on my way to becoming the number one Pokemon Master in the whole world.\-Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life. response:	Great. Just keep it away from me, will you?
context: on my way to becoming the number one Pokemon Master in the whole world.\-Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you? response:	You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?
context: -Ah! Hey! Wait a minute! -Ha-ha.\I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you? response:	Bugs get me all bugged out, even when they're In a Poke Ball.
context: I'm getting dizzy! I'm going to get sick! Quit it!\Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball. response:	Just keep it away!
context: Look out, Pokemon. Nothing's going to stop me now.\ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away! response:	I like bugs even if they're not in Poke Balls.
context: ASH CATCHES A POKEMON\-Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls. response:	It must be great for Caterpie inside the Poke Ball
context: -Ash, you're acting like a... -Look.\Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball response:	all cute and comfortable inside there.
context: Inside this ball is the very first Pokemon I ever caught In my whole entire life.\Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there. response:	I love my new little Pokemon.
context: Great. Just keep it away from me, will you?\You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon. response:	I guess it takes a worm to love a worm.
context: You're not afraid of an itty-bitty Caterpie in a Poke Ball, are you?\Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm. response:	Very funny. Pikachu...
context: Bugs get me all bugged out, even when they're In a Poke Ball.\Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu... response:	Pika!
context: Just keep it away!\I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika! response:	Oh, Pikachu, I'm glad you like it.
context: I like bugs even if they're not in Poke Balls.\It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it. response:	And from now on, we'll catch a whole bunch of new friends.
context: It must be great for Caterpie inside the Poke Ball\all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends. response:	Caterpie, you're sticking with us.
context: all cute and comfortable inside there.\I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us. response:	Uh. Does that mean-
context: I love my new little Pokemon.\I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean- response:	Caterpie, come out! Ha!
context: I guess it takes a worm to love a worm.\Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha! response:	There's nothing to be scared of.
context: Very funny. Pikachu...\Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of. response:	Come on, Caterpie, climb up on my shoulder.
context: Pika!\Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder. response:	-Hey, Caterpie, come back! -Ah!
context: Oh, Pikachu, I'm glad you like it.\And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah! response:	Hey, Misty, Caterpie really likes you. Isn't that cute?
context: And from now on, we'll catch a whole bunch of new friends.\Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute? response:	Get this disgusting bug away from me!
context: Caterpie, you're sticking with us.\Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me! response:	-Huh? -Please don't come any closer to me, huh!
context: Uh. Does that mean-\Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh! response:	What? You think Caterpie's disgusting?
context: Caterpie, come out! Ha!\There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting? response:	-Pika pika. -
context: There's nothing to be scared of.\Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. - response:	I know. You be friends with that creepy bug
context: Come on, Caterpie, climb up on my shoulder.\-Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug response:	-and I'll be friends with Pikachu. -Pikachu only likes me
context: -Hey, Caterpie, come back! -Ah!\Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me response:	and zaps anybody who tries to- Huh?
context: Hey, Misty, Caterpie really likes you. Isn't that cute?\Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh? response:	-Argh! Pikachu. -Hmm?
context: Get this disgusting bug away from me!\-Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm? response:	It's so gross. Ash, put that slimy thing back in the Poke Ball!
context: -Huh? -Please don't come any closer to me, huh!\What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball! response:	Bugs are one of the three most disgusting things in the world.
context: What? You think Caterpie's disgusting?\-Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world. response:	Aside from you, what are the other disgusting things?
context: -Pika pika. -\I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things? response:	Very funny! Carrots, peppers and bugs.
context: I know. You be friends with that creepy bug\-and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs. response:	Everybody has something they don't like, and I don't like bugs!
context: -and I'll be friends with Pikachu. -Pikachu only likes me\and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs! response:	Yeah? Well, I like carrots, and peppers, and bugs.
context: and zaps anybody who tries to- Huh?\-Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs. response:	What I don't like is the way you're hurting Caterpie's feelings
context: -Argh! Pikachu. -Hmm?\It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings response:	-with your silly fear of bugs. -Hmm!
context: It's so gross. Ash, put that slimy thing back in the Poke Ball!\Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm! response:	I don't think you're ugly or disgusting at all, Caterpie.
context: Bugs are one of the three most disgusting things in the world.\Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie. response:	Come on, climb up on my shoulder.
context: Aside from you, what are the other disgusting things?\Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder. response:	Chu, chu.
context: Very funny! Carrots, peppers and bugs.\Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu. response:	You're not going to scare misty anymore.
context: Everybody has something they don't like, and I don't like bugs!\Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore. response:	-What do you mean he won't scare me? -We'll go on without her.
context: Yeah? Well, I like carrots, and peppers, and bugs.\What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her. response:	-Chu! -Oh!
context: What I don't like is the way you're hurting Caterpie's feelings\-with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh! response:	Oh, yeah? I'll show you.
context: -with your silly fear of bugs. -Hmm!\I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you. response:	Pi?
context: I don't think you're ugly or disgusting at all, Caterpie.\Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you.\Pi? response:	-Pika, pi. -Huh? What's the problem, Pikachu?
context: Come on, climb up on my shoulder.\Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu? response:	-Pikachu. -Huh?
context: Chu, chu.\You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh? response:	Oh.
context: You're not going to scare misty anymore.\-What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh. response:	-What are you following us for? -Uh!
context: -What do you mean he won't scare me? -We'll go on without her.\-Chu! -Oh!\Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh.\-What are you following us for? -Uh! response:	My... my bike. I'm holding you responsible for my bike.
context: -Chu! -Oh!\Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike. response:	When are you going to get over that dumb old bike?
context: Oh, yeah? I'll show you.\Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike? response:	For your information, Mr. Pokemon Master,
context: Pi?\-Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master, response:	you're the dumb one, because if you hadn't destroyed it in the first place,
context: -Pika, pi. -Huh? What's the problem, Pikachu?\-Pikachu. -Huh?\Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place, response:	I could've ridden out of here by now.
context: -Pikachu. -Huh?\Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now. response:	I told you I'd make good on your bike one day.
context: Oh.\-What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day. response:	And if I'm so dumb, how come you're still following me?
context: -What are you following us for? -Uh!\My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me? response:	I'm not following you. This happens to be the fastest way through the woods.
context: My... my bike. I'm holding you responsible for my bike.\When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods. response:	-Fine. Do whatever you want. -That's exactly what I'm doing!
context: When are you going to get over that dumb old bike?\For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing! response:	Pi, pi.
context: For your information, Mr. Pokemon Master,\you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing!\Pi, pi. response:	We'd better get some sleep, you guys.
context: you're the dumb one, because if you hadn't destroyed it in the first place,\I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing!\Pi, pi.\We'd better get some sleep, you guys. response:	Tomorrow's going to be a big day.
context: I could've ridden out of here by now.\I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing!\Pi, pi.\We'd better get some sleep, you guys.\Tomorrow's going to be a big day. response:	Well, we'd all get some sleep if you'd shut your big mouth.
context: I told you I'd make good on your bike one day.\And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing!\Pi, pi.\We'd better get some sleep, you guys.\Tomorrow's going to be a big day.\Well, we'd all get some sleep if you'd shut your big mouth. response:	-Huh. don't let the bedbugs bite. - Humph!
context: And if I'm so dumb, how come you're still following me?\I'm not following you. This happens to be the fastest way through the woods.\-Fine. Do whatever you want. -That's exactly what I'm doing!\Pi, pi.\We'd better get some sleep, you guys.\Tomorrow's going to be a big day.\Well, we'd all get some sleep if you'd shut your big mouth.\-Huh. don't let the bedbugs bite. - Humph! response:	-Cha. -
