context: Helpful Advice from Golubaeser Asako response:	Helpful Advice from Golubaeser Asako!
context: Natsume and Sasayan want to study together,\so I came here to get you.\You need to buy a cell phone.\No, that's not what I meant...\This would be considered breaking and entering.\I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home? response:	He told me not to mention that he was home,
context: so I came here to get you.\You need to buy a cell phone.\No, that's not what I meant...\This would be considered breaking and entering.\I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home, response:	before chasing me off.
context: You need to buy a cell phone.\No, that's not what I meant...\This would be considered breaking and entering.\I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off. response:	Dad.
context: No, that's not what I meant...\This would be considered breaking and entering.\I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off.\Dad. response:	Why are you still here?
context: This would be considered breaking and entering.\I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off.\Dad.\Why are you still here? response:	I let myself in.
context: I tried to enter through the front door,\but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off.\Dad.\Why are you still here?\I let myself in. response:	Went under?!
context: but your dad was surprised'cause he didn't know school was off today.\Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off.\Dad.\Why are you still here?\I let myself in.\Went under?! response:	Y-You're saying that the store went under?!
context: Why would Dad still be home?\He told me not to mention that he was home,\before chasing me off.\Dad.\Why are you still here?\I let myself in.\Went under?!\Y-You're saying that the store went under?! response:	When?!
context: He told me not to mention that he was home,\before chasing me off.\Dad.\Why are you still here?\I let myself in.\Went under?!\Y-You're saying that the store went under?!\When?! response:	A-Around two weeks ago...
context: before chasing me off.\Dad.\Why are you still here?\I let myself in.\Went under?!\Y-You're saying that the store went under?!\When?!\A-Around two weeks ago... response:	Why didn't you say something sooner?!
context: Dad.\Why are you still here?\I let myself in.\Went under?!\Y-You're saying that the store went under?!\When?!\A-Around two weeks ago...\Why didn't you say something sooner?! response:	I-I thought it would shock you.
context: Why are you still here?\I let myself in.\Went under?!\Y-You're saying that the store went under?!\When?!\A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you. response:	No kidding!
context: I let myself in.\Went under?!\Y-You're saying that the store went under?!\When?!\A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding! response:	Damn, I was too careless!
context: Went under?!\Y-You're saying that the store went under?!\When?!\A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding!\Damn, I was too careless! response:	I relaxed because everything seemed fine the past few years.
context: Y-You're saying that the store went under?!\When?!\A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years. response:	See? I knew this would happen.
context: When?!\A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen. response:	I should have just apologized.
context: A-Around two weeks ago...\Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized. response:	We won't get anywhere like this.
context: Why didn't you say something sooner?!\I-I thought it would shock you.\No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this. response:	I need to call Mom.
context: I-I thought it would shock you.\No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this.\I need to call Mom. response:	What?!
context: No kidding!\Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this.\I need to call Mom.\What?! response:	Really?
context: Damn, I was too careless!\I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this.\I need to call Mom.\What?!\Really? response:	You're going to tell Yoshino-san?
context: I relaxed because everything seemed fine the past few years.\See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this.\I need to call Mom.\What?!\Really?\You're going to tell Yoshino-san? response:	Of course.
context: See? I knew this would happen.\I should have just apologized.\We won't get anywhere like this.\I need to call Mom.\What?!\Really?\You're going to tell Yoshino-san?\Of course. response:	Hello?
context: I should have just apologized.\We won't get anywhere like this.\I need to call Mom.\What?!\Really?\You're going to tell Yoshino-san?\Of course.\Hello? response:	Oh, Mom?
context: We won't get anywhere like this.\I need to call Mom.\What?!\Really?\You're going to tell Yoshino-san?\Of course.\Hello?\Oh, Mom? response:	Looks like you're in the middle of something, Pops.
context: I need to call Mom.\What?!\Really?\You're going to tell Yoshino-san?\Of course.\Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops. response:	Uh-huh, this is Shizuku.
context: What?!\Really?\You're going to tell Yoshino-san?\Of course.\Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku. response:	Should I leave?
context: Really?\You're going to tell Yoshino-san?\Of course.\Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave? response:	Uh-huh, Dad's store went...
context: You're going to tell Yoshino-san?\Of course.\Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went... response:	No, it's okay now.
context: Of course.\Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went...\No, it's okay now. response:	I would rather have an oblivious kid like you around right now.
context: Hello?\Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now. response:	Again?
context: Oh, Mom?\Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again? response:	How long does he intend for me to work?
context: Looks like you're in the middle of something, Pops.\Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work? response:	Uh-huh. Sorry, Mom.
context: Uh-huh, this is Shizuku.\Should I leave?\Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom. response:	Okay, I'll let him know.
context: Should I leave?\Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know. response:	Bye.
context: Uh-huh, Dad's store went...\No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye. response:	Die, stubby.
context: No, it's okay now.\I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye.\Die, stubby. response:	That was her response.
context: I would rather have an oblivious kid like you around right now.\Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye.\Die, stubby.\That was her response. response:	Stop!
context: Again?\How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye.\Die, stubby.\That was her response.\Stop! response:	Not with the same face, voice, and expression as your mother!
context: How long does he intend for me to work?\Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye.\Die, stubby.\That was her response.\Stop!\Not with the same face, voice, and expression as your mother! response:	I'll go get changed.
context: Uh-huh. Sorry, Mom.\Okay, I'll let him know.\Bye.\Die, stubby.\That was her response.\Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed. response:	You probably haven't started cleaning up the store.
context: Okay, I'll let him know.\Bye.\Die, stubby.\That was her response.\Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store. response:	Haru. Sorry, but can you leave for today?
context: Bye.\Die, stubby.\That was her response.\Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today? response:	Shizuku's incredible.
context: Die, stubby.\That was her response.\Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible. response:	She's completely unflustered.
context: That was her response.\Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered. response:	Well, this is the sixth time...
context: Stop!\Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time... response:	Sixth time?!
context: Not with the same face, voice, and expression as your mother!\I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time...\Sixth time?! response:	You're hopeless, Pops.
context: I'll go get changed.\You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops. response:	Yeah, I'm a hopeless father...
context: You probably haven't started cleaning up the store.\Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father... response:	My wife works, so we manage to get by,
context: Haru. Sorry, but can you leave for today?\Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by, response:	but Shizuku and Takaya must be lonely.
context: Shizuku's incredible.\She's completely unflustered.\Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely. response:	It would be cruelest to keep your hopes up
context: She's completely unflustered.\Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up response:	when I already know the answer.
context: Well, this is the sixth time...\Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer. response:	She grew up to be an emotionless person.
context: Sixth time?!\You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person. response:	She hasn't made any friends.
context: You're hopeless, Pops.\Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends. response:	Well, she liked math problems more than dolls when she was little.
context: Yeah, I'm a hopeless father...\My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little. response:	She has friends now.
context: My wife works, so we manage to get by,\but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now. response:	Three, if you include me.
context: but Shizuku and Takaya must be lonely.\It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me. response:	What?! Really?
context: It would be cruelest to keep your hopes up\when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me.\What?! Really? response:	Dad, I'm ready.
context: when I already know the answer.\She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me.\What?! Really?\Dad, I'm ready. response:	Shizuku, a girl your age
context: She grew up to be an emotionless person.\She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me.\What?! Really?\Dad, I'm ready.\Shizuku, a girl your age response:	is supposed to take longer to get ready.
context: She hasn't made any friends.\Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me.\What?! Really?\Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready. response:	Whatever. Go put some clothes on.
context: Well, she liked math problems more than dolls when she was little.\She has friends now.\Three, if you include me.\What?! Really?\Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on. response:	Yes, ma'am.
context: She has friends now.\Three, if you include me.\What?! Really?\Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am. response:	What? I have.
context: Three, if you include me.\What?! Really?\Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am.\What? I have. response:	I had a girlfriend in middle school.
context: What?! Really?\Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am.\What? I have.\I had a girlfriend in middle school. response:	What?!
context: Dad, I'm ready.\Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am.\What? I have.\I had a girlfriend in middle school.\What?! response:	Home Run
context: Shizuku, a girl your age\is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am.\What? I have.\I had a girlfriend in middle school.\What?!\Home Run response:	Is that true, Sasayan-kun?
context: is supposed to take longer to get ready.\Whatever. Go put some clothes on.\Yes, ma'am.\What? I have.\I had a girlfriend in middle school.\What?!\Home Run\Is that true, Sasayan-kun? response:	Yeah, I heard a rumor that she liked me,
context: Whatever. Go put some clothes on.\Yes, ma'am.\What? I have.\I had a girlfriend in middle school.\What?!\Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me, response:	so I asked her out.
context: Yes, ma'am.\What? I have.\I had a girlfriend in middle school.\What?!\Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out. response:	Yoshida, do you remember Yamase-san?
context: What? I have.\I had a girlfriend in middle school.\What?!\Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san? response:	I think she was in your class our first year.
context: I had a girlfriend in middle school.\What?!\Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year. response:	E-Everybody looked the same to me in middle school...
context: What?!\Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school... response:	You went to the same middle school as me?
context: Home Run\Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me? response:	Wait, you just realized that?
context: Is that true, Sasayan-kun?\Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that? response:	That's cold.
context: Yeah, I heard a rumor that she liked me,\so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that?\That's cold. response:	So?
context: so I asked her out.\Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that?\That's cold.\So? response:	Did you do it?
context: Yoshida, do you remember Yamase-san?\I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that?\That's cold.\So?\Did you do it? response:	What are you talking about?!
context: I think she was in your class our first year.\E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that?\That's cold.\So?\Did you do it?\What are you talking about?! response:	Just kidding. She dumped me in a heartbeat.
context: E-Everybody looked the same to me in middle school...\You went to the same middle school as me?\Wait, you just realized that?\That's cold.\So?\Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat. response:	Honestly...
context: You went to the same middle school as me?\Wait, you just realized that?\That's cold.\So?\Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly... response:	yrotsiH esenapaJ
context: Wait, you just realized that?\That's cold.\So?\Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ response:	If you're going to talk about that stuff, I'm leaving.
context: That's cold.\So?\Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving. response:	Oh, sorry.
context: So?\Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry. response:	I was just joking around.
context: Did you do it?\What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around. response:	So? What about you, Yoshida?
context: What are you talking about?!\Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around.\So? What about you, Yoshida? response:	I'm really leaving!
context: Just kidding. She dumped me in a heartbeat.\Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around.\So? What about you, Yoshida?\I'm really leaving! response:	Anyway, Haru-kun... Did anything happen with Mitty?
context: Honestly...\yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around.\So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty? response:	yrotsiH esenapaJ
context: yrotsiH esenapaJ\If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around.\So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ response:	Huh? Nothing happened.
context: If you're going to talk about that stuff, I'm leaving.\Oh, sorry.\I was just joking around.\So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened. response:	It sounds like she's thinking things through right now.
context: Oh, sorry.\I was just joking around.\So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now. response:	Huh?
context: I was just joking around.\So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh? response:	She said that she's going to think about our relationship.
context: So? What about you, Yoshida?\I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship. response:	When did she say that?
context: I'm really leaving!\Anyway, Haru-kun... Did anything happen with Mitty?\yrotsiH esenapaJ\Huh? Nothing happened.\It sounds like she's thinking things through right now.\Huh?\She said that she's going to think about our relationship.\When did she say that? response:	During the cultural festival.
