context: Master. Master. response:	Master! Master! Master!
context: their body will be preserved.\In the past, I thought that besides having good looks\there was nothing great about being a nine-tailed white fox.\But today\I'm especially grateful that Father and Mother gave me this life.\Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death. response:	I would be happy too.
context: In the past, I thought that besides having good looks\there was nothing great about being a nine-tailed white fox.\But today\I'm especially grateful that Father and Mother gave me this life.\Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too. response:	Ghost Lord.
context: there was nothing great about being a nine-tailed white fox.\But today\I'm especially grateful that Father and Mother gave me this life.\Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord. response:	You may all rise, my trusted lieutenants.
context: But today\I'm especially grateful that Father and Mother gave me this life.\Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants. response:	Yes.
context: I'm especially grateful that Father and Mother gave me this life.\Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants.\Yes. response:	When I go back, we will reorganize the army.
context: Master.\Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army. response:	In 10,000 years, we'll avenge the late ghost lord.
context: Drink this blood from my heart.\Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord. response:	The Celestial Palace will be a bloodbath!
context: Worst comes to worst, I'll follow you in death.\I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath! response:	Revenge! Bloodbath in the Celestial Palace!
context: I would be happy too.\Ghost Lord.\You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace! response:	What?
context: Ghost Lord.\You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What? response:	You covet the Ghost Lord position?
context: You may all rise, my trusted lieutenants.\Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position? response:	I wouldn't dare.
context: Yes.\When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position?\I wouldn't dare. response:	Wouldn't dare?
context: When I go back, we will reorganize the army.\In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare? response:	I already have the blue cape on.
context: In 10,000 years, we'll avenge the late ghost lord.\The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare?\I already have the blue cape on. response:	I've succeeded the late Ghost Lord's position.
context: The Celestial Palace will be a bloodbath!\Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position. response:	Why aren't you kneeling?
context: Revenge! Bloodbath in the Celestial Palace!\What?\You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling? response:	Father's body isn't cold yet.
context: What?\You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet. response:	No.
context: You covet the Ghost Lord position?\I wouldn't dare.\Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet.\No. response:	Father's body isn't even found yet.
context: I wouldn't dare.\Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet.\No.\Father's body isn't even found yet. response:	He might not be dead yet.
context: Wouldn't dare?\I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet.\No.\Father's body isn't even found yet.\He might not be dead yet. response:	Why are you so anxious, Li Yuan?
context: I already have the blue cape on.\I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet.\No.\Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan? response:	I've already said that when I became Ghost Lord one day
context: I've succeeded the late Ghost Lord's position.\Why aren't you kneeling?\Father's body isn't cold yet.\No.\Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day response:	I would take your life!
context: Why aren't you kneeling?\Father's body isn't cold yet.\No.\Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life! response:	Thanks for thinking of me that way.
context: Father's body isn't cold yet.\No.\Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way. response:	Father killed my mother because of your mother.
context: No.\Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother. response:	I will never forget this hatred!
context: Father's body isn't even found yet.\He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred! response:	Yes. My mother also died by your hands.
context: He might not be dead yet.\Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands. response:	I won't hide it from you now.
context: Why are you so anxious, Li Yuan?\I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now. response:	That's right. I killed that bitch with my own hands.
context: I've already said that when I became Ghost Lord one day\I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands. response:	I strangled her like this, little by little!
context: I would take your life!\Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little! response:	How could you have such power?
context: Thanks for thinking of me that way.\Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power? response:	In the past, it was just for self-defense.
context: Father killed my mother because of your mother.\I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense. response:	I didn't expect it to be so useful.
context: I will never forget this hatred!\Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful. response:	Not bad, right?
context: Yes. My mother also died by your hands.\I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right? response:	How could this happen?
context: I won't hide it from you now.\That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right?\How could this happen? response:	Your powers aren't even 30 percent of the late Ghost Lord's.
context: That's right. I killed that bitch with my own hands.\I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's. response:	You would dare to attack the Celestial Palace?
context: I strangled her like this, little by little!\How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace? response:	Are you trying to sacrifice all our lives?
context: How could you have such power?\In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives? response:	There are only 30,000 left of an army of 200,000.
context: In the past, it was just for self-defense.\I didn't expect it to be so useful.\Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000. response:	You've never even thought of pacifying the army officers who are still alive
context: I didn't expect it to be so useful.\Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive response:	or the soldiers who died.
context: Not bad, right?\How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died. response:	You aren't even heartbroken the way a ruler should be!
context: How could this happen?\Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be! response:	You only care about getting the blue cape for yourself and becoming ghost lord!
context: Your powers aren't even 30 percent of the late Ghost Lord's.\You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord! response:	You're cold and ruthless.
context: You would dare to attack the Celestial Palace?\Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless. response:	How could you be our ghost lord?
context: Are you trying to sacrifice all our lives?\There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord? response:	As the crown prince of the Ghost Tribe
context: There are only 30,000 left of an army of 200,000.\You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe response:	how is it wrong for me to become the ghost lord?
context: You've never even thought of pacifying the army officers who are still alive\or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord? response:	You guys on the other hand...
context: or the soldiers who died.\You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand... response:	When you go back, the royal guards will kill you!
context: You aren't even heartbroken the way a ruler should be!\You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you! response:	We've never thought to betray the royal family.
context: You only care about getting the blue cape for yourself and becoming ghost lord!\You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family. response:	We just want to support Second Prince to the throne.
context: You're cold and ruthless.\How could you be our ghost lord?\As the crown prince of the Ghost Tribe\how is it wrong for me to become the ghost lord?\You guys on the other hand...\When you go back, the royal guards will kill you!\We've never thought to betray the royal family.\We just want to support Second Prince to the throne. response:	As long as Second Prince is our Ghost Lord
