context: Like what? response:	weeelll...
context: Any suggestions for what our class should do?\School Festival Theme\Fantasy!!\I hope I can participate too.\Whatever's fine, just hurry up and pick.\Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic? response:	Sadako's famous among the freshmen too.
context: School Festival Theme\Fantasy!!\I hope I can participate too.\Whatever's fine, just hurry up and pick.\Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too. response:	We can use those weird herbs she grows and make tea.
context: Fantasy!!\I hope I can participate too.\Whatever's fine, just hurry up and pick.\Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea. response:	We could make an Ask Sadako booth!
context: I hope I can participate too.\Whatever's fine, just hurry up and pick.\Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth! response:	But make it more like a fortune-teller's tent!
context: Whatever's fine, just hurry up and pick.\Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent! response:	She's doing well for herself.
context: Me, me! I have one!\What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself. response:	Yeah.
context: What about Sadako's Black Magic Cafe?\Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah. response:	That's a great idea!
context: Black magic?\Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah.\That's a great idea! response:	Alright, let's take a vote!
context: Sadako's famous among the freshmen too.\We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah.\That's a great idea!\Alright, let's take a vote! response:	Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade
context: We can use those weird herbs she grows and make tea.\We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah.\That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade response:	What's this?
context: We could make an Ask Sadako booth!\But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah.\That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this? response:	That's Vap Ca.
context: But make it more like a fortune-teller's tent!\She's doing well for herself.\Yeah.\That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca. response:	Oh right, there's a Vap Ca tea, isn't there?
context: She's doing well for herself.\Yeah.\That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there? response:	What about this one?
context: Yeah.\That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one? response:	That's perilla.
context: That's a great idea!\Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla. response:	Wow, you're growing perilla?
context: Alright, let's take a vote!\Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla.\Wow, you're growing perilla? response:	I thought it might be helpful to have some on hand.
context: Class Exhibit Sadako's Black Magic Cafe: 26 Haunted House: 7 Costume Parade Midnight Monster Parade\What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand. response:	Here come the guys.
context: What's this?\That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys. response:	Kazehaya!
context: That's Vap Ca.\Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya! response:	Look at this!
context: Oh right, there's a Vap Ca tea, isn't there?\What about this one?\That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya!\Look at this! response:	Sadako's growing a bunch of medicinal herbs!
context: What about this one?\That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs! response:	Hey, do you think we could use perilla in the cafe?
context: That's perilla.\Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe? response:	Sadako?
context: Wow, you're growing perilla?\I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako? response:	Huh? Oh, yeah!
context: I thought it might be helpful to have some on hand.\Here come the guys.\Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah! response:	We could make tea with it.
context: Here come the guys.\Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah!\We could make tea with it. response:	That's true. As long as you steep it in hot water, you can make tea with just about anything.
context: Kazehaya!\Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything. response:	Normally you use rosemary.
context: Look at this!\Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary. response:	Rosemary?
context: Sadako's growing a bunch of medicinal herbs!\Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary? response:	I wanted to talk to him, but I didn't know what to say.
context: Hey, do you think we could use perilla in the cafe?\Sadako?\Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say. response:	Maybe it's my imagination,
context: Sadako?\Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination, response:	but it feels like we've drifted even further apart now.
context: Huh? Oh, yeah!\We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now. response:	Am I the one who's drifting away from him?
context: We could make tea with it.\That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him? response:	Sawako is trying to talk to him but Kazehaya's just been so difficult lately...
context: That's true. As long as you steep it in hot water, you can make tea with just about anything.\Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately... response:	I wonder if something happened.
context: Normally you use rosemary.\Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened. response:	You're probably the most different from her.
context: Rosemary?\I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her. response:	This is bad. I'm screwed if I don't fix this.
context: I wanted to talk to him, but I didn't know what to say.\Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this. response:	That's it! I could get Ryu to
context: Maybe it's my imagination,\but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to response:	Ryu's
context: but it feels like we've drifted even further apart now.\Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's response:	going with you this Sunday, right?
context: Am I the one who's drifting away from him?\Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's\going with you this Sunday, right? response:	To the wedding?
context: Sawako is trying to talk to him but Kazehaya's just been so difficult lately...\I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's\going with you this Sunday, right?\To the wedding? response:	Oh that!
context: I wonder if something happened.\You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's\going with you this Sunday, right?\To the wedding?\Oh that! response:	Yeah, we're going together in his dad's car.
context: You're probably the most different from her.\This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's\going with you this Sunday, right?\To the wedding?\Oh that!\Yeah, we're going together in his dad's car. response:	When are you guys leaving?
context: This is bad. I'm screwed if I don't fix this.\That's it! I could get Ryu to\Ryu's\going with you this Sunday, right?\To the wedding?\Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving? response:	Around 7.
context: That's it! I could get Ryu to\Ryu's\going with you this Sunday, right?\To the wedding?\Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7. response:	Take your gel eyeliner and draw a line right on your lash line.
context: Ryu's\going with you this Sunday, right?\To the wedding?\Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line. response:	Make the portion right above your irises the thickest.
context: going with you this Sunday, right?\To the wedding?\Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest. response:	Extend the line past the outer corner of your eye
context: To the wedding?\Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye response:	Eyeshadow
context: Oh that!\Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow response:	Eyeliner
context: Yeah, we're going together in his dad's car.\When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner response:	Done
context: When are you guys leaving?\Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner\Done response:	Huh?
context: Around 7.\Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner\Done\Huh? response:	Oh, wow. What are you doing?
context: Take your gel eyeliner and draw a line right on your lash line.\Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner\Done\Huh?\Oh, wow. What are you doing? response:	Y-Yano-chin!
context: Make the portion right above your irises the thickest.\Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner\Done\Huh?\Oh, wow. What are you doing?\Y-Yano-chin! response:	Please!
context: Extend the line past the outer corner of your eye\Eyeshadow\Eyeliner\Done\Huh?\Oh, wow. What are you doing?\Y-Yano-chin!\Please! response:	Please!
context: Eyeshadow\Eyeliner\Done\Huh?\Oh, wow. What are you doing?\Y-Yano-chin!\Please!\Please! response:	I had a doll like this once.
context: Eyeliner\Done\Huh?\Oh, wow. What are you doing?\Y-Yano-chin!\Please!\Please!\I had a doll like this once. response:	No matter what style you're trying to do, foundation is crucial.
context: Done\Huh?\Oh, wow. What are you doing?\Y-Yano-chin!\Please!\Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial. response:	Yano-chin
context: Huh?\Oh, wow. What are you doing?\Y-Yano-chin!\Please!\Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin response:	Thank you for coming over so early in the morning.
context: Oh, wow. What are you doing?\Y-Yano-chin!\Please!\Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning. response:	Don't worry about it. I got a good laugh out of it too.
context: Y-Yano-chin!\Please!\Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too. response:	Hey Chizu?
context: Please!\Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu? response:	You know, it's not all about making your eyes look big or whatever
context: Please!\I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever response:	Can I try?
context: I had a doll like this once.\No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try? response:	Great.
context: No matter what style you're trying to do, foundation is crucial.\Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try?\Great. response:	The almond shape of your eyes is what makes them beautiful.
context: Yano-chin\Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try?\Great.\The almond shape of your eyes is what makes them beautiful. response:	Really?
context: Thank you for coming over so early in the morning.\Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try?\Great.\The almond shape of your eyes is what makes them beautiful.\Really? response:	You have to leverage that to show off your beauty.
context: Don't worry about it. I got a good laugh out of it too.\Hey Chizu?\You know, it's not all about making your eyes look big or whatever\Can I try?\Great.\The almond shape of your eyes is what makes them beautiful.\Really?\You have to leverage that to show off your beauty. response:	Today's an important day for you too.
